constructorId,driverId,driverNumber,engineManufacturerId,lap,position,race,stop,time,tyreManufacturerId,year
marussia,max-chilton,4,ferrari,41,33,01-australia,2,23.493,pirelli,2014
marussia,jules-bianchi,17,ferrari,35,34,01-australia,2,22.656,pirelli,2014
marussia,jules-bianchi,17,ferrari,1,1,02-malaysia,1,52.836,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,2,2,02-malaysia,1,45.629,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,2,3,02-malaysia,1,26.399,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,9,4,02-malaysia,1,37.116,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,10,5,02-malaysia,1,25.109,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,10,6,02-malaysia,1,29.420,pirelli,2014
marussia,max-chilton,4,ferrari,10,7,02-malaysia,1,25.639,pirelli,2014
ferrari,fernando-alonso,14,ferrari,11,8,02-malaysia,1,24.466,pirelli,2014
sauber,adrian-sutil,99,ferrari,11,9,02-malaysia,1,25.998,pirelli,2014
caterham,marcus-ericsson,9,renault,11,10,02-malaysia,1,30.040,pirelli,2014
red-bull,daniel-ricciardo,3,renault,12,11,02-malaysia,1,24.709,pirelli,2014
williams,felipe-massa,19,mercedes,12,12,02-malaysia,1,24.637,pirelli,2014
lotus-f1,romain-grosjean,8,renault,12,13,02-malaysia,1,25.046,pirelli,2014
red-bull,sebastian-vettel,1,renault,13,14,02-malaysia,1,24.432,pirelli,2014
mclaren,jenson-button,22,mercedes,13,15,02-malaysia,1,24.841,pirelli,2014
mercedes,nico-rosberg,6,mercedes,14,16,02-malaysia,1,24.723,pirelli,2014
williams,valtteri-bottas,77,mercedes,14,17,02-malaysia,1,25.020,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,15,18,02-malaysia,1,24.604,pirelli,2014
caterham,kamui-kobayashi,10,renault,15,19,02-malaysia,1,27.124,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,16,20,02-malaysia,1,25.336,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,17,21,02-malaysia,2,26.598,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,18,22,02-malaysia,2,24.417,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,22,23,02-malaysia,2,27.473,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,23,24,02-malaysia,2,26.325,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,24,25,02-malaysia,2,30.661,pirelli,2014
sauber,adrian-sutil,99,ferrari,24,26,02-malaysia,2,25.493,pirelli,2014
mclaren,jenson-button,22,mercedes,25,27,02-malaysia,2,24.524,pirelli,2014
lotus-f1,romain-grosjean,8,renault,25,28,02-malaysia,2,25.596,pirelli,2014
caterham,marcus-ericsson,9,renault,26,29,02-malaysia,2,26.515,pirelli,2014
ferrari,fernando-alonso,14,ferrari,27,30,02-malaysia,2,24.222,pirelli,2014
williams,felipe-massa,19,mercedes,27,31,02-malaysia,2,24.577,pirelli,2014
marussia,max-chilton,4,ferrari,27,32,02-malaysia,2,29.210,pirelli,2014
red-bull,daniel-ricciardo,3,renault,28,33,02-malaysia,2,24.775,pirelli,2014
williams,valtteri-bottas,77,mercedes,29,34,02-malaysia,2,24.964,pirelli,2014
red-bull,sebastian-vettel,1,renault,31,35,02-malaysia,2,24.728,pirelli,2014
caterham,kamui-kobayashi,10,renault,31,36,02-malaysia,2,26.505,pirelli,2014
mercedes,nico-rosberg,6,mercedes,32,37,02-malaysia,2,25.287,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,33,38,02-malaysia,2,25.296,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,34,39,02-malaysia,2,24.887,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,34,40,02-malaysia,3,25.289,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,34,41,02-malaysia,3,24.246,pirelli,2014
caterham,marcus-ericsson,9,renault,38,42,02-malaysia,3,26.030,pirelli,2014
mclaren,jenson-button,22,mercedes,39,43,02-malaysia,3,25.028,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,39,44,02-malaysia,3,24.415,pirelli,2014
red-bull,daniel-ricciardo,3,renault,40,45,02-malaysia,3,1:49.329,pirelli,2014
lotus-f1,romain-grosjean,8,renault,40,46,02-malaysia,3,25.735,pirelli,2014
ferrari,fernando-alonso,14,ferrari,42,47,02-malaysia,3,24.641,pirelli,2014
marussia,max-chilton,4,ferrari,41,48,02-malaysia,3,27.828,pirelli,2014
williams,felipe-massa,19,mercedes,42,49,02-malaysia,3,24.526,pirelli,2014
red-bull,daniel-ricciardo,3,renault,42,50,02-malaysia,4,34.697,pirelli,2014
williams,valtteri-bottas,77,mercedes,44,51,02-malaysia,3,24.498,pirelli,2014
red-bull,daniel-ricciardo,3,renault,44,52,02-malaysia,5,34.480,pirelli,2014
red-bull,sebastian-vettel,1,renault,49,53,02-malaysia,3,25.186,pirelli,2014
mercedes,nico-rosberg,6,mercedes,50,54,02-malaysia,3,24.654,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,51,55,02-malaysia,3,24.484,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,1,1,03-bahrain,1,33.895,pirelli,2014
sauber,adrian-sutil,99,ferrari,7,2,03-bahrain,1,25.293,pirelli,2014
williams,valtteri-bottas,77,mercedes,10,3,03-bahrain,1,25.040,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,10,4,03-bahrain,1,26.064,pirelli,2014
marussia,jules-bianchi,17,ferrari,10,5,03-bahrain,1,25.756,pirelli,2014
caterham,marcus-ericsson,9,renault,11,6,03-bahrain,1,25.367,pirelli,2014
marussia,max-chilton,4,ferrari,11,7,03-bahrain,1,25.858,pirelli,2014
ferrari,fernando-alonso,14,ferrari,12,8,03-bahrain,1,25.770,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,12,9,03-bahrain,1,25.543,pirelli,2014
williams,felipe-massa,19,mercedes,13,10,03-bahrain,1,24.528,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,13,11,03-bahrain,1,25.009,pirelli,2014
lotus-f1,romain-grosjean,8,renault,13,12,03-bahrain,1,25.192,pirelli,2014
marussia,jules-bianchi,17,ferrari,13,13,03-bahrain,2,29.729,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,14,14,03-bahrain,1,24.611,pirelli,2014
sauber,adrian-sutil,99,ferrari,13,15,03-bahrain,2,40.747,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,14,16,03-bahrain,2,25.897,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,15,17,03-bahrain,1,24.757,pirelli,2014
caterham,kamui-kobayashi,10,renault,15,18,03-bahrain,1,27.124,pirelli,2014
force-india,sergio-perez,11,mercedes,16,19,03-bahrain,1,24.697,pirelli,2014
red-bull,sebastian-vettel,1,renault,16,20,03-bahrain,1,24.964,pirelli,2014
mclaren,jenson-button,22,mercedes,17,21,03-bahrain,1,24.476,pirelli,2014
red-bull,daniel-ricciardo,3,renault,18,22,03-bahrain,1,24.706,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,19,23,03-bahrain,1,24.687,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,19,24,03-bahrain,1,25.395,pirelli,2014
marussia,jules-bianchi,17,ferrari,18,25,03-bahrain,3,18.989,pirelli,2014
mercedes,nico-rosberg,6,mercedes,21,26,03-bahrain,1,24.851,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,24,27,03-bahrain,2,25.340,pirelli,2014
williams,valtteri-bottas,77,mercedes,25,28,03-bahrain,2,25.068,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,25,29,03-bahrain,2,24.559,pirelli,2014
caterham,marcus-ericsson,9,renault,26,30,03-bahrain,2,25.819,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,27,31,03-bahrain,2,25.633,pirelli,2014
williams,felipe-massa,19,mercedes,28,32,03-bahrain,2,25.896,pirelli,2014
ferrari,fernando-alonso,14,ferrari,28,33,03-bahrain,2,24.576,pirelli,2014
lotus-f1,romain-grosjean,8,renault,28,34,03-bahrain,2,25.032,pirelli,2014
marussia,max-chilton,4,ferrari,28,35,03-bahrain,2,27.233,pirelli,2014
marussia,jules-bianchi,17,ferrari,31,36,03-bahrain,4,25.866,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,33,37,03-bahrain,2,25.415,pirelli,2014
force-india,sergio-perez,11,mercedes,34,38,03-bahrain,2,24.737,pirelli,2014
red-bull,sebastian-vettel,1,renault,34,39,03-bahrain,2,26.186,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,35,40,03-bahrain,2,24.440,pirelli,2014
mclaren,jenson-button,22,mercedes,35,41,03-bahrain,2,25.245,pirelli,2014
red-bull,daniel-ricciardo,3,renault,35,42,03-bahrain,2,24.816,pirelli,2014
caterham,kamui-kobayashi,10,renault,35,43,03-bahrain,2,26.628,pirelli,2014
lotus-f1,romain-grosjean,8,renault,37,44,03-bahrain,3,25.693,pirelli,2014
williams,felipe-massa,19,mercedes,38,45,03-bahrain,3,24.575,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,38,46,03-bahrain,3,25.572,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,39,47,03-bahrain,2,26.440,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,39,48,03-bahrain,3,25.345,pirelli,2014
williams,valtteri-bottas,77,mercedes,40,49,03-bahrain,3,25.980,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,41,50,03-bahrain,2,25.146,pirelli,2014
mercedes,nico-rosberg,6,mercedes,41,51,03-bahrain,2,24.907,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,40,52,03-bahrain,3,34.249,pirelli,2014
marussia,max-chilton,4,ferrari,40,53,03-bahrain,3,25.981,pirelli,2014
ferrari,fernando-alonso,14,ferrari,41,54,03-bahrain,3,24.493,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,41,55,03-bahrain,3,24.453,pirelli,2014
marussia,jules-bianchi,17,ferrari,40,56,03-bahrain,5,25.383,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,47,57,03-bahrain,4,32.874,pirelli,2014
mclaren,jenson-button,22,mercedes,7,1,04-china,1,22.408,pirelli,2014
lotus-f1,romain-grosjean,8,renault,9,2,04-china,1,23.213,pirelli,2014
williams,felipe-massa,19,mercedes,10,3,04-china,1,1:18.277,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,10,4,04-china,1,22.994,pirelli,2014
force-india,sergio-perez,11,mercedes,10,5,04-china,1,22.914,pirelli,2014
caterham,marcus-ericsson,9,renault,10,6,04-china,1,23.677,pirelli,2014
ferrari,fernando-alonso,14,ferrari,11,7,04-china,1,22.776,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,11,8,04-china,1,23.438,pirelli,2014
caterham,kamui-kobayashi,10,renault,11,9,04-china,1,24.883,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,11,10,04-china,1,24.010,pirelli,2014
marussia,jules-bianchi,17,ferrari,11,11,04-china,1,24.784,pirelli,2014
red-bull,sebastian-vettel,1,renault,12,12,04-china,1,22.570,pirelli,2014
williams,valtteri-bottas,77,mercedes,12,13,04-china,1,24.780,pirelli,2014
marussia,max-chilton,4,ferrari,12,14,04-china,1,23.781,pirelli,2014
mercedes,nico-rosberg,6,mercedes,13,15,04-china,1,23.277,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,14,16,04-china,1,23.521,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,14,17,04-china,1,22.988,pirelli,2014
red-bull,daniel-ricciardo,3,renault,15,18,04-china,1,23.186,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,15,19,04-china,1,24.119,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,17,20,04-china,1,22.968,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,17,21,04-china,1,23.670,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,27,22,04-china,2,23.252,pirelli,2014
caterham,marcus-ericsson,9,renault,27,23,04-china,2,23.730,pirelli,2014
mclaren,jenson-button,22,mercedes,28,24,04-china,2,22.548,pirelli,2014
marussia,jules-bianchi,17,ferrari,28,25,04-china,2,24.320,pirelli,2014
force-india,sergio-perez,11,mercedes,30,26,04-china,2,23.636,pirelli,2014
caterham,kamui-kobayashi,10,renault,30,27,04-china,2,25.402,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,31,28,04-china,2,22.764,pirelli,2014
williams,valtteri-bottas,77,mercedes,31,29,04-china,2,23.639,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,31,30,04-china,2,23.291,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,31,31,04-china,2,23.628,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,31,32,04-china,2,22.579,pirelli,2014
williams,felipe-massa,19,mercedes,31,33,04-china,2,23.830,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,32,34,04-china,2,24.417,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,32,35,04-china,2,23.022,pirelli,2014
ferrari,fernando-alonso,14,ferrari,33,36,04-china,2,22.947,pirelli,2014
marussia,max-chilton,4,ferrari,32,37,04-china,2,23.878,pirelli,2014
red-bull,sebastian-vettel,1,renault,34,38,04-china,2,22.246,pirelli,2014
mercedes,nico-rosberg,6,mercedes,37,39,04-china,2,23.089,pirelli,2014
red-bull,daniel-ricciardo,3,renault,37,40,04-china,2,22.498,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,38,41,04-china,2,23.999,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,40,42,04-china,3,22.734,pirelli,2014
caterham,kamui-kobayashi,10,renault,40,43,04-china,3,24.722,pirelli,2014
caterham,marcus-ericsson,9,renault,42,44,04-china,3,23.969,pirelli,2014
marussia,max-chilton,4,ferrari,48,45,04-china,3,23.886,pirelli,2014
red-bull,sebastian-vettel,1,renault,12,1,05-spain,1,21.974,pirelli,2014
red-bull,daniel-ricciardo,3,renault,14,2,05-spain,1,21.969,pirelli,2014
lotus-f1,romain-grosjean,8,renault,15,3,05-spain,1,22.126,pirelli,2014
williams,felipe-massa,19,mercedes,15,4,05-spain,1,22.890,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,15,5,05-spain,1,27.851,pirelli,2014
ferrari,fernando-alonso,14,ferrari,16,6,05-spain,1,21.970,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,16,7,05-spain,1,22.976,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,17,8,05-spain,1,22.056,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,17,9,05-spain,1,22.355,pirelli,2014
mclaren,jenson-button,22,mercedes,17,10,05-spain,1,21.810,pirelli,2014
sauber,adrian-sutil,99,ferrari,17,11,05-spain,1,28.013,pirelli,2014
marussia,max-chilton,4,ferrari,17,12,05-spain,1,24.337,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,18,13,05-spain,1,22.951,pirelli,2014
force-india,sergio-perez,11,mercedes,18,14,05-spain,1,22.367,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,18,15,05-spain,1,22.703,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,18,16,05-spain,1,23.063,pirelli,2014
caterham,marcus-ericsson,9,renault,18,17,05-spain,1,23.091,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,19,18,05-spain,1,21.894,pirelli,2014
williams,valtteri-bottas,77,mercedes,20,19,05-spain,1,22.824,pirelli,2014
mercedes,nico-rosberg,6,mercedes,21,20,05-spain,1,22.254,pirelli,2014
marussia,jules-bianchi,17,ferrari,21,21,05-spain,1,22.928,pirelli,2014
caterham,kamui-kobayashi,10,renault,23,22,05-spain,1,22.789,pirelli,2014
williams,felipe-massa,19,mercedes,28,23,05-spain,2,22.381,pirelli,2014
marussia,max-chilton,4,ferrari,31,24,05-spain,2,23.232,pirelli,2014
red-bull,sebastian-vettel,1,renault,33,25,05-spain,2,21.599,pirelli,2014
lotus-f1,romain-grosjean,8,renault,34,26,05-spain,2,22.078,pirelli,2014
ferrari,fernando-alonso,14,ferrari,35,27,05-spain,2,22.014,pirelli,2014
sauber,adrian-sutil,99,ferrari,35,28,05-spain,2,23.378,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,36,29,05-spain,2,22.724,pirelli,2014
mclaren,jenson-button,22,mercedes,36,30,05-spain,2,24.408,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,36,31,05-spain,2,22.841,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,36,32,05-spain,2,24.780,pirelli,2014
force-india,sergio-perez,11,mercedes,37,33,05-spain,2,22.282,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,37,34,05-spain,2,22.024,pirelli,2014
caterham,marcus-ericsson,9,renault,40,35,05-spain,2,26.671,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,41,36,05-spain,2,21.768,pirelli,2014
marussia,jules-bianchi,17,ferrari,41,37,05-spain,2,22.568,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,43,38,05-spain,2,23.590,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,43,39,05-spain,2,22.727,pirelli,2014
marussia,max-chilton,4,ferrari,42,40,05-spain,3,23.586,pirelli,2014
mercedes,nico-rosberg,6,mercedes,45,41,05-spain,2,22.309,pirelli,2014
red-bull,daniel-ricciardo,3,renault,45,42,05-spain,2,21.830,pirelli,2014
williams,valtteri-bottas,77,mercedes,45,43,05-spain,2,22.701,pirelli,2014
williams,felipe-massa,19,mercedes,46,44,05-spain,3,22.304,pirelli,2014
red-bull,sebastian-vettel,1,renault,52,45,05-spain,3,21.608,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,52,46,05-spain,3,23.025,pirelli,2014
ferrari,fernando-alonso,14,ferrari,53,47,05-spain,3,21.664,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,53,48,05-spain,3,22.984,pirelli,2014
lotus-f1,romain-grosjean,8,renault,1,1,06-monaco,1,26.312,pirelli,2014
sauber,adrian-sutil,99,ferrari,1,2,06-monaco,1,33.207,pirelli,2014
red-bull,sebastian-vettel,1,renault,4,3,06-monaco,1,1:06.065,pirelli,2014
lotus-f1,romain-grosjean,8,renault,23,4,06-monaco,2,25.029,pirelli,2014
marussia,max-chilton,4,ferrari,24,5,06-monaco,1,33.074,pirelli,2014
mclaren,jenson-button,22,mercedes,25,6,06-monaco,1,25.992,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,25,7,06-monaco,1,25.906,pirelli,2014
marussia,jules-bianchi,17,ferrari,25,8,06-monaco,1,32.658,pirelli,2014
caterham,kamui-kobayashi,10,renault,25,9,06-monaco,1,25.421,pirelli,2014
mercedes,nico-rosberg,6,mercedes,26,10,06-monaco,1,24.672,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,26,11,06-monaco,1,27.509,pirelli,2014
caterham,marcus-ericsson,9,renault,25,12,06-monaco,1,28.091,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,26,13,06-monaco,1,25.282,pirelli,2014
red-bull,daniel-ricciardo,3,renault,26,14,06-monaco,1,26.584,pirelli,2014
ferrari,fernando-alonso,14,ferrari,26,15,06-monaco,1,26.499,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,26,16,06-monaco,1,28.943,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,26,17,06-monaco,1,25.444,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,26,18,06-monaco,1,25.714,pirelli,2014
williams,valtteri-bottas,77,mercedes,26,19,06-monaco,1,25.595,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,28,20,06-monaco,2,25.684,pirelli,2014
marussia,max-chilton,4,ferrari,27,21,06-monaco,2,37.352,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,37,22,06-monaco,2,19.385,pirelli,2014
williams,felipe-massa,19,mercedes,45,23,06-monaco,1,24.264,pirelli,2014
caterham,marcus-ericsson,9,renault,51,24,06-monaco,2,25.585,pirelli,2014
caterham,kamui-kobayashi,10,renault,62,25,06-monaco,2,25.116,pirelli,2014
marussia,max-chilton,4,ferrari,66,26,06-monaco,3,26.137,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,73,27,06-monaco,3,31.896,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,1,1,07-canada,1,24.370,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,2,2,07-canada,2,24.768,pirelli,2014
lotus-f1,romain-grosjean,8,renault,11,3,07-canada,1,23.943,pirelli,2014
red-bull,daniel-ricciardo,3,renault,13,4,07-canada,1,23.606,pirelli,2014
williams,valtteri-bottas,77,mercedes,14,5,07-canada,1,23.448,pirelli,2014
mclaren,jenson-button,22,mercedes,14,6,07-canada,1,23.493,pirelli,2014
red-bull,sebastian-vettel,1,renault,15,7,07-canada,1,23.904,pirelli,2014
williams,felipe-massa,19,mercedes,15,8,07-canada,1,27.949,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,15,9,07-canada,1,24.433,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,15,10,07-canada,1,23.479,pirelli,2014
sauber,adrian-sutil,99,ferrari,15,11,07-canada,1,23.703,pirelli,2014
ferrari,fernando-alonso,14,ferrari,16,12,07-canada,1,23.932,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,17,13,07-canada,1,23.925,pirelli,2014
mercedes,nico-rosberg,6,mercedes,18,14,07-canada,1,23.882,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,19,15,07-canada,1,24.417,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,29,16,07-canada,1,25.235,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,32,17,07-canada,3,24.403,pirelli,2014
force-india,sergio-perez,11,mercedes,34,18,07-canada,1,23.907,pirelli,2014
williams,valtteri-bottas,77,mercedes,35,19,07-canada,2,24.491,pirelli,2014
red-bull,sebastian-vettel,1,renault,36,20,07-canada,2,23.340,pirelli,2014
red-bull,daniel-ricciardo,3,renault,37,21,07-canada,2,23.274,pirelli,2014
mclaren,jenson-button,22,mercedes,38,22,07-canada,2,25.050,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,39,23,07-canada,2,23.975,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,39,24,07-canada,2,24.221,pirelli,2014
sauber,adrian-sutil,99,ferrari,40,25,07-canada,2,24.068,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,41,26,07-canada,1,23.902,pirelli,2014
mercedes,nico-rosberg,6,mercedes,44,27,07-canada,2,25.102,pirelli,2014
ferrari,fernando-alonso,14,ferrari,44,28,07-canada,2,23.790,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,45,29,07-canada,2,23.554,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,45,30,07-canada,2,23.907,pirelli,2014
lotus-f1,romain-grosjean,8,renault,46,31,07-canada,2,23.856,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,46,32,07-canada,2,25.698,pirelli,2014
williams,felipe-massa,19,mercedes,48,33,07-canada,2,24.012,pirelli,2014
lotus-f1,romain-grosjean,8,renault,3,1,08-austria,1,21.884,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,8,2,08-austria,1,22.232,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,9,3,08-austria,1,21.920,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,10,4,08-austria,1,21.670,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,10,5,08-austria,1,21.906,pirelli,2014
red-bull,daniel-ricciardo,3,renault,10,6,08-austria,1,21.467,pirelli,2014
mercedes,nico-rosberg,6,mercedes,11,7,08-austria,1,21.474,pirelli,2014
sauber,adrian-sutil,99,ferrari,11,8,08-austria,1,22.960,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,12,9,08-austria,1,55.222,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,13,10,08-austria,1,22.226,pirelli,2014
williams,felipe-massa,19,mercedes,14,11,08-austria,1,21.896,pirelli,2014
ferrari,fernando-alonso,14,ferrari,14,12,08-austria,1,21.234,pirelli,2014
caterham,kamui-kobayashi,10,renault,14,13,08-austria,1,22.480,pirelli,2014
williams,valtteri-bottas,77,mercedes,15,14,08-austria,1,21.133,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,15,15,08-austria,1,21.914,pirelli,2014
red-bull,sebastian-vettel,1,renault,20,16,08-austria,1,21.381,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,21,17,08-austria,2,29.067,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,26,18,08-austria,1,23.343,pirelli,2014
mclaren,jenson-button,22,mercedes,27,19,08-austria,1,21.505,pirelli,2014
lotus-f1,romain-grosjean,8,renault,27,20,08-austria,2,24.212,pirelli,2014
caterham,marcus-ericsson,9,renault,28,21,08-austria,1,23.177,pirelli,2014
