constructorId,driverId,driverNumber,engineManufacturerId,gap,gridPosition,interval,laps,points,position,race,reasonRetired,time,timePenalty,tyreManufacturerId,year
renault,carlos-sainz-jr,55,renault,+1:12.548,11,+24.591,55,8,6,21-abu-dhabi,,1:40:52.930,,pirelli,2018
sauber,charles-leclerc,16,ferrari,+1:30.789,8,+18.241,55,6,7,21-abu-dhabi,,1:41:11.171,,pirelli,2018
force-india,sergio-perez,11,mercedes,+1:31.275,14,+0.486,55,4,8,21-abu-dhabi,,1:41:11.657,,pirelli,2018
haas,romain-grosjean,8,ferrari,+1 lap,7,,54,2,9,21-abu-dhabi,,,,pirelli,2018
haas,kevin-magnussen,20,ferrari,+1 lap,13,,54,1,10,21-abu-dhabi,,,,pirelli,2018
mclaren,fernando-alonso,14,renault,+1 lap,15,,54,,11,21-abu-dhabi,,,15.000,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+1 lap,16,,54,,12,21-abu-dhabi,,,,pirelli,2018
williams,lance-stroll,18,mercedes,+1 lap,20,,54,,13,21-abu-dhabi,,,,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+1 lap,18,,54,,14,21-abu-dhabi,,,,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+1 lap,19,,54,,15,21-abu-dhabi,,,,pirelli,2018
toro-rosso,pierre-gasly,10,honda,,17,,46,,DNF,21-abu-dhabi,Engine,,,pirelli,2018
force-india,esteban-ocon,31,mercedes,,9,,44,,DNF,21-abu-dhabi,Engine,,5.000,pirelli,2018
sauber,marcus-ericsson,9,ferrari,,12,,24,,DNF,21-abu-dhabi,Power loss,,,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,,4,,6,,DNF,21-abu-dhabi,Power loss,,,pirelli,2018
renault,nico-hulkenberg,27,renault,,10,,0,,DNF,21-abu-dhabi,Collision,,,pirelli,2018
