constructorId,driverId,driverNumber,engineManufacturerId,gap,interval,laps,position,q1,q2,q3,race,tyreManufacturerId,year
toro-rosso,max-verstappen,33,ferrari,+2.166,+0.124,20,9,1:38.123,1:37.510,1:37.583,04-russia,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,,,13,10,1:36.006,1:35.820,,04-russia,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,,,14,11,1:37.784,1:37.652,,04-russia,pirelli,2016
mclaren,jenson-button,22,honda,,,14,12,1:38.332,1:37.701,,04-russia,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,,,17,13,1:38.562,1:37.771,,04-russia,pirelli,2016
mclaren,fernando-alonso,14,honda,,,14,14,1:37.971,1:37.807,,04-russia,pirelli,2016
haas,romain-grosjean,8,ferrari,,,16,15,1:38.383,1:38.055,,04-russia,pirelli,2016
haas,esteban-gutierrez,21,ferrari,,,18,16,1:38.678,1:38.115,,04-russia,pirelli,2016
renault,kevin-magnussen,20,renault,,,10,17,1:38.914,,,04-russia,pirelli,2016
renault,jolyon-palmer,30,renault,,,9,18,1:39.009,,,04-russia,pirelli,2016
sauber,felipe-nasr,12,ferrari,,,10,19,1:39.018,,,04-russia,pirelli,2016
manor,pascal-wehrlein,94,mercedes,,,10,20,1:39.399,,,04-russia,pirelli,2016
manor,rio-haryanto,88,mercedes,,,10,21,1:39.463,,,04-russia,pirelli,2016
sauber,marcus-ericsson,9,ferrari,,,10,22,1:39.519,,,04-russia,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,,,13,1,1:23.214,1:22.159,1:22.000,05-spain,pirelli,2016
mercedes,nico-rosberg,6,mercedes,+0.280,+0.280,12,2,1:23.002,1:22.759,1:22.280,05-spain,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+0.680,+0.400,12,3,1:23.749,1:23.585,1:22.680,05-spain,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+1.087,+0.407,12,4,1:23.578,1:23.178,1:23.087,05-spain,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+1.113,+0.026,14,5,1:23.796,1:23.504,1:23.113,05-spain,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+1.334,+0.221,12,6,1:24.124,1:23.688,1:23.334,05-spain,pirelli,2016
williams,valtteri-bottas,77,mercedes,+1.522,+0.188,12,7,1:24.251,1:24.023,1:23.522,05-spain,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+1.643,+0.121,12,8,1:24.496,1:24.077,1:23.643,05-spain,pirelli,2016
force-india,sergio-perez,11,mercedes,+1.782,+0.139,16,9,1:24.698,1:24.003,1:23.782,05-spain,pirelli,2016
mclaren,fernando-alonso,14,honda,+1.981,+0.199,12,10,1:24.578,1:24.192,1:23.981,05-spain,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,,,13,11,1:24.463,1:24.203,,05-spain,pirelli,2016
mclaren,jenson-button,22,honda,,,12,12,1:24.583,1:24.348,,05-spain,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,,,11,13,1:24.696,1:24.445,,05-spain,pirelli,2016
haas,romain-grosjean,8,ferrari,,,12,14,1:24.716,1:24.480,,05-spain,pirelli,2016
renault,kevin-magnussen,20,renault,,,12,15,1:24.669,1:24.625,,05-spain,pirelli,2016
haas,esteban-gutierrez,21,ferrari,,,12,16,1:24.406,1:24.778,,05-spain,pirelli,2016
renault,jolyon-palmer,30,renault,,,6,17,1:24.903,,,05-spain,pirelli,2016
williams,felipe-massa,19,mercedes,,,4,18,1:24.941,,,05-spain,pirelli,2016
sauber,marcus-ericsson,9,ferrari,,,8,19,1:25.202,,,05-spain,pirelli,2016
sauber,felipe-nasr,12,ferrari,,,8,20,1:25.579,,,05-spain,pirelli,2016
manor,pascal-wehrlein,94,mercedes,,,9,21,1:25.745,,,05-spain,pirelli,2016
manor,rio-haryanto,88,mercedes,,,9,22,1:25.939,,,05-spain,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,,,21,1,1:14.912,1:14.357,1:13.622,06-monaco,pirelli,2016
mercedes,nico-rosberg,6,mercedes,+0.169,+0.169,24,2,1:14.873,1:14.043,1:13.791,06-monaco,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+0.320,+0.151,21,3,1:14.826,1:14.056,1:13.942,06-monaco,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+0.930,+0.610,23,4,1:14.610,1:14.318,1:14.552,06-monaco,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+1.104,+0.174,25,5,1:15.333,1:14.989,1:14.726,06-monaco,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+1.110,+0.006,25,6,1:15.499,1:14.789,1:14.732,06-monaco,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+1.127,+0.017,23,7,1:15.467,1:14.805,1:14.749,06-monaco,pirelli,2016
force-india,sergio-perez,11,mercedes,+1.280,+0.153,28,8,1:15.328,1:14.937,1:14.902,06-monaco,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+1.651,+0.371,23,9,1:15.384,1:14.794,1:15.273,06-monaco,pirelli,2016
mclaren,fernando-alonso,14,honda,+1.741,+0.090,26,10,1:15.504,1:15.107,1:15.363,06-monaco,pirelli,2016
williams,valtteri-bottas,77,mercedes,,,15,11,1:15.521,1:15.273,,06-monaco,pirelli,2016
haas,esteban-gutierrez,21,ferrari,,,22,12,1:15.592,1:15.293,,06-monaco,pirelli,2016
mclaren,jenson-button,22,honda,,,15,13,1:15.554,1:15.352,,06-monaco,pirelli,2016
williams,felipe-massa,19,mercedes,,,19,14,1:15.710,1:15.385,,06-monaco,pirelli,2016
haas,romain-grosjean,8,ferrari,,,22,15,1:15.465,1:15.571,,06-monaco,pirelli,2016
renault,kevin-magnussen,20,renault,,,22,16,1:16.253,1:16.058,,06-monaco,pirelli,2016
sauber,marcus-ericsson,9,ferrari,,,12,17,1:16.299,,,06-monaco,pirelli,2016
renault,jolyon-palmer,30,renault,,,12,18,1:16.586,,,06-monaco,pirelli,2016
manor,rio-haryanto,88,mercedes,,,12,19,1:17.295,,,06-monaco,pirelli,2016
manor,pascal-wehrlein,94,mercedes,,,12,20,1:17.452,,,06-monaco,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,,,3,NC,1:22.467,,,06-monaco,pirelli,2016
sauber,felipe-nasr,12,ferrari,,,1,NC,,,,06-monaco,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,,,21,1,1:14.121,1:13.076,1:12.812,07-canada,pirelli,2016
mercedes,nico-rosberg,6,mercedes,+0.062,+0.062,19,2,1:13.714,1:13.094,1:12.874,07-canada,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+0.178,+0.116,24,3,1:13.925,1:13.857,1:12.990,07-canada,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+0.354,+0.176,20,4,1:14.030,1:13.540,1:13.166,07-canada,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+0.602,+0.248,24,5,1:14.601,1:13.793,1:13.414,07-canada,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+0.767,+0.165,23,6,1:14.477,1:13.849,1:13.579,07-canada,pirelli,2016
williams,valtteri-bottas,77,mercedes,+0.858,+0.091,20,7,1:14.389,1:13.791,1:13.670,07-canada,pirelli,2016
williams,felipe-massa,19,mercedes,+0.957,+0.099,21,8,1:14.815,1:13.864,1:13.769,07-canada,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+1.140,+0.183,23,9,1:14.663,1:14.166,1:13.952,07-canada,pirelli,2016
mclaren,fernando-alonso,14,honda,+1.526,+0.386,24,10,1:15.026,1:14.260,1:14.338,07-canada,pirelli,2016
force-india,sergio-perez,11,mercedes,,,18,11,1:14.814,1:14.317,,07-canada,pirelli,2016
mclaren,jenson-button,22,honda,,,16,12,1:14.755,1:14.437,,07-canada,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,,,16,13,1:14.829,1:14.457,,07-canada,pirelli,2016
haas,esteban-gutierrez,21,ferrari,,,25,14,1:15.148,1:14.571,,07-canada,pirelli,2016
haas,romain-grosjean,8,ferrari,,,24,15,1:15.444,1:14.803,,07-canada,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,,,11,16,1:14.714,1:21.956,,07-canada,pirelli,2016
renault,jolyon-palmer,30,renault,,,11,17,1:15.459,,,07-canada,pirelli,2016
manor,pascal-wehrlein,94,mercedes,,,9,18,1:15.599,,,07-canada,pirelli,2016
sauber,marcus-ericsson,9,ferrari,,,11,19,1:15.635,,,07-canada,pirelli,2016
sauber,felipe-nasr,12,ferrari,,,9,20,1:16.663,,,07-canada,pirelli,2016
manor,rio-haryanto,88,mercedes,,,9,21,1:17.052,,,07-canada,pirelli,2016
renault,kevin-magnussen,20,renault,,,,NC,,,,07-canada,pirelli,2016
mercedes,nico-rosberg,6,mercedes,,,16,1,1:43.685,1:42.520,1:42.758,08-europe,pirelli,2016
force-india,sergio-perez,11,mercedes,+0.757,+0.757,20,2,1:44.462,1:43.939,1:43.515,08-europe,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+1.208,+0.451,20,3,1:44.570,1:44.141,1:43.966,08-europe,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+1.208,+0.000,19,4,1:45.062,1:44.461,1:43.966,08-europe,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+1.511,+0.303,19,5,1:44.936,1:44.533,1:44.269,08-europe,pirelli,2016
williams,felipe-massa,19,mercedes,+1.725,+0.214,15,6,1:45.494,1:44.696,1:44.483,08-europe,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,+1.959,+0.234,25,7,1:44.694,1:44.687,1:44.717,08-europe,pirelli,2016
williams,valtteri-bottas,77,mercedes,+2.488,+0.529,18,8,1:44.706,1:44.477,1:45.246,08-europe,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+2.812,+0.324,20,9,1:44.939,1:44.387,1:45.570,08-europe,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+19.196,+16.384,17,10,1:44.259,1:43.526,2:01.954,08-europe,pirelli,2016
haas,romain-grosjean,8,ferrari,,,15,11,1:45.507,1:44.755,,08-europe,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,,,14,12,1:44.860,1:44.824,,08-europe,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,,,17,13,1:44.827,1:45.000,,08-europe,pirelli,2016
mclaren,fernando-alonso,14,honda,,,15,14,1:45.525,1:45.270,,08-europe,pirelli,2016
haas,esteban-gutierrez,21,ferrari,,,16,15,1:45.300,1:45.349,,08-europe,pirelli,2016
sauber,felipe-nasr,12,ferrari,,,13,16,1:45.549,1:46.048,,08-europe,pirelli,2016
manor,rio-haryanto,88,mercedes,,,8,17,1:45.665,,,08-europe,pirelli,2016
manor,pascal-wehrlein,94,mercedes,,,9,18,1:45.750,,,08-europe,pirelli,2016
mclaren,jenson-button,22,honda,,,7,19,1:45.804,,,08-europe,pirelli,2016
sauber,marcus-ericsson,9,ferrari,,,10,20,1:46.231,,,08-europe,pirelli,2016
renault,kevin-magnussen,20,renault,,,9,21,1:46.348,,,08-europe,pirelli,2016
renault,jolyon-palmer,30,renault,,,9,22,1:46.394,,,08-europe,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,,,21,1,1:06.947,1:06.228,1:07.922,09-austria,pirelli,2016
mercedes,nico-rosberg,6,mercedes,+0.543,+0.543,20,2,1:06.516,1:06.403,1:08.465,09-austria,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+1.363,+0.820,25,3,1:07.385,1:07.257,1:09.285,09-austria,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+1.859,+0.496,18,4,1:06.761,1:06.602,1:09.781,09-austria,pirelli,2016
mclaren,jenson-button,22,honda,+1.978,+0.119,22,5,1:07.653,1:07.572,1:09.900,09-austria,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+1.979,+0.001,21,6,1:07.240,1:06.940,1:09.901,09-austria,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+2.058,+0.079,20,7,1:07.500,1:06.840,1:09.980,09-austria,pirelli,2016
williams,valtteri-bottas,77,mercedes,+2.518,+0.460,18,8,1:07.148,1:06.911,1:10.440,09-austria,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+3.231,+0.713,17,9,1:07.131,1:06.866,1:11.153,09-austria,pirelli,2016
williams,felipe-massa,19,mercedes,+4.055,+0.824,21,10,1:07.419,1:07.145,1:11.977,09-austria,pirelli,2016
haas,esteban-gutierrez,21,ferrari,,,18,11,1:07.660,1:07.578,,09-austria,pirelli,2016
manor,pascal-wehrlein,94,mercedes,,,17,12,1:07.565,1:07.700,,09-austria,pirelli,2016
haas,romain-grosjean,8,ferrari,,,19,13,1:07.662,1:07.850,,09-austria,pirelli,2016
mclaren,fernando-alonso,14,honda,,,12,14,1:07.671,1:08.154,,09-austria,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,,,10,15,1:07.618,,,09-austria,pirelli,2016
force-india,sergio-perez,11,mercedes,,,5,16,1:07.657,,,09-austria,pirelli,2016
renault,kevin-magnussen,20,renault,,,10,17,1:07.941,,,09-austria,pirelli,2016
renault,jolyon-palmer,30,renault,,,9,18,1:07.965,,,09-austria,pirelli,2016
manor,rio-haryanto,88,mercedes,,,11,19,1:08.026,,,09-austria,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,,,8,20,1:08.409,,,09-austria,pirelli,2016
sauber,marcus-ericsson,9,ferrari,,,12,21,1:08.418,,,09-austria,pirelli,2016
sauber,felipe-nasr,12,ferrari,,,13,22,1:08.446,,,09-austria,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,,,14,1,1:30.739,1:29.243,1:29.287,10-great-britain,pirelli,2016
mercedes,nico-rosberg,6,mercedes,+0.319,+0.319,14,2,1:30.724,1:29.970,1:29.606,10-great-britain,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+1.026,+0.707,12,3,1:31.305,1:30.697,1:30.313,10-great-britain,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+1.331,+0.305,12,4,1:31.684,1:31.319,1:30.618,10-great-britain,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+1.594,+0.263,15,5,1:31.326,1:31.385,1:30.881,10-great-britain,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+2.203,+0.609,17,6,1:31.606,1:30.711,1:31.490,10-great-britain,pirelli,2016
williams,valtteri-bottas,77,mercedes,+2.270,+0.067,12,7,1:31.913,1:31.478,1:31.557,10-great-britain,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+2.702,+0.432,15,8,1:32.115,1:31.708,1:31.989,10-great-britain,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+2.885,+0.183,18,9,1:32.349,1:31.770,1:32.172,10-great-britain,pirelli,2016
mclaren,fernando-alonso,14,honda,+3.056,+0.171,15,10,1:32.281,1:31.740,1:32.343,10-great-britain,pirelli,2016
force-india,sergio-perez,11,mercedes,,,12,11,1:32.336,1:31.875,,10-great-britain,pirelli,2016
williams,felipe-massa,19,mercedes,,,10,12,1:32.146,1:32.002,,10-great-britain,pirelli,2016
haas,romain-grosjean,8,ferrari,,,14,13,1:32.283,1:32.050,,10-great-britain,pirelli,2016
haas,esteban-gutierrez,21,ferrari,,,14,14,1:32.237,1:32.241,,10-great-britain,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,,,12,15,1:32.553,1:32.306,,10-great-britain,pirelli,2016
renault,kevin-magnussen,20,renault,,,12,16,1:32.729,1:37.060,,10-great-britain,pirelli,2016
mclaren,jenson-button,22,honda,,,3,17,1:32.788,,,10-great-britain,pirelli,2016
renault,jolyon-palmer,30,renault,,,9,18,1:32.905,,,10-great-britain,pirelli,2016
manor,rio-haryanto,88,mercedes,,,9,19,1:33.098,,,10-great-britain,pirelli,2016
manor,pascal-wehrlein,94,mercedes,,,9,20,1:33.151,,,10-great-britain,pirelli,2016
sauber,felipe-nasr,12,ferrari,,,8,21,1:33.544,,,10-great-britain,pirelli,2016
sauber,marcus-ericsson,9,ferrari,,,,NC,,,,10-great-britain,pirelli,2016
mercedes,nico-rosberg,6,mercedes,,,29,1,1:33.302,1:22.806,1:19.965,11-hungary,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+0.143,+0.143,28,2,1:34.210,1:24.836,1:20.108,11-hungary,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+0.315,+0.172,27,3,1:39.968,1:23.234,1:20.280,11-hungary,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+0.592,+0.277,27,4,1:40.424,1:22.660,1:20.557,11-hungary,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,+0.909,+0.317,25,5,1:35.718,1:24.082,1:20.874,11-hungary,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,+1.166,+0.257,28,6,1:36.115,1:24.734,1:21.131,11-hungary,pirelli,2016
mclaren,fernando-alonso,14,honda,+1.246,+0.080,28,7,1:35.165,1:23.816,1:21.211,11-hungary,pirelli,2016
mclaren,jenson-button,22,honda,+1.632,+0.386,25,8,1:37.983,1:24.456,1:21.597,11-hungary,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,+1.858,+0.226,24,9,1:41.471,1:23.901,1:21.823,11-hungary,pirelli,2016
williams,valtteri-bottas,77,mercedes,+2.217,+0.359,26,10,1:42.758,1:24.506,1:22.182,11-hungary,pirelli,2016
haas,romain-grosjean,8,ferrari,,,18,11,1:35.906,1:24.941,,11-hungary,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,,,21,12,1:36.714,1:25.301,,11-hungary,pirelli,2016
force-india,sergio-perez,11,mercedes,,,16,13,1:41.411,1:25.416,,11-hungary,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,,,20,14,1:36.853,1:25.435,,11-hungary,pirelli,2016
haas,esteban-gutierrez,21,ferrari,,,18,15,1:38.959,1:26.189,,11-hungary,pirelli,2016
sauber,felipe-nasr,12,ferrari,,,21,16,1:37.772,1:27.063,,11-hungary,pirelli,2016
renault,jolyon-palmer,30,renault,,,9,NC,1:43.965,,,11-hungary,pirelli,2016
williams,felipe-massa,19,mercedes,,,7,NC,1:43.999,,,11-hungary,pirelli,2016
renault,kevin-magnussen,20,renault,,,9,NC,1:44.543,,,11-hungary,pirelli,2016
sauber,marcus-ericsson,9,ferrari,,,5,NC,1:46.984,,,11-hungary,pirelli,2016
manor,pascal-wehrlein,94,mercedes,,,9,NC,1:47.343,,,11-hungary,pirelli,2016
manor,rio-haryanto,88,mercedes,,,9,NC,1:50.189,,,11-hungary,pirelli,2016
mercedes,nico-rosberg,6,mercedes,,,12,1,1:15.485,1:14.839,1:14.363,12-germany,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,+0.107,+0.107,12,2,1:15.243,1:14.748,1:14.470,12-germany,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,+0.363,+0.256,14,3,1:15.591,1:15.545,1:14.726,12-germany,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,+0.471,+0.108,12,4,1:15.875,1:15.124,1:14.834,12-germany,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,+0.779,+0.308,12,5,1:15.752,1:15.242,1:15.142,12-germany,pirelli,2016
