constructorId,driverId,driverNumber,engineManufacturerId,lap,position,race,stop,time,tyreManufacturerId,year
ferrari,sebastian-vettel,5,ferrari,30,20,03-china,2,22.444,pirelli,2015
sauber,marcus-ericsson,9,ferrari,30,21,03-china,2,24.589,pirelli,2015
mercedes,nico-rosberg,6,mercedes,31,22,03-china,2,22.829,pirelli,2015
sauber,felipe-nasr,12,ferrari,31,23,03-china,2,23.732,pirelli,2015
lotus-f1,romain-grosjean,8,mercedes,32,24,03-china,2,23.605,pirelli,2015
toro-rosso,max-verstappen,33,renault,32,25,03-china,2,23.258,pirelli,2015
mclaren,jenson-button,22,honda,32,26,03-china,2,23.273,pirelli,2015
mercedes,lewis-hamilton,44,mercedes,33,27,03-china,2,22.235,pirelli,2015
lotus-f1,pastor-maldonado,13,mercedes,33,28,03-china,2,22.899,pirelli,2015
ferrari,kimi-raikkonen,7,ferrari,34,29,03-china,2,22.453,pirelli,2015
williams,felipe-massa,19,mercedes,34,30,03-china,2,23.317,pirelli,2015
williams,valtteri-bottas,77,mercedes,35,31,03-china,2,23.582,pirelli,2015
mclaren,fernando-alonso,14,honda,35,32,03-china,2,23.345,pirelli,2015
red-bull,daniel-ricciardo,3,renault,36,33,03-china,2,22.897,pirelli,2015
marussia,will-stevens,28,ferrari,38,34,03-china,2,24.054,pirelli,2015
toro-rosso,carlos-sainz-jr,55,renault,39,35,03-china,2,23.424,pirelli,2015
force-india,sergio-perez,11,mercedes,41,36,03-china,3,23.144,pirelli,2015
marussia,roberto-merhi,98,ferrari,40,37,03-china,2,24.088,pirelli,2015
lotus-f1,pastor-maldonado,13,mercedes,48,38,03-china,3,17.912,pirelli,2015
toro-rosso,max-verstappen,33,renault,6,1,04-bahrain,1,39.338,pirelli,2015
force-india,nico-hulkenberg,27,mercedes,10,2,04-bahrain,1,26.652,pirelli,2015
sauber,felipe-nasr,12,ferrari,10,3,04-bahrain,1,25.459,pirelli,2015
williams,felipe-massa,19,mercedes,10,4,04-bahrain,1,24.894,pirelli,2015
lotus-f1,pastor-maldonado,13,mercedes,10,5,04-bahrain,1,30.426,pirelli,2015
sauber,marcus-ericsson,9,ferrari,11,6,04-bahrain,1,26.045,pirelli,2015
toro-rosso,carlos-sainz-jr,55,renault,11,7,04-bahrain,1,32.647,pirelli,2015
lotus-f1,romain-grosjean,8,mercedes,12,8,04-bahrain,1,24.735,pirelli,2015
ferrari,sebastian-vettel,5,ferrari,13,9,04-bahrain,1,24.509,pirelli,2015
mclaren,fernando-alonso,14,honda,13,10,04-bahrain,1,25.370,pirelli,2015
mercedes,nico-rosberg,6,mercedes,14,11,04-bahrain,1,25.311,pirelli,2015
williams,valtteri-bottas,77,mercedes,14,12,04-bahrain,1,25.293,pirelli,2015
red-bull,daniel-ricciardo,3,renault,14,13,04-bahrain,1,25.723,pirelli,2015
mercedes,lewis-hamilton,44,mercedes,15,14,04-bahrain,1,25.791,pirelli,2015
red-bull,daniil-kvyat,26,renault,15,15,04-bahrain,1,25.421,pirelli,2015
ferrari,kimi-raikkonen,7,ferrari,17,16,04-bahrain,1,24.773,pirelli,2015
force-india,sergio-perez,11,mercedes,17,17,04-bahrain,1,25.573,pirelli,2015
marussia,roberto-merhi,98,ferrari,18,18,04-bahrain,1,25.834,pirelli,2015
marussia,will-stevens,28,ferrari,19,19,04-bahrain,1,26.103,pirelli,2015
sauber,felipe-nasr,12,ferrari,24,20,04-bahrain,2,25.898,pirelli,2015
williams,felipe-massa,19,mercedes,24,21,04-bahrain,2,25.017,pirelli,2015
lotus-f1,pastor-maldonado,13,mercedes,24,22,04-bahrain,2,24.310,pirelli,2015
sauber,marcus-ericsson,9,ferrari,25,23,04-bahrain,2,49.162,pirelli,2015
force-india,nico-hulkenberg,27,mercedes,25,24,04-bahrain,2,24.679,pirelli,2015
toro-rosso,carlos-sainz-jr,55,renault,29,25,04-bahrain,2,26.593,pirelli,2015
toro-rosso,max-verstappen,33,renault,30,26,04-bahrain,2,27.225,pirelli,2015
lotus-f1,romain-grosjean,8,mercedes,31,27,04-bahrain,2,25.259,pirelli,2015
ferrari,sebastian-vettel,5,ferrari,32,28,04-bahrain,2,24.449,pirelli,2015
mercedes,lewis-hamilton,44,mercedes,33,29,04-bahrain,2,24.528,pirelli,2015
williams,valtteri-bottas,77,mercedes,33,30,04-bahrain,2,24.623,pirelli,2015
mercedes,nico-rosberg,6,mercedes,34,31,04-bahrain,2,25.418,pirelli,2015
marussia,will-stevens,28,ferrari,33,32,04-bahrain,2,26.479,pirelli,2015
red-bull,daniil-kvyat,26,renault,34,33,04-bahrain,2,24.692,pirelli,2015
red-bull,daniel-ricciardo,3,renault,35,34,04-bahrain,2,24.943,pirelli,2015
mclaren,fernando-alonso,14,honda,35,35,04-bahrain,2,24.878,pirelli,2015
marussia,roberto-merhi,98,ferrari,34,36,04-bahrain,2,27.573,pirelli,2015
ferrari,sebastian-vettel,5,ferrari,36,37,04-bahrain,3,33.921,pirelli,2015
force-india,sergio-perez,11,mercedes,37,38,04-bahrain,2,25.288,pirelli,2015
sauber,marcus-ericsson,9,ferrari,37,39,04-bahrain,3,26.042,pirelli,2015
force-india,nico-hulkenberg,27,mercedes,38,40,04-bahrain,3,24.979,pirelli,2015
ferrari,kimi-raikkonen,7,ferrari,40,41,04-bahrain,2,24.547,pirelli,2015
lotus-f1,pastor-maldonado,13,mercedes,41,42,04-bahrain,3,1:47.394,pirelli,2015
sauber,felipe-nasr,12,ferrari,41,43,04-bahrain,3,26.210,pirelli,2015
force-india,nico-hulkenberg,27,mercedes,10,1,05-spain,1,22.659,pirelli,2015
red-bull,daniil-kvyat,26,renault,11,2,05-spain,1,22.667,pirelli,2015
mclaren,jenson-button,22,honda,11,3,05-spain,1,22.589,pirelli,2015
sauber,felipe-nasr,12,ferrari,12,4,05-spain,1,22.677,pirelli,2015
mercedes,lewis-hamilton,44,mercedes,13,5,05-spain,1,24.586,pirelli,2015
red-bull,daniel-ricciardo,3,renault,13,6,05-spain,1,22.440,pirelli,2015
toro-rosso,max-verstappen,33,renault,13,7,05-spain,1,24.396,pirelli,2015
ferrari,sebastian-vettel,5,ferrari,14,8,05-spain,1,21.762,pirelli,2015
williams,felipe-massa,19,mercedes,14,9,05-spain,1,22.139,pirelli,2015
lotus-f1,pastor-maldonado,13,mercedes,14,10,05-spain,1,24.976,pirelli,2015
toro-rosso,carlos-sainz-jr,55,renault,14,11,05-spain,1,22.859,pirelli,2015
mercedes,nico-rosberg,6,mercedes,15,12,05-spain,1,21.870,pirelli,2015
williams,valtteri-bottas,77,mercedes,15,13,05-spain,1,22.082,pirelli,2015
lotus-f1,romain-grosjean,8,mercedes,15,14,05-spain,1,23.309,pirelli,2015
lotus-f1,pastor-maldonado,13,mercedes,15,15,05-spain,2,32.459,pirelli,2015
marussia,will-stevens,28,ferrari,16,16,05-spain,1,24.687,pirelli,2015
ferrari,kimi-raikkonen,7,ferrari,17,17,05-spain,1,22.623,pirelli,2015
marussia,roberto-merhi,98,ferrari,17,18,05-spain,1,24.631,pirelli,2015
sauber,marcus-ericsson,9,ferrari,18,19,05-spain,1,25.272,pirelli,2015
force-india,sergio-perez,11,mercedes,19,20,05-spain,1,22.468,pirelli,2015
mclaren,fernando-alonso,14,honda,21,21,05-spain,1,23.728,pirelli,2015
force-india,nico-hulkenberg,27,mercedes,26,22,05-spain,2,22.534,pirelli,2015
mclaren,jenson-button,22,honda,27,23,05-spain,2,23.327,pirelli,2015
marussia,roberto-merhi,98,ferrari,30,24,05-spain,2,23.070,pirelli,2015
mercedes,lewis-hamilton,44,mercedes,32,25,05-spain,2,22.727,pirelli,2015
williams,felipe-massa,19,mercedes,32,26,05-spain,2,22.629,pirelli,2015
marussia,will-stevens,28,ferrari,32,27,05-spain,2,23.043,pirelli,2015
force-india,sergio-perez,11,mercedes,36,28,05-spain,2,22.426,pirelli,2015
toro-rosso,max-verstappen,33,renault,37,29,05-spain,2,22.607,pirelli,2015
red-bull,daniil-kvyat,26,renault,38,30,05-spain,2,22.273,pirelli,2015
sauber,felipe-nasr,12,ferrari,39,31,05-spain,2,23.186,pirelli,2015
ferrari,sebastian-vettel,5,ferrari,40,32,05-spain,2,21.836,pirelli,2015
lotus-f1,romain-grosjean,8,mercedes,40,33,05-spain,2,33.256,pirelli,2015
ferrari,kimi-raikkonen,7,ferrari,41,34,05-spain,2,21.789,pirelli,2015
williams,valtteri-bottas,77,mercedes,42,35,05-spain,2,21.800,pirelli,2015
red-bull,daniel-ricciardo,3,renault,42,36,05-spain,2,24.884,pirelli,2015
toro-rosso,carlos-sainz-jr,55,renault,42,37,05-spain,2,22.178,pirelli,2015
lotus-f1,pastor-maldonado,13,mercedes,43,38,05-spain,3,22.575,pirelli,2015
mercedes,nico-rosberg,6,mercedes,45,39,05-spain,2,22.452,pirelli,2015
mclaren,jenson-button,22,honda,44,40,05-spain,3,24.066,pirelli,2015
sauber,marcus-ericsson,9,ferrari,45,41,05-spain,2,22.872,pirelli,2015
williams,felipe-massa,19,mercedes,47,42,05-spain,3,22.257,pirelli,2015
marussia,will-stevens,28,ferrari,47,43,05-spain,3,22.796,pirelli,2015
force-india,nico-hulkenberg,27,mercedes,49,44,05-spain,3,22.545,pirelli,2015
mercedes,lewis-hamilton,44,mercedes,51,45,05-spain,3,21.965,pirelli,2015
marussia,roberto-merhi,98,ferrari,49,46,05-spain,3,24.200,pirelli,2015
force-india,nico-hulkenberg,27,mercedes,1,1,06-monaco,1,34.773,pirelli,2015
williams,felipe-massa,19,mercedes,1,2,06-monaco,1,42.934,pirelli,2015
toro-rosso,carlos-sainz-jr,55,renault,12,3,06-monaco,1,25.306,pirelli,2015
williams,valtteri-bottas,77,mercedes,14,4,06-monaco,1,24.641,pirelli,2015
sauber,marcus-ericsson,9,ferrari,14,5,06-monaco,1,25.618,pirelli,2015
lotus-f1,romain-grosjean,8,mercedes,17,6,06-monaco,1,25.077,pirelli,2015
sauber,felipe-nasr,12,ferrari,18,7,06-monaco,1,25.732,pirelli,2015
red-bull,daniil-kvyat,26,renault,28,8,06-monaco,1,25.119,pirelli,2015
toro-rosso,max-verstappen,33,renault,29,9,06-monaco,1,52.821,pirelli,2015
force-india,nico-hulkenberg,27,mercedes,31,10,06-monaco,2,24.758,pirelli,2015
mclaren,fernando-alonso,14,honda,32,11,06-monaco,1,30.345,pirelli,2015
marussia,will-stevens,28,ferrari,33,12,06-monaco,1,28.606,pirelli,2015
mclaren,jenson-button,22,honda,35,13,06-monaco,1,25.062,pirelli,2015
ferrari,sebastian-vettel,5,ferrari,36,14,06-monaco,1,24.851,pirelli,2015
red-bull,daniel-ricciardo,3,renault,36,15,06-monaco,1,24.501,pirelli,2015
force-india,sergio-perez,11,mercedes,36,16,06-monaco,1,24.733,pirelli,2015
mercedes,nico-rosberg,6,mercedes,37,17,06-monaco,1,24.789,pirelli,2015
marussia,roberto-merhi,98,ferrari,35,18,06-monaco,1,27.554,pirelli,2015
ferrari,kimi-raikkonen,7,ferrari,37,19,06-monaco,1,24.177,pirelli,2015
mercedes,lewis-hamilton,44,mercedes,38,20,06-monaco,1,24.181,pirelli,2015
sauber,marcus-ericsson,9,ferrari,38,21,06-monaco,2,25.398,pirelli,2015
williams,felipe-massa,19,mercedes,39,22,06-monaco,2,24.970,pirelli,2015
toro-rosso,max-verstappen,33,renault,46,23,06-monaco,2,25.736,pirelli,2015
williams,valtteri-bottas,77,mercedes,56,24,06-monaco,2,24.412,pirelli,2015
williams,felipe-massa,19,mercedes,62,25,06-monaco,3,24.395,pirelli,2015
force-india,sergio-perez,11,mercedes,64,26,06-monaco,2,25.119,pirelli,2015
mclaren,jenson-button,22,honda,64,27,06-monaco,2,24.661,pirelli,2015
mercedes,lewis-hamilton,44,mercedes,65,28,06-monaco,2,25.495,pirelli,2015
sauber,felipe-nasr,12,ferrari,64,29,06-monaco,2,26.420,pirelli,2015
red-bull,daniel-ricciardo,3,renault,65,30,06-monaco,2,24.244,pirelli,2015
sauber,marcus-ericsson,9,ferrari,69,31,06-monaco,3,25.234,pirelli,2015
mclaren,jenson-button,22,honda,1,1,07-canada,1,18.057,pirelli,2015
ferrari,sebastian-vettel,5,ferrari,7,2,07-canada,1,27.241,pirelli,2015
lotus-f1,pastor-maldonado,13,mercedes,17,3,07-canada,1,23.660,pirelli,2015
red-bull,daniel-ricciardo,3,renault,23,4,07-canada,1,23.997,pirelli,2015
force-india,sergio-perez,11,mercedes,24,5,07-canada,1,23.453,pirelli,2015
ferrari,kimi-raikkonen,7,ferrari,26,6,07-canada,1,23.630,pirelli,2015
sauber,felipe-nasr,12,ferrari,26,7,07-canada,1,24.795,pirelli,2015
lotus-f1,romain-grosjean,8,mercedes,27,8,07-canada,1,24.292,pirelli,2015
red-bull,daniil-kvyat,26,renault,27,9,07-canada,1,23.681,pirelli,2015
toro-rosso,carlos-sainz-jr,55,renault,27,10,07-canada,1,24.277,pirelli,2015
williams,valtteri-bottas,77,mercedes,28,11,07-canada,1,25.541,pirelli,2015
force-india,nico-hulkenberg,27,mercedes,28,12,07-canada,1,23.507,pirelli,2015
sauber,marcus-ericsson,9,ferrari,28,13,07-canada,1,24.149,pirelli,2015
mercedes,lewis-hamilton,44,mercedes,29,14,07-canada,1,23.708,pirelli,2015
mercedes,nico-rosberg,6,mercedes,30,15,07-canada,1,23.321,pirelli,2015
mclaren,fernando-alonso,14,honda,31,16,07-canada,1,23.553,pirelli,2015
ferrari,sebastian-vettel,5,ferrari,35,17,07-canada,2,23.945,pirelli,2015
marussia,will-stevens,28,ferrari,34,18,07-canada,1,30.807,pirelli,2015
marussia,roberto-merhi,98,ferrari,35,19,07-canada,1,26.986,pirelli,2015
williams,felipe-massa,19,mercedes,37,20,07-canada,1,23.912,pirelli,2015
toro-rosso,max-verstappen,33,renault,39,21,07-canada,1,36.105,pirelli,2015
ferrari,kimi-raikkonen,7,ferrari,40,22,07-canada,2,24.578,pirelli,2015
mclaren,jenson-button,22,honda,44,23,07-canada,2,25.374,pirelli,2015
red-bull,daniil-kvyat,26,renault,1,1,08-austria,1,28.632,pirelli,2015
sauber,marcus-ericsson,9,ferrari,2,2,08-austria,1,30.232,pirelli,2015
mclaren,jenson-button,22,honda,3,3,08-austria,1,24.104,pirelli,2015
mclaren,jenson-button,22,honda,6,4,08-austria,2,28.727,pirelli,2015
sauber,marcus-ericsson,9,ferrari,12,5,08-austria,2,16.211,pirelli,2015
lotus-f1,romain-grosjean,8,mercedes,23,6,08-austria,1,22.016,pirelli,2015
sauber,felipe-nasr,12,ferrari,24,7,08-austria,1,22.803,pirelli,2015
force-india,nico-hulkenberg,27,mercedes,25,8,08-austria,1,21.685,pirelli,2015
toro-rosso,carlos-sainz-jr,55,renault,25,9,08-austria,1,27.638,pirelli,2015
williams,valtteri-bottas,77,mercedes,26,10,08-austria,1,22.777,pirelli,2015
toro-rosso,max-verstappen,33,renault,26,11,08-austria,1,21.984,pirelli,2015
mercedes,nico-rosberg,6,mercedes,33,12,08-austria,1,21.768,pirelli,2015
williams,felipe-massa,19,mercedes,34,13,08-austria,1,22.447,pirelli,2015
mercedes,lewis-hamilton,44,mercedes,35,14,08-austria,1,21.869,pirelli,2015
marussia,roberto-merhi,98,ferrari,34,15,08-austria,1,23.926,pirelli,2015
ferrari,sebastian-vettel,5,ferrari,36,16,08-austria,1,31.882,pirelli,2015
lotus-f1,pastor-maldonado,13,mercedes,37,17,08-austria,1,21.847,pirelli,2015
force-india,sergio-perez,11,mercedes,38,18,08-austria,1,26.689,pirelli,2015
red-bull,daniil-kvyat,26,renault,45,19,08-austria,2,22.111,pirelli,2015
sauber,marcus-ericsson,9,ferrari,45,20,08-austria,3,22.449,pirelli,2015
red-bull,daniel-ricciardo,3,renault,50,21,08-austria,1,27.710,pirelli,2015
mclaren,fernando-alonso,14,honda,1,1,09-great-britain,1,1:11.178,pirelli,2015
red-bull,daniel-ricciardo,3,renault,11,2,09-great-britain,1,28.464,pirelli,2015
toro-rosso,carlos-sainz-jr,55,renault,12,3,09-great-britain,1,29.393,pirelli,2015
ferrari,kimi-raikkonen,7,ferrari,13,4,09-great-britain,1,28.974,pirelli,2015
ferrari,sebastian-vettel,5,ferrari,14,5,09-great-britain,1,28.946,pirelli,2015
mclaren,fernando-alonso,14,honda,17,6,09-great-britain,2,28.703,pirelli,2015
red-bull,daniil-kvyat,26,renault,18,7,09-great-britain,1,28.347,pirelli,2015
mercedes,lewis-hamilton,44,mercedes,19,8,09-great-britain,1,28.417,pirelli,2015
force-india,nico-hulkenberg,27,mercedes,19,9,09-great-britain,1,28.558,pirelli,2015
williams,felipe-massa,19,mercedes,20,10,09-great-britain,1,29.369,pirelli,2015
mercedes,nico-rosberg,6,mercedes,20,11,09-great-britain,1,28.393,pirelli,2015
force-india,sergio-perez,11,mercedes,20,12,09-great-britain,1,28.860,pirelli,2015
red-bull,daniel-ricciardo,3,renault,20,13,09-great-britain,2,43.240,pirelli,2015
williams,valtteri-bottas,77,mercedes,21,14,09-great-britain,1,28.781,pirelli,2015
sauber,marcus-ericsson,9,ferrari,23,15,09-great-britain,1,29.598,pirelli,2015
marussia,will-stevens,28,ferrari,36,16,09-great-britain,1,48.861,pirelli,2015
marussia,roberto-merhi,98,ferrari,36,17,09-great-britain,1,34.672,pirelli,2015
sauber,marcus-ericsson,9,ferrari,37,18,09-great-britain,2,30.867,pirelli,2015
mclaren,fernando-alonso,14,honda,37,19,09-great-britain,3,32.593,pirelli,2015
ferrari,kimi-raikkonen,7,ferrari,38,20,09-great-britain,2,30.397,pirelli,2015
sauber,marcus-ericsson,9,ferrari,41,21,09-great-britain,3,29.828,pirelli,2015
mercedes,lewis-hamilton,44,mercedes,43,22,09-great-britain,2,28.979,pirelli,2015
ferrari,sebastian-vettel,5,ferrari,43,23,09-great-britain,2,29.676,pirelli,2015
sauber,marcus-ericsson,9,ferrari,42,24,09-great-britain,4,30.197,pirelli,2015
mercedes,nico-rosberg,6,mercedes,44,25,09-great-britain,2,30.393,pirelli,2015
williams,felipe-massa,19,mercedes,44,26,09-great-britain,2,31.948,pirelli,2015
williams,valtteri-bottas,77,mercedes,44,27,09-great-britain,2,31.937,pirelli,2015
red-bull,daniil-kvyat,26,renault,44,28,09-great-britain,2,33.979,pirelli,2015
force-india,nico-hulkenberg,27,mercedes,44,29,09-great-britain,2,33.891,pirelli,2015
force-india,sergio-perez,11,mercedes,44,30,09-great-britain,2,31.998,pirelli,2015
marussia,roberto-merhi,98,ferrari,44,31,09-great-britain,2,30.686,pirelli,2015
ferrari,kimi-raikkonen,7,ferrari,47,32,09-great-britain,3,30.178,pirelli,2015
marussia,will-stevens,28,ferrari,45,33,09-great-britain,2,43.964,pirelli,2015
marussia,roberto-merhi,98,ferrari,6,1,10-hungary,1,26.392,pirelli,2015
williams,valtteri-bottas,77,mercedes,13,2,10-hungary,1,22.974,pirelli,2015
red-bull,daniil-kvyat,26,renault,13,3,10-hungary,1,22.072,pirelli,2015
williams,felipe-massa,19,mercedes,14,4,10-hungary,1,27.936,pirelli,2015
toro-rosso,max-verstappen,33,renault,14,5,10-hungary,1,22.536,pirelli,2015
mclaren,jenson-button,22,honda,14,6,10-hungary,1,22.231,pirelli,2015
lotus-f1,romain-grosjean,8,mercedes,14,7,10-hungary,1,22.805,pirelli,2015
sauber,felipe-nasr,12,ferrari,14,8,10-hungary,1,22.729,pirelli,2015
force-india,nico-hulkenberg,27,mercedes,15,9,10-hungary,1,22.573,pirelli,2015
toro-rosso,carlos-sainz-jr,55,renault,15,10,10-hungary,1,25.096,pirelli,2015
mclaren,fernando-alonso,14,honda,15,11,10-hungary,1,21.567,pirelli,2015
force-india,sergio-perez,11,mercedes,16,12,10-hungary,1,22.068,pirelli,2015
sauber,marcus-ericsson,9,ferrari,16,13,10-hungary,1,23.005,pirelli,2015
mercedes,lewis-hamilton,44,mercedes,19,14,10-hungary,1,23.146,pirelli,2015
mercedes,nico-rosberg,6,mercedes,20,15,10-hungary,1,21.780,pirelli,2015
ferrari,sebastian-vettel,5,ferrari,21,16,10-hungary,1,21.900,pirelli,2015
red-bull,daniel-ricciardo,3,renault,21,17,10-hungary,1,21.824,pirelli,2015
