constructorId,engineManufacturerId,points,position,race,year
haas,ferrari,11,8,10-great-britain,2023
alfa-romeo,ferrari,9,9,10-great-britain,2023
alphatauri,honda-rbpt,2,10,10-great-britain,2023
red-bull,honda-rbpt,452,1,11-hungary,2023
mercedes,mercedes,223,2,11-hungary,2023
aston-martin,mercedes,184,3,11-hungary,2023
ferrari,ferrari,167,4,11-hungary,2023
mclaren,mercedes,87,5,11-hungary,2023
alpine,renault,47,6,11-hungary,2023
williams,mercedes,11,7,11-hungary,2023
haas,ferrari,11,8,11-hungary,2023
alfa-romeo,ferrari,9,9,11-hungary,2023
alphatauri,honda-rbpt,2,10,11-hungary,2023
red-bull,honda-rbpt,503,1,12-belgium,2023
mercedes,mercedes,247,2,12-belgium,2023
aston-martin,mercedes,196,3,12-belgium,2023
ferrari,ferrari,191,4,12-belgium,2023
mclaren,mercedes,103,5,12-belgium,2023
alpine,renault,57,6,12-belgium,2023
williams,mercedes,11,7,12-belgium,2023
haas,ferrari,11,8,12-belgium,2023
alfa-romeo,ferrari,9,9,12-belgium,2023
alphatauri,honda-rbpt,3,10,12-belgium,2023
red-bull,honda-rbpt,540,1,13-netherlands,2023
mercedes,mercedes,255,2,13-netherlands,2023
aston-martin,mercedes,215,3,13-netherlands,2023
ferrari,ferrari,201,4,13-netherlands,2023
mclaren,mercedes,111,5,13-netherlands,2023
alpine,renault,73,6,13-netherlands,2023
williams,mercedes,15,7,13-netherlands,2023
haas,ferrari,11,8,13-netherlands,2023
alfa-romeo,ferrari,9,9,13-netherlands,2023
alphatauri,honda-rbpt,3,10,13-netherlands,2023
red-bull,honda-rbpt,583,1,14-italy,2023
mercedes,mercedes,273,2,14-italy,2023
ferrari,ferrari,228,3,14-italy,2023
aston-martin,mercedes,217,4,14-italy,2023
mclaren,mercedes,115,5,14-italy,2023
alpine,renault,73,6,14-italy,2023
williams,mercedes,21,7,14-italy,2023
haas,ferrari,11,8,14-italy,2023
alfa-romeo,ferrari,10,9,14-italy,2023
alphatauri,honda-rbpt,3,10,14-italy,2023
red-bull,honda-rbpt,597,1,15-singapore,2023
mercedes,mercedes,289,2,15-singapore,2023
ferrari,ferrari,265,3,15-singapore,2023
aston-martin,mercedes,217,4,15-singapore,2023
mclaren,mercedes,139,5,15-singapore,2023
alpine,renault,81,6,15-singapore,2023
williams,mercedes,21,7,15-singapore,2023
haas,ferrari,12,8,15-singapore,2023
alfa-romeo,ferrari,10,9,15-singapore,2023
alphatauri,honda-rbpt,5,10,15-singapore,2023
red-bull,honda-rbpt,623,1,16-japan,2023
mercedes,mercedes,305,2,16-japan,2023
ferrari,ferrari,285,3,16-japan,2023
aston-martin,mercedes,221,4,16-japan,2023
mclaren,mercedes,172,5,16-japan,2023
alpine,renault,84,6,16-japan,2023
williams,mercedes,21,7,16-japan,2023
haas,ferrari,12,8,16-japan,2023
alfa-romeo,ferrari,10,9,16-japan,2023
alphatauri,honda-rbpt,5,10,16-japan,2023
red-bull,honda-rbpt,657,1,17-qatar,2023
mercedes,mercedes,326,2,17-qatar,2023
ferrari,ferrari,298,3,17-qatar,2023
aston-martin,mercedes,230,4,17-qatar,2023
mclaren,mercedes,219,5,17-qatar,2023
alpine,renault,90,6,17-qatar,2023
williams,mercedes,23,7,17-qatar,2023
alfa-romeo,ferrari,16,8,17-qatar,2023
haas,ferrari,12,9,17-qatar,2023
alphatauri,honda-rbpt,5,10,17-qatar,2023
red-bull,honda-rbpt,706,1,18-united-states,2023
mercedes,mercedes,344,2,18-united-states,2023
ferrari,ferrari,322,3,18-united-states,2023
mclaren,mercedes,242,4,18-united-states,2023
aston-martin,mercedes,236,5,18-united-states,2023
alpine,renault,100,6,18-united-states,2023
williams,mercedes,26,7,18-united-states,2023
alfa-romeo,ferrari,16,8,18-united-states,2023
haas,ferrari,12,9,18-united-states,2023
alphatauri,honda-rbpt,10,10,18-united-states,2023
red-bull,honda-rbpt,731,1,19-mexico,2023
mercedes,mercedes,371,2,19-mexico,2023
ferrari,ferrari,349,3,19-mexico,2023
mclaren,mercedes,256,4,19-mexico,2023
aston-martin,mercedes,236,5,19-mexico,2023
alpine,renault,101,6,19-mexico,2023
williams,mercedes,28,7,19-mexico,2023
alphatauri,honda-rbpt,16,8,19-mexico,2023
alfa-romeo,ferrari,16,9,19-mexico,2023
haas,ferrari,12,10,19-mexico,2023
red-bull,honda-rbpt,782,1,20-sao-paulo,2023
mercedes,mercedes,382,2,20-sao-paulo,2023
ferrari,ferrari,362,3,20-sao-paulo,2023
mclaren,mercedes,282,4,20-sao-paulo,2023
aston-martin,mercedes,261,5,20-sao-paulo,2023
alpine,renault,108,6,20-sao-paulo,2023
williams,mercedes,28,7,20-sao-paulo,2023
alphatauri,honda-rbpt,21,8,20-sao-paulo,2023
alfa-romeo,ferrari,16,9,20-sao-paulo,2023
haas,ferrari,12,10,20-sao-paulo,2023
red-bull,honda-rbpt,822,1,21-las-vegas,2023
mercedes,mercedes,392,2,21-las-vegas,2023
ferrari,ferrari,388,3,21-las-vegas,2023
mclaren,mercedes,284,4,21-las-vegas,2023
aston-martin,mercedes,273,5,21-las-vegas,2023
alpine,renault,120,6,21-las-vegas,2023
williams,mercedes,28,7,21-las-vegas,2023
alphatauri,honda-rbpt,21,8,21-las-vegas,2023
alfa-romeo,ferrari,16,9,21-las-vegas,2023
haas,ferrari,12,10,21-las-vegas,2023
red-bull,honda-rbpt,860,1,22-abu-dhabi,2023
mercedes,mercedes,409,2,22-abu-dhabi,2023
ferrari,ferrari,406,3,22-abu-dhabi,2023
mclaren,mercedes,302,4,22-abu-dhabi,2023
aston-martin,mercedes,280,5,22-abu-dhabi,2023
alpine,renault,120,6,22-abu-dhabi,2023
williams,mercedes,28,7,22-abu-dhabi,2023
alphatauri,honda-rbpt,25,8,22-abu-dhabi,2023
alfa-romeo,ferrari,16,9,22-abu-dhabi,2023
haas,ferrari,12,10,22-abu-dhabi,2023
