driverId,points,position,race,year
esteban-ocon,19,8,05-spain,2017
felipe-massa,18,9,05-spain,2017
carlos-sainz-jr,17,10,05-spain,2017
nico-hulkenberg,14,11,05-spain,2017
romain-grosjean,5,12,05-spain,2017
pascal-wehrlein,4,13,05-spain,2017
kevin-magnussen,4,14,05-spain,2017
daniil-kvyat,4,15,05-spain,2017
marcus-ericsson,0,16,05-spain,2017
lance-stroll,0,17,05-spain,2017
fernando-alonso,0,18,05-spain,2017
antonio-giovinazzi,0,19,05-spain,2017
jolyon-palmer,0,20,05-spain,2017
stoffel-vandoorne,0,21,05-spain,2017
sebastian-vettel,129,1,06-monaco,2017
lewis-hamilton,104,2,06-monaco,2017
valtteri-bottas,75,3,06-monaco,2017
kimi-raikkonen,67,4,06-monaco,2017
daniel-ricciardo,52,5,06-monaco,2017
max-verstappen,45,6,06-monaco,2017
sergio-perez,34,7,06-monaco,2017
carlos-sainz-jr,25,8,06-monaco,2017
felipe-massa,20,9,06-monaco,2017
esteban-ocon,19,10,06-monaco,2017
nico-hulkenberg,14,11,06-monaco,2017
romain-grosjean,9,12,06-monaco,2017
kevin-magnussen,5,13,06-monaco,2017
pascal-wehrlein,4,14,06-monaco,2017
daniil-kvyat,4,15,06-monaco,2017
jolyon-palmer,0,16,06-monaco,2017
marcus-ericsson,0,17,06-monaco,2017
lance-stroll,0,18,06-monaco,2017
fernando-alonso,0,19,06-monaco,2017
antonio-giovinazzi,0,20,06-monaco,2017
stoffel-vandoorne,0,21,06-monaco,2017
sebastian-vettel,141,1,07-canada,2017
lewis-hamilton,129,2,07-canada,2017
valtteri-bottas,93,3,07-canada,2017
kimi-raikkonen,73,4,07-canada,2017
daniel-ricciardo,67,5,07-canada,2017
max-verstappen,45,6,07-canada,2017
sergio-perez,44,7,07-canada,2017
esteban-ocon,27,8,07-canada,2017
carlos-sainz-jr,25,9,07-canada,2017
felipe-massa,20,10,07-canada,2017
nico-hulkenberg,18,11,07-canada,2017
romain-grosjean,10,12,07-canada,2017
kevin-magnussen,5,13,07-canada,2017
pascal-wehrlein,4,14,07-canada,2017
daniil-kvyat,4,15,07-canada,2017
lance-stroll,2,16,07-canada,2017
jolyon-palmer,0,17,07-canada,2017
marcus-ericsson,0,18,07-canada,2017
fernando-alonso,0,19,07-canada,2017
antonio-giovinazzi,0,20,07-canada,2017
stoffel-vandoorne,0,21,07-canada,2017
sebastian-vettel,153,1,08-azerbaijan,2017
lewis-hamilton,139,2,08-azerbaijan,2017
valtteri-bottas,111,3,08-azerbaijan,2017
daniel-ricciardo,92,4,08-azerbaijan,2017
kimi-raikkonen,73,5,08-azerbaijan,2017
max-verstappen,45,6,08-azerbaijan,2017
sergio-perez,44,7,08-azerbaijan,2017
esteban-ocon,35,8,08-azerbaijan,2017
carlos-sainz-jr,29,9,08-azerbaijan,2017
felipe-massa,20,10,08-azerbaijan,2017
nico-hulkenberg,18,11,08-azerbaijan,2017
lance-stroll,17,12,08-azerbaijan,2017
kevin-magnussen,11,13,08-azerbaijan,2017
romain-grosjean,10,14,08-azerbaijan,2017
pascal-wehrlein,5,15,08-azerbaijan,2017
daniil-kvyat,4,16,08-azerbaijan,2017
fernando-alonso,2,17,08-azerbaijan,2017
jolyon-palmer,0,18,08-azerbaijan,2017
marcus-ericsson,0,19,08-azerbaijan,2017
stoffel-vandoorne,0,20,08-azerbaijan,2017
antonio-giovinazzi,0,21,08-azerbaijan,2017
sebastian-vettel,171,1,09-austria,2017
lewis-hamilton,151,2,09-austria,2017
valtteri-bottas,136,3,09-austria,2017
daniel-ricciardo,107,4,09-austria,2017
kimi-raikkonen,83,5,09-austria,2017
sergio-perez,50,6,09-austria,2017
max-verstappen,45,7,09-austria,2017
esteban-ocon,39,8,09-austria,2017
carlos-sainz-jr,29,9,09-austria,2017
felipe-massa,22,10,09-austria,2017
lance-stroll,18,11,09-austria,2017
nico-hulkenberg,18,12,09-austria,2017
romain-grosjean,18,13,09-austria,2017
kevin-magnussen,11,14,09-austria,2017
pascal-wehrlein,5,15,09-austria,2017
daniil-kvyat,4,16,09-austria,2017
fernando-alonso,2,17,09-austria,2017
jolyon-palmer,0,18,09-austria,2017
marcus-ericsson,0,19,09-austria,2017
stoffel-vandoorne,0,20,09-austria,2017
antonio-giovinazzi,0,21,09-austria,2017
sebastian-vettel,177,1,10-great-britain,2017
lewis-hamilton,176,2,10-great-britain,2017
valtteri-bottas,154,3,10-great-britain,2017
daniel-ricciardo,117,4,10-great-britain,2017
kimi-raikkonen,98,5,10-great-britain,2017
max-verstappen,57,6,10-great-britain,2017
sergio-perez,52,7,10-great-britain,2017
esteban-ocon,43,8,10-great-britain,2017
carlos-sainz-jr,29,9,10-great-britain,2017
nico-hulkenberg,26,10,10-great-britain,2017
felipe-massa,23,11,10-great-britain,2017
lance-stroll,18,12,10-great-britain,2017
romain-grosjean,18,13,10-great-britain,2017
kevin-magnussen,11,14,10-great-britain,2017
pascal-wehrlein,5,15,10-great-britain,2017
daniil-kvyat,4,16,10-great-britain,2017
fernando-alonso,2,17,10-great-britain,2017
jolyon-palmer,0,18,10-great-britain,2017
marcus-ericsson,0,19,10-great-britain,2017
stoffel-vandoorne,0,20,10-great-britain,2017
antonio-giovinazzi,0,21,10-great-britain,2017
sebastian-vettel,202,1,11-hungary,2017
lewis-hamilton,188,2,11-hungary,2017
valtteri-bottas,169,3,11-hungary,2017
daniel-ricciardo,117,4,11-hungary,2017
kimi-raikkonen,116,5,11-hungary,2017
max-verstappen,67,6,11-hungary,2017
sergio-perez,56,7,11-hungary,2017
esteban-ocon,45,8,11-hungary,2017
carlos-sainz-jr,35,9,11-hungary,2017
nico-hulkenberg,26,10,11-hungary,2017
felipe-massa,23,11,11-hungary,2017
lance-stroll,18,12,11-hungary,2017
romain-grosjean,18,13,11-hungary,2017
kevin-magnussen,11,14,11-hungary,2017
fernando-alonso,10,15,11-hungary,2017
pascal-wehrlein,5,16,11-hungary,2017
daniil-kvyat,4,17,11-hungary,2017
stoffel-vandoorne,1,18,11-hungary,2017
jolyon-palmer,0,19,11-hungary,2017
marcus-ericsson,0,20,11-hungary,2017
antonio-giovinazzi,0,21,11-hungary,2017
sebastian-vettel,220,1,12-belgium,2017
lewis-hamilton,213,2,12-belgium,2017
valtteri-bottas,179,3,12-belgium,2017
daniel-ricciardo,132,4,12-belgium,2017
kimi-raikkonen,128,5,12-belgium,2017
max-verstappen,67,6,12-belgium,2017
sergio-perez,56,7,12-belgium,2017
esteban-ocon,47,8,12-belgium,2017
carlos-sainz-jr,36,9,12-belgium,2017
nico-hulkenberg,34,10,12-belgium,2017
felipe-massa,27,11,12-belgium,2017
romain-grosjean,24,12,12-belgium,2017
lance-stroll,18,13,12-belgium,2017
kevin-magnussen,11,14,12-belgium,2017
fernando-alonso,10,15,12-belgium,2017
pascal-wehrlein,5,16,12-belgium,2017
daniil-kvyat,4,17,12-belgium,2017
stoffel-vandoorne,1,18,12-belgium,2017
jolyon-palmer,0,19,12-belgium,2017
marcus-ericsson,0,20,12-belgium,2017
antonio-giovinazzi,0,21,12-belgium,2017
lewis-hamilton,238,1,13-italy,2017
sebastian-vettel,235,2,13-italy,2017
valtteri-bottas,197,3,13-italy,2017
daniel-ricciardo,144,4,13-italy,2017
kimi-raikkonen,138,5,13-italy,2017
max-verstappen,68,6,13-italy,2017
sergio-perez,58,7,13-italy,2017
esteban-ocon,55,8,13-italy,2017
carlos-sainz-jr,36,9,13-italy,2017
nico-hulkenberg,34,10,13-italy,2017
felipe-massa,31,11,13-italy,2017
lance-stroll,24,12,13-italy,2017
romain-grosjean,24,13,13-italy,2017
kevin-magnussen,11,14,13-italy,2017
fernando-alonso,10,15,13-italy,2017
pascal-wehrlein,5,16,13-italy,2017
daniil-kvyat,4,17,13-italy,2017
stoffel-vandoorne,1,18,13-italy,2017
jolyon-palmer,0,19,13-italy,2017
marcus-ericsson,0,20,13-italy,2017
antonio-giovinazzi,0,21,13-italy,2017
lewis-hamilton,263,1,14-singapore,2017
sebastian-vettel,235,2,14-singapore,2017
valtteri-bottas,212,3,14-singapore,2017
daniel-ricciardo,162,4,14-singapore,2017
kimi-raikkonen,138,5,14-singapore,2017
max-verstappen,68,6,14-singapore,2017
sergio-perez,68,7,14-singapore,2017
esteban-ocon,56,8,14-singapore,2017
carlos-sainz-jr,48,9,14-singapore,2017
nico-hulkenberg,34,10,14-singapore,2017
felipe-massa,31,11,14-singapore,2017
lance-stroll,28,12,14-singapore,2017
romain-grosjean,26,13,14-singapore,2017
kevin-magnussen,11,14,14-singapore,2017
fernando-alonso,10,15,14-singapore,2017
jolyon-palmer,8,16,14-singapore,2017
stoffel-vandoorne,7,17,14-singapore,2017
pascal-wehrlein,5,18,14-singapore,2017
daniil-kvyat,4,19,14-singapore,2017
marcus-ericsson,0,20,14-singapore,2017
antonio-giovinazzi,0,21,14-singapore,2017
lewis-hamilton,281,1,15-malaysia,2017
sebastian-vettel,247,2,15-malaysia,2017
valtteri-bottas,222,3,15-malaysia,2017
daniel-ricciardo,177,4,15-malaysia,2017
kimi-raikkonen,138,5,15-malaysia,2017
max-verstappen,93,6,15-malaysia,2017
sergio-perez,76,7,15-malaysia,2017
esteban-ocon,57,8,15-malaysia,2017
carlos-sainz-jr,48,9,15-malaysia,2017
nico-hulkenberg,34,10,15-malaysia,2017
felipe-massa,33,11,15-malaysia,2017
lance-stroll,32,12,15-malaysia,2017
romain-grosjean,26,13,15-malaysia,2017
stoffel-vandoorne,13,14,15-malaysia,2017
kevin-magnussen,11,15,15-malaysia,2017
fernando-alonso,10,16,15-malaysia,2017
jolyon-palmer,8,17,15-malaysia,2017
pascal-wehrlein,5,18,15-malaysia,2017
daniil-kvyat,4,19,15-malaysia,2017
marcus-ericsson,0,20,15-malaysia,2017
antonio-giovinazzi,0,21,15-malaysia,2017
pierre-gasly,0,22,15-malaysia,2017
lewis-hamilton,306,1,16-japan,2017
sebastian-vettel,247,2,16-japan,2017
valtteri-bottas,234,3,16-japan,2017
daniel-ricciardo,192,4,16-japan,2017
kimi-raikkonen,148,5,16-japan,2017
max-verstappen,111,6,16-japan,2017
sergio-perez,82,7,16-japan,2017
esteban-ocon,65,8,16-japan,2017
carlos-sainz-jr,48,9,16-japan,2017
nico-hulkenberg,34,10,16-japan,2017
felipe-massa,34,11,16-japan,2017
lance-stroll,32,12,16-japan,2017
romain-grosjean,28,13,16-japan,2017
kevin-magnussen,15,14,16-japan,2017
stoffel-vandoorne,13,15,16-japan,2017
fernando-alonso,10,16,16-japan,2017
jolyon-palmer,8,17,16-japan,2017
pascal-wehrlein,5,18,16-japan,2017
daniil-kvyat,4,19,16-japan,2017
marcus-ericsson,0,20,16-japan,2017
antonio-giovinazzi,0,21,16-japan,2017
pierre-gasly,0,22,16-japan,2017
lewis-hamilton,331,1,17-united-states,2017
sebastian-vettel,265,2,17-united-states,2017
valtteri-bottas,244,3,17-united-states,2017
daniel-ricciardo,192,4,17-united-states,2017
kimi-raikkonen,163,5,17-united-states,2017
max-verstappen,123,6,17-united-states,2017
sergio-perez,86,7,17-united-states,2017
esteban-ocon,73,8,17-united-states,2017
carlos-sainz-jr,54,9,17-united-states,2017
felipe-massa,36,10,17-united-states,2017
nico-hulkenberg,34,11,17-united-states,2017
lance-stroll,32,12,17-united-states,2017
romain-grosjean,28,13,17-united-states,2017
kevin-magnussen,15,14,17-united-states,2017
stoffel-vandoorne,13,15,17-united-states,2017
fernando-alonso,10,16,17-united-states,2017
jolyon-palmer,8,17,17-united-states,2017
pascal-wehrlein,5,18,17-united-states,2017
daniil-kvyat,5,19,17-united-states,2017
marcus-ericsson,0,20,17-united-states,2017
antonio-giovinazzi,0,21,17-united-states,2017
pierre-gasly,0,22,17-united-states,2017
brendon-hartley,0,23,17-united-states,2017
lewis-hamilton,333,1,18-mexico,2017
sebastian-vettel,277,2,18-mexico,2017
valtteri-bottas,262,3,18-mexico,2017
daniel-ricciardo,192,4,18-mexico,2017
kimi-raikkonen,178,5,18-mexico,2017
max-verstappen,148,6,18-mexico,2017
sergio-perez,92,7,18-mexico,2017
esteban-ocon,83,8,18-mexico,2017
carlos-sainz-jr,54,9,18-mexico,2017
lance-stroll,40,10,18-mexico,2017
felipe-massa,36,11,18-mexico,2017
nico-hulkenberg,34,12,18-mexico,2017
romain-grosjean,28,13,18-mexico,2017
kevin-magnussen,19,14,18-mexico,2017
stoffel-vandoorne,13,15,18-mexico,2017
fernando-alonso,11,16,18-mexico,2017
jolyon-palmer,8,17,18-mexico,2017
pascal-wehrlein,5,18,18-mexico,2017
daniil-kvyat,5,19,18-mexico,2017
marcus-ericsson,0,20,18-mexico,2017
antonio-giovinazzi,0,21,18-mexico,2017
pierre-gasly,0,22,18-mexico,2017
brendon-hartley,0,23,18-mexico,2017
lewis-hamilton,345,1,19-brazil,2017
sebastian-vettel,302,2,19-brazil,2017
valtteri-bottas,280,3,19-brazil,2017
daniel-ricciardo,200,4,19-brazil,2017
kimi-raikkonen,193,5,19-brazil,2017
max-verstappen,158,6,19-brazil,2017
sergio-perez,94,7,19-brazil,2017
esteban-ocon,83,8,19-brazil,2017
carlos-sainz-jr,54,9,19-brazil,2017
felipe-massa,42,10,19-brazil,2017
lance-stroll,40,11,19-brazil,2017
nico-hulkenberg,35,12,19-brazil,2017
romain-grosjean,28,13,19-brazil,2017
kevin-magnussen,19,14,19-brazil,2017
fernando-alonso,15,15,19-brazil,2017
stoffel-vandoorne,13,16,19-brazil,2017
jolyon-palmer,8,17,19-brazil,2017
pascal-wehrlein,5,18,19-brazil,2017
daniil-kvyat,5,19,19-brazil,2017
marcus-ericsson,0,20,19-brazil,2017
pierre-gasly,0,21,19-brazil,2017
antonio-giovinazzi,0,22,19-brazil,2017
brendon-hartley,0,23,19-brazil,2017
lewis-hamilton,363,1,20-abu-dhabi,2017
sebastian-vettel,317,2,20-abu-dhabi,2017
valtteri-bottas,305,3,20-abu-dhabi,2017
kimi-raikkonen,205,4,20-abu-dhabi,2017
daniel-ricciardo,200,5,20-abu-dhabi,2017
max-verstappen,168,6,20-abu-dhabi,2017
sergio-perez,100,7,20-abu-dhabi,2017
esteban-ocon,87,8,20-abu-dhabi,2017
carlos-sainz-jr,54,9,20-abu-dhabi,2017
nico-hulkenberg,43,10,20-abu-dhabi,2017
felipe-massa,43,11,20-abu-dhabi,2017
lance-stroll,40,12,20-abu-dhabi,2017
romain-grosjean,28,13,20-abu-dhabi,2017
kevin-magnussen,19,14,20-abu-dhabi,2017
fernando-alonso,17,15,20-abu-dhabi,2017
stoffel-vandoorne,13,16,20-abu-dhabi,2017
jolyon-palmer,8,17,20-abu-dhabi,2017
pascal-wehrlein,5,18,20-abu-dhabi,2017
daniil-kvyat,5,19,20-abu-dhabi,2017
marcus-ericsson,0,20,20-abu-dhabi,2017
pierre-gasly,0,21,20-abu-dhabi,2017
antonio-giovinazzi,0,22,20-abu-dhabi,2017
brendon-hartley,0,23,20-abu-dhabi,2017
