constructorId,engineManufacturerId,points,position,race,year
racing-bulls,honda-rbpt,28,6,09-spain,2025
haas,ferrari,26,7,09-spain,2025
kick-sauber,ferrari,16,8,09-spain,2025
aston-martin,mercedes,16,9,09-spain,2025
alpine,renault,11,10,09-spain,2025
mclaren,mercedes,374,1,10-canada,2025
mercedes,mercedes,199,2,10-canada,2025
ferrari,ferrari,183,3,10-canada,2025
red-bull,honda-rbpt,162,4,10-canada,2025
williams,mercedes,55,5,10-canada,2025
haas,ferrari,28,6,10-canada,2025
racing-bulls,honda-rbpt,28,7,10-canada,2025
aston-martin,mercedes,22,8,10-canada,2025
kick-sauber,ferrari,20,9,10-canada,2025
alpine,renault,11,10,10-canada,2025
mclaren,mercedes,417,1,11-austria,2025
ferrari,ferrari,210,2,11-austria,2025
mercedes,mercedes,209,3,11-austria,2025
red-bull,honda-rbpt,162,4,11-austria,2025
williams,mercedes,55,5,11-austria,2025
racing-bulls,honda-rbpt,36,6,11-austria,2025
haas,ferrari,29,7,11-austria,2025
aston-martin,mercedes,28,8,11-austria,2025
kick-sauber,ferrari,26,9,11-austria,2025
alpine,renault,11,10,11-austria,2025
mclaren,mercedes,460,1,12-great-britain,2025
ferrari,ferrari,222,2,12-great-britain,2025
mercedes,mercedes,210,3,12-great-britain,2025
red-bull,honda-rbpt,172,4,12-great-britain,2025
williams,mercedes,59,5,12-great-britain,2025
kick-sauber,ferrari,41,6,12-great-britain,2025
racing-bulls,honda-rbpt,36,7,12-great-britain,2025
aston-martin,mercedes,36,8,12-great-britain,2025
haas,ferrari,29,9,12-great-britain,2025
alpine,renault,19,10,12-great-britain,2025
mclaren,mercedes,516,1,13-belgium,2025
ferrari,ferrari,248,2,13-belgium,2025
mercedes,mercedes,220,3,13-belgium,2025
red-bull,honda-rbpt,192,4,13-belgium,2025
williams,mercedes,70,5,13-belgium,2025
kick-sauber,ferrari,43,6,13-belgium,2025
racing-bulls,honda-rbpt,41,7,13-belgium,2025
aston-martin,mercedes,36,8,13-belgium,2025
haas,ferrari,35,9,13-belgium,2025
alpine,renault,20,10,13-belgium,2025
mclaren,mercedes,559,1,14-hungary,2025
ferrari,ferrari,260,2,14-hungary,2025
mercedes,mercedes,236,3,14-hungary,2025
red-bull,honda-rbpt,194,4,14-hungary,2025
williams,mercedes,70,5,14-hungary,2025
aston-martin,mercedes,52,6,14-hungary,2025
kick-sauber,ferrari,51,7,14-hungary,2025
racing-bulls,honda-rbpt,45,8,14-hungary,2025
haas,ferrari,35,9,14-hungary,2025
alpine,renault,20,10,14-hungary,2025
mclaren,mercedes,584,1,15-netherlands,2025
ferrari,ferrari,260,2,15-netherlands,2025
mercedes,mercedes,248,3,15-netherlands,2025
red-bull,honda-rbpt,214,4,15-netherlands,2025
williams,mercedes,80,5,15-netherlands,2025
aston-martin,mercedes,62,6,15-netherlands,2025
racing-bulls,honda-rbpt,60,7,15-netherlands,2025
kick-sauber,ferrari,51,8,15-netherlands,2025
haas,ferrari,44,9,15-netherlands,2025
alpine,renault,20,10,15-netherlands,2025
mclaren,mercedes,617,1,16-italy,2025
ferrari,ferrari,280,2,16-italy,2025
mercedes,mercedes,260,3,16-italy,2025
red-bull,honda-rbpt,239,4,16-italy,2025
williams,mercedes,86,5,16-italy,2025
aston-martin,mercedes,62,6,16-italy,2025
racing-bulls,honda-rbpt,61,7,16-italy,2025
kick-sauber,ferrari,55,8,16-italy,2025
haas,ferrari,44,9,16-italy,2025
alpine,renault,20,10,16-italy,2025
mclaren,mercedes,623,1,17-azerbaijan,2025
mercedes,mercedes,290,2,17-azerbaijan,2025
ferrari,ferrari,286,3,17-azerbaijan,2025
red-bull,honda-rbpt,272,4,17-azerbaijan,2025
williams,mercedes,101,5,17-azerbaijan,2025
racing-bulls,honda-rbpt,72,6,17-azerbaijan,2025
aston-martin,mercedes,62,7,17-azerbaijan,2025
kick-sauber,ferrari,55,8,17-azerbaijan,2025
haas,ferrari,44,9,17-azerbaijan,2025
alpine,renault,20,10,17-azerbaijan,2025
mclaren,mercedes,650,1,18-singapore,2025
mercedes,mercedes,325,2,18-singapore,2025
ferrari,ferrari,298,3,18-singapore,2025
red-bull,honda-rbpt,290,4,18-singapore,2025
williams,mercedes,102,5,18-singapore,2025
racing-bulls,honda-rbpt,72,6,18-singapore,2025
aston-martin,mercedes,68,7,18-singapore,2025
kick-sauber,ferrari,55,8,18-singapore,2025
haas,ferrari,46,9,18-singapore,2025
alpine,renault,20,10,18-singapore,2025
mclaren,mercedes,678,1,19-united-states,2025
mercedes,mercedes,341,2,19-united-states,2025
ferrari,ferrari,334,3,19-united-states,2025
red-bull,honda-rbpt,331,4,19-united-states,2025
williams,mercedes,111,5,19-united-states,2025
racing-bulls,honda-rbpt,72,6,19-united-states,2025
aston-martin,mercedes,69,7,19-united-states,2025
kick-sauber,ferrari,59,8,19-united-states,2025
haas,ferrari,48,9,19-united-states,2025
alpine,renault,20,10,19-united-states,2025
mclaren,mercedes,713,1,20-mexico,2025
ferrari,ferrari,356,2,20-mexico,2025
mercedes,mercedes,355,3,20-mexico,2025
red-bull,honda-rbpt,346,4,20-mexico,2025
williams,mercedes,111,5,20-mexico,2025
racing-bulls,honda-rbpt,72,6,20-mexico,2025
aston-martin,mercedes,69,7,20-mexico,2025
haas,ferrari,62,8,20-mexico,2025
kick-sauber,ferrari,60,9,20-mexico,2025
alpine,renault,20,10,20-mexico,2025
mclaren,mercedes,756,1,21-sao-paulo,2025
mercedes,mercedes,398,2,21-sao-paulo,2025
red-bull,honda-rbpt,366,3,21-sao-paulo,2025
ferrari,ferrari,362,4,21-sao-paulo,2025
williams,mercedes,111,5,21-sao-paulo,2025
racing-bulls,honda-rbpt,82,6,21-sao-paulo,2025
aston-martin,mercedes,72,7,21-sao-paulo,2025
haas,ferrari,70,8,21-sao-paulo,2025
kick-sauber,ferrari,62,9,21-sao-paulo,2025
alpine,renault,22,10,21-sao-paulo,2025
mclaren,mercedes,756,1,22-las-vegas,2025
mercedes,mercedes,431,2,22-las-vegas,2025
red-bull,honda-rbpt,391,3,22-las-vegas,2025
ferrari,ferrari,378,4,22-las-vegas,2025
williams,mercedes,121,5,22-las-vegas,2025
racing-bulls,honda-rbpt,90,6,22-las-vegas,2025
haas,ferrari,73,7,22-las-vegas,2025
aston-martin,mercedes,72,8,22-las-vegas,2025
kick-sauber,ferrari,68,9,22-las-vegas,2025
alpine,renault,22,10,22-las-vegas,2025
mclaren,mercedes,800,1,23-qatar,2025
mercedes,mercedes,459,2,23-qatar,2025
red-bull,honda-rbpt,426,3,23-qatar,2025
ferrari,ferrari,382,4,23-qatar,2025
williams,mercedes,137,5,23-qatar,2025
racing-bulls,honda-rbpt,92,6,23-qatar,2025
aston-martin,mercedes,80,7,23-qatar,2025
haas,ferrari,73,8,23-qatar,2025
kick-sauber,ferrari,68,9,23-qatar,2025
alpine,renault,22,10,23-qatar,2025
mclaren,mercedes,833,1,24-abu-dhabi,2025
mercedes,mercedes,469,2,24-abu-dhabi,2025
red-bull,honda-rbpt,451,3,24-abu-dhabi,2025
ferrari,ferrari,398,4,24-abu-dhabi,2025
williams,mercedes,137,5,24-abu-dhabi,2025
racing-bulls,honda-rbpt,92,6,24-abu-dhabi,2025
aston-martin,mercedes,89,7,24-abu-dhabi,2025
haas,ferrari,79,8,24-abu-dhabi,2025
kick-sauber,ferrari,70,9,24-abu-dhabi,2025
alpine,renault,22,10,24-abu-dhabi,2025
