driverId,points,position,race,year
nico-rosberg,25,1,01-australia,2016
lewis-hamilton,18,2,01-australia,2016
sebastian-vettel,15,3,01-australia,2016
daniel-ricciardo,12,4,01-australia,2016
felipe-massa,10,5,01-australia,2016
romain-grosjean,8,6,01-australia,2016
nico-hulkenberg,6,7,01-australia,2016
valtteri-bottas,4,8,01-australia,2016
carlos-sainz-jr,2,9,01-australia,2016
max-verstappen,1,10,01-australia,2016
jolyon-palmer,0,11,01-australia,2016
kevin-magnussen,0,12,01-australia,2016
sergio-perez,0,13,01-australia,2016
jenson-button,0,14,01-australia,2016
felipe-nasr,0,15,01-australia,2016
pascal-wehrlein,0,16,01-australia,2016
nico-rosberg,50,1,02-bahrain,2016
lewis-hamilton,33,2,02-bahrain,2016
daniel-ricciardo,24,3,02-bahrain,2016
kimi-raikkonen,18,4,02-bahrain,2016
romain-grosjean,18,5,02-bahrain,2016
sebastian-vettel,15,6,02-bahrain,2016
felipe-massa,14,7,02-bahrain,2016
max-verstappen,9,8,02-bahrain,2016
nico-hulkenberg,6,9,02-bahrain,2016
daniil-kvyat,6,10,02-bahrain,2016
valtteri-bottas,6,11,02-bahrain,2016
carlos-sainz-jr,2,12,02-bahrain,2016
stoffel-vandoorne,1,13,02-bahrain,2016
kevin-magnussen,0,14,02-bahrain,2016
jolyon-palmer,0,15,02-bahrain,2016
marcus-ericsson,0,16,02-bahrain,2016
sergio-perez,0,17,02-bahrain,2016
pascal-wehrlein,0,17,02-bahrain,2016
felipe-nasr,0,19,02-bahrain,2016
jenson-button,0,20,02-bahrain,2016
rio-haryanto,0,21,02-bahrain,2016
nico-rosberg,75,1,03-china,2016
lewis-hamilton,39,2,03-china,2016
daniel-ricciardo,36,3,03-china,2016
sebastian-vettel,33,4,03-china,2016
kimi-raikkonen,28,5,03-china,2016
felipe-massa,22,6,03-china,2016
daniil-kvyat,21,7,03-china,2016
romain-grosjean,18,8,03-china,2016
max-verstappen,13,9,03-china,2016
valtteri-bottas,7,10,03-china,2016
nico-hulkenberg,6,11,03-china,2016
carlos-sainz-jr,4,12,03-china,2016
stoffel-vandoorne,1,13,03-china,2016
kevin-magnussen,0,14,03-china,2016
sergio-perez,0,15,03-china,2016
jolyon-palmer,0,16,03-china,2016
marcus-ericsson,0,17,03-china,2016
fernando-alonso,0,18,03-china,2016
jenson-button,0,19,03-china,2016
pascal-wehrlein,0,20,03-china,2016
felipe-nasr,0,21,03-china,2016
esteban-gutierrez,0,22,03-china,2016
rio-haryanto,0,23,03-china,2016
nico-rosberg,100,1,04-russia,2016
lewis-hamilton,57,2,04-russia,2016
kimi-raikkonen,43,3,04-russia,2016
daniel-ricciardo,36,4,04-russia,2016
sebastian-vettel,33,5,04-russia,2016
felipe-massa,32,6,04-russia,2016
romain-grosjean,22,7,04-russia,2016
daniil-kvyat,21,8,04-russia,2016
valtteri-bottas,19,9,04-russia,2016
max-verstappen,13,10,04-russia,2016
fernando-alonso,8,11,04-russia,2016
kevin-magnussen,6,12,04-russia,2016
nico-hulkenberg,6,13,04-russia,2016
carlos-sainz-jr,4,14,04-russia,2016
sergio-perez,2,15,04-russia,2016
jenson-button,1,16,04-russia,2016
stoffel-vandoorne,1,17,04-russia,2016
jolyon-palmer,0,18,04-russia,2016
marcus-ericsson,0,19,04-russia,2016
pascal-wehrlein,0,20,04-russia,2016
felipe-nasr,0,21,04-russia,2016
esteban-gutierrez,0,22,04-russia,2016
rio-haryanto,0,23,04-russia,2016
nico-rosberg,100,1,05-spain,2016
kimi-raikkonen,61,2,05-spain,2016
lewis-hamilton,57,3,05-spain,2016
sebastian-vettel,48,4,05-spain,2016
daniel-ricciardo,48,5,05-spain,2016
max-verstappen,38,6,05-spain,2016
felipe-massa,36,7,05-spain,2016
valtteri-bottas,29,8,05-spain,2016
daniil-kvyat,22,9,05-spain,2016
romain-grosjean,22,10,05-spain,2016
carlos-sainz-jr,12,11,05-spain,2016
fernando-alonso,8,12,05-spain,2016
sergio-perez,8,13,05-spain,2016
kevin-magnussen,6,14,05-spain,2016
nico-hulkenberg,6,15,05-spain,2016
jenson-button,3,16,05-spain,2016
stoffel-vandoorne,1,17,05-spain,2016
jolyon-palmer,0,18,05-spain,2016
esteban-gutierrez,0,19,05-spain,2016
marcus-ericsson,0,20,05-spain,2016
pascal-wehrlein,0,21,05-spain,2016
felipe-nasr,0,22,05-spain,2016
rio-haryanto,0,23,05-spain,2016
nico-rosberg,106,1,06-monaco,2016
lewis-hamilton,82,2,06-monaco,2016
daniel-ricciardo,66,3,06-monaco,2016
kimi-raikkonen,61,4,06-monaco,2016
sebastian-vettel,60,5,06-monaco,2016
max-verstappen,38,6,06-monaco,2016
felipe-massa,37,7,06-monaco,2016
valtteri-bottas,29,8,06-monaco,2016
sergio-perez,23,9,06-monaco,2016
daniil-kvyat,22,10,06-monaco,2016
romain-grosjean,22,11,06-monaco,2016
fernando-alonso,18,12,06-monaco,2016
carlos-sainz-jr,16,13,06-monaco,2016
nico-hulkenberg,14,14,06-monaco,2016
kevin-magnussen,6,15,06-monaco,2016
jenson-button,5,16,06-monaco,2016
stoffel-vandoorne,1,17,06-monaco,2016
esteban-gutierrez,0,18,06-monaco,2016
jolyon-palmer,0,19,06-monaco,2016
marcus-ericsson,0,20,06-monaco,2016
pascal-wehrlein,0,21,06-monaco,2016
felipe-nasr,0,22,06-monaco,2016
rio-haryanto,0,23,06-monaco,2016
nico-rosberg,116,1,07-canada,2016
lewis-hamilton,107,2,07-canada,2016
sebastian-vettel,78,3,07-canada,2016
daniel-ricciardo,72,4,07-canada,2016
kimi-raikkonen,69,5,07-canada,2016
max-verstappen,50,6,07-canada,2016
valtteri-bottas,44,7,07-canada,2016
felipe-massa,37,8,07-canada,2016
sergio-perez,24,9,07-canada,2016
daniil-kvyat,22,10,07-canada,2016
romain-grosjean,22,11,07-canada,2016
fernando-alonso,18,12,07-canada,2016
nico-hulkenberg,18,13,07-canada,2016
carlos-sainz-jr,18,14,07-canada,2016
kevin-magnussen,6,15,07-canada,2016
jenson-button,5,16,07-canada,2016
stoffel-vandoorne,1,17,07-canada,2016
esteban-gutierrez,0,18,07-canada,2016
jolyon-palmer,0,19,07-canada,2016
marcus-ericsson,0,20,07-canada,2016
pascal-wehrlein,0,21,07-canada,2016
felipe-nasr,0,22,07-canada,2016
rio-haryanto,0,23,07-canada,2016
nico-rosberg,141,1,08-europe,2016
lewis-hamilton,117,2,08-europe,2016
sebastian-vettel,96,3,08-europe,2016
kimi-raikkonen,81,4,08-europe,2016
daniel-ricciardo,78,5,08-europe,2016
max-verstappen,54,6,08-europe,2016
valtteri-bottas,52,7,08-europe,2016
sergio-perez,39,8,08-europe,2016
felipe-massa,38,9,08-europe,2016
daniil-kvyat,22,10,08-europe,2016
romain-grosjean,22,11,08-europe,2016
nico-hulkenberg,20,12,08-europe,2016
fernando-alonso,18,13,08-europe,2016
carlos-sainz-jr,18,14,08-europe,2016
kevin-magnussen,6,15,08-europe,2016
jenson-button,5,16,08-europe,2016
stoffel-vandoorne,1,17,08-europe,2016
esteban-gutierrez,0,18,08-europe,2016
jolyon-palmer,0,19,08-europe,2016
marcus-ericsson,0,20,08-europe,2016
felipe-nasr,0,21,08-europe,2016
pascal-wehrlein,0,22,08-europe,2016
rio-haryanto,0,23,08-europe,2016
nico-rosberg,153,1,09-austria,2016
lewis-hamilton,142,2,09-austria,2016
sebastian-vettel,96,3,09-austria,2016
kimi-raikkonen,96,4,09-austria,2016
daniel-ricciardo,88,5,09-austria,2016
max-verstappen,72,6,09-austria,2016
valtteri-bottas,54,7,09-austria,2016
sergio-perez,39,8,09-austria,2016
felipe-massa,38,9,09-austria,2016
romain-grosjean,28,10,09-austria,2016
daniil-kvyat,22,11,09-austria,2016
carlos-sainz-jr,22,12,09-austria,2016
nico-hulkenberg,20,13,09-austria,2016
fernando-alonso,18,14,09-austria,2016
jenson-button,13,15,09-austria,2016
kevin-magnussen,6,16,09-austria,2016
pascal-wehrlein,1,17,09-austria,2016
stoffel-vandoorne,1,18,09-austria,2016
esteban-gutierrez,0,19,09-austria,2016
jolyon-palmer,0,20,09-austria,2016
marcus-ericsson,0,21,09-austria,2016
felipe-nasr,0,22,09-austria,2016
rio-haryanto,0,23,09-austria,2016
nico-rosberg,168,1,10-great-britain,2016
lewis-hamilton,167,2,10-great-britain,2016
kimi-raikkonen,106,3,10-great-britain,2016
daniel-ricciardo,100,4,10-great-britain,2016
sebastian-vettel,98,5,10-great-britain,2016
max-verstappen,90,6,10-great-britain,2016
valtteri-bottas,54,7,10-great-britain,2016
sergio-perez,47,8,10-great-britain,2016
felipe-massa,38,9,10-great-britain,2016
romain-grosjean,28,10,10-great-britain,2016
nico-hulkenberg,26,11,10-great-britain,2016
carlos-sainz-jr,26,12,10-great-britain,2016
daniil-kvyat,23,13,10-great-britain,2016
fernando-alonso,18,14,10-great-britain,2016
jenson-button,13,15,10-great-britain,2016
kevin-magnussen,6,16,10-great-britain,2016
pascal-wehrlein,1,17,10-great-britain,2016
stoffel-vandoorne,1,18,10-great-britain,2016
esteban-gutierrez,0,19,10-great-britain,2016
jolyon-palmer,0,20,10-great-britain,2016
marcus-ericsson,0,21,10-great-britain,2016
felipe-nasr,0,22,10-great-britain,2016
rio-haryanto,0,23,10-great-britain,2016
lewis-hamilton,192,1,11-hungary,2016
nico-rosberg,186,2,11-hungary,2016
daniel-ricciardo,115,3,11-hungary,2016
kimi-raikkonen,114,4,11-hungary,2016
sebastian-vettel,110,5,11-hungary,2016
max-verstappen,100,6,11-hungary,2016
valtteri-bottas,56,7,11-hungary,2016
sergio-perez,47,8,11-hungary,2016
felipe-massa,38,9,11-hungary,2016
carlos-sainz-jr,30,10,11-hungary,2016
romain-grosjean,28,11,11-hungary,2016
nico-hulkenberg,27,12,11-hungary,2016
fernando-alonso,24,13,11-hungary,2016
daniil-kvyat,23,14,11-hungary,2016
jenson-button,13,15,11-hungary,2016
kevin-magnussen,6,16,11-hungary,2016
pascal-wehrlein,1,17,11-hungary,2016
stoffel-vandoorne,1,18,11-hungary,2016
esteban-gutierrez,0,19,11-hungary,2016
jolyon-palmer,0,20,11-hungary,2016
marcus-ericsson,0,21,11-hungary,2016
felipe-nasr,0,22,11-hungary,2016
rio-haryanto,0,23,11-hungary,2016
lewis-hamilton,217,1,12-germany,2016
nico-rosberg,198,2,12-germany,2016
daniel-ricciardo,133,3,12-germany,2016
kimi-raikkonen,122,4,12-germany,2016
sebastian-vettel,120,5,12-germany,2016
max-verstappen,115,6,12-germany,2016
valtteri-bottas,58,7,12-germany,2016
sergio-perez,48,8,12-germany,2016
felipe-massa,38,9,12-germany,2016
nico-hulkenberg,33,10,12-germany,2016
carlos-sainz-jr,30,11,12-germany,2016
romain-grosjean,28,12,12-germany,2016
fernando-alonso,24,13,12-germany,2016
daniil-kvyat,23,14,12-germany,2016
jenson-button,17,15,12-germany,2016
kevin-magnussen,6,16,12-germany,2016
pascal-wehrlein,1,17,12-germany,2016
stoffel-vandoorne,1,18,12-germany,2016
esteban-gutierrez,0,19,12-germany,2016
jolyon-palmer,0,20,12-germany,2016
marcus-ericsson,0,21,12-germany,2016
felipe-nasr,0,22,12-germany,2016
rio-haryanto,0,23,12-germany,2016
lewis-hamilton,232,1,13-belgium,2016
nico-rosberg,223,2,13-belgium,2016
daniel-ricciardo,151,3,13-belgium,2016
sebastian-vettel,128,4,13-belgium,2016
kimi-raikkonen,124,5,13-belgium,2016
max-verstappen,115,6,13-belgium,2016
valtteri-bottas,62,7,13-belgium,2016
sergio-perez,58,8,13-belgium,2016
nico-hulkenberg,45,9,13-belgium,2016
felipe-massa,39,10,13-belgium,2016
fernando-alonso,30,11,13-belgium,2016
carlos-sainz-jr,30,12,13-belgium,2016
romain-grosjean,28,13,13-belgium,2016
daniil-kvyat,23,14,13-belgium,2016
jenson-button,17,15,13-belgium,2016
kevin-magnussen,6,16,13-belgium,2016
pascal-wehrlein,1,17,13-belgium,2016
stoffel-vandoorne,1,18,13-belgium,2016
esteban-gutierrez,0,19,13-belgium,2016
jolyon-palmer,0,20,13-belgium,2016
marcus-ericsson,0,21,13-belgium,2016
felipe-nasr,0,22,13-belgium,2016
rio-haryanto,0,23,13-belgium,2016
esteban-ocon,0,24,13-belgium,2016
lewis-hamilton,250,1,14-italy,2016
nico-rosberg,248,2,14-italy,2016
daniel-ricciardo,161,3,14-italy,2016
sebastian-vettel,143,4,14-italy,2016
kimi-raikkonen,136,5,14-italy,2016
max-verstappen,121,6,14-italy,2016
valtteri-bottas,70,7,14-italy,2016
sergio-perez,62,8,14-italy,2016
nico-hulkenberg,46,9,14-italy,2016
felipe-massa,41,10,14-italy,2016
fernando-alonso,30,11,14-italy,2016
carlos-sainz-jr,30,12,14-italy,2016
romain-grosjean,28,13,14-italy,2016
daniil-kvyat,23,14,14-italy,2016
jenson-button,17,15,14-italy,2016
kevin-magnussen,6,16,14-italy,2016
pascal-wehrlein,1,17,14-italy,2016
stoffel-vandoorne,1,18,14-italy,2016
esteban-gutierrez,0,19,14-italy,2016
jolyon-palmer,0,20,14-italy,2016
marcus-ericsson,0,21,14-italy,2016
felipe-nasr,0,22,14-italy,2016
rio-haryanto,0,23,14-italy,2016
esteban-ocon,0,24,14-italy,2016
nico-rosberg,273,1,15-singapore,2016
lewis-hamilton,265,2,15-singapore,2016
daniel-ricciardo,179,3,15-singapore,2016
sebastian-vettel,153,4,15-singapore,2016
kimi-raikkonen,148,5,15-singapore,2016
max-verstappen,129,6,15-singapore,2016
valtteri-bottas,70,7,15-singapore,2016
sergio-perez,66,8,15-singapore,2016
nico-hulkenberg,46,9,15-singapore,2016
felipe-massa,41,10,15-singapore,2016
fernando-alonso,36,11,15-singapore,2016
carlos-sainz-jr,30,12,15-singapore,2016
romain-grosjean,28,13,15-singapore,2016
daniil-kvyat,25,14,15-singapore,2016
jenson-button,17,15,15-singapore,2016
kevin-magnussen,7,16,15-singapore,2016
pascal-wehrlein,1,17,15-singapore,2016
stoffel-vandoorne,1,18,15-singapore,2016
esteban-gutierrez,0,19,15-singapore,2016
jolyon-palmer,0,20,15-singapore,2016
marcus-ericsson,0,21,15-singapore,2016
felipe-nasr,0,22,15-singapore,2016
rio-haryanto,0,23,15-singapore,2016
esteban-ocon,0,24,15-singapore,2016
nico-rosberg,288,1,16-malaysia,2016
lewis-hamilton,265,2,16-malaysia,2016
daniel-ricciardo,204,3,16-malaysia,2016
kimi-raikkonen,160,4,16-malaysia,2016
sebastian-vettel,153,5,16-malaysia,2016
max-verstappen,147,6,16-malaysia,2016
valtteri-bottas,80,7,16-malaysia,2016
sergio-perez,74,8,16-malaysia,2016
nico-hulkenberg,50,9,16-malaysia,2016
fernando-alonso,42,10,16-malaysia,2016
felipe-massa,41,11,16-malaysia,2016
carlos-sainz-jr,30,12,16-malaysia,2016
romain-grosjean,28,13,16-malaysia,2016
daniil-kvyat,25,14,16-malaysia,2016
jenson-button,19,15,16-malaysia,2016
kevin-magnussen,7,16,16-malaysia,2016
jolyon-palmer,1,17,16-malaysia,2016
pascal-wehrlein,1,18,16-malaysia,2016
stoffel-vandoorne,1,19,16-malaysia,2016
esteban-gutierrez,0,20,16-malaysia,2016
marcus-ericsson,0,21,16-malaysia,2016
felipe-nasr,0,22,16-malaysia,2016
rio-haryanto,0,23,16-malaysia,2016
esteban-ocon,0,24,16-malaysia,2016
nico-rosberg,313,1,17-japan,2016
lewis-hamilton,280,2,17-japan,2016
daniel-ricciardo,212,3,17-japan,2016
kimi-raikkonen,170,4,17-japan,2016
max-verstappen,165,5,17-japan,2016
sebastian-vettel,165,6,17-japan,2016
valtteri-bottas,81,7,17-japan,2016
sergio-perez,80,8,17-japan,2016
nico-hulkenberg,54,9,17-japan,2016
felipe-massa,43,10,17-japan,2016
fernando-alonso,42,11,17-japan,2016
carlos-sainz-jr,30,12,17-japan,2016
romain-grosjean,28,13,17-japan,2016
daniil-kvyat,25,14,17-japan,2016
jenson-button,19,15,17-japan,2016
kevin-magnussen,7,16,17-japan,2016
jolyon-palmer,1,17,17-japan,2016
pascal-wehrlein,1,18,17-japan,2016
stoffel-vandoorne,1,19,17-japan,2016
esteban-gutierrez,0,20,17-japan,2016
marcus-ericsson,0,21,17-japan,2016
felipe-nasr,0,22,17-japan,2016
rio-haryanto,0,23,17-japan,2016
esteban-ocon,0,24,17-japan,2016
nico-rosberg,331,1,18-united-states,2016
lewis-hamilton,305,2,18-united-states,2016
daniel-ricciardo,227,3,18-united-states,2016
sebastian-vettel,177,4,18-united-states,2016
kimi-raikkonen,170,5,18-united-states,2016
max-verstappen,165,6,18-united-states,2016
sergio-perez,84,7,18-united-states,2016
valtteri-bottas,81,8,18-united-states,2016
nico-hulkenberg,54,9,18-united-states,2016
fernando-alonso,52,10,18-united-states,2016
felipe-massa,49,11,18-united-states,2016
carlos-sainz-jr,38,12,18-united-states,2016
romain-grosjean,29,13,18-united-states,2016
daniil-kvyat,25,14,18-united-states,2016
jenson-button,21,15,18-united-states,2016
kevin-magnussen,7,16,18-united-states,2016
jolyon-palmer,1,17,18-united-states,2016
pascal-wehrlein,1,18,18-united-states,2016
stoffel-vandoorne,1,19,18-united-states,2016
esteban-gutierrez,0,20,18-united-states,2016
marcus-ericsson,0,21,18-united-states,2016
felipe-nasr,0,22,18-united-states,2016
rio-haryanto,0,23,18-united-states,2016
esteban-ocon,0,24,18-united-states,2016
nico-rosberg,349,1,19-mexico,2016
lewis-hamilton,330,2,19-mexico,2016
daniel-ricciardo,242,3,19-mexico,2016
sebastian-vettel,187,4,19-mexico,2016
kimi-raikkonen,178,5,19-mexico,2016
max-verstappen,177,6,19-mexico,2016
sergio-perez,85,7,19-mexico,2016
valtteri-bottas,85,8,19-mexico,2016
nico-hulkenberg,60,9,19-mexico,2016
fernando-alonso,52,10,19-mexico,2016
felipe-massa,51,11,19-mexico,2016
carlos-sainz-jr,38,12,19-mexico,2016
romain-grosjean,29,13,19-mexico,2016
daniil-kvyat,25,14,19-mexico,2016
jenson-button,21,15,19-mexico,2016
kevin-magnussen,7,16,19-mexico,2016
jolyon-palmer,1,17,19-mexico,2016
pascal-wehrlein,1,18,19-mexico,2016
stoffel-vandoorne,1,19,19-mexico,2016
esteban-gutierrez,0,20,19-mexico,2016
marcus-ericsson,0,21,19-mexico,2016
felipe-nasr,0,22,19-mexico,2016
rio-haryanto,0,23,19-mexico,2016
esteban-ocon,0,24,19-mexico,2016
nico-rosberg,367,1,20-brazil,2016
lewis-hamilton,355,2,20-brazil,2016
daniel-ricciardo,246,3,20-brazil,2016
sebastian-vettel,197,4,20-brazil,2016
max-verstappen,192,5,20-brazil,2016
kimi-raikkonen,178,6,20-brazil,2016
sergio-perez,97,7,20-brazil,2016
valtteri-bottas,85,8,20-brazil,2016
nico-hulkenberg,66,9,20-brazil,2016
fernando-alonso,53,10,20-brazil,2016
felipe-massa,51,11,20-brazil,2016
carlos-sainz-jr,46,12,20-brazil,2016
romain-grosjean,29,13,20-brazil,2016
daniil-kvyat,25,14,20-brazil,2016
jenson-button,21,15,20-brazil,2016
kevin-magnussen,7,16,20-brazil,2016
felipe-nasr,2,17,20-brazil,2016
jolyon-palmer,1,18,20-brazil,2016
pascal-wehrlein,1,19,20-brazil,2016
stoffel-vandoorne,1,20,20-brazil,2016
esteban-gutierrez,0,21,20-brazil,2016
marcus-ericsson,0,22,20-brazil,2016
esteban-ocon,0,23,20-brazil,2016
rio-haryanto,0,24,20-brazil,2016
nico-rosberg,385,1,21-abu-dhabi,2016
lewis-hamilton,380,2,21-abu-dhabi,2016
daniel-ricciardo,256,3,21-abu-dhabi,2016
sebastian-vettel,212,4,21-abu-dhabi,2016
max-verstappen,204,5,21-abu-dhabi,2016
kimi-raikkonen,186,6,21-abu-dhabi,2016
sergio-perez,101,7,21-abu-dhabi,2016
valtteri-bottas,85,8,21-abu-dhabi,2016
nico-hulkenberg,72,9,21-abu-dhabi,2016
fernando-alonso,54,10,21-abu-dhabi,2016
felipe-massa,53,11,21-abu-dhabi,2016
carlos-sainz-jr,46,12,21-abu-dhabi,2016
romain-grosjean,29,13,21-abu-dhabi,2016
daniil-kvyat,25,14,21-abu-dhabi,2016
jenson-button,21,15,21-abu-dhabi,2016
kevin-magnussen,7,16,21-abu-dhabi,2016
felipe-nasr,2,17,21-abu-dhabi,2016
jolyon-palmer,1,18,21-abu-dhabi,2016
pascal-wehrlein,1,19,21-abu-dhabi,2016
stoffel-vandoorne,1,20,21-abu-dhabi,2016
esteban-gutierrez,0,21,21-abu-dhabi,2016
marcus-ericsson,0,22,21-abu-dhabi,2016
esteban-ocon,0,23,21-abu-dhabi,2016
rio-haryanto,0,24,21-abu-dhabi,2016
