driverId,points,position,race,year
lewis-hamilton,25,1,01-bahrain,2021
max-verstappen,18,2,01-bahrain,2021
valtteri-bottas,16,3,01-bahrain,2021
lando-norris,12,4,01-bahrain,2021
sergio-perez,10,5,01-bahrain,2021
charles-leclerc,8,6,01-bahrain,2021
daniel-ricciardo,6,7,01-bahrain,2021
carlos-sainz-jr,4,8,01-bahrain,2021
yuki-tsunoda,2,9,01-bahrain,2021
lance-stroll,1,10,01-bahrain,2021
kimi-raikkonen,0,11,01-bahrain,2021
antonio-giovinazzi,0,12,01-bahrain,2021
esteban-ocon,0,13,01-bahrain,2021
george-russell,0,14,01-bahrain,2021
sebastian-vettel,0,15,01-bahrain,2021
mick-schumacher,0,16,01-bahrain,2021
pierre-gasly,0,17,01-bahrain,2021
nicholas-latifi,0,18,01-bahrain,2021
lewis-hamilton,44,1,02-emilia-romagna,2021
max-verstappen,43,2,02-emilia-romagna,2021
lando-norris,27,3,02-emilia-romagna,2021
charles-leclerc,20,4,02-emilia-romagna,2021
valtteri-bottas,16,5,02-emilia-romagna,2021
carlos-sainz-jr,14,6,02-emilia-romagna,2021
daniel-ricciardo,14,7,02-emilia-romagna,2021
sergio-perez,10,8,02-emilia-romagna,2021
pierre-gasly,6,9,02-emilia-romagna,2021
lance-stroll,5,10,02-emilia-romagna,2021
yuki-tsunoda,2,11,02-emilia-romagna,2021
esteban-ocon,2,12,02-emilia-romagna,2021
fernando-alonso,1,13,02-emilia-romagna,2021
kimi-raikkonen,0,14,02-emilia-romagna,2021
antonio-giovinazzi,0,15,02-emilia-romagna,2021
george-russell,0,16,02-emilia-romagna,2021
sebastian-vettel,0,17,02-emilia-romagna,2021
mick-schumacher,0,18,02-emilia-romagna,2021
nikita-mazepin,0,19,02-emilia-romagna,2021
nicholas-latifi,0,20,02-emilia-romagna,2021
lewis-hamilton,69,1,03-portugal,2021
max-verstappen,61,2,03-portugal,2021
lando-norris,37,3,03-portugal,2021
valtteri-bottas,32,4,03-portugal,2021
charles-leclerc,28,5,03-portugal,2021
sergio-perez,22,6,03-portugal,2021
daniel-ricciardo,16,7,03-portugal,2021
carlos-sainz-jr,14,8,03-portugal,2021
esteban-ocon,8,9,03-portugal,2021
pierre-gasly,7,10,03-portugal,2021
lance-stroll,5,11,03-portugal,2021
fernando-alonso,5,12,03-portugal,2021
yuki-tsunoda,2,13,03-portugal,2021
kimi-raikkonen,0,14,03-portugal,2021
antonio-giovinazzi,0,15,03-portugal,2021
sebastian-vettel,0,16,03-portugal,2021
george-russell,0,17,03-portugal,2021
mick-schumacher,0,18,03-portugal,2021
nikita-mazepin,0,19,03-portugal,2021
nicholas-latifi,0,20,03-portugal,2021
lewis-hamilton,94,1,04-spain,2021
max-verstappen,80,2,04-spain,2021
valtteri-bottas,47,3,04-spain,2021
lando-norris,41,4,04-spain,2021
charles-leclerc,40,5,04-spain,2021
sergio-perez,32,6,04-spain,2021
daniel-ricciardo,24,7,04-spain,2021
carlos-sainz-jr,20,8,04-spain,2021
esteban-ocon,10,9,04-spain,2021
pierre-gasly,8,10,04-spain,2021
lance-stroll,5,11,04-spain,2021
fernando-alonso,5,12,04-spain,2021
yuki-tsunoda,2,13,04-spain,2021
kimi-raikkonen,0,14,04-spain,2021
antonio-giovinazzi,0,15,04-spain,2021
sebastian-vettel,0,16,04-spain,2021
george-russell,0,17,04-spain,2021
mick-schumacher,0,18,04-spain,2021
nicholas-latifi,0,19,04-spain,2021
nikita-mazepin,0,20,04-spain,2021
max-verstappen,105,1,05-monaco,2021
lewis-hamilton,101,2,05-monaco,2021
lando-norris,56,3,05-monaco,2021
valtteri-bottas,47,4,05-monaco,2021
sergio-perez,44,5,05-monaco,2021
charles-leclerc,40,6,05-monaco,2021
carlos-sainz-jr,38,7,05-monaco,2021
daniel-ricciardo,24,8,05-monaco,2021
pierre-gasly,16,9,05-monaco,2021
esteban-ocon,12,10,05-monaco,2021
sebastian-vettel,10,11,05-monaco,2021
lance-stroll,9,12,05-monaco,2021
fernando-alonso,5,13,05-monaco,2021
yuki-tsunoda,2,14,05-monaco,2021
antonio-giovinazzi,1,15,05-monaco,2021
kimi-raikkonen,0,16,05-monaco,2021
george-russell,0,17,05-monaco,2021
nicholas-latifi,0,18,05-monaco,2021
mick-schumacher,0,19,05-monaco,2021
nikita-mazepin,0,20,05-monaco,2021
max-verstappen,105,1,06-azerbaijan,2021
lewis-hamilton,101,2,06-azerbaijan,2021
sergio-perez,69,3,06-azerbaijan,2021
lando-norris,66,4,06-azerbaijan,2021
charles-leclerc,52,5,06-azerbaijan,2021
valtteri-bottas,47,6,06-azerbaijan,2021
carlos-sainz-jr,42,7,06-azerbaijan,2021
pierre-gasly,31,8,06-azerbaijan,2021
sebastian-vettel,28,9,06-azerbaijan,2021
daniel-ricciardo,26,10,06-azerbaijan,2021
fernando-alonso,13,11,06-azerbaijan,2021
esteban-ocon,12,12,06-azerbaijan,2021
lance-stroll,9,13,06-azerbaijan,2021
yuki-tsunoda,8,14,06-azerbaijan,2021
kimi-raikkonen,1,15,06-azerbaijan,2021
antonio-giovinazzi,1,16,06-azerbaijan,2021
mick-schumacher,0,17,06-azerbaijan,2021
george-russell,0,18,06-azerbaijan,2021
nikita-mazepin,0,19,06-azerbaijan,2021
nicholas-latifi,0,20,06-azerbaijan,2021
max-verstappen,131,1,07-france,2021
lewis-hamilton,119,2,07-france,2021
sergio-perez,84,3,07-france,2021
lando-norris,76,4,07-france,2021
valtteri-bottas,59,5,07-france,2021
charles-leclerc,52,6,07-france,2021
carlos-sainz-jr,42,7,07-france,2021
pierre-gasly,37,8,07-france,2021
daniel-ricciardo,34,9,07-france,2021
sebastian-vettel,30,10,07-france,2021
fernando-alonso,17,11,07-france,2021
esteban-ocon,12,12,07-france,2021
lance-stroll,10,13,07-france,2021
yuki-tsunoda,8,14,07-france,2021
kimi-raikkonen,1,15,07-france,2021
antonio-giovinazzi,1,16,07-france,2021
george-russell,0,17,07-france,2021
mick-schumacher,0,18,07-france,2021
nikita-mazepin,0,19,07-france,2021
nicholas-latifi,0,20,07-france,2021
max-verstappen,156,1,08-styria,2021
lewis-hamilton,138,2,08-styria,2021
sergio-perez,96,3,08-styria,2021
lando-norris,86,4,08-styria,2021
valtteri-bottas,74,5,08-styria,2021
charles-leclerc,58,6,08-styria,2021
carlos-sainz-jr,50,7,08-styria,2021
pierre-gasly,37,8,08-styria,2021
daniel-ricciardo,34,9,08-styria,2021
sebastian-vettel,30,10,08-styria,2021
fernando-alonso,19,11,08-styria,2021
lance-stroll,14,12,08-styria,2021
esteban-ocon,12,13,08-styria,2021
yuki-tsunoda,9,14,08-styria,2021
kimi-raikkonen,1,15,08-styria,2021
antonio-giovinazzi,1,16,08-styria,2021
george-russell,0,17,08-styria,2021
mick-schumacher,0,18,08-styria,2021
nikita-mazepin,0,19,08-styria,2021
nicholas-latifi,0,20,08-styria,2021
max-verstappen,182,1,09-austria,2021
lewis-hamilton,150,2,09-austria,2021
sergio-perez,104,3,09-austria,2021
lando-norris,101,4,09-austria,2021
valtteri-bottas,92,5,09-austria,2021
charles-leclerc,62,6,09-austria,2021
carlos-sainz-jr,60,7,09-austria,2021
daniel-ricciardo,40,8,09-austria,2021
pierre-gasly,39,9,09-austria,2021
sebastian-vettel,30,10,09-austria,2021
fernando-alonso,20,11,09-austria,2021
lance-stroll,14,12,09-austria,2021
esteban-ocon,12,13,09-austria,2021
yuki-tsunoda,9,14,09-austria,2021
kimi-raikkonen,1,15,09-austria,2021
antonio-giovinazzi,1,16,09-austria,2021
george-russell,0,17,09-austria,2021
mick-schumacher,0,18,09-austria,2021
nikita-mazepin,0,19,09-austria,2021
nicholas-latifi,0,20,09-austria,2021
max-verstappen,185,1,10-great-britain,2021
lewis-hamilton,177,2,10-great-britain,2021
lando-norris,113,3,10-great-britain,2021
valtteri-bottas,108,4,10-great-britain,2021
sergio-perez,104,5,10-great-britain,2021
charles-leclerc,80,6,10-great-britain,2021
carlos-sainz-jr,68,7,10-great-britain,2021
daniel-ricciardo,50,8,10-great-britain,2021
pierre-gasly,39,9,10-great-britain,2021
sebastian-vettel,30,10,10-great-britain,2021
fernando-alonso,26,11,10-great-britain,2021
lance-stroll,18,12,10-great-britain,2021
esteban-ocon,14,13,10-great-britain,2021
yuki-tsunoda,10,14,10-great-britain,2021
kimi-raikkonen,1,15,10-great-britain,2021
antonio-giovinazzi,1,16,10-great-britain,2021
george-russell,0,17,10-great-britain,2021
mick-schumacher,0,18,10-great-britain,2021
nikita-mazepin,0,19,10-great-britain,2021
nicholas-latifi,0,20,10-great-britain,2021
lewis-hamilton,195,1,11-hungary,2021
max-verstappen,187,2,11-hungary,2021
lando-norris,113,3,11-hungary,2021
valtteri-bottas,108,4,11-hungary,2021
sergio-perez,104,5,11-hungary,2021
carlos-sainz-jr,83,6,11-hungary,2021
charles-leclerc,80,7,11-hungary,2021
pierre-gasly,50,8,11-hungary,2021
daniel-ricciardo,50,9,11-hungary,2021
esteban-ocon,39,10,11-hungary,2021
fernando-alonso,38,11,11-hungary,2021
sebastian-vettel,30,12,11-hungary,2021
yuki-tsunoda,18,13,11-hungary,2021
lance-stroll,18,14,11-hungary,2021
nicholas-latifi,6,15,11-hungary,2021
george-russell,4,16,11-hungary,2021
kimi-raikkonen,2,17,11-hungary,2021
antonio-giovinazzi,1,18,11-hungary,2021
mick-schumacher,0,19,11-hungary,2021
nikita-mazepin,0,20,11-hungary,2021
lewis-hamilton,202.5,1,12-belgium,2021
max-verstappen,199.5,2,12-belgium,2021
lando-norris,113,3,12-belgium,2021
valtteri-bottas,108,4,12-belgium,2021
sergio-perez,104,5,12-belgium,2021
carlos-sainz-jr,83.5,6,12-belgium,2021
charles-leclerc,82,7,12-belgium,2021
daniel-ricciardo,56,8,12-belgium,2021
pierre-gasly,54,9,12-belgium,2021
esteban-ocon,42,10,12-belgium,2021
fernando-alonso,38,11,12-belgium,2021
sebastian-vettel,35,12,12-belgium,2021
yuki-tsunoda,18,13,12-belgium,2021
lance-stroll,18,14,12-belgium,2021
george-russell,13,15,12-belgium,2021
nicholas-latifi,7,16,12-belgium,2021
kimi-raikkonen,2,17,12-belgium,2021
antonio-giovinazzi,1,18,12-belgium,2021
mick-schumacher,0,19,12-belgium,2021
nikita-mazepin,0,20,12-belgium,2021
max-verstappen,224.5,1,13-netherlands,2021
lewis-hamilton,221.5,2,13-netherlands,2021
valtteri-bottas,123,3,13-netherlands,2021
lando-norris,114,4,13-netherlands,2021
sergio-perez,108,5,13-netherlands,2021
charles-leclerc,92,6,13-netherlands,2021
carlos-sainz-jr,89.5,7,13-netherlands,2021
pierre-gasly,66,8,13-netherlands,2021
daniel-ricciardo,56,9,13-netherlands,2021
fernando-alonso,46,10,13-netherlands,2021
esteban-ocon,44,11,13-netherlands,2021
sebastian-vettel,35,12,13-netherlands,2021
yuki-tsunoda,18,13,13-netherlands,2021
lance-stroll,18,14,13-netherlands,2021
george-russell,13,15,13-netherlands,2021
nicholas-latifi,7,16,13-netherlands,2021
kimi-raikkonen,2,17,13-netherlands,2021
antonio-giovinazzi,1,18,13-netherlands,2021
mick-schumacher,0,19,13-netherlands,2021
nikita-mazepin,0,20,13-netherlands,2021
robert-kubica,0,21,13-netherlands,2021
max-verstappen,226.5,1,14-italy,2021
lewis-hamilton,221.5,2,14-italy,2021
valtteri-bottas,141,3,14-italy,2021
lando-norris,132,4,14-italy,2021
sergio-perez,118,5,14-italy,2021
charles-leclerc,104,6,14-italy,2021
carlos-sainz-jr,97.5,7,14-italy,2021
daniel-ricciardo,83,8,14-italy,2021
pierre-gasly,66,9,14-italy,2021
fernando-alonso,50,10,14-italy,2021
esteban-ocon,45,11,14-italy,2021
sebastian-vettel,35,12,14-italy,2021
lance-stroll,24,13,14-italy,2021
yuki-tsunoda,18,14,14-italy,2021
george-russell,15,15,14-italy,2021
nicholas-latifi,7,16,14-italy,2021
kimi-raikkonen,2,17,14-italy,2021
antonio-giovinazzi,1,18,14-italy,2021
mick-schumacher,0,19,14-italy,2021
robert-kubica,0,20,14-italy,2021
nikita-mazepin,0,21,14-italy,2021
lewis-hamilton,246.5,1,15-russia,2021
max-verstappen,244.5,2,15-russia,2021
valtteri-bottas,151,3,15-russia,2021
lando-norris,139,4,15-russia,2021
sergio-perez,120,5,15-russia,2021
carlos-sainz-jr,112.5,6,15-russia,2021
charles-leclerc,104,7,15-russia,2021
