constructorId,driverId,driverNumber,engineManufacturerId,lap,position,race,stop,time,tyreManufacturerId,year
sauber,marcus-ericsson,9,ferrari,13,19,02-bahrain,1,24.775,pirelli,2016
force-india,sergio-perez,11,mercedes,14,20,02-bahrain,2,25.068,pirelli,2016
red-bull,daniil-kvyat,26,tag-heuer,16,21,02-bahrain,1,24.419,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,16,22,02-bahrain,2,24.930,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,20,23,02-bahrain,2,34.978,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,24,24,02-bahrain,2,26.631,pirelli,2016
renault,kevin-magnussen,20,renault,24,25,02-bahrain,2,24.383,pirelli,2016
mclaren,stoffel-vandoorne,47,honda,25,26,02-bahrain,2,24.682,pirelli,2016
toro-rosso,max-verstappen,33,ferrari,26,27,02-bahrain,2,25.594,pirelli,2016
haas,romain-grosjean,8,ferrari,27,28,02-bahrain,2,26.151,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,28,29,02-bahrain,2,25.030,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,29,30,02-bahrain,2,25.222,pirelli,2016
williams,felipe-massa,19,mercedes,29,31,02-bahrain,2,24.236,pirelli,2016
sauber,marcus-ericsson,9,ferrari,29,32,02-bahrain,2,25.363,pirelli,2016
manor,pascal-wehrlein,94,mercedes,29,33,02-bahrain,2,25.547,pirelli,2016
mercedes,nico-rosberg,6,mercedes,30,34,02-bahrain,2,27.226,pirelli,2016
sauber,felipe-nasr,12,ferrari,30,35,02-bahrain,2,25.491,pirelli,2016
manor,rio-haryanto,88,mercedes,31,36,02-bahrain,2,28.120,pirelli,2016
red-bull,daniil-kvyat,26,tag-heuer,34,37,02-bahrain,2,24.661,pirelli,2016
williams,valtteri-bottas,77,mercedes,34,38,02-bahrain,3,26.110,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,35,39,02-bahrain,3,24.734,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,37,40,02-bahrain,3,25.257,pirelli,2016
force-india,sergio-perez,11,mercedes,37,41,02-bahrain,3,24.517,pirelli,2016
renault,kevin-magnussen,20,renault,38,42,02-bahrain,3,24.341,pirelli,2016
mercedes,nico-rosberg,6,mercedes,39,43,02-bahrain,3,25.761,pirelli,2016
haas,romain-grosjean,8,ferrari,40,44,02-bahrain,3,30.063,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,41,45,02-bahrain,3,24.524,pirelli,2016
mclaren,stoffel-vandoorne,47,honda,41,46,02-bahrain,3,25.316,pirelli,2016
manor,pascal-wehrlein,94,mercedes,41,47,02-bahrain,3,25.419,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,42,48,02-bahrain,3,24.879,pirelli,2016
red-bull,daniil-kvyat,26,tag-heuer,44,49,02-bahrain,3,24.224,pirelli,2016
manor,rio-haryanto,88,mercedes,44,50,02-bahrain,3,25.517,pirelli,2016
toro-rosso,max-verstappen,33,ferrari,46,51,02-bahrain,3,25.129,pirelli,2016
sauber,felipe-nasr,12,ferrari,47,52,02-bahrain,3,25.660,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,51,53,02-bahrain,4,26.595,pirelli,2016
haas,romain-grosjean,8,ferrari,1,1,03-china,1,58.563,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,1,2,03-china,1,31.134,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,1,3,03-china,1,29.322,pirelli,2016
sauber,felipe-nasr,12,ferrari,1,4,03-china,1,36.854,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,3,5,03-china,1,24.392,pirelli,2016
red-bull,daniil-kvyat,26,tag-heuer,4,6,03-china,1,24.084,pirelli,2016
force-india,sergio-perez,11,mercedes,4,7,03-china,1,23.215,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,4,8,03-china,1,27.683,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,4,9,03-china,1,30.115,pirelli,2016
mclaren,jenson-button,22,honda,4,10,03-china,1,24.072,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,4,11,03-china,1,25.754,pirelli,2016
williams,valtteri-bottas,77,mercedes,4,12,03-china,1,22.682,pirelli,2016
toro-rosso,max-verstappen,33,ferrari,4,13,03-china,1,30.034,pirelli,2016
sauber,marcus-ericsson,9,ferrari,4,14,03-china,1,23.955,pirelli,2016
renault,kevin-magnussen,20,renault,4,15,03-china,1,23.158,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,5,16,03-china,2,25.179,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,6,17,03-china,3,22.301,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,14,18,03-china,2,23.296,pirelli,2016
manor,pascal-wehrlein,94,mercedes,15,19,03-china,1,26.969,pirelli,2016
renault,jolyon-palmer,30,renault,15,20,03-china,1,22.799,pirelli,2016
mclaren,fernando-alonso,14,honda,16,21,03-china,1,22.874,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,17,22,03-china,2,22.276,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,17,23,03-china,2,23.867,pirelli,2016
force-india,sergio-perez,11,mercedes,18,24,03-china,2,22.485,pirelli,2016
manor,rio-haryanto,88,mercedes,18,25,03-china,1,23.183,pirelli,2016
red-bull,daniil-kvyat,26,tag-heuer,19,26,03-china,2,22.607,pirelli,2016
williams,felipe-massa,19,mercedes,19,27,03-china,1,22.124,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,19,28,03-china,2,22.832,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,19,29,03-china,2,22.461,pirelli,2016
haas,esteban-gutierrez,21,ferrari,19,30,03-china,1,23.878,pirelli,2016
mercedes,nico-rosberg,6,mercedes,20,31,03-china,1,22.831,pirelli,2016
toro-rosso,max-verstappen,33,ferrari,20,32,03-china,2,23.744,pirelli,2016
renault,kevin-magnussen,20,renault,20,33,03-china,2,23.257,pirelli,2016
haas,romain-grosjean,8,ferrari,20,34,03-china,2,24.615,pirelli,2016
sauber,felipe-nasr,12,ferrari,20,35,03-china,2,23.735,pirelli,2016
williams,valtteri-bottas,77,mercedes,21,36,03-china,2,22.630,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,21,37,03-china,4,22.626,pirelli,2016
renault,jolyon-palmer,30,renault,24,38,03-china,2,23.280,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,26,39,03-china,3,29.570,pirelli,2016
mclaren,jenson-button,22,honda,27,40,03-china,2,23.029,pirelli,2016
manor,pascal-wehrlein,94,mercedes,27,41,03-china,2,24.104,pirelli,2016
force-india,sergio-perez,11,mercedes,28,42,03-china,3,22.351,pirelli,2016
sauber,marcus-ericsson,9,ferrari,28,43,03-china,2,23.563,pirelli,2016
manor,rio-haryanto,88,mercedes,28,44,03-china,2,24.635,pirelli,2016
williams,valtteri-bottas,77,mercedes,30,45,03-china,3,22.747,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,30,46,03-china,5,22.698,pirelli,2016
williams,felipe-massa,19,mercedes,31,47,03-china,2,23.349,pirelli,2016
mclaren,fernando-alonso,14,honda,32,48,03-china,2,22.927,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,33,49,03-china,3,24.269,pirelli,2016
haas,romain-grosjean,8,ferrari,33,50,03-china,3,23.342,pirelli,2016
haas,esteban-gutierrez,21,ferrari,34,51,03-china,2,22.963,pirelli,2016
red-bull,daniil-kvyat,26,tag-heuer,35,52,03-china,3,22.684,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,35,53,03-china,3,22.350,pirelli,2016
renault,kevin-magnussen,20,renault,35,54,03-china,3,22.677,pirelli,2016
mercedes,nico-rosberg,6,mercedes,36,55,03-china,2,23.559,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,37,56,03-china,3,22.426,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,37,57,03-china,3,22.832,pirelli,2016
renault,jolyon-palmer,30,renault,38,58,03-china,3,24.099,pirelli,2016
toro-rosso,max-verstappen,33,ferrari,39,59,03-china,3,23.130,pirelli,2016
sauber,felipe-nasr,12,ferrari,40,60,03-china,3,25.357,pirelli,2016
manor,rio-haryanto,88,mercedes,40,61,03-china,3,24.369,pirelli,2016
haas,esteban-gutierrez,21,ferrari,43,62,03-china,3,23.070,pirelli,2016
manor,pascal-wehrlein,94,mercedes,43,63,03-china,3,24.274,pirelli,2016
mclaren,jenson-button,22,honda,44,64,03-china,3,22.510,pirelli,2016
haas,romain-grosjean,8,ferrari,44,65,03-china,4,23.284,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,46,66,03-china,4,22.790,pirelli,2016
red-bull,daniil-kvyat,26,tag-heuer,1,1,04-russia,1,41.282,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,1,2,04-russia,1,47.763,pirelli,2016
sauber,marcus-ericsson,9,ferrari,1,3,04-russia,1,30.529,pirelli,2016
force-india,sergio-perez,11,mercedes,1,4,04-russia,1,32.800,pirelli,2016
haas,esteban-gutierrez,21,ferrari,1,5,04-russia,1,40.169,pirelli,2016
red-bull,daniil-kvyat,26,tag-heuer,8,6,04-russia,2,38.906,pirelli,2016
haas,esteban-gutierrez,21,ferrari,9,7,04-russia,2,25.037,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,11,8,04-russia,1,30.805,pirelli,2016
sauber,felipe-nasr,12,ferrari,12,9,04-russia,1,30.259,pirelli,2016
manor,pascal-wehrlein,94,mercedes,13,10,04-russia,1,31.433,pirelli,2016
renault,jolyon-palmer,30,renault,14,11,04-russia,1,30.805,pirelli,2016
williams,valtteri-bottas,77,mercedes,16,12,04-russia,1,29.841,pirelli,2016
renault,kevin-magnussen,20,renault,16,13,04-russia,1,30.585,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,17,14,04-russia,1,30.001,pirelli,2016
haas,romain-grosjean,8,ferrari,17,15,04-russia,1,31.420,pirelli,2016
williams,felipe-massa,19,mercedes,18,16,04-russia,1,29.551,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,20,17,04-russia,1,30.498,pirelli,2016
mclaren,jenson-button,22,honda,20,18,04-russia,1,30.580,pirelli,2016
mercedes,nico-rosberg,6,mercedes,21,19,04-russia,1,29.709,pirelli,2016
mclaren,fernando-alonso,14,honda,21,20,04-russia,1,29.751,pirelli,2016
toro-rosso,max-verstappen,33,ferrari,22,21,04-russia,1,30.553,pirelli,2016
force-india,sergio-perez,11,mercedes,27,22,04-russia,2,30.400,pirelli,2016
sauber,marcus-ericsson,9,ferrari,28,23,04-russia,2,30.433,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,29,24,04-russia,2,31.205,pirelli,2016
manor,pascal-wehrlein,94,mercedes,39,25,04-russia,2,57.151,pirelli,2016
williams,felipe-massa,19,mercedes,46,26,04-russia,2,30.065,pirelli,2016
williams,felipe-massa,19,mercedes,8,1,05-spain,1,21.384,pirelli,2016
force-india,sergio-perez,11,mercedes,9,2,05-spain,1,22.679,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,9,3,05-spain,1,23.277,pirelli,2016
sauber,marcus-ericsson,9,ferrari,9,4,05-spain,1,22.840,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,10,5,05-spain,1,22.874,pirelli,2016
mclaren,jenson-button,22,honda,10,6,05-spain,1,22.280,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,10,7,05-spain,1,22.176,pirelli,2016
renault,kevin-magnussen,20,renault,10,8,05-spain,1,22.843,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,11,9,05-spain,1,21.738,pirelli,2016
mclaren,fernando-alonso,14,honda,11,10,05-spain,1,21.795,pirelli,2016
renault,jolyon-palmer,30,renault,11,11,05-spain,1,23.283,pirelli,2016
manor,pascal-wehrlein,94,mercedes,11,12,05-spain,1,24.554,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,12,13,05-spain,1,22.369,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,12,14,05-spain,1,22.107,pirelli,2016
williams,valtteri-bottas,77,mercedes,12,15,05-spain,1,21.856,pirelli,2016
sauber,felipe-nasr,12,ferrari,12,16,05-spain,1,22.976,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,15,17,05-spain,1,21.643,pirelli,2016
haas,romain-grosjean,8,ferrari,15,18,05-spain,1,23.187,pirelli,2016
haas,esteban-gutierrez,21,ferrari,16,19,05-spain,1,23.206,pirelli,2016
manor,rio-haryanto,88,mercedes,22,20,05-spain,1,28.753,pirelli,2016
sauber,marcus-ericsson,9,ferrari,24,21,05-spain,2,23.122,pirelli,2016
williams,felipe-massa,19,mercedes,25,22,05-spain,2,22.568,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,25,23,05-spain,2,22.234,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,28,24,05-spain,2,22.104,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,29,25,05-spain,2,22.617,pirelli,2016
haas,romain-grosjean,8,ferrari,29,26,05-spain,2,22.844,pirelli,2016
haas,esteban-gutierrez,21,ferrari,30,27,05-spain,2,22.430,pirelli,2016
renault,kevin-magnussen,20,renault,30,28,05-spain,2,23.165,pirelli,2016
renault,jolyon-palmer,30,renault,33,29,05-spain,2,22.397,pirelli,2016
manor,pascal-wehrlein,94,mercedes,33,30,05-spain,2,24.387,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,34,31,05-spain,2,22.348,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,35,32,05-spain,2,22.169,pirelli,2016
force-india,sergio-perez,11,mercedes,35,33,05-spain,2,21.918,pirelli,2016
mclaren,jenson-button,22,honda,36,34,05-spain,2,22.590,pirelli,2016
sauber,felipe-nasr,12,ferrari,36,35,05-spain,2,23.090,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,37,36,05-spain,3,21.603,pirelli,2016
haas,romain-grosjean,8,ferrari,37,37,05-spain,3,34.832,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,38,38,05-spain,2,22.937,pirelli,2016
williams,valtteri-bottas,77,mercedes,39,39,05-spain,2,22.443,pirelli,2016
mclaren,fernando-alonso,14,honda,39,40,05-spain,2,22.987,pirelli,2016
sauber,marcus-ericsson,9,ferrari,40,41,05-spain,3,22.897,pirelli,2016
williams,felipe-massa,19,mercedes,41,42,05-spain,3,21.831,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,43,43,05-spain,3,21.683,pirelli,2016
manor,rio-haryanto,88,mercedes,48,44,05-spain,2,26.186,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,51,45,05-spain,3,22.769,pirelli,2016
renault,kevin-magnussen,20,renault,55,46,05-spain,3,22.122,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,65,47,05-spain,4,23.133,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,1,1,06-monaco,1,1:32.609,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,2,2,06-monaco,2,19.918,pirelli,2016
renault,kevin-magnussen,20,renault,7,3,06-monaco,1,25.583,pirelli,2016
mclaren,jenson-button,22,honda,8,4,06-monaco,1,25.766,pirelli,2016
sauber,felipe-nasr,12,ferrari,8,5,06-monaco,1,28.242,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,7,6,06-monaco,3,27.698,pirelli,2016
sauber,marcus-ericsson,9,ferrari,11,7,06-monaco,1,27.176,pirelli,2016
manor,rio-haryanto,88,mercedes,11,8,06-monaco,1,29.117,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,12,9,06-monaco,1,25.604,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,13,10,06-monaco,1,25.114,pirelli,2016
mclaren,fernando-alonso,14,honda,14,11,06-monaco,1,25.512,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,15,12,06-monaco,1,25.215,pirelli,2016
williams,valtteri-bottas,77,mercedes,15,13,06-monaco,1,27.364,pirelli,2016
haas,romain-grosjean,8,ferrari,15,14,06-monaco,1,33.490,pirelli,2016
haas,esteban-gutierrez,21,ferrari,16,15,06-monaco,1,26.044,pirelli,2016
mercedes,nico-rosberg,6,mercedes,20,16,06-monaco,1,26.698,pirelli,2016
williams,felipe-massa,19,mercedes,20,17,06-monaco,1,24.934,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,21,18,06-monaco,1,27.738,pirelli,2016
force-india,sergio-perez,11,mercedes,21,19,06-monaco,1,25.714,pirelli,2016
renault,kevin-magnussen,20,renault,21,20,06-monaco,2,38.811,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,23,21,06-monaco,1,25.054,pirelli,2016
sauber,marcus-ericsson,9,ferrari,29,22,06-monaco,2,26.435,pirelli,2016
force-india,sergio-perez,11,mercedes,30,23,06-monaco,2,25.608,pirelli,2016
mclaren,jenson-button,22,honda,30,24,06-monaco,2,25.450,pirelli,2016
renault,kevin-magnussen,20,renault,29,25,06-monaco,3,25.879,pirelli,2016
williams,valtteri-bottas,77,mercedes,30,26,06-monaco,2,25.478,pirelli,2016
haas,romain-grosjean,8,ferrari,30,27,06-monaco,2,25.111,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,31,28,06-monaco,1,26.315,pirelli,2016
mercedes,nico-rosberg,6,mercedes,31,29,06-monaco,2,27.680,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,31,30,06-monaco,2,25.561,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,31,31,06-monaco,2,27.064,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,31,32,06-monaco,2,28.112,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,31,33,06-monaco,2,25.459,pirelli,2016
manor,pascal-wehrlein,94,mercedes,31,34,06-monaco,1,26.517,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,32,35,06-monaco,2,35.327,pirelli,2016
mclaren,fernando-alonso,14,honda,32,36,06-monaco,2,26.836,pirelli,2016
haas,esteban-gutierrez,21,ferrari,32,37,06-monaco,2,27.407,pirelli,2016
williams,felipe-massa,19,mercedes,32,38,06-monaco,2,25.182,pirelli,2016
sauber,felipe-nasr,12,ferrari,32,39,06-monaco,2,27.166,pirelli,2016
renault,kevin-magnussen,20,renault,32,40,06-monaco,4,31.241,pirelli,2016
manor,rio-haryanto,88,mercedes,34,41,06-monaco,2,27.380,pirelli,2016
manor,rio-haryanto,88,mercedes,47,42,06-monaco,3,26.292,pirelli,2016
sauber,felipe-nasr,12,ferrari,48,43,06-monaco,3,45.700,pirelli,2016
williams,valtteri-bottas,77,mercedes,49,44,06-monaco,3,24.673,pirelli,2016
sauber,marcus-ericsson,9,ferrari,49,45,06-monaco,3,33.342,pirelli,2016
sauber,felipe-nasr,12,ferrari,9,1,07-canada,1,23.987,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,11,2,07-canada,1,22.597,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,11,3,07-canada,1,22.820,pirelli,2016
manor,pascal-wehrlein,94,mercedes,11,4,07-canada,1,24.784,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,13,5,07-canada,1,23.517,pirelli,2016
haas,esteban-gutierrez,21,ferrari,13,6,07-canada,1,23.412,pirelli,2016
sauber,marcus-ericsson,9,ferrari,14,7,07-canada,1,22.957,pirelli,2016
manor,rio-haryanto,88,mercedes,15,8,07-canada,1,29.732,pirelli,2016
mclaren,fernando-alonso,14,honda,17,9,07-canada,1,27.952,pirelli,2016
haas,romain-grosjean,8,ferrari,17,10,07-canada,1,23.680,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,17,11,07-canada,1,23.000,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,20,12,07-canada,1,23.586,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,21,13,07-canada,1,22.872,pirelli,2016
mercedes,nico-rosberg,6,mercedes,21,14,07-canada,1,22.466,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,21,15,07-canada,1,22.876,pirelli,2016
williams,felipe-massa,19,mercedes,22,16,07-canada,1,22.925,pirelli,2016
williams,valtteri-bottas,77,mercedes,23,17,07-canada,1,22.184,pirelli,2016
mercedes,lewis-hamilton,44,mercedes,24,18,07-canada,1,22.243,pirelli,2016
force-india,sergio-perez,11,mercedes,30,19,07-canada,1,22.556,pirelli,2016
ferrari,kimi-raikkonen,7,ferrari,33,20,07-canada,2,23.263,pirelli,2016
sauber,felipe-nasr,12,ferrari,35,21,07-canada,2,23.608,pirelli,2016
ferrari,sebastian-vettel,5,ferrari,37,22,07-canada,2,22.361,pirelli,2016
red-bull,daniel-ricciardo,3,tag-heuer,38,23,07-canada,2,24.018,pirelli,2016
manor,pascal-wehrlein,94,mercedes,38,24,07-canada,2,24.516,pirelli,2016
haas,romain-grosjean,8,ferrari,39,25,07-canada,2,23.055,pirelli,2016
sauber,marcus-ericsson,9,ferrari,39,26,07-canada,2,23.299,pirelli,2016
renault,kevin-magnussen,20,renault,39,27,07-canada,1,23.162,pirelli,2016
haas,esteban-gutierrez,21,ferrari,41,28,07-canada,2,23.928,pirelli,2016
toro-rosso,daniil-kvyat,26,ferrari,44,29,07-canada,2,22.627,pirelli,2016
manor,rio-haryanto,88,mercedes,44,30,07-canada,2,25.069,pirelli,2016
red-bull,max-verstappen,33,tag-heuer,46,31,07-canada,2,22.909,pirelli,2016
force-india,sergio-perez,11,mercedes,46,32,07-canada,2,24.757,pirelli,2016
haas,romain-grosjean,8,ferrari,46,33,07-canada,3,32.114,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,48,34,07-canada,2,24.445,pirelli,2016
mercedes,nico-rosberg,6,mercedes,51,35,07-canada,2,22.728,pirelli,2016
force-india,nico-hulkenberg,27,mercedes,51,36,07-canada,2,23.111,pirelli,2016
manor,rio-haryanto,88,mercedes,1,1,08-europe,1,33.405,pirelli,2016
toro-rosso,carlos-sainz-jr,55,ferrari,4,2,08-europe,1,22.028,pirelli,2016
