driverId,points,position,race,year
max-verstappen,25,1,01-bahrain,2023
sergio-perez,18,2,01-bahrain,2023
fernando-alonso,15,3,01-bahrain,2023
carlos-sainz-jr,12,4,01-bahrain,2023
lewis-hamilton,10,5,01-bahrain,2023
lance-stroll,8,6,01-bahrain,2023
george-russell,6,7,01-bahrain,2023
valtteri-bottas,4,8,01-bahrain,2023
pierre-gasly,2,9,01-bahrain,2023
alexander-albon,1,10,01-bahrain,2023
yuki-tsunoda,0,11,01-bahrain,2023
logan-sargeant,0,12,01-bahrain,2023
kevin-magnussen,0,13,01-bahrain,2023
nyck-de-vries,0,14,01-bahrain,2023
nico-hulkenberg,0,15,01-bahrain,2023
guanyu-zhou,0,16,01-bahrain,2023
lando-norris,0,17,01-bahrain,2023
max-verstappen,44,1,02-saudi-arabia,2023
sergio-perez,43,2,02-saudi-arabia,2023
fernando-alonso,30,3,02-saudi-arabia,2023
carlos-sainz-jr,20,4,02-saudi-arabia,2023
lewis-hamilton,20,5,02-saudi-arabia,2023
george-russell,18,6,02-saudi-arabia,2023
lance-stroll,8,7,02-saudi-arabia,2023
charles-leclerc,6,8,02-saudi-arabia,2023
valtteri-bottas,4,9,02-saudi-arabia,2023
esteban-ocon,4,10,02-saudi-arabia,2023
pierre-gasly,4,11,02-saudi-arabia,2023
kevin-magnussen,1,12,02-saudi-arabia,2023
alexander-albon,1,13,02-saudi-arabia,2023
yuki-tsunoda,0,14,02-saudi-arabia,2023
nico-hulkenberg,0,15,02-saudi-arabia,2023
logan-sargeant,0,16,02-saudi-arabia,2023
guanyu-zhou,0,17,02-saudi-arabia,2023
nyck-de-vries,0,18,02-saudi-arabia,2023
oscar-piastri,0,19,02-saudi-arabia,2023
lando-norris,0,20,02-saudi-arabia,2023
max-verstappen,69,1,03-australia,2023
sergio-perez,54,2,03-australia,2023
fernando-alonso,45,3,03-australia,2023
lewis-hamilton,38,4,03-australia,2023
carlos-sainz-jr,20,5,03-australia,2023
lance-stroll,20,6,03-australia,2023
george-russell,18,7,03-australia,2023
lando-norris,8,8,03-australia,2023
nico-hulkenberg,6,9,03-australia,2023
charles-leclerc,6,10,03-australia,2023
valtteri-bottas,4,11,03-australia,2023
esteban-ocon,4,12,03-australia,2023
oscar-piastri,4,13,03-australia,2023
pierre-gasly,4,14,03-australia,2023
guanyu-zhou,2,15,03-australia,2023
yuki-tsunoda,1,16,03-australia,2023
kevin-magnussen,1,17,03-australia,2023
alexander-albon,1,18,03-australia,2023
logan-sargeant,0,19,03-australia,2023
nyck-de-vries,0,20,03-australia,2023
max-verstappen,93,1,04-azerbaijan,2023
sergio-perez,87,2,04-azerbaijan,2023
fernando-alonso,60,3,04-azerbaijan,2023
lewis-hamilton,48,4,04-azerbaijan,2023
carlos-sainz-jr,34,5,04-azerbaijan,2023
charles-leclerc,28,6,04-azerbaijan,2023
george-russell,28,7,04-azerbaijan,2023
lance-stroll,27,8,04-azerbaijan,2023
lando-norris,10,9,04-azerbaijan,2023
nico-hulkenberg,6,10,04-azerbaijan,2023
oscar-piastri,4,11,04-azerbaijan,2023
valtteri-bottas,4,12,04-azerbaijan,2023
esteban-ocon,4,13,04-azerbaijan,2023
pierre-gasly,4,14,04-azerbaijan,2023
guanyu-zhou,2,15,04-azerbaijan,2023
yuki-tsunoda,2,16,04-azerbaijan,2023
alexander-albon,1,17,04-azerbaijan,2023
kevin-magnussen,1,18,04-azerbaijan,2023
logan-sargeant,0,19,04-azerbaijan,2023
nyck-de-vries,0,20,04-azerbaijan,2023
max-verstappen,119,1,05-miami,2023
sergio-perez,105,2,05-miami,2023
fernando-alonso,75,3,05-miami,2023
lewis-hamilton,56,4,05-miami,2023
carlos-sainz-jr,44,5,05-miami,2023
george-russell,40,6,05-miami,2023
charles-leclerc,34,7,05-miami,2023
lance-stroll,27,8,05-miami,2023
lando-norris,10,9,05-miami,2023
pierre-gasly,8,10,05-miami,2023
nico-hulkenberg,6,11,05-miami,2023
esteban-ocon,6,12,05-miami,2023
valtteri-bottas,4,13,05-miami,2023
oscar-piastri,4,14,05-miami,2023
guanyu-zhou,2,15,05-miami,2023
yuki-tsunoda,2,16,05-miami,2023
kevin-magnussen,2,17,05-miami,2023
alexander-albon,1,18,05-miami,2023
logan-sargeant,0,19,05-miami,2023
nyck-de-vries,0,20,05-miami,2023
max-verstappen,144,1,06-monaco,2023
sergio-perez,105,2,06-monaco,2023
fernando-alonso,93,3,06-monaco,2023
lewis-hamilton,69,4,06-monaco,2023
george-russell,50,5,06-monaco,2023
carlos-sainz-jr,48,6,06-monaco,2023
charles-leclerc,42,7,06-monaco,2023
lance-stroll,27,8,06-monaco,2023
esteban-ocon,21,9,06-monaco,2023
pierre-gasly,14,10,06-monaco,2023
lando-norris,12,11,06-monaco,2023
nico-hulkenberg,6,12,06-monaco,2023
oscar-piastri,5,13,06-monaco,2023
valtteri-bottas,4,14,06-monaco,2023
guanyu-zhou,2,15,06-monaco,2023
yuki-tsunoda,2,16,06-monaco,2023
kevin-magnussen,2,17,06-monaco,2023
alexander-albon,1,18,06-monaco,2023
nyck-de-vries,0,19,06-monaco,2023
logan-sargeant,0,20,06-monaco,2023
max-verstappen,170,1,07-spain,2023
sergio-perez,117,2,07-spain,2023
fernando-alonso,99,3,07-spain,2023
lewis-hamilton,87,4,07-spain,2023
george-russell,65,5,07-spain,2023
carlos-sainz-jr,58,6,07-spain,2023
charles-leclerc,42,7,07-spain,2023
lance-stroll,35,8,07-spain,2023
esteban-ocon,25,9,07-spain,2023
pierre-gasly,15,10,07-spain,2023
lando-norris,12,11,07-spain,2023
nico-hulkenberg,6,12,07-spain,2023
oscar-piastri,5,13,07-spain,2023
valtteri-bottas,4,14,07-spain,2023
guanyu-zhou,4,15,07-spain,2023
yuki-tsunoda,2,16,07-spain,2023
kevin-magnussen,2,17,07-spain,2023
alexander-albon,1,18,07-spain,2023
nyck-de-vries,0,19,07-spain,2023
logan-sargeant,0,20,07-spain,2023
max-verstappen,195,1,08-canada,2023
sergio-perez,126,2,08-canada,2023
fernando-alonso,117,3,08-canada,2023
lewis-hamilton,102,4,08-canada,2023
carlos-sainz-jr,68,5,08-canada,2023
george-russell,65,6,08-canada,2023
charles-leclerc,54,7,08-canada,2023
lance-stroll,37,8,08-canada,2023
esteban-ocon,29,9,08-canada,2023
pierre-gasly,15,10,08-canada,2023
lando-norris,12,11,08-canada,2023
alexander-albon,7,12,08-canada,2023
nico-hulkenberg,6,13,08-canada,2023
oscar-piastri,5,14,08-canada,2023
valtteri-bottas,5,15,08-canada,2023
guanyu-zhou,4,16,08-canada,2023
yuki-tsunoda,2,17,08-canada,2023
kevin-magnussen,2,18,08-canada,2023
nyck-de-vries,0,19,08-canada,2023
logan-sargeant,0,20,08-canada,2023
max-verstappen,229,1,09-austria,2023
sergio-perez,148,2,09-austria,2023
fernando-alonso,131,3,09-austria,2023
lewis-hamilton,106,4,09-austria,2023
carlos-sainz-jr,82,5,09-austria,2023
charles-leclerc,72,6,09-austria,2023
george-russell,72,7,09-austria,2023
lance-stroll,44,8,09-austria,2023
esteban-ocon,31,9,09-austria,2023
lando-norris,24,10,09-austria,2023
pierre-gasly,16,11,09-austria,2023
nico-hulkenberg,9,12,09-austria,2023
alexander-albon,7,13,09-austria,2023
oscar-piastri,5,14,09-austria,2023
valtteri-bottas,5,15,09-austria,2023
guanyu-zhou,4,16,09-austria,2023
yuki-tsunoda,2,17,09-austria,2023
kevin-magnussen,2,18,09-austria,2023
logan-sargeant,0,19,09-austria,2023
nyck-de-vries,0,20,09-austria,2023
max-verstappen,255,1,10-great-britain,2023
sergio-perez,156,2,10-great-britain,2023
fernando-alonso,137,3,10-great-britain,2023
lewis-hamilton,121,4,10-great-britain,2023
carlos-sainz-jr,83,5,10-great-britain,2023
george-russell,82,6,10-great-britain,2023
charles-leclerc,74,7,10-great-britain,2023
lance-stroll,44,8,10-great-britain,2023
lando-norris,42,9,10-great-britain,2023
esteban-ocon,31,10,10-great-britain,2023
oscar-piastri,17,11,10-great-britain,2023
pierre-gasly,16,12,10-great-britain,2023
alexander-albon,11,13,10-great-britain,2023
nico-hulkenberg,9,14,10-great-britain,2023
valtteri-bottas,5,15,10-great-britain,2023
guanyu-zhou,4,16,10-great-britain,2023
yuki-tsunoda,2,17,10-great-britain,2023
kevin-magnussen,2,18,10-great-britain,2023
logan-sargeant,0,19,10-great-britain,2023
nyck-de-vries,0,20,10-great-britain,2023
max-verstappen,281,1,11-hungary,2023
sergio-perez,171,2,11-hungary,2023
fernando-alonso,139,3,11-hungary,2023
lewis-hamilton,133,4,11-hungary,2023
george-russell,90,5,11-hungary,2023
carlos-sainz-jr,87,6,11-hungary,2023
charles-leclerc,80,7,11-hungary,2023
lando-norris,60,8,11-hungary,2023
lance-stroll,45,9,11-hungary,2023
esteban-ocon,31,10,11-hungary,2023
oscar-piastri,27,11,11-hungary,2023
pierre-gasly,16,12,11-hungary,2023
alexander-albon,11,13,11-hungary,2023
nico-hulkenberg,9,14,11-hungary,2023
valtteri-bottas,5,15,11-hungary,2023
guanyu-zhou,4,16,11-hungary,2023
yuki-tsunoda,2,17,11-hungary,2023
kevin-magnussen,2,18,11-hungary,2023
logan-sargeant,0,19,11-hungary,2023
nyck-de-vries,0,20,11-hungary,2023
daniel-ricciardo,0,21,11-hungary,2023
max-verstappen,314,1,12-belgium,2023
sergio-perez,189,2,12-belgium,2023
fernando-alonso,149,3,12-belgium,2023
lewis-hamilton,148,4,12-belgium,2023
charles-leclerc,99,5,12-belgium,2023
george-russell,99,6,12-belgium,2023
carlos-sainz-jr,92,7,12-belgium,2023
lando-norris,69,8,12-belgium,2023
lance-stroll,47,9,12-belgium,2023
esteban-ocon,35,10,12-belgium,2023
oscar-piastri,34,11,12-belgium,2023
pierre-gasly,22,12,12-belgium,2023
alexander-albon,11,13,12-belgium,2023
nico-hulkenberg,9,14,12-belgium,2023
valtteri-bottas,5,15,12-belgium,2023
guanyu-zhou,4,16,12-belgium,2023
yuki-tsunoda,3,17,12-belgium,2023
kevin-magnussen,2,18,12-belgium,2023
logan-sargeant,0,19,12-belgium,2023
nyck-de-vries,0,20,12-belgium,2023
daniel-ricciardo,0,21,12-belgium,2023
