constructorId,driverId,driverNumber,engineManufacturerId,gap,interval,laps,position,q1,q2,q3,race,tyreManufacturerId,year
ferrari,fernando-alonso,14,ferrari,+0.697,+0.139,27,5,1:17.853,1:17.200,1:16.686,06-monaco,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+1.400,+0.703,27,6,1:17.902,1:17.398,1:17.389,06-monaco,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,+1.551,+0.151,26,7,1:17.557,1:17.657,1:17.540,06-monaco,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+1.566,+0.015,25,8,1:17.978,1:17.609,1:17.555,06-monaco,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,+2.101,+0.535,23,9,1:18.616,1:17.594,1:18.090,06-monaco,pirelli,2014
force-india,sergio-perez,11,mercedes,+2.338,+0.237,26,10,1:18.108,1:17.755,1:18.327,06-monaco,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,,,20,11,1:18.432,1:17.846,,06-monaco,pirelli,2014
mclaren,jenson-button,22,mercedes,,,20,12,1:17.890,1:17.988,,06-monaco,pirelli,2014
williams,valtteri-bottas,77,mercedes,,,20,13,1:18.407,1:18.082,,06-monaco,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,23,14,1:18.335,1:18.196,,06-monaco,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,21,15,1:18.585,1:18.356,,06-monaco,pirelli,2014
williams,felipe-massa,19,mercedes,,,10,16,1:18.209,,,06-monaco,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,11,17,1:18.741,,,06-monaco,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,11,18,1:18.745,,,06-monaco,pirelli,2014
marussia,jules-bianchi,17,ferrari,,,10,19,1:19.332,,,06-monaco,pirelli,2014
marussia,max-chilton,4,ferrari,,,9,20,1:19.928,,,06-monaco,pirelli,2014
caterham,kamui-kobayashi,10,renault,,,9,21,1:20.133,,,06-monaco,pirelli,2014
caterham,marcus-ericsson,9,renault,,,9,22,1:21.732,,,06-monaco,pirelli,2014
mercedes,nico-rosberg,6,mercedes,,,19,1,1:16.471,1:15.289,1:14.874,07-canada,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,+0.079,+0.079,20,2,1:15.750,1:15.054,1:14.953,07-canada,pirelli,2014
red-bull,sebastian-vettel,1,renault,+0.674,+0.595,18,3,1:17.470,1:16.109,1:15.548,07-canada,pirelli,2014
williams,valtteri-bottas,77,mercedes,+0.676,+0.002,21,4,1:16.772,1:15.806,1:15.550,07-canada,pirelli,2014
williams,felipe-massa,19,mercedes,+0.704,+0.028,21,5,1:16.666,1:15.773,1:15.578,07-canada,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+0.715,+0.011,20,6,1:17.113,1:15.897,1:15.589,07-canada,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+0.940,+0.225,17,7,1:17.010,1:16.131,1:15.814,07-canada,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,+1.288,+0.348,24,8,1:17.178,1:16.255,1:16.162,07-canada,pirelli,2014
mclaren,jenson-button,22,mercedes,+1.308,+0.020,20,9,1:16.631,1:16.214,1:16.182,07-canada,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+1.340,+0.032,17,10,1:17.013,1:16.245,1:16.214,07-canada,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,,,21,11,1:16.897,1:16.300,,07-canada,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,,,15,12,1:16.446,1:16.310,,07-canada,pirelli,2014
force-india,sergio-perez,11,mercedes,,,19,13,1:18.235,1:16.472,,07-canada,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,19,14,1:17.732,1:16.687,,07-canada,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,,,19,15,1:16.938,1:16.713,,07-canada,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,16,16,1:17.519,1:17.314,,07-canada,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,10,17,1:18.328,,,07-canada,pirelli,2014
marussia,max-chilton,4,ferrari,,,6,18,1:18.348,,,07-canada,pirelli,2014
marussia,jules-bianchi,17,ferrari,,,5,19,1:18.359,,,07-canada,pirelli,2014
caterham,kamui-kobayashi,10,renault,,,8,20,1:19.278,,,07-canada,pirelli,2014
caterham,marcus-ericsson,9,renault,,,10,21,1:19.820,,,07-canada,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,,NC,,,,07-canada,pirelli,2014
williams,felipe-massa,19,mercedes,,,19,1,1:10.292,1:09.239,1:08.759,08-austria,pirelli,2014
williams,valtteri-bottas,77,mercedes,+0.087,+0.087,19,2,1:10.356,1:09.096,1:08.846,08-austria,pirelli,2014
mercedes,nico-rosberg,6,mercedes,+0.185,+0.098,17,3,1:09.695,1:08.974,1:08.944,08-austria,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+0.526,+0.341,25,4,1:10.405,1:09.479,1:09.285,08-austria,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+0.707,+0.181,22,5,1:10.395,1:09.638,1:09.466,08-austria,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+0.756,+0.049,29,6,1:10.081,1:09.473,1:09.515,08-austria,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,+0.860,+0.104,21,7,1:09.678,1:09.490,1:09.619,08-austria,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+2.036,+1.176,23,8,1:10.285,1:09.657,1:10.795,08-austria,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,,,15,9,1:09.514,1:09.092,,08-austria,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,,,23,10,1:10.389,1:09.624,,08-austria,pirelli,2014
force-india,sergio-perez,11,mercedes,,,18,11,1:10.124,1:09.754,,08-austria,pirelli,2014
mclaren,jenson-button,22,mercedes,,,22,12,1:10.252,1:09.780,,08-austria,pirelli,2014
red-bull,sebastian-vettel,1,renault,,,15,13,1:10.630,1:09.801,,08-austria,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,18,14,1:10.821,1:09.939,,08-austria,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,,,19,15,1:10.161,1:10.073,,08-austria,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,21,16,1:10.461,1:10.642,,08-austria,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,10,17,1:10.825,,,08-austria,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,10,18,1:11.349,,,08-austria,pirelli,2014
marussia,jules-bianchi,17,ferrari,,,9,19,1:11.412,,,08-austria,pirelli,2014
caterham,kamui-kobayashi,10,renault,,,10,20,1:11.673,,,08-austria,pirelli,2014
marussia,max-chilton,4,ferrari,,,10,21,1:11.775,,,08-austria,pirelli,2014
caterham,marcus-ericsson,9,renault,,,11,22,1:12.673,,,08-austria,pirelli,2014
mercedes,nico-rosberg,6,mercedes,,,21,1,1:40.380,1:35.179,1:35.766,09-great-britain,pirelli,2014
red-bull,sebastian-vettel,1,renault,+1.620,+1.620,19,2,1:45.086,1:36.410,1:37.386,09-great-britain,pirelli,2014
mclaren,jenson-button,22,mercedes,+2.434,+0.814,24,3,1:44.425,1:36.579,1:38.200,09-great-britain,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,+2.563,+0.129,19,4,1:41.271,1:37.112,1:38.329,09-great-britain,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+2.651,+0.088,23,5,1:42.507,1:37.370,1:38.417,09-great-britain,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,+3.466,+0.815,19,6,1:41.058,1:34.870,1:39.232,09-great-britain,pirelli,2014
force-india,sergio-perez,11,mercedes,+4.691,+1.225,20,7,1:42.146,1:37.350,1:40.457,09-great-britain,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+4.840,+0.149,18,8,1:44.710,1:38.166,1:40.606,09-great-britain,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,+4.941,+0.101,21,9,1:41.032,1:36.813,1:40.707,09-great-britain,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,+5.089,+0.148,21,10,1:43.040,1:37.800,1:40.855,09-great-britain,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,17,11,1:43.121,1:38.496,,09-great-britain,pirelli,2014
marussia,jules-bianchi,17,ferrari,,,17,12,1:41.169,1:38.709,,09-great-britain,pirelli,2014
marussia,max-chilton,4,ferrari,,,14,13,1:42.082,1:39.800,,09-great-britain,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,16,14,1:43.285,1:40.912,,09-great-britain,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,8,15,1:42.603,,,09-great-britain,pirelli,2014
williams,valtteri-bottas,77,mercedes,,,5,16,1:45.318,,,09-great-britain,pirelli,2014
williams,felipe-massa,19,mercedes,,,5,17,1:45.695,,,09-great-britain,pirelli,2014
ferrari,fernando-alonso,14,ferrari,,,6,18,1:45.935,,,09-great-britain,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,,,7,19,1:46.684,,,09-great-britain,pirelli,2014
caterham,marcus-ericsson,9,renault,,,7,NC,1:49.421,,,09-great-britain,pirelli,2014
caterham,kamui-kobayashi,10,renault,,,6,NC,1:49.625,,,09-great-britain,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,15,EX,1:43.892,1:44.018,,09-great-britain,pirelli,2014
mercedes,nico-rosberg,6,mercedes,,,17,1,1:17.631,1:17.109,1:16.540,10-germany,pirelli,2014
williams,valtteri-bottas,77,mercedes,+0.219,+0.219,15,2,1:18.215,1:17.353,1:16.759,10-germany,pirelli,2014
williams,felipe-massa,19,mercedes,+0.538,+0.319,21,3,1:18.381,1:17.370,1:17.078,10-germany,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+0.674,+0.136,17,4,1:18.260,1:17.788,1:17.214,10-germany,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+0.733,+0.059,19,5,1:18.117,1:17.855,1:17.273,10-germany,pirelli,2014
red-bull,sebastian-vettel,1,renault,+1.037,+0.304,16,6,1:18.194,1:17.646,1:17.577,10-germany,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+1.109,+0.072,19,7,1:18.389,1:17.866,1:17.649,10-germany,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,+1.425,+0.316,22,8,1:18.530,1:18.103,1:17.965,10-germany,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,+1.474,+0.049,21,9,1:18.927,1:18.017,1:18.014,10-germany,pirelli,2014
force-india,sergio-perez,11,mercedes,+1.495,+0.021,21,10,1:18.916,1:18.161,1:18.035,10-germany,pirelli,2014
mclaren,jenson-button,22,mercedes,,,15,11,1:18.425,1:18.193,,10-germany,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,,,13,12,1:18.534,1:18.273,,10-germany,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,,,14,13,1:18.496,1:18.285,,10-germany,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,14,14,1:18.739,1:18.787,,10-germany,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,14,15,1:18.894,1:18.983,,10-germany,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,,,5,16,1:18.683,,,10-germany,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,8,17,1:19.142,,,10-germany,pirelli,2014
marussia,jules-bianchi,17,ferrari,,,8,18,1:19.676,,,10-germany,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,7,19,1:20.195,,,10-germany,pirelli,2014
caterham,kamui-kobayashi,10,renault,,,7,20,1:20.408,,,10-germany,pirelli,2014
marussia,max-chilton,4,ferrari,,,9,21,1:20.489,,,10-germany,pirelli,2014
caterham,marcus-ericsson,9,renault,,,,NC,,,,10-germany,pirelli,2014
mercedes,nico-rosberg,6,mercedes,,,20,1,1:25.227,1:23.310,1:22.715,11-hungary,pirelli,2014
red-bull,sebastian-vettel,1,renault,+0.486,+0.486,16,2,1:25.662,1:23.606,1:23.201,11-hungary,pirelli,2014
williams,valtteri-bottas,77,mercedes,+0.639,+0.153,19,3,1:25.690,1:23.776,1:23.354,11-hungary,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+0.676,+0.037,18,4,1:25.495,1:23.676,1:23.391,11-hungary,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+1.194,+0.518,17,5,1:26.087,1:24.249,1:23.909,11-hungary,pirelli,2014
williams,felipe-massa,19,mercedes,+1.508,+0.314,19,6,1:26.592,1:24.030,1:24.223,11-hungary,pirelli,2014
mclaren,jenson-button,22,mercedes,+1.579,+0.071,21,7,1:26.612,1:24.502,1:24.294,11-hungary,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,+2.005,+0.426,19,8,1:24.941,1:24.637,1:24.720,11-hungary,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,+2.060,+0.055,22,9,1:26.149,1:24.647,1:24.775,11-hungary,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,,,13,10,1:26.578,1:24.585,,11-hungary,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,,,14,11,1:25.361,1:24.706,,11-hungary,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,12,12,1:26.027,1:25.136,,11-hungary,pirelli,2014
force-india,sergio-perez,11,mercedes,,,11,13,1:25.910,1:25.211,,11-hungary,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,10,14,1:25.709,1:25.260,,11-hungary,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,16,15,1:26.136,1:25.337,,11-hungary,pirelli,2014
marussia,jules-bianchi,17,ferrari,,,14,16,1:26.728,1:27.419,,11-hungary,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,,,5,17,1:26.792,,,11-hungary,pirelli,2014
caterham,kamui-kobayashi,10,renault,,,10,18,1:27.139,,,11-hungary,pirelli,2014
marussia,max-chilton,4,ferrari,,,7,19,1:27.819,,,11-hungary,pirelli,2014
caterham,marcus-ericsson,9,renault,,,10,20,1:28.643,,,11-hungary,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,,,2,NC,,,,11-hungary,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,1,NC,,,,11-hungary,pirelli,2014
mercedes,nico-rosberg,6,mercedes,,,22,1,2:07.130,2:06.723,2:05.591,12-belgium,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,+0.228,+0.228,22,2,2:07.280,2:06.609,2:05.819,12-belgium,pirelli,2014
red-bull,sebastian-vettel,1,renault,+2.126,+1.898,24,3,2:10.105,2:08.868,2:07.717,12-belgium,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+2.195,+0.069,21,4,2:10.197,2:08.450,2:07.786,12-belgium,pirelli,2014
