constructorId,driverId,driverNumber,engineManufacturerId,gap,interval,laps,position,q1,q2,q3,race,tyreManufacturerId,year
red-bull,daniel-ricciardo,3,renault,+2.320,+0.125,21,5,2:10.089,2:08.989,2:07.911,12-belgium,pirelli,2014
williams,valtteri-bottas,77,mercedes,+2.458,+0.138,23,6,2:09.250,2:08.451,2:08.049,12-belgium,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+3.088,+0.630,22,7,2:11.081,2:08.901,2:08.679,12-belgium,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+3.189,+0.101,21,8,2:09.885,2:08.646,2:08.780,12-belgium,pirelli,2014
williams,felipe-massa,19,mercedes,+3.587,+0.398,20,9,2:08.403,2:08.833,2:09.178,12-belgium,pirelli,2014
mclaren,jenson-button,22,mercedes,+4.185,+0.598,22,10,2:10.529,2:09.272,2:09.776,12-belgium,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,,,16,11,2:10.445,2:09.377,,12-belgium,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,,,13,12,2:09.811,2:09.805,,12-belgium,pirelli,2014
force-india,sergio-perez,11,mercedes,,,16,13,2:10.666,2:10.084,,12-belgium,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,17,14,2:11.051,2:10.238,,12-belgium,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,16,15,2:10.898,2:11.087,,12-belgium,pirelli,2014
marussia,jules-bianchi,17,ferrari,,,14,16,2:11.051,2:12.470,,12-belgium,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,9,17,2:11.261,,,12-belgium,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,,,8,18,2:11.267,,,12-belgium,pirelli,2014
marussia,max-chilton,4,ferrari,,,8,19,2:12.566,,,12-belgium,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,4,20,2:13.414,,,12-belgium,pirelli,2014
caterham,andre-lotterer,45,renault,,,9,21,2:13.469,,,12-belgium,pirelli,2014
caterham,marcus-ericsson,9,renault,,,9,22,2:14.438,,,12-belgium,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,,,20,1,1:25.363,1:24.560,1:24.109,13-italy,pirelli,2014
mercedes,nico-rosberg,6,mercedes,+0.274,+0.274,19,2,1:25.493,1:24.600,1:24.383,13-italy,pirelli,2014
williams,valtteri-bottas,77,mercedes,+0.588,+0.314,16,3,1:26.012,1:24.858,1:24.697,13-italy,pirelli,2014
williams,felipe-massa,19,mercedes,+0.756,+0.168,17,4,1:25.528,1:25.046,1:24.865,13-italy,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+1.205,+0.449,18,5,1:26.337,1:25.973,1:25.314,13-italy,pirelli,2014
mclaren,jenson-button,22,mercedes,+1.270,+0.065,18,6,1:26.328,1:25.630,1:25.379,13-italy,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+1.321,+0.051,17,7,1:26.514,1:25.525,1:25.430,13-italy,pirelli,2014
red-bull,sebastian-vettel,1,renault,+1.327,+0.006,18,8,1:26.631,1:25.769,1:25.436,13-italy,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+1.600,+0.273,17,9,1:26.721,1:25.946,1:25.709,13-italy,pirelli,2014
force-india,sergio-perez,11,mercedes,+1.835,+0.235,23,10,1:26.569,1:25.863,1:25.944,13-italy,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,,,16,11,1:26.261,1:26.070,,13-italy,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,,,13,12,1:26.689,1:26.110,,13-italy,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,,,15,13,1:26.140,1:26.157,,13-italy,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,,,18,14,1:26.371,1:26.279,,13-italy,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,17,15,1:27.034,1:26.588,,13-italy,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,17,16,1:26.999,1:26.692,,13-italy,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,8,17,1:27.520,,,13-italy,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,5,18,1:27.632,,,13-italy,pirelli,2014
caterham,kamui-kobayashi,10,renault,,,9,19,1:27.671,,,13-italy,pirelli,2014
marussia,jules-bianchi,17,ferrari,,,8,20,1:27.738,,,13-italy,pirelli,2014
marussia,max-chilton,4,ferrari,,,8,21,1:28.247,,,13-italy,pirelli,2014
caterham,marcus-ericsson,9,renault,,,9,22,1:28.562,,,13-italy,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,,,17,1,1:46.921,1:46.287,1:45.681,14-singapore,pirelli,2014
mercedes,nico-rosberg,6,mercedes,+0.007,+0.007,19,2,1:47.244,1:45.825,1:45.688,14-singapore,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+0.173,+0.166,12,3,1:47.488,1:46.493,1:45.854,14-singapore,pirelli,2014
red-bull,sebastian-vettel,1,renault,+0.221,+0.048,15,4,1:47.476,1:46.586,1:45.902,14-singapore,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+0.226,+0.005,16,5,1:46.889,1:46.328,1:45.907,14-singapore,pirelli,2014
williams,felipe-massa,19,mercedes,+0.319,+0.093,20,6,1:47.615,1:46.472,1:46.000,14-singapore,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+0.489,+0.170,14,7,1:46.685,1:46.359,1:46.170,14-singapore,pirelli,2014
williams,valtteri-bottas,77,mercedes,+0.506,+0.017,18,8,1:47.196,1:46.622,1:46.187,14-singapore,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+0.569,+0.063,18,9,1:47.976,1:46.700,1:46.250,14-singapore,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,+1.681,+1.112,21,10,1:47.656,1:46.926,1:47.362,14-singapore,pirelli,2014
mclaren,jenson-button,22,mercedes,,,12,11,1:47.161,1:46.943,,14-singapore,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,,,14,12,1:47.407,1:46.989,,14-singapore,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,,,13,13,1:47.370,1:47.308,,14-singapore,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,9,14,1:47.970,1:47.333,,14-singapore,pirelli,2014
force-india,sergio-perez,11,mercedes,,,13,15,1:48.143,1:47.575,,14-singapore,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,14,16,1:47.862,1:47.812,,14-singapore,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,6,17,1:48.324,,,14-singapore,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,8,18,1:49.063,,,14-singapore,pirelli,2014
marussia,jules-bianchi,17,ferrari,,,7,19,1:49.440,,,14-singapore,pirelli,2014
caterham,kamui-kobayashi,10,renault,,,8,20,1:50.405,,,14-singapore,pirelli,2014
marussia,max-chilton,4,ferrari,,,7,21,1:50.473,,,14-singapore,pirelli,2014
caterham,marcus-ericsson,9,renault,,,5,22,1:52.287,,,14-singapore,pirelli,2014
mercedes,nico-rosberg,6,mercedes,,,13,1,1:33.671,1:32.950,1:32.506,15-japan,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,+0.197,+0.197,13,2,1:33.611,1:32.982,1:32.703,15-japan,pirelli,2014
williams,valtteri-bottas,77,mercedes,+0.622,+0.425,16,3,1:34.301,1:33.443,1:33.128,15-japan,pirelli,2014
williams,felipe-massa,19,mercedes,+1.021,+0.399,16,4,1:34.483,1:33.551,1:33.527,15-japan,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+1.234,+0.213,16,5,1:34.497,1:33.675,1:33.740,15-japan,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+1.569,+0.335,17,6,1:35.593,1:34.466,1:34.075,15-japan,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+1.736,+0.167,16,7,1:34.930,1:34.229,1:34.242,15-japan,pirelli,2014
mclaren,jenson-button,22,mercedes,+1.811,+0.075,17,8,1:35.150,1:34.648,1:34.317,15-japan,pirelli,2014
red-bull,sebastian-vettel,1,renault,+1.926,+0.115,17,9,1:35.517,1:34.784,1:34.432,15-japan,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+2.042,+0.116,16,10,1:34.984,1:34.771,1:34.548,15-japan,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,,,14,11,1:35.155,1:34.984,,15-japan,pirelli,2014
force-india,sergio-perez,11,mercedes,,,13,12,1:35.439,1:35.089,,15-japan,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,,,13,13,1:35.210,1:35.092,,15-japan,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,,,13,14,1:35.000,1:35.099,,15-japan,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,14,15,1:35.736,1:35.364,,15-japan,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,14,16,1:35.308,1:35.681,,15-japan,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,9,17,1:35.917,,,15-japan,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,10,18,1:35.984,,,15-japan,pirelli,2014
caterham,marcus-ericsson,9,renault,,,6,19,1:36.813,,,15-japan,pirelli,2014
marussia,jules-bianchi,17,ferrari,,,8,20,1:36.943,,,15-japan,pirelli,2014
caterham,kamui-kobayashi,10,renault,,,9,21,1:37.015,,,15-japan,pirelli,2014
marussia,max-chilton,4,ferrari,,,8,22,1:37.481,,,15-japan,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,,,18,1,1:38.759,1:38.338,1:38.513,16-russia,pirelli,2014
mercedes,nico-rosberg,6,mercedes,+0.200,+0.200,18,2,1:39.076,1:38.606,1:38.713,16-russia,pirelli,2014
williams,valtteri-bottas,77,mercedes,+0.407,+0.207,23,3,1:39.125,1:38.971,1:38.920,16-russia,pirelli,2014
mclaren,jenson-button,22,mercedes,+0.608,+0.201,22,4,1:39.560,1:39.381,1:39.121,16-russia,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,+0.764,+0.156,27,5,1:40.074,1:39.296,1:39.277,16-russia,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+1.116,+0.352,21,6,1:39.735,1:39.022,1:39.629,16-russia,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+1.122,+0.006,21,7,1:40.519,1:39.666,1:39.635,16-russia,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+1.196,+0.074,25,8,1:40.255,1:39.786,1:39.709,16-russia,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+1.258,+0.062,26,9,1:40.098,1:39.838,1:39.771,16-russia,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,+1.507,+0.249,27,10,1:40.354,1:39.929,1:40.020,16-russia,pirelli,2014
red-bull,sebastian-vettel,1,renault,,,13,11,1:40.382,1:40.052,,16-russia,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,,,16,12,1:40.273,1:40.058,,16-russia,pirelli,2014
force-india,sergio-perez,11,mercedes,,,13,13,1:40.723,1:40.163,,16-russia,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,18,14,1:41.159,1:40.536,,16-russia,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,18,15,1:40.766,1:40.984,,16-russia,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,18,16,1:42.526,1:41.397,,16-russia,pirelli,2014
caterham,marcus-ericsson,9,renault,,,9,17,1:42.648,,,16-russia,pirelli,2014
williams,felipe-massa,19,mercedes,,,8,18,1:43.064,,,16-russia,pirelli,2014
caterham,kamui-kobayashi,10,renault,,,9,19,1:43.166,,,16-russia,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,5,20,1:43.205,,,16-russia,pirelli,2014
marussia,max-chilton,4,ferrari,,,10,21,1:43.649,,,16-russia,pirelli,2014
mercedes,nico-rosberg,6,mercedes,,,20,1,1:38.303,1:36.290,1:36.067,17-united-states,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,+0.376,+0.376,16,2,1:37.196,1:37.287,1:36.443,17-united-states,pirelli,2014
williams,valtteri-bottas,77,mercedes,+0.839,+0.463,19,3,1:38.249,1:37.499,1:36.906,17-united-states,pirelli,2014
williams,felipe-massa,19,mercedes,+1.138,+0.299,20,4,1:37.877,1:37.347,1:37.205,17-united-states,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+1.177,+0.039,17,5,1:38.814,1:37.873,1:37.244,17-united-states,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+1.543,+0.366,16,6,1:38.349,1:38.010,1:37.610,17-united-states,pirelli,2014
mclaren,jenson-button,22,mercedes,+1.588,+0.045,17,7,1:38.574,1:38.024,1:37.655,17-united-states,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+1.639,+0.051,16,8,1:38.557,1:38.047,1:37.706,17-united-states,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+1.737,+0.098,22,9,1:38.669,1:38.263,1:37.804,17-united-states,pirelli,2014
sauber,adrian-sutil,99,ferrari,+2.743,+1.006,15,10,1:38.855,1:38.378,1:38.810,17-united-states,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,16,11,1:38.608,1:38.467,,17-united-states,pirelli,2014
force-india,sergio-perez,11,mercedes,,,16,12,1:39.200,1:38.554,,17-united-states,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,,,16,13,1:38.931,1:38.598,,17-united-states,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,,,17,14,1:38.936,1:38.699,,17-united-states,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,,,10,15,1:39.250,,,17-united-states,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,10,16,1:39.555,,,17-united-states,pirelli,2014
red-bull,sebastian-vettel,1,renault,,,3,17,1:39.621,,,17-united-states,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,8,18,1:39.679,,,17-united-states,pirelli,2014
mercedes,nico-rosberg,6,mercedes,,,14,1,1:10.347,1:10.303,1:10.023,18-brazil,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,+0.033,+0.033,14,2,1:10.457,1:10.712,1:10.056,18-brazil,pirelli,2014
williams,felipe-massa,19,mercedes,+0.224,+0.191,17,3,1:10.602,1:10.343,1:10.247,18-brazil,pirelli,2014
williams,valtteri-bottas,77,mercedes,+0.282,+0.058,17,4,1:10.832,1:10.421,1:10.305,18-brazil,pirelli,2014
mclaren,jenson-button,22,mercedes,+0.907,+0.625,16,5,1:11.097,1:11.127,1:10.930,18-brazil,pirelli,2014
red-bull,sebastian-vettel,1,renault,+0.915,+0.008,19,6,1:11.880,1:11.129,1:10.938,18-brazil,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+0.946,+0.031,16,7,1:11.134,1:11.211,1:10.969,18-brazil,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+0.954,+0.008,18,8,1:11.558,1:11.215,1:10.977,18-brazil,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+1.052,+0.098,20,9,1:11.593,1:11.208,1:11.075,18-brazil,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+1.076,+0.024,18,10,1:11.193,1:11.188,1:11.099,18-brazil,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,18,11,1:11.520,1:11.591,,18-brazil,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,,,14,12,1:11.848,1:11.976,,18-brazil,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,17,13,1:11.943,1:12.099,,18-brazil,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,,,9,14,1:11.423,,,18-brazil,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,8,15,1:12.037,,,18-brazil,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,,,10,16,1:12.040,,,18-brazil,pirelli,2014
force-india,sergio-perez,11,mercedes,,,9,17,1:12.076,,,18-brazil,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,7,18,1:12.233,,,18-brazil,pirelli,2014
mercedes,nico-rosberg,6,mercedes,,,13,1,1:41.308,1:41.459,1:40.480,19-abu-dhabi,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,+0.386,+0.386,12,2,1:41.207,1:40.920,1:40.866,19-abu-dhabi,pirelli,2014
williams,valtteri-bottas,77,mercedes,+0.545,+0.159,18,3,1:42.346,1:41.376,1:41.025,19-abu-dhabi,pirelli,2014
williams,felipe-massa,19,mercedes,+0.639,+0.094,20,4,1:41.475,1:41.144,1:41.119,19-abu-dhabi,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,+1.428,+0.789,18,5,1:42.302,1:42.082,1:41.908,19-abu-dhabi,pirelli,2014
mclaren,jenson-button,22,mercedes,+1.484,+0.056,18,6,1:42.137,1:41.875,1:41.964,19-abu-dhabi,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+1.756,+0.272,15,7,1:42.439,1:42.168,1:42.236,19-abu-dhabi,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+2.386,+0.630,19,8,1:42.467,1:41.940,1:42.866,19-abu-dhabi,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,,,13,9,1:42.104,1:42.198,,19-abu-dhabi,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,,,12,10,1:42.413,1:42.207,,19-abu-dhabi,pirelli,2014
force-india,sergio-perez,11,mercedes,,,15,11,1:42.654,1:42.239,,19-abu-dhabi,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,,,12,12,1:42.444,1:42.384,,19-abu-dhabi,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,14,13,1:42.746,1:43.074,,19-abu-dhabi,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,8,14,1:42.768,,,19-abu-dhabi,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,8,15,1:42.819,,,19-abu-dhabi,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,8,16,1:42.860,,,19-abu-dhabi,pirelli,2014
caterham,kamui-kobayashi,10,renault,,,7,17,1:44.540,,,19-abu-dhabi,pirelli,2014
caterham,will-stevens,46,renault,,,8,18,1:45.095,,,19-abu-dhabi,pirelli,2014
red-bull,daniel-ricciardo,3,renault,,,12,EX,1:42.204,1:41.692,1:41.267,19-abu-dhabi,pirelli,2014
red-bull,sebastian-vettel,1,renault,,,17,EX,1:42.495,1:42.147,1:41.893,19-abu-dhabi,pirelli,2014
