constructorId,driverId,driverNumber,engineManufacturerId,gap,interval,lap,position,race,time,tyreManufacturerId,year
ferrari,kimi-raikkonen,7,ferrari,+2.063,+0.232,36,7,02-malaysia,1:45.129,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+2.307,+0.244,44,8,02-malaysia,1:45.373,pirelli,2014
williams,valtteri-bottas,77,mercedes,+2.409,+0.102,31,9,02-malaysia,1:45.475,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,+2.916,+0.507,38,10,02-malaysia,1:45.982,pirelli,2014
mclaren,jenson-button,22,mercedes,+2.973,+0.057,47,11,02-malaysia,1:46.039,pirelli,2014
lotus-f1,romain-grosjean,8,renault,+3.158,+0.185,42,12,02-malaysia,1:46.224,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,+3.629,+0.471,36,13,02-malaysia,1:46.695,pirelli,2014
caterham,marcus-ericsson,9,renault,+4.434,+0.805,40,14,02-malaysia,1:47.500,pirelli,2014
caterham,kamui-kobayashi,10,renault,+4.687,+0.253,53,15,02-malaysia,1:47.753,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,+4.716,+0.029,27,16,02-malaysia,1:47.782,pirelli,2014
sauber,adrian-sutil,99,ferrari,+4.974,+0.258,27,17,02-malaysia,1:48.040,pirelli,2014
marussia,max-chilton,4,ferrari,+5.183,+0.209,49,18,02-malaysia,1:48.249,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,+5.461,+0.278,4,19,02-malaysia,1:48.527,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,+7.863,+2.402,6,20,02-malaysia,1:50.929,pirelli,2014
marussia,jules-bianchi,17,ferrari,+8.407,+0.544,4,21,02-malaysia,1:51.473,pirelli,2014
mercedes,nico-rosberg,6,mercedes,,,49,1,03-bahrain,1:37.020,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,+0.088,+0.088,49,2,03-bahrain,1:37.108,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,+1.765,+1.677,37,3,03-bahrain,1:38.785,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+2.249,+0.484,38,4,03-bahrain,1:39.269,pirelli,2014
williams,felipe-massa,19,mercedes,+2.252,+0.003,40,5,03-bahrain,1:39.272,pirelli,2014
red-bull,sebastian-vettel,1,renault,+2.292,+0.040,18,6,03-bahrain,1:39.312,pirelli,2014
force-india,sergio-perez,11,mercedes,+2.300,+0.008,36,7,03-bahrain,1:39.320,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+2.418,+0.118,35,8,03-bahrain,1:39.438,pirelli,2014
lotus-f1,romain-grosjean,8,renault,+2.423,+0.005,39,9,03-bahrain,1:39.443,pirelli,2014
mclaren,jenson-button,22,mercedes,+2.545,+0.122,37,10,03-bahrain,1:39.565,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,+2.646,+0.101,52,11,03-bahrain,1:39.666,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+2.712,+0.066,53,12,03-bahrain,1:39.732,pirelli,2014
williams,valtteri-bottas,77,mercedes,+2.742,+0.030,50,13,03-bahrain,1:39.762,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+3.088,+0.346,40,14,03-bahrain,1:40.108,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,+3.140,+0.052,12,15,03-bahrain,1:40.160,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,+3.678,+0.538,32,16,03-bahrain,1:40.698,pirelli,2014
caterham,marcus-ericsson,9,renault,+4.114,+0.436,28,17,03-bahrain,1:41.134,pirelli,2014
caterham,kamui-kobayashi,10,renault,+4.226,+0.112,17,18,03-bahrain,1:41.246,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,+4.630,+0.404,16,19,03-bahrain,1:41.650,pirelli,2014
sauber,adrian-sutil,99,ferrari,+4.771,+0.141,9,20,03-bahrain,1:41.791,pirelli,2014
marussia,max-chilton,4,ferrari,+4.805,+0.034,48,21,03-bahrain,1:41.825,pirelli,2014
marussia,jules-bianchi,17,ferrari,+5.155,+0.350,44,22,03-bahrain,1:42.175,pirelli,2014
mercedes,nico-rosberg,6,mercedes,,,39,1,04-china,1:40.402,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,+0.794,+0.794,42,2,04-china,1:41.196,pirelli,2014
