constructorId,driverId,driverNumber,engineManufacturerId,gap,grandSlam,gridPosition,interval,laps,points,position,race,reasonRetired,time,timePenalty,tyreManufacturerId,year
red-bull,sebastian-vettel,1,renault,+29.879,,10,+1.225,57,8,6,03-bahrain,,1:40:12.622,,pirelli,2014
williams,felipe-massa,19,mercedes,+31.265,,7,+1.386,57,6,7,03-bahrain,,1:40:14.008,,pirelli,2014
williams,valtteri-bottas,77,mercedes,+31.876,,3,+0.611,57,4,8,03-bahrain,,1:40:14.619,,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+32.595,,9,+0.719,57,2,9,03-bahrain,,1:40:15.338,,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+33.462,,5,+0.867,57,1,10,03-bahrain,,1:40:16.205,,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,+41.342,,12,+7.880,57,,11,03-bahrain,,1:40:24.085,,pirelli,2014
lotus-f1,romain-grosjean,8,renault,+43.143,,16,+1.801,57,,12,03-bahrain,,1:40:25.886,,pirelli,2014
marussia,max-chilton,4,ferrari,+59.909,,21,+16.766,57,,13,03-bahrain,,1:40:42.652,,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,+1:02.803,,17,+2.894,57,,14,03-bahrain,,1:40:45.546,,pirelli,2014
caterham,kamui-kobayashi,10,renault,+1:27.900,,18,+25.097,57,,15,03-bahrain,,1:41:10.643,,pirelli,2014
marussia,jules-bianchi,17,ferrari,+1 lap,,19,,56,,16,03-bahrain,,,,pirelli,2014
mclaren,jenson-button,22,mercedes,,,6,,55,,17,03-bahrain,Clutch,,,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,,,8,,40,,DNF,03-bahrain,Clutch,,,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,15,,39,,DNF,03-bahrain,Collision,,,pirelli,2014
caterham,marcus-ericsson,9,renault,,,20,,33,,DNF,03-bahrain,Oil leak,,,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,,,14,,18,,DNF,03-bahrain,Collision damage,,,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,22,,17,,DNF,03-bahrain,Collision,,,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,,,1,,54,25,1,04-china,,1:33:28.338,,pirelli,2014
mercedes,nico-rosberg,6,mercedes,+18.062,,4,+18.062,54,18,2,04-china,,1:33:46.400,,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+23.604,,5,+5.542,54,15,3,04-china,,1:33:51.942,,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+27.136,,2,+3.532,54,12,4,04-china,,1:33:55.474,,pirelli,2014
red-bull,sebastian-vettel,1,renault,+47.778,,3,+20.642,54,10,5,04-china,,1:34:16.116,,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,+54.295,,8,+6.517,54,8,6,04-china,,1:34:22.633,,pirelli,2014
williams,valtteri-bottas,77,mercedes,+55.697,,7,+1.402,54,6,7,04-china,,1:34:24.035,,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+1:16.335,,11,+20.638,54,4,8,04-china,,1:34:44.673,,pirelli,2014
force-india,sergio-perez,11,mercedes,+1:22.647,,16,+6.312,54,2,9,04-china,,1:34:50.985,,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,+1 lap,,13,,53,1,10,04-china,,,,pirelli,2014
mclaren,jenson-button,22,mercedes,+1 lap,,12,,53,,11,04-china,,,,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,+1 lap,,9,,53,,12,04-china,,,,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+1 lap,,15,,53,,13,04-china,,,,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,+1 lap,,22,,53,,14,04-china,,,,pirelli,2014
williams,felipe-massa,19,mercedes,+1 lap,,6,,53,,15,04-china,,,,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,+1 lap,,17,,53,,16,04-china,,,,pirelli,2014
marussia,jules-bianchi,17,ferrari,+1 lap,,19,,53,,17,04-china,,,,pirelli,2014
caterham,kamui-kobayashi,10,renault,+1 lap,,18,,53,,18,04-china,,,,pirelli,2014
marussia,max-chilton,4,ferrari,+2 laps,,21,,52,,19,04-china,,,,pirelli,2014
caterham,marcus-ericsson,9,renault,+2 laps,,20,,52,,20,04-china,,,,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,10,,28,,DNF,04-china,Gearbox,,,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,14,,5,,DNF,04-china,Engine,,,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,,,1,,66,25,1,05-spain,,1:41:05.155,,pirelli,2014
mercedes,nico-rosberg,6,mercedes,+0.636,,2,+0.636,66,18,2,05-spain,,1:41:05.791,,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+49.014,,3,+48.378,66,15,3,05-spain,,1:41:54.169,,pirelli,2014
red-bull,sebastian-vettel,1,renault,+1:16.702,,15,+27.688,66,12,4,05-spain,,1:42:21.857,,pirelli,2014
williams,valtteri-bottas,77,mercedes,+1:19.293,,4,+2.591,66,10,5,05-spain,,1:42:24.448,,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+1:27.743,,7,+8.450,66,8,6,05-spain,,1:42:32.898,,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+1 lap,,6,,65,6,7,05-spain,,,,pirelli,2014
lotus-f1,romain-grosjean,8,renault,+1 lap,,5,,65,4,8,05-spain,,,,pirelli,2014
force-india,sergio-perez,11,mercedes,+1 lap,,11,,65,2,9,05-spain,,,,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,+1 lap,,10,,65,1,10,05-spain,,,,pirelli,2014
mclaren,jenson-button,22,mercedes,+1 lap,,8,,65,,11,05-spain,,,,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+1 lap,,14,,65,,12,05-spain,,,,pirelli,2014
williams,felipe-massa,19,mercedes,+1 lap,,9,,65,,13,05-spain,,,,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,+1 lap,,12,,65,,14,05-spain,,,,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,+1 lap,,22,,65,,15,05-spain,,,,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,+1 lap,,13,,65,,16,05-spain,,,,pirelli,2014
sauber,adrian-sutil,99,ferrari,+1 lap,,16,,65,,17,05-spain,,,,pirelli,2014
marussia,jules-bianchi,17,ferrari,+2 laps,,18,,64,,18,05-spain,,,,pirelli,2014
marussia,max-chilton,4,ferrari,+2 laps,,17,,64,,19,05-spain,,,,pirelli,2014
caterham,marcus-ericsson,9,renault,+2 laps,,19,,64,,20,05-spain,,,,pirelli,2014
caterham,kamui-kobayashi,10,renault,,,20,,34,,DNF,05-spain,Brakes,,,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,,,21,,24,,DNF,05-spain,Exhaust,,,pirelli,2014
mercedes,nico-rosberg,6,mercedes,,,1,,78,25,1,06-monaco,,1:49:27.661,,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,+9.210,,2,+9.210,78,18,2,06-monaco,,1:49:36.871,,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+9.614,,3,+0.404,78,15,3,06-monaco,,1:49:37.275,,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+32.452,,5,+22.838,78,12,4,06-monaco,,1:50:00.113,,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,+1 lap,,11,,77,10,5,06-monaco,,,,pirelli,2014
mclaren,jenson-button,22,mercedes,+1 lap,,12,,77,8,6,06-monaco,,,,pirelli,2014
williams,felipe-massa,19,mercedes,+1 lap,,16,,77,6,7,06-monaco,,,,pirelli,2014
lotus-f1,romain-grosjean,8,renault,+1 lap,,14,,77,4,8,06-monaco,,,,pirelli,2014
marussia,jules-bianchi,17,ferrari,+1 lap,,21,,77,2,9,06-monaco,,,5.000,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+1 lap,,8,,77,1,10,06-monaco,,,,pirelli,2014
caterham,marcus-ericsson,9,renault,+1 lap,,PL,,77,,11,06-monaco,,,,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+1 lap,,6,,77,,12,06-monaco,,,,pirelli,2014
caterham,kamui-kobayashi,10,renault,+3 laps,,20,,75,,13,06-monaco,,,,pirelli,2014
marussia,max-chilton,4,ferrari,+3 laps,,19,,75,,14,06-monaco,,,,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,17,,59,,DNF,06-monaco,Accident,,,pirelli,2014
williams,valtteri-bottas,77,mercedes,,,13,,55,,DNF,06-monaco,Engine,,,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,,,7,,50,,DNF,06-monaco,Exhaust,,,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,18,,23,,DNF,06-monaco,Accident,,,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,,,9,,10,,DNF,06-monaco,Exhaust,,,pirelli,2014
red-bull,sebastian-vettel,1,renault,,,4,,5,,DNF,06-monaco,Turbo,,,pirelli,2014
force-india,sergio-perez,11,mercedes,,,10,,0,,DNF,06-monaco,Collision,,,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,15,,,,DNS,06-monaco,Fuel pump,,,pirelli,2014
red-bull,daniel-ricciardo,3,renault,,,6,,70,25,1,07-canada,,1:39:12.830,,pirelli,2014
mercedes,nico-rosberg,6,mercedes,+4.236,,1,+4.236,70,18,2,07-canada,,1:39:17.066,,pirelli,2014
red-bull,sebastian-vettel,1,renault,+5.247,,3,+1.011,70,15,3,07-canada,,1:39:18.077,,pirelli,2014
mclaren,jenson-button,22,mercedes,+11.755,,9,+6.508,70,12,4,07-canada,,1:39:24.585,,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,+12.843,,11,+1.088,70,10,5,07-canada,,1:39:25.673,,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+14.869,,7,+2.026,70,8,6,07-canada,,1:39:27.699,,pirelli,2014
williams,valtteri-bottas,77,mercedes,+23.578,,4,+8.709,70,6,7,07-canada,,1:39:36.408,,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,+28.026,,8,+4.448,70,4,8,07-canada,,1:39:40.856,,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+29.254,,12,+1.228,70,2,9,07-canada,,1:39:42.084,,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+53.678,,10,+24.424,70,1,10,07-canada,,1:40:06.508,,pirelli,2014
force-india,sergio-perez,11,mercedes,,,13,,69,,11,07-canada,Collision,,,pirelli,2014
williams,felipe-massa,19,mercedes,,,5,,69,,12,07-canada,Collision,,,pirelli,2014
sauber,adrian-sutil,99,ferrari,+1 lap,,16,,69,,13,07-canada,,,,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,PL,,64,,14,07-canada,Energy storage system failure,,,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,14,,59,,DNF,07-canada,Rear wing,,,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,,,15,,47,,DNF,07-canada,Drivetrain,,,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,,,2,,46,,DNF,07-canada,Brakes,,,pirelli,2014
caterham,kamui-kobayashi,10,renault,,,21,,23,,DNF,07-canada,Suspension,,,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,17,,21,,DNF,07-canada,Power unit,,,pirelli,2014
caterham,marcus-ericsson,9,renault,,,20,,7,,DNF,07-canada,Turbo,,,pirelli,2014
marussia,max-chilton,4,ferrari,,,18,,0,,DNF,07-canada,Accident,,,pirelli,2014
marussia,jules-bianchi,17,ferrari,,,19,,0,,DNF,07-canada,Accident,,,pirelli,2014
mercedes,nico-rosberg,6,mercedes,,,3,,71,25,1,08-austria,,1:27:54.976,,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,+1.932,,9,+1.932,71,18,2,08-austria,,1:27:56.908,,pirelli,2014
williams,valtteri-bottas,77,mercedes,+8.172,,2,+6.240,71,15,3,08-austria,,1:28:03.148,,pirelli,2014
williams,felipe-massa,19,mercedes,+17.358,,1,+9.186,71,12,4,08-austria,,1:28:12.334,,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+18.553,,4,+1.195,71,10,5,08-austria,,1:28:13.529,,pirelli,2014
force-india,sergio-perez,11,mercedes,+28.546,,15,+9.993,71,8,6,08-austria,,1:28:23.522,,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+32.031,,6,+3.485,71,6,7,08-austria,,1:28:27.007,,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+43.522,,5,+11.491,71,4,8,08-austria,,1:28:38.498,,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,+44.137,,10,+0.615,71,2,9,08-austria,,1:28:39.113,,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+47.777,,8,+3.640,71,1,10,08-austria,,1:28:42.753,,pirelli,2014
mclaren,jenson-button,22,mercedes,+50.966,,11,+3.189,71,,11,08-austria,,1:28:45.942,,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,+1 lap,,13,,70,,12,08-austria,,,,pirelli,2014
sauber,adrian-sutil,99,ferrari,+1 lap,,16,,70,,13,08-austria,,,,pirelli,2014
lotus-f1,romain-grosjean,8,renault,+1 lap,,PL,,70,,14,08-austria,,,,pirelli,2014
marussia,jules-bianchi,17,ferrari,+2 laps,,18,,69,,15,08-austria,,,,pirelli,2014
caterham,kamui-kobayashi,10,renault,+2 laps,,19,,69,,16,08-austria,,,,pirelli,2014
marussia,max-chilton,4,ferrari,+2 laps,,21,,69,,17,08-austria,,,,pirelli,2014
caterham,marcus-ericsson,9,renault,+2 laps,,20,,69,,18,08-austria,,,,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,+2 laps,,17,,69,,19,08-austria,,,,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,,,14,,59,,DNF,08-austria,Brakes,,,pirelli,2014
red-bull,sebastian-vettel,1,renault,,,12,,34,,DNF,08-austria,Electrical,,,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,,,7,,24,,DNF,08-austria,Suspension,,,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,,,6,,52,25,1,09-great-britain,,2:26:52.094,,pirelli,2014
williams,valtteri-bottas,77,mercedes,+30.135,,14,+30.135,52,18,2,09-great-britain,,2:27:22.229,,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+46.495,,8,+16.360,52,15,3,09-great-britain,,2:27:38.589,,pirelli,2014
mclaren,jenson-button,22,mercedes,+47.390,,3,+0.895,52,12,4,09-great-britain,,2:27:39.484,,pirelli,2014
red-bull,sebastian-vettel,1,renault,+53.864,,2,+6.474,52,10,5,09-great-britain,,2:27:45.958,,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+59.946,,16,+6.082,52,8,6,09-great-britain,,2:27:52.040,,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+1:02.563,,5,+2.617,52,6,7,09-great-britain,,2:27:54.657,,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,+1:28.692,,4,+26.129,52,4,8,09-great-britain,,2:28:20.786,,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,+1:29.340,,9,+0.648,52,2,9,09-great-britain,,2:28:21.434,,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,+1 lap,,10,,51,1,10,09-great-britain,,,,pirelli,2014
force-india,sergio-perez,11,mercedes,+1 lap,,7,,51,,11,09-great-britain,,,,pirelli,2014
lotus-f1,romain-grosjean,8,renault,+1 lap,,11,,51,,12,09-great-britain,,,,pirelli,2014
sauber,adrian-sutil,99,ferrari,+1 lap,,13,,51,,13,09-great-britain,,,,pirelli,2014
marussia,jules-bianchi,17,ferrari,+1 lap,,12,,51,,14,09-great-britain,,,,pirelli,2014
caterham,kamui-kobayashi,10,renault,+2 laps,,22,,50,,15,09-great-britain,,,,pirelli,2014
marussia,max-chilton,4,ferrari,+2 laps,,17,,50,,16,09-great-britain,,,,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,,,20,,49,,17,09-great-britain,Exhaust,,,pirelli,2014
mercedes,nico-rosberg,6,mercedes,,,1,,28,,DNF,09-great-britain,Gearbox,,,pirelli,2014
caterham,marcus-ericsson,9,renault,,,21,,11,,DNF,09-great-britain,Suspension,,,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,19,,9,,DNF,09-great-britain,Collision damage,,,pirelli,2014
williams,felipe-massa,19,mercedes,,,15,,0,,DNF,09-great-britain,Collision damage,,,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,,,18,,0,,DNF,09-great-britain,Accident,,,pirelli,2014
mercedes,nico-rosberg,6,mercedes,,,1,,67,25,1,10-germany,,1:33:42.914,,pirelli,2014
williams,valtteri-bottas,77,mercedes,+20.789,,2,+20.789,67,18,2,10-germany,,1:34:03.703,,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,+22.530,,20,+1.741,67,15,3,10-germany,,1:34:05.444,,pirelli,2014
red-bull,sebastian-vettel,1,renault,+44.014,,6,+21.484,67,12,4,10-germany,,1:34:26.928,,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+52.467,,7,+8.453,67,10,5,10-germany,,1:34:35.381,,pirelli,2014
red-bull,daniel-ricciardo,3,renault,+52.549,,5,+0.082,67,8,6,10-germany,,1:34:35.463,,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,+1:04.178,,9,+11.629,67,6,7,10-germany,,1:34:47.092,,pirelli,2014
mclaren,jenson-button,22,mercedes,+1:24.711,,11,+20.533,67,4,8,10-germany,,1:35:07.625,,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+1 lap,,4,,66,2,9,10-germany,,,,pirelli,2014
force-india,sergio-perez,11,mercedes,+1 lap,,10,,66,1,10,10-germany,,,,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+1 lap,,12,,66,,11,10-germany,,,,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,+1 lap,,18,,66,,12,10-germany,,,,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,+1 lap,,13,,66,,13,10-germany,,,,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,+1 lap,,16,,66,,14,10-germany,,,,pirelli,2014
marussia,jules-bianchi,17,ferrari,+1 lap,,17,,66,,15,10-germany,,,,pirelli,2014
caterham,kamui-kobayashi,10,renault,+2 laps,,19,,65,,16,10-germany,,,,pirelli,2014
marussia,max-chilton,4,ferrari,+2 laps,,21,,65,,17,10-germany,,,,pirelli,2014
caterham,marcus-ericsson,9,renault,+2 laps,,PL,,65,,18,10-germany,,,,pirelli,2014
sauber,adrian-sutil,99,ferrari,,,15,,47,,DNF,10-germany,Spun off,,,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,,,8,,44,,DNF,10-germany,Oil leak,,,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,14,,26,,DNF,10-germany,Water leak,,,pirelli,2014
williams,felipe-massa,19,mercedes,,,3,,0,,DNF,10-germany,Collision,,,pirelli,2014
red-bull,daniel-ricciardo,3,renault,,,4,,70,25,1,11-hungary,,1:53:05.058,,pirelli,2014
ferrari,fernando-alonso,14,ferrari,+5.225,,5,+5.225,70,18,2,11-hungary,,1:53:10.283,,pirelli,2014
mercedes,lewis-hamilton,44,mercedes,+5.857,,PL,+0.632,70,15,3,11-hungary,,1:53:10.915,,pirelli,2014
mercedes,nico-rosberg,6,mercedes,+6.361,,1,+0.504,70,12,4,11-hungary,,1:53:11.419,,pirelli,2014
williams,felipe-massa,19,mercedes,+29.841,,6,+23.480,70,10,5,11-hungary,,1:53:34.899,,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+31.491,,16,+1.650,70,8,6,11-hungary,,1:53:36.549,,pirelli,2014
red-bull,sebastian-vettel,1,renault,+40.964,,2,+9.473,70,6,7,11-hungary,,1:53:46.022,,pirelli,2014
williams,valtteri-bottas,77,mercedes,+41.344,,3,+0.380,70,4,8,11-hungary,,1:53:46.402,,pirelli,2014
toro-rosso,jean-eric-vergne,25,renault,+58.527,,8,+17.183,70,2,9,11-hungary,,1:54:03.585,,pirelli,2014
mclaren,jenson-button,22,mercedes,+1:07.280,,7,+8.753,70,1,10,11-hungary,,1:54:12.338,,pirelli,2014
sauber,adrian-sutil,99,ferrari,+1:08.169,,11,+0.889,70,,11,11-hungary,,1:54:13.227,,pirelli,2014
mclaren,kevin-magnussen,20,mercedes,+1:18.465,,PL,+10.296,70,,12,11-hungary,,1:54:23.523,,pirelli,2014
lotus-f1,pastor-maldonado,13,renault,+1:24.024,,20,+5.559,70,,13,11-hungary,,1:54:29.082,,pirelli,2014
toro-rosso,daniil-kvyat,26,renault,+1 lap,,10,,69,,14,11-hungary,,,,pirelli,2014
marussia,jules-bianchi,17,ferrari,+1 lap,,15,,69,,15,11-hungary,,,,pirelli,2014
marussia,max-chilton,4,ferrari,+1 lap,,18,,69,,16,11-hungary,,,,pirelli,2014
sauber,esteban-gutierrez,21,ferrari,,,13,,32,,DNF,11-hungary,Electrical,,,pirelli,2014
caterham,kamui-kobayashi,10,renault,,,17,,24,,DNF,11-hungary,Fuel system,,,pirelli,2014
force-india,sergio-perez,11,mercedes,,,12,,22,,DNF,11-hungary,Accident,,,pirelli,2014
force-india,nico-hulkenberg,27,mercedes,,,9,,14,,DNF,11-hungary,Collision,,,pirelli,2014
lotus-f1,romain-grosjean,8,renault,,,14,,10,,DNF,11-hungary,Accident,,,pirelli,2014
caterham,marcus-ericsson,9,renault,,,19,,7,,DNF,11-hungary,Accident,,,pirelli,2014
red-bull,daniel-ricciardo,3,renault,,,5,,44,25,1,12-belgium,,1:24:36.556,,pirelli,2014
mercedes,nico-rosberg,6,mercedes,+3.383,,1,+3.383,44,18,2,12-belgium,,1:24:39.939,,pirelli,2014
williams,valtteri-bottas,77,mercedes,+28.032,,6,+24.649,44,15,3,12-belgium,,1:25:04.588,,pirelli,2014
ferrari,kimi-raikkonen,7,ferrari,+36.815,,8,+8.783,44,12,4,12-belgium,,1:25:13.371,,pirelli,2014
