constructorId,driverId,driverNumber,engineManufacturerId,lap,position,race,stop,time,tyreManufacturerId,year
ferrari,felipe-massa,4,ferrari,20,28,02-malaysia,2,21.635,pirelli,2013
lotus-f1,romain-grosjean,8,renault,20,29,02-malaysia,2,21.812,pirelli,2013
force-india,paul-di-resta,14,mercedes,20,30,02-malaysia,2,2:03.124,pirelli,2013
caterham,charles-pic,20,renault,20,31,02-malaysia,2,25.015,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,21,32,02-malaysia,2,21.465,pirelli,2013
mclaren,jenson-button,5,mercedes,21,33,02-malaysia,2,21.028,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,21,34,02-malaysia,2,21.699,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,21,35,02-malaysia,2,22.677,pirelli,2013
red-bull,sebastian-vettel,1,renault,22,36,02-malaysia,2,21.339,pirelli,2013
mercedes,nico-rosberg,9,mercedes,22,37,02-malaysia,2,21.079,pirelli,2013
mclaren,sergio-perez,6,mercedes,22,38,02-malaysia,2,20.894,pirelli,2013
force-india,adrian-sutil,15,mercedes,22,39,02-malaysia,2,1:29.401,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,22,40,02-malaysia,2,22.575,pirelli,2013
williams,valtteri-bottas,17,renault,22,41,02-malaysia,2,28.045,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,26,42,02-malaysia,2,21.638,pirelli,2013
caterham,giedo-van-der-garde,21,renault,28,43,02-malaysia,3,25.118,pirelli,2013
marussia,jules-bianchi,22,cosworth,29,44,02-malaysia,3,22.017,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,30,45,02-malaysia,3,21.549,pirelli,2013
red-bull,mark-webber,2,renault,31,46,02-malaysia,3,20.883,pirelli,2013
mercedes,nico-rosberg,9,mercedes,31,47,02-malaysia,3,22.114,pirelli,2013
red-bull,sebastian-vettel,1,renault,32,48,02-malaysia,3,21.482,pirelli,2013
marussia,max-chilton,23,cosworth,31,49,02-malaysia,3,22.115,pirelli,2013
williams,pastor-maldonado,16,renault,32,50,02-malaysia,3,22.703,pirelli,2013
ferrari,felipe-massa,4,ferrari,33,51,02-malaysia,3,21.561,pirelli,2013
caterham,charles-pic,20,renault,32,52,02-malaysia,3,23.373,pirelli,2013
mclaren,sergio-perez,6,mercedes,33,53,02-malaysia,3,21.338,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,33,54,02-malaysia,3,22.008,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,34,55,02-malaysia,3,22.629,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,34,56,02-malaysia,3,21.903,pirelli,2013
mclaren,jenson-button,5,mercedes,35,57,02-malaysia,3,1:44.833,pirelli,2013
lotus-f1,romain-grosjean,8,renault,35,58,02-malaysia,3,22.385,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,36,59,02-malaysia,3,22.394,pirelli,2013
williams,valtteri-bottas,17,renault,40,60,02-malaysia,3,22.937,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,41,61,02-malaysia,4,21.271,pirelli,2013
red-bull,sebastian-vettel,1,renault,42,62,02-malaysia,4,20.757,pirelli,2013
mercedes,nico-rosberg,9,mercedes,42,63,02-malaysia,4,21.202,pirelli,2013
marussia,max-chilton,23,cosworth,41,64,02-malaysia,4,22.271,pirelli,2013
red-bull,mark-webber,2,renault,43,65,02-malaysia,4,20.767,pirelli,2013
caterham,giedo-van-der-garde,21,renault,42,66,02-malaysia,4,22.744,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,43,67,02-malaysia,3,21.702,pirelli,2013
marussia,jules-bianchi,22,cosworth,43,68,02-malaysia,4,22.335,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,44,69,02-malaysia,4,23.198,pirelli,2013
caterham,charles-pic,20,renault,43,70,02-malaysia,4,23.844,pirelli,2013
ferrari,felipe-massa,4,ferrari,47,71,02-malaysia,4,20.970,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,51,72,02-malaysia,4,22.542,pirelli,2013
mclaren,sergio-perez,6,mercedes,54,73,02-malaysia,4,21.366,pirelli,2013
red-bull,mark-webber,2,renault,1,1,03-china,1,21.287,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,4,2,03-china,1,24.946,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,5,3,03-china,1,20.379,pirelli,2013
mercedes,nico-rosberg,9,mercedes,5,4,03-china,1,22.299,pirelli,2013
caterham,charles-pic,20,renault,5,5,03-china,1,21.265,pirelli,2013
ferrari,fernando-alonso,3,ferrari,6,6,03-china,1,19.719,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,6,7,03-china,1,20.753,pirelli,2013
marussia,jules-bianchi,22,cosworth,6,8,03-china,1,21.097,pirelli,2013
caterham,giedo-van-der-garde,21,renault,6,9,03-china,1,20.905,pirelli,2013
ferrari,felipe-massa,4,ferrari,7,10,03-china,1,20.753,pirelli,2013
lotus-f1,romain-grosjean,8,renault,7,11,03-china,1,20.083,pirelli,2013
williams,pastor-maldonado,16,renault,7,12,03-china,1,20.794,pirelli,2013
marussia,max-chilton,23,cosworth,7,13,03-china,1,21.063,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,14,14,03-china,1,22.838,pirelli,2013
red-bull,sebastian-vettel,1,renault,14,15,03-china,1,19.323,pirelli,2013
force-india,paul-di-resta,14,mercedes,14,16,03-china,1,20.598,pirelli,2013
red-bull,mark-webber,2,renault,15,17,03-china,2,26.956,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,15,18,03-china,1,20.977,pirelli,2013
williams,valtteri-bottas,17,renault,16,19,03-china,1,21.614,pirelli,2013
marussia,jules-bianchi,22,cosworth,16,20,03-china,2,24.834,pirelli,2013
caterham,charles-pic,20,renault,17,21,03-china,2,22.183,pirelli,2013
ferrari,felipe-massa,4,ferrari,19,22,03-china,2,20.027,pirelli,2013
mercedes,nico-rosberg,9,mercedes,19,23,03-china,2,19.894,pirelli,2013
mercedes,nico-rosberg,9,mercedes,20,24,03-china,3,22.727,pirelli,2013
caterham,giedo-van-der-garde,21,renault,20,25,03-china,2,20.743,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,21,26,03-china,2,20.584,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,21,27,03-china,2,20.759,pirelli,2013
marussia,max-chilton,23,cosworth,21,28,03-china,2,25.091,pirelli,2013
ferrari,fernando-alonso,3,ferrari,23,29,03-china,2,20.521,pirelli,2013
mclaren,jenson-button,5,mercedes,23,30,03-china,1,19.898,pirelli,2013
lotus-f1,romain-grosjean,8,renault,23,31,03-china,2,20.286,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,23,32,03-china,2,20.303,pirelli,2013
williams,pastor-maldonado,16,renault,23,33,03-china,2,21.517,pirelli,2013
mclaren,sergio-perez,6,mercedes,24,34,03-china,1,19.969,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,29,35,03-china,2,20.327,pirelli,2013
red-bull,sebastian-vettel,1,renault,31,36,03-china,2,20.084,pirelli,2013
mclaren,sergio-perez,6,mercedes,31,37,03-china,2,20.253,pirelli,2013
force-india,paul-di-resta,14,mercedes,32,38,03-china,2,20.320,pirelli,2013
marussia,jules-bianchi,22,cosworth,32,39,03-china,3,20.625,pirelli,2013
caterham,charles-pic,20,renault,33,40,03-china,3,21.294,pirelli,2013
marussia,max-chilton,23,cosworth,33,41,03-china,3,25.151,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,34,42,03-china,3,20.464,pirelli,2013
williams,valtteri-bottas,17,renault,34,43,03-china,2,22.217,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,36,44,03-china,3,19.957,pirelli,2013
ferrari,felipe-massa,4,ferrari,36,45,03-china,3,19.449,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,37,46,03-china,3,19.600,pirelli,2013
lotus-f1,romain-grosjean,8,renault,37,47,03-china,3,20.109,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,37,48,03-china,2,20.235,pirelli,2013
caterham,giedo-van-der-garde,21,renault,37,49,03-china,3,21.067,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,38,50,03-china,3,20.362,pirelli,2013
williams,pastor-maldonado,16,renault,39,51,03-china,3,20.982,pirelli,2013
ferrari,fernando-alonso,3,ferrari,41,52,03-china,3,21.012,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,43,53,03-china,3,20.716,pirelli,2013
mclaren,jenson-button,5,mercedes,49,54,03-china,2,19.862,pirelli,2013
red-bull,sebastian-vettel,1,renault,51,55,03-china,3,20.191,pirelli,2013
williams,valtteri-bottas,17,renault,51,56,03-china,3,21.490,pirelli,2013
force-india,paul-di-resta,14,mercedes,53,57,03-china,3,19.831,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,1,1,04-bahrain,1,28.102,pirelli,2013
force-india,adrian-sutil,15,mercedes,1,2,04-bahrain,1,26.495,pirelli,2013
caterham,giedo-van-der-garde,21,renault,2,3,04-bahrain,1,28.344,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,2,4,04-bahrain,1,41.485,pirelli,2013
ferrari,fernando-alonso,3,ferrari,7,5,04-bahrain,1,23.055,pirelli,2013
red-bull,mark-webber,2,renault,8,6,04-bahrain,1,21.798,pirelli,2013
lotus-f1,romain-grosjean,8,renault,8,7,04-bahrain,1,24.605,pirelli,2013
ferrari,fernando-alonso,3,ferrari,8,8,04-bahrain,2,21.436,pirelli,2013
mercedes,nico-rosberg,9,mercedes,9,9,04-bahrain,1,22.237,pirelli,2013
mclaren,jenson-button,5,mercedes,9,10,04-bahrain,1,23.093,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,9,11,04-bahrain,1,22.529,pirelli,2013
marussia,jules-bianchi,22,cosworth,9,12,04-bahrain,1,24.325,pirelli,2013
red-bull,sebastian-vettel,1,renault,10,13,04-bahrain,1,21.660,pirelli,2013
ferrari,felipe-massa,4,ferrari,10,14,04-bahrain,1,21.665,pirelli,2013
mclaren,sergio-perez,6,mercedes,10,15,04-bahrain,1,21.471,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,10,16,04-bahrain,1,22.072,pirelli,2013
williams,pastor-maldonado,16,renault,10,17,04-bahrain,1,23.173,pirelli,2013
marussia,max-chilton,23,cosworth,10,18,04-bahrain,1,22.745,pirelli,2013
caterham,charles-pic,20,renault,11,19,04-bahrain,1,22.912,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,12,20,04-bahrain,1,21.656,pirelli,2013
williams,valtteri-bottas,17,renault,13,21,04-bahrain,1,22.729,pirelli,2013
force-india,paul-di-resta,14,mercedes,14,22,04-bahrain,1,22.009,pirelli,2013
caterham,giedo-van-der-garde,21,renault,14,23,04-bahrain,2,22.950,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,16,24,04-bahrain,1,22.715,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,16,25,04-bahrain,2,21.997,pirelli,2013
ferrari,felipe-massa,4,ferrari,17,26,04-bahrain,2,21.722,pirelli,2013
force-india,adrian-sutil,15,mercedes,18,27,04-bahrain,2,22.199,pirelli,2013
mercedes,nico-rosberg,9,mercedes,20,28,04-bahrain,2,21.331,pirelli,2013
mclaren,sergio-perez,6,mercedes,20,29,04-bahrain,2,21.161,pirelli,2013
red-bull,mark-webber,2,renault,21,30,04-bahrain,2,21.221,pirelli,2013
mclaren,jenson-button,5,mercedes,21,31,04-bahrain,2,21.894,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,22,32,04-bahrain,2,21.444,pirelli,2013
marussia,jules-bianchi,22,cosworth,22,33,04-bahrain,2,23.455,pirelli,2013
williams,pastor-maldonado,16,renault,23,34,04-bahrain,2,22.220,pirelli,2013
caterham,charles-pic,20,renault,23,35,04-bahrain,2,22.576,pirelli,2013
marussia,max-chilton,23,cosworth,23,36,04-bahrain,2,24.141,pirelli,2013
ferrari,fernando-alonso,3,ferrari,24,37,04-bahrain,3,21.123,pirelli,2013
red-bull,sebastian-vettel,1,renault,25,38,04-bahrain,2,21.290,pirelli,2013
caterham,giedo-van-der-garde,21,renault,24,39,04-bahrain,3,22.252,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,25,40,04-bahrain,2,22.028,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,26,41,04-bahrain,2,22.400,pirelli,2013
lotus-f1,romain-grosjean,8,renault,27,42,04-bahrain,2,21.608,pirelli,2013
ferrari,felipe-massa,4,ferrari,28,43,04-bahrain,3,21.569,pirelli,2013
williams,valtteri-bottas,17,renault,29,44,04-bahrain,2,28.408,pirelli,2013
mercedes,nico-rosberg,9,mercedes,33,45,04-bahrain,3,21.183,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,33,46,04-bahrain,3,22.438,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,34,47,04-bahrain,2,21.723,pirelli,2013
mclaren,jenson-button,5,mercedes,34,48,04-bahrain,3,21.696,pirelli,2013
caterham,charles-pic,20,renault,35,49,04-bahrain,3,23.263,pirelli,2013
force-india,paul-di-resta,14,mercedes,36,50,04-bahrain,2,22.475,pirelli,2013
ferrari,felipe-massa,4,ferrari,36,51,04-bahrain,4,27.757,pirelli,2013
marussia,jules-bianchi,22,cosworth,36,52,04-bahrain,3,22.817,pirelli,2013
red-bull,mark-webber,2,renault,37,53,04-bahrain,3,21.031,pirelli,2013
marussia,max-chilton,23,cosworth,37,54,04-bahrain,3,26.004,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,38,55,04-bahrain,3,21.600,pirelli,2013
mclaren,sergio-perez,6,mercedes,39,56,04-bahrain,3,21.319,pirelli,2013
ferrari,fernando-alonso,3,ferrari,39,57,04-bahrain,4,21.189,pirelli,2013
williams,pastor-maldonado,16,renault,39,58,04-bahrain,3,22.066,pirelli,2013
caterham,giedo-van-der-garde,21,renault,39,59,04-bahrain,4,22.380,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,41,60,04-bahrain,3,22.814,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,41,61,04-bahrain,3,22.623,pirelli,2013
red-bull,sebastian-vettel,1,renault,42,62,04-bahrain,3,21.906,pirelli,2013
lotus-f1,romain-grosjean,8,renault,42,63,04-bahrain,3,21.556,pirelli,2013
force-india,adrian-sutil,15,mercedes,42,64,04-bahrain,3,22.346,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,43,65,04-bahrain,4,22.246,pirelli,2013
mercedes,nico-rosberg,9,mercedes,44,66,04-bahrain,4,21.267,pirelli,2013
mclaren,jenson-button,5,mercedes,46,67,04-bahrain,4,21.230,pirelli,2013
marussia,max-chilton,23,cosworth,46,68,04-bahrain,4,22.552,pirelli,2013
williams,valtteri-bottas,17,renault,47,69,04-bahrain,3,23.837,pirelli,2013
caterham,giedo-van-der-garde,21,renault,47,70,04-bahrain,5,23.375,pirelli,2013
marussia,jules-bianchi,22,cosworth,48,71,04-bahrain,4,23.803,pirelli,2013
marussia,jules-bianchi,22,cosworth,2,1,05-spain,1,29.994,pirelli,2013
red-bull,mark-webber,2,renault,7,2,05-spain,1,19.668,pirelli,2013
ferrari,felipe-massa,4,ferrari,8,3,05-spain,1,19.490,pirelli,2013
force-india,adrian-sutil,15,mercedes,8,4,05-spain,1,1:14.026,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,8,5,05-spain,1,19.993,pirelli,2013
williams,pastor-maldonado,16,renault,8,6,05-spain,1,20.205,pirelli,2013
caterham,charles-pic,20,renault,8,7,05-spain,1,20.734,pirelli,2013
ferrari,fernando-alonso,3,ferrari,9,8,05-spain,1,18.909,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,9,9,05-spain,1,22.018,pirelli,2013
force-india,paul-di-resta,14,mercedes,9,10,05-spain,1,20.615,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,9,11,05-spain,1,19.772,pirelli,2013
caterham,giedo-van-der-garde,21,renault,9,12,05-spain,1,21.686,pirelli,2013
williams,valtteri-bottas,17,renault,9,13,05-spain,1,21.171,pirelli,2013
mercedes,nico-rosberg,9,mercedes,10,14,05-spain,1,19.414,pirelli,2013
red-bull,sebastian-vettel,1,renault,10,15,05-spain,1,18.606,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,10,16,05-spain,1,19.978,pirelli,2013
mclaren,sergio-perez,6,mercedes,10,17,05-spain,1,19.250,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,10,18,05-spain,1,19.795,pirelli,2013
mclaren,jenson-button,5,mercedes,11,19,05-spain,1,18.810,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,13,20,05-spain,1,22.144,pirelli,2013
williams,pastor-maldonado,16,renault,13,21,05-spain,2,13.266,pirelli,2013
marussia,max-chilton,23,cosworth,15,22,05-spain,1,25.294,pirelli,2013
marussia,jules-bianchi,22,cosworth,16,23,05-spain,2,20.656,pirelli,2013
force-india,paul-di-resta,14,mercedes,19,24,05-spain,2,19.792,pirelli,2013
ferrari,felipe-massa,4,ferrari,20,25,05-spain,2,19.373,pirelli,2013
red-bull,mark-webber,2,renault,20,26,05-spain,2,19.151,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,20,27,05-spain,2,20.671,pirelli,2013
williams,pastor-maldonado,16,renault,20,28,05-spain,3,23.139,pirelli,2013
caterham,giedo-van-der-garde,21,renault,20,29,05-spain,2,22.029,pirelli,2013
ferrari,fernando-alonso,3,ferrari,21,30,05-spain,2,19.952,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,21,31,05-spain,2,19.402,pirelli,2013
force-india,adrian-sutil,15,mercedes,22,32,05-spain,2,20.306,pirelli,2013
mclaren,sergio-perez,6,mercedes,23,33,05-spain,2,20.578,pirelli,2013
caterham,charles-pic,20,renault,23,34,05-spain,2,20.870,pirelli,2013
red-bull,sebastian-vettel,1,renault,24,35,05-spain,2,18.708,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,24,36,05-spain,2,20.100,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,25,37,05-spain,2,20.132,pirelli,2013
williams,valtteri-bottas,17,renault,25,38,05-spain,2,20.533,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,26,39,05-spain,2,19.743,pirelli,2013
mercedes,nico-rosberg,9,mercedes,27,40,05-spain,2,20.032,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,28,41,05-spain,2,19.988,pirelli,2013
mclaren,jenson-button,5,mercedes,28,42,05-spain,2,19.196,pirelli,2013
marussia,jules-bianchi,22,cosworth,29,43,05-spain,3,19.904,pirelli,2013
marussia,max-chilton,23,cosworth,30,44,05-spain,2,21.582,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,34,45,05-spain,3,22.324,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,34,46,05-spain,3,25.362,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,35,47,05-spain,4,24.001,pirelli,2013
williams,pastor-maldonado,16,renault,35,48,05-spain,4,20.800,pirelli,2013
ferrari,fernando-alonso,3,ferrari,36,49,05-spain,3,19.519,pirelli,2013
ferrari,felipe-massa,4,ferrari,36,50,05-spain,3,19.326,pirelli,2013
red-bull,mark-webber,2,renault,36,51,05-spain,3,19.170,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,36,52,05-spain,3,19.700,pirelli,2013
force-india,adrian-sutil,15,mercedes,36,53,05-spain,3,19.591,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,37,54,05-spain,4,29.740,pirelli,2013
force-india,paul-di-resta,14,mercedes,38,55,05-spain,3,19.822,pirelli,2013
mclaren,sergio-perez,6,mercedes,38,56,05-spain,3,19.866,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,38,57,05-spain,5,28.971,pirelli,2013
red-bull,sebastian-vettel,1,renault,39,58,05-spain,3,19.551,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,39,59,05-spain,3,19.498,pirelli,2013
caterham,charles-pic,20,renault,41,60,05-spain,3,21.202,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,42,61,05-spain,3,20.082,pirelli,2013
williams,valtteri-bottas,17,renault,43,62,05-spain,3,19.908,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,45,63,05-spain,3,20.184,pirelli,2013
mclaren,jenson-button,5,mercedes,46,64,05-spain,3,19.290,pirelli,2013
marussia,jules-bianchi,22,cosworth,46,65,05-spain,4,19.830,pirelli,2013
mercedes,nico-rosberg,9,mercedes,47,66,05-spain,3,19.352,pirelli,2013
marussia,max-chilton,23,cosworth,47,67,05-spain,3,21.340,pirelli,2013
ferrari,fernando-alonso,3,ferrari,49,68,05-spain,4,18.471,pirelli,2013
