constructorId,driverId,driverNumber,engineManufacturerId,gap,grandSlam,gridPosition,interval,laps,points,position,race,reasonRetired,time,timePenalty,tyreManufacturerId,year
mclaren,jenson-button,22,honda,+49.214,,20,+0.442,71,,14,17-mexico,,1:43:24.252,,pirelli,2015
marussia,alexander-rossi,53,ferrari,+2 laps,,16,,69,,15,17-mexico,,,,pirelli,2015
marussia,will-stevens,28,ferrari,+2 laps,,17,,69,,16,17-mexico,,,,pirelli,2015
sauber,felipe-nasr,12,ferrari,,,15,,57,,DNF,17-mexico,Brakes,,,pirelli,2015
ferrari,sebastian-vettel,5,ferrari,,,3,,50,,DNF,17-mexico,Accident,,,pirelli,2015
ferrari,kimi-raikkonen,7,ferrari,,,19,,21,,DNF,17-mexico,Collision,,,pirelli,2015
mclaren,fernando-alonso,14,honda,,,18,,1,,DNF,17-mexico,Power unit,,,pirelli,2015
mercedes,nico-rosberg,6,mercedes,,,1,,71,25,1,18-brazil,,1:31:09.090,,pirelli,2015
mercedes,lewis-hamilton,44,mercedes,+7.756,,2,+7.756,71,18,2,18-brazil,,1:31:16.846,,pirelli,2015
ferrari,sebastian-vettel,5,ferrari,+14.244,,3,+6.488,71,15,3,18-brazil,,1:31:23.334,,pirelli,2015
ferrari,kimi-raikkonen,7,ferrari,+47.543,,4,+33.299,71,12,4,18-brazil,,1:31:56.633,,pirelli,2015
williams,valtteri-bottas,77,mercedes,+1 lap,,7,,70,10,5,18-brazil,,,,pirelli,2015
force-india,nico-hulkenberg,27,mercedes,+1 lap,,5,,70,8,6,18-brazil,,,,pirelli,2015
red-bull,daniil-kvyat,26,renault,+1 lap,,6,,70,6,7,18-brazil,,,,pirelli,2015
lotus-f1,romain-grosjean,8,mercedes,+1 lap,,14,,70,4,8,18-brazil,,,,pirelli,2015
toro-rosso,max-verstappen,33,renault,+1 lap,,9,,70,2,9,18-brazil,,,,pirelli,2015
lotus-f1,pastor-maldonado,13,mercedes,+1 lap,,15,,70,1,10,18-brazil,,,,pirelli,2015
red-bull,daniel-ricciardo,3,renault,+1 lap,,19,,70,,11,18-brazil,,,,pirelli,2015
force-india,sergio-perez,11,mercedes,+1 lap,,11,,70,,12,18-brazil,,,,pirelli,2015
sauber,felipe-nasr,12,ferrari,+1 lap,,13,,70,,13,18-brazil,,,,pirelli,2015
mclaren,jenson-button,22,honda,+1 lap,,16,,70,,14,18-brazil,,,,pirelli,2015
mclaren,fernando-alonso,14,honda,+1 lap,,20,,70,,15,18-brazil,,,,pirelli,2015
sauber,marcus-ericsson,9,ferrari,+2 laps,,12,,69,,16,18-brazil,,,,pirelli,2015
marussia,will-stevens,28,ferrari,+4 laps,,18,,67,,17,18-brazil,,,,pirelli,2015
marussia,alexander-rossi,53,ferrari,+4 laps,,17,,67,,18,18-brazil,,,,pirelli,2015
toro-rosso,carlos-sainz-jr,55,renault,,,PL,,0,,DNF,18-brazil,Technical defect,,,pirelli,2015
williams,felipe-massa,19,mercedes,+1 lap,,8,,70,,DSQ,18-brazil,Tyre temperature,,,pirelli,2015
mercedes,nico-rosberg,6,mercedes,,,1,,55,25,1,19-abu-dhabi,,1:38:30.175,,pirelli,2015
mercedes,lewis-hamilton,44,mercedes,+8.271,,2,+8.271,55,18,2,19-abu-dhabi,,1:38:38.446,,pirelli,2015
ferrari,kimi-raikkonen,7,ferrari,+19.430,,3,+11.159,55,15,3,19-abu-dhabi,,1:38:49.605,,pirelli,2015
ferrari,sebastian-vettel,5,ferrari,+43.735,,15,+24.305,55,12,4,19-abu-dhabi,,1:39:13.910,,pirelli,2015
force-india,sergio-perez,11,mercedes,+1:03.952,,4,+20.217,55,10,5,19-abu-dhabi,,1:39:34.127,,pirelli,2015
red-bull,daniel-ricciardo,3,renault,+1:05.010,,5,+1.058,55,8,6,19-abu-dhabi,,1:39:35.185,,pirelli,2015
force-india,nico-hulkenberg,27,mercedes,+1:33.618,,7,+28.608,55,6,7,19-abu-dhabi,,1:40:03.793,,pirelli,2015
williams,felipe-massa,19,mercedes,+1:37.751,,8,+4.133,55,4,8,19-abu-dhabi,,1:40:07.926,,pirelli,2015
lotus-f1,romain-grosjean,8,mercedes,+1:38.201,,18,+0.450,55,2,9,19-abu-dhabi,,1:40:08.376,,pirelli,2015
red-bull,daniil-kvyat,26,renault,+1:42.371,,9,+4.170,55,1,10,19-abu-dhabi,,1:40:12.546,,pirelli,2015
toro-rosso,carlos-sainz-jr,55,renault,+1:43.525,,10,+1.154,55,,11,19-abu-dhabi,,1:40:13.700,,pirelli,2015
mclaren,jenson-button,22,honda,+1 lap,,12,,54,,12,19-abu-dhabi,,,,pirelli,2015
williams,valtteri-bottas,77,mercedes,+1 lap,,6,,54,,13,19-abu-dhabi,,,,pirelli,2015
sauber,marcus-ericsson,9,ferrari,+1 lap,,17,,54,,14,19-abu-dhabi,,,,pirelli,2015
sauber,felipe-nasr,12,ferrari,+1 lap,,14,,54,,15,19-abu-dhabi,,,,pirelli,2015
toro-rosso,max-verstappen,33,renault,+1 lap,,11,,54,,16,19-abu-dhabi,,,25.000,pirelli,2015
mclaren,fernando-alonso,14,honda,+2 laps,,16,,53,,17,19-abu-dhabi,,,,pirelli,2015
marussia,will-stevens,28,ferrari,+2 laps,,19,,53,,18,19-abu-dhabi,,,,pirelli,2015
marussia,roberto-merhi,98,ferrari,+3 laps,,PL,,52,,19,19-abu-dhabi,,,,pirelli,2015
lotus-f1,pastor-maldonado,13,mercedes,,,13,,0,,DNF,19-abu-dhabi,Collision,,,pirelli,2015
