driverId,points,position,race,year
lance-stroll,6,16,07-canada,2019
romain-grosjean,2,17,07-canada,2019
antonio-giovinazzi,0,18,07-canada,2019
george-russell,0,19,07-canada,2019
robert-kubica,0,20,07-canada,2019
lewis-hamilton,187,1,08-france,2019
valtteri-bottas,151,2,08-france,2019
sebastian-vettel,111,3,08-france,2019
max-verstappen,100,4,08-france,2019
charles-leclerc,87,5,08-france,2019
pierre-gasly,37,6,08-france,2019
carlos-sainz-jr,26,7,08-france,2019
kimi-raikkonen,19,8,08-france,2019
daniel-ricciardo,16,9,08-france,2019
nico-hulkenberg,16,10,08-france,2019
kevin-magnussen,14,11,08-france,2019
lando-norris,14,12,08-france,2019
sergio-perez,13,13,08-france,2019
daniil-kvyat,10,14,08-france,2019
alexander-albon,7,15,08-france,2019
lance-stroll,6,16,08-france,2019
romain-grosjean,2,17,08-france,2019
antonio-giovinazzi,0,18,08-france,2019
george-russell,0,19,08-france,2019
robert-kubica,0,20,08-france,2019
lewis-hamilton,197,1,09-austria,2019
valtteri-bottas,166,2,09-austria,2019
max-verstappen,126,3,09-austria,2019
sebastian-vettel,123,4,09-austria,2019
charles-leclerc,105,5,09-austria,2019
pierre-gasly,43,6,09-austria,2019
carlos-sainz-jr,30,7,09-austria,2019
lando-norris,22,8,09-austria,2019
kimi-raikkonen,21,9,09-austria,2019
daniel-ricciardo,16,10,09-austria,2019
nico-hulkenberg,16,11,09-austria,2019
kevin-magnussen,14,12,09-austria,2019
sergio-perez,13,13,09-austria,2019
daniil-kvyat,10,14,09-austria,2019
alexander-albon,7,15,09-austria,2019
lance-stroll,6,16,09-austria,2019
romain-grosjean,2,17,09-austria,2019
antonio-giovinazzi,1,18,09-austria,2019
george-russell,0,19,09-austria,2019
robert-kubica,0,20,09-austria,2019
lewis-hamilton,223,1,10-great-britain,2019
valtteri-bottas,184,2,10-great-britain,2019
max-verstappen,136,3,10-great-britain,2019
sebastian-vettel,123,4,10-great-britain,2019
charles-leclerc,120,5,10-great-britain,2019
pierre-gasly,55,6,10-great-britain,2019
carlos-sainz-jr,38,7,10-great-britain,2019
kimi-raikkonen,25,8,10-great-britain,2019
lando-norris,22,9,10-great-britain,2019
daniel-ricciardo,22,10,10-great-britain,2019
nico-hulkenberg,17,11,10-great-britain,2019
kevin-magnussen,14,12,10-great-britain,2019
sergio-perez,13,13,10-great-britain,2019
daniil-kvyat,12,14,10-great-britain,2019
alexander-albon,7,15,10-great-britain,2019
lance-stroll,6,16,10-great-britain,2019
romain-grosjean,2,17,10-great-britain,2019
antonio-giovinazzi,1,18,10-great-britain,2019
george-russell,0,19,10-great-britain,2019
robert-kubica,0,20,10-great-britain,2019
lewis-hamilton,225,1,11-germany,2019
valtteri-bottas,184,2,11-germany,2019
max-verstappen,162,3,11-germany,2019
sebastian-vettel,141,4,11-germany,2019
charles-leclerc,120,5,11-germany,2019
pierre-gasly,55,6,11-germany,2019
carlos-sainz-jr,48,7,11-germany,2019
daniil-kvyat,27,8,11-germany,2019
kimi-raikkonen,25,9,11-germany,2019
lando-norris,22,10,11-germany,2019
daniel-ricciardo,22,11,11-germany,2019
lance-stroll,18,12,11-germany,2019
kevin-magnussen,18,13,11-germany,2019
nico-hulkenberg,17,14,11-germany,2019
alexander-albon,15,15,11-germany,2019
sergio-perez,13,16,11-germany,2019
romain-grosjean,8,17,11-germany,2019
antonio-giovinazzi,1,18,11-germany,2019
robert-kubica,1,19,11-germany,2019
george-russell,0,20,11-germany,2019
lewis-hamilton,250,1,12-hungary,2019
valtteri-bottas,188,2,12-hungary,2019
max-verstappen,181,3,12-hungary,2019
sebastian-vettel,156,4,12-hungary,2019
charles-leclerc,132,5,12-hungary,2019
pierre-gasly,63,6,12-hungary,2019
carlos-sainz-jr,58,7,12-hungary,2019
kimi-raikkonen,31,8,12-hungary,2019
daniil-kvyat,27,9,12-hungary,2019
lando-norris,24,10,12-hungary,2019
daniel-ricciardo,22,11,12-hungary,2019
lance-stroll,18,12,12-hungary,2019
kevin-magnussen,18,13,12-hungary,2019
nico-hulkenberg,17,14,12-hungary,2019
alexander-albon,16,15,12-hungary,2019
sergio-perez,13,16,12-hungary,2019
romain-grosjean,8,17,12-hungary,2019
antonio-giovinazzi,1,18,12-hungary,2019
robert-kubica,1,19,12-hungary,2019
george-russell,0,20,12-hungary,2019
lewis-hamilton,268,1,13-belgium,2019
valtteri-bottas,203,2,13-belgium,2019
max-verstappen,181,3,13-belgium,2019
sebastian-vettel,169,4,13-belgium,2019
charles-leclerc,157,5,13-belgium,2019
pierre-gasly,65,6,13-belgium,2019
carlos-sainz-jr,58,7,13-belgium,2019
daniil-kvyat,33,8,13-belgium,2019
kimi-raikkonen,31,9,13-belgium,2019
alexander-albon,26,10,13-belgium,2019
lando-norris,24,11,13-belgium,2019
daniel-ricciardo,22,12,13-belgium,2019
sergio-perez,21,13,13-belgium,2019
nico-hulkenberg,21,14,13-belgium,2019
lance-stroll,19,15,13-belgium,2019
kevin-magnussen,18,16,13-belgium,2019
romain-grosjean,8,17,13-belgium,2019
antonio-giovinazzi,1,18,13-belgium,2019
robert-kubica,1,19,13-belgium,2019
george-russell,0,20,13-belgium,2019
lewis-hamilton,284,1,14-italy,2019
valtteri-bottas,221,2,14-italy,2019
max-verstappen,185,3,14-italy,2019
charles-leclerc,182,4,14-italy,2019
sebastian-vettel,169,5,14-italy,2019
pierre-gasly,65,6,14-italy,2019
carlos-sainz-jr,58,7,14-italy,2019
daniel-ricciardo,34,8,14-italy,2019
alexander-albon,34,9,14-italy,2019
daniil-kvyat,33,10,14-italy,2019
nico-hulkenberg,31,11,14-italy,2019
kimi-raikkonen,31,12,14-italy,2019
sergio-perez,27,13,14-italy,2019
lando-norris,25,14,14-italy,2019
lance-stroll,19,15,14-italy,2019
kevin-magnussen,18,16,14-italy,2019
romain-grosjean,8,17,14-italy,2019
antonio-giovinazzi,3,18,14-italy,2019
robert-kubica,1,19,14-italy,2019
george-russell,0,20,14-italy,2019
lewis-hamilton,296,1,15-singapore,2019
valtteri-bottas,231,2,15-singapore,2019
charles-leclerc,200,3,15-singapore,2019
max-verstappen,200,4,15-singapore,2019
sebastian-vettel,194,5,15-singapore,2019
pierre-gasly,69,6,15-singapore,2019
carlos-sainz-jr,58,7,15-singapore,2019
alexander-albon,42,8,15-singapore,2019
daniel-ricciardo,34,9,15-singapore,2019
daniil-kvyat,33,10,15-singapore,2019
nico-hulkenberg,33,11,15-singapore,2019
lando-norris,31,12,15-singapore,2019
kimi-raikkonen,31,13,15-singapore,2019
sergio-perez,27,14,15-singapore,2019
lance-stroll,19,15,15-singapore,2019
kevin-magnussen,18,16,15-singapore,2019
romain-grosjean,8,17,15-singapore,2019
antonio-giovinazzi,4,18,15-singapore,2019
robert-kubica,1,19,15-singapore,2019
george-russell,0,20,15-singapore,2019
lewis-hamilton,322,1,16-russia,2019
valtteri-bottas,249,2,16-russia,2019
charles-leclerc,215,3,16-russia,2019
max-verstappen,212,4,16-russia,2019
sebastian-vettel,194,5,16-russia,2019
pierre-gasly,69,6,16-russia,2019
carlos-sainz-jr,66,7,16-russia,2019
alexander-albon,52,8,16-russia,2019
lando-norris,35,9,16-russia,2019
daniel-ricciardo,34,10,16-russia,2019
nico-hulkenberg,34,11,16-russia,2019
daniil-kvyat,33,12,16-russia,2019
sergio-perez,33,13,16-russia,2019
kimi-raikkonen,31,14,16-russia,2019
kevin-magnussen,20,15,16-russia,2019
lance-stroll,19,16,16-russia,2019
romain-grosjean,8,17,16-russia,2019
antonio-giovinazzi,4,18,16-russia,2019
robert-kubica,1,19,16-russia,2019
george-russell,0,20,16-russia,2019
lewis-hamilton,338,1,17-japan,2019
valtteri-bottas,274,2,17-japan,2019
charles-leclerc,223,3,17-japan,2019
max-verstappen,212,4,17-japan,2019
sebastian-vettel,212,5,17-japan,2019
carlos-sainz-jr,76,6,17-japan,2019
pierre-gasly,75,7,17-japan,2019
alexander-albon,64,8,17-japan,2019
sergio-perez,37,9,17-japan,2019
lando-norris,35,10,17-japan,2019
daniil-kvyat,34,11,17-japan,2019
daniel-ricciardo,34,12,17-japan,2019
nico-hulkenberg,34,13,17-japan,2019
kimi-raikkonen,31,14,17-japan,2019
lance-stroll,21,15,17-japan,2019
kevin-magnussen,20,16,17-japan,2019
romain-grosjean,8,17,17-japan,2019
antonio-giovinazzi,4,18,17-japan,2019
robert-kubica,1,19,17-japan,2019
george-russell,0,20,17-japan,2019
lewis-hamilton,363,1,18-mexico,2019
valtteri-bottas,289,2,18-mexico,2019
charles-leclerc,236,3,18-mexico,2019
sebastian-vettel,230,4,18-mexico,2019
max-verstappen,220,5,18-mexico,2019
pierre-gasly,77,6,18-mexico,2019
carlos-sainz-jr,76,7,18-mexico,2019
alexander-albon,74,8,18-mexico,2019
sergio-perez,43,9,18-mexico,2019
daniel-ricciardo,38,10,18-mexico,2019
nico-hulkenberg,35,11,18-mexico,2019
lando-norris,35,12,18-mexico,2019
daniil-kvyat,34,13,18-mexico,2019
kimi-raikkonen,31,14,18-mexico,2019
lance-stroll,21,15,18-mexico,2019
kevin-magnussen,20,16,18-mexico,2019
romain-grosjean,8,17,18-mexico,2019
antonio-giovinazzi,4,18,18-mexico,2019
robert-kubica,1,19,18-mexico,2019
george-russell,0,20,18-mexico,2019
lewis-hamilton,381,1,19-united-states,2019
valtteri-bottas,314,2,19-united-states,2019
charles-leclerc,249,3,19-united-states,2019
max-verstappen,235,4,19-united-states,2019
sebastian-vettel,230,5,19-united-states,2019
alexander-albon,84,6,19-united-states,2019
carlos-sainz-jr,80,7,19-united-states,2019
pierre-gasly,77,8,19-united-states,2019
daniel-ricciardo,46,9,19-united-states,2019
sergio-perez,44,10,19-united-states,2019
lando-norris,41,11,19-united-states,2019
nico-hulkenberg,37,12,19-united-states,2019
daniil-kvyat,34,13,19-united-states,2019
kimi-raikkonen,31,14,19-united-states,2019
lance-stroll,21,15,19-united-states,2019
kevin-magnussen,20,16,19-united-states,2019
romain-grosjean,8,17,19-united-states,2019
antonio-giovinazzi,4,18,19-united-states,2019
robert-kubica,1,19,19-united-states,2019
george-russell,0,20,19-united-states,2019
lewis-hamilton,387,1,20-brazil,2019
valtteri-bottas,314,2,20-brazil,2019
max-verstappen,260,3,20-brazil,2019
charles-leclerc,249,4,20-brazil,2019
sebastian-vettel,230,5,20-brazil,2019
pierre-gasly,95,6,20-brazil,2019
carlos-sainz-jr,95,7,20-brazil,2019
alexander-albon,84,8,20-brazil,2019
daniel-ricciardo,54,9,20-brazil,2019
sergio-perez,46,10,20-brazil,2019
lando-norris,45,11,20-brazil,2019
kimi-raikkonen,43,12,20-brazil,2019
nico-hulkenberg,37,13,20-brazil,2019
daniil-kvyat,35,14,20-brazil,2019
lance-stroll,21,15,20-brazil,2019
kevin-magnussen,20,16,20-brazil,2019
antonio-giovinazzi,14,17,20-brazil,2019
romain-grosjean,8,18,20-brazil,2019
robert-kubica,1,19,20-brazil,2019
george-russell,0,20,20-brazil,2019
lewis-hamilton,413,1,21-abu-dhabi,2019
valtteri-bottas,326,2,21-abu-dhabi,2019
max-verstappen,278,3,21-abu-dhabi,2019
charles-leclerc,264,4,21-abu-dhabi,2019
sebastian-vettel,240,5,21-abu-dhabi,2019
carlos-sainz-jr,96,6,21-abu-dhabi,2019
pierre-gasly,95,7,21-abu-dhabi,2019
alexander-albon,92,8,21-abu-dhabi,2019
daniel-ricciardo,54,9,21-abu-dhabi,2019
sergio-perez,52,10,21-abu-dhabi,2019
lando-norris,49,11,21-abu-dhabi,2019
kimi-raikkonen,43,12,21-abu-dhabi,2019
daniil-kvyat,37,13,21-abu-dhabi,2019
nico-hulkenberg,37,14,21-abu-dhabi,2019
lance-stroll,21,15,21-abu-dhabi,2019
kevin-magnussen,20,16,21-abu-dhabi,2019
antonio-giovinazzi,14,17,21-abu-dhabi,2019
romain-grosjean,8,18,21-abu-dhabi,2019
robert-kubica,1,19,21-abu-dhabi,2019
george-russell,0,20,21-abu-dhabi,2019
