driverId,points,position,race,year
max-verstappen,18,8,04-azerbaijan,2018
sergio-perez,15,9,04-azerbaijan,2018
carlos-sainz-jr,13,10,04-azerbaijan,2018
pierre-gasly,12,11,04-azerbaijan,2018
kevin-magnussen,11,12,04-azerbaijan,2018
charles-leclerc,8,13,04-azerbaijan,2018
stoffel-vandoorne,8,14,04-azerbaijan,2018
lance-stroll,4,15,04-azerbaijan,2018
marcus-ericsson,2,16,04-azerbaijan,2018
esteban-ocon,1,17,04-azerbaijan,2018
brendon-hartley,1,18,04-azerbaijan,2018
romain-grosjean,0,19,04-azerbaijan,2018
sergey-sirotkin,0,20,04-azerbaijan,2018
lewis-hamilton,95,1,05-spain,2018
sebastian-vettel,78,2,05-spain,2018
valtteri-bottas,58,3,05-spain,2018
kimi-raikkonen,48,4,05-spain,2018
daniel-ricciardo,47,5,05-spain,2018
max-verstappen,33,6,05-spain,2018
fernando-alonso,32,7,05-spain,2018
nico-hulkenberg,22,8,05-spain,2018
kevin-magnussen,19,9,05-spain,2018
carlos-sainz-jr,19,10,05-spain,2018
sergio-perez,17,11,05-spain,2018
pierre-gasly,12,12,05-spain,2018
charles-leclerc,9,13,05-spain,2018
stoffel-vandoorne,8,14,05-spain,2018
lance-stroll,4,15,05-spain,2018
marcus-ericsson,2,16,05-spain,2018
esteban-ocon,1,17,05-spain,2018
brendon-hartley,1,18,05-spain,2018
romain-grosjean,0,19,05-spain,2018
sergey-sirotkin,0,20,05-spain,2018
lewis-hamilton,110,1,06-monaco,2018
sebastian-vettel,96,2,06-monaco,2018
daniel-ricciardo,72,3,06-monaco,2018
valtteri-bottas,68,4,06-monaco,2018
kimi-raikkonen,60,5,06-monaco,2018
max-verstappen,35,6,06-monaco,2018
fernando-alonso,32,7,06-monaco,2018
nico-hulkenberg,26,8,06-monaco,2018
carlos-sainz-jr,20,9,06-monaco,2018
kevin-magnussen,19,10,06-monaco,2018
pierre-gasly,18,11,06-monaco,2018
sergio-perez,17,12,06-monaco,2018
esteban-ocon,9,13,06-monaco,2018
charles-leclerc,9,14,06-monaco,2018
stoffel-vandoorne,8,15,06-monaco,2018
lance-stroll,4,16,06-monaco,2018
marcus-ericsson,2,17,06-monaco,2018
brendon-hartley,1,18,06-monaco,2018
romain-grosjean,0,19,06-monaco,2018
sergey-sirotkin,0,20,06-monaco,2018
sebastian-vettel,121,1,07-canada,2018
lewis-hamilton,120,2,07-canada,2018
valtteri-bottas,86,3,07-canada,2018
daniel-ricciardo,84,4,07-canada,2018
kimi-raikkonen,68,5,07-canada,2018
max-verstappen,50,6,07-canada,2018
fernando-alonso,32,7,07-canada,2018
nico-hulkenberg,32,8,07-canada,2018
carlos-sainz-jr,24,9,07-canada,2018
kevin-magnussen,19,10,07-canada,2018
pierre-gasly,18,11,07-canada,2018
sergio-perez,17,12,07-canada,2018
esteban-ocon,11,13,07-canada,2018
charles-leclerc,10,14,07-canada,2018
stoffel-vandoorne,8,15,07-canada,2018
lance-stroll,4,16,07-canada,2018
marcus-ericsson,2,17,07-canada,2018
brendon-hartley,1,18,07-canada,2018
romain-grosjean,0,19,07-canada,2018
sergey-sirotkin,0,20,07-canada,2018
lewis-hamilton,145,1,08-france,2018
sebastian-vettel,131,2,08-france,2018
daniel-ricciardo,96,3,08-france,2018
valtteri-bottas,92,4,08-france,2018
kimi-raikkonen,83,5,08-france,2018
max-verstappen,68,6,08-france,2018
nico-hulkenberg,34,7,08-france,2018
fernando-alonso,32,8,08-france,2018
carlos-sainz-jr,28,9,08-france,2018
kevin-magnussen,27,10,08-france,2018
pierre-gasly,18,11,08-france,2018
sergio-perez,17,12,08-france,2018
esteban-ocon,11,13,08-france,2018
charles-leclerc,11,14,08-france,2018
stoffel-vandoorne,8,15,08-france,2018
lance-stroll,4,16,08-france,2018
marcus-ericsson,2,17,08-france,2018
brendon-hartley,1,18,08-france,2018
romain-grosjean,0,19,08-france,2018
sergey-sirotkin,0,20,08-france,2018
sebastian-vettel,146,1,09-austria,2018
lewis-hamilton,145,2,09-austria,2018
kimi-raikkonen,101,3,09-austria,2018
daniel-ricciardo,96,4,09-austria,2018
max-verstappen,93,5,09-austria,2018
valtteri-bottas,92,6,09-austria,2018
kevin-magnussen,37,7,09-austria,2018
fernando-alonso,36,8,09-austria,2018
nico-hulkenberg,34,9,09-austria,2018
carlos-sainz-jr,28,10,09-austria,2018
sergio-perez,23,11,09-austria,2018
esteban-ocon,19,12,09-austria,2018
pierre-gasly,18,13,09-austria,2018
charles-leclerc,13,14,09-austria,2018
romain-grosjean,12,15,09-austria,2018
stoffel-vandoorne,8,16,09-austria,2018
lance-stroll,4,17,09-austria,2018
marcus-ericsson,3,18,09-austria,2018
brendon-hartley,1,19,09-austria,2018
sergey-sirotkin,0,20,09-austria,2018
sebastian-vettel,171,1,10-great-britain,2018
lewis-hamilton,163,2,10-great-britain,2018
kimi-raikkonen,116,3,10-great-britain,2018
daniel-ricciardo,106,4,10-great-britain,2018
valtteri-bottas,104,5,10-great-britain,2018
max-verstappen,93,6,10-great-britain,2018
nico-hulkenberg,42,7,10-great-britain,2018
fernando-alonso,40,8,10-great-britain,2018
kevin-magnussen,39,9,10-great-britain,2018
carlos-sainz-jr,28,10,10-great-britain,2018
esteban-ocon,25,11,10-great-britain,2018
sergio-perez,24,12,10-great-britain,2018
pierre-gasly,18,13,10-great-britain,2018
charles-leclerc,13,14,10-great-britain,2018
romain-grosjean,12,15,10-great-britain,2018
stoffel-vandoorne,8,16,10-great-britain,2018
lance-stroll,4,17,10-great-britain,2018
marcus-ericsson,3,18,10-great-britain,2018
brendon-hartley,1,19,10-great-britain,2018
sergey-sirotkin,0,20,10-great-britain,2018
lewis-hamilton,188,1,11-germany,2018
sebastian-vettel,171,2,11-germany,2018
kimi-raikkonen,131,3,11-germany,2018
valtteri-bottas,122,4,11-germany,2018
daniel-ricciardo,106,5,11-germany,2018
max-verstappen,105,6,11-germany,2018
nico-hulkenberg,52,7,11-germany,2018
fernando-alonso,40,8,11-germany,2018
kevin-magnussen,39,9,11-germany,2018
sergio-perez,30,10,11-germany,2018
esteban-ocon,29,11,11-germany,2018
carlos-sainz-jr,28,12,11-germany,2018
romain-grosjean,20,13,11-germany,2018
pierre-gasly,18,14,11-germany,2018
charles-leclerc,13,15,11-germany,2018
stoffel-vandoorne,8,16,11-germany,2018
marcus-ericsson,5,17,11-germany,2018
lance-stroll,4,18,11-germany,2018
brendon-hartley,2,19,11-germany,2018
sergey-sirotkin,0,20,11-germany,2018
lewis-hamilton,213,1,12-hungary,2018
sebastian-vettel,189,2,12-hungary,2018
kimi-raikkonen,146,3,12-hungary,2018
valtteri-bottas,132,4,12-hungary,2018
daniel-ricciardo,118,5,12-hungary,2018
max-verstappen,105,6,12-hungary,2018
nico-hulkenberg,52,7,12-hungary,2018
kevin-magnussen,45,8,12-hungary,2018
fernando-alonso,44,9,12-hungary,2018
sergio-perez,30,10,12-hungary,2018
carlos-sainz-jr,30,11,12-hungary,2018
esteban-ocon,29,12,12-hungary,2018
pierre-gasly,26,13,12-hungary,2018
romain-grosjean,21,14,12-hungary,2018
charles-leclerc,13,15,12-hungary,2018
stoffel-vandoorne,8,16,12-hungary,2018
marcus-ericsson,5,17,12-hungary,2018
lance-stroll,4,18,12-hungary,2018
brendon-hartley,2,19,12-hungary,2018
sergey-sirotkin,0,20,12-hungary,2018
lewis-hamilton,231,1,13-belgium,2018
sebastian-vettel,214,2,13-belgium,2018
kimi-raikkonen,146,3,13-belgium,2018
valtteri-bottas,144,4,13-belgium,2018
max-verstappen,120,5,13-belgium,2018
daniel-ricciardo,118,6,13-belgium,2018
nico-hulkenberg,52,7,13-belgium,2018
kevin-magnussen,49,8,13-belgium,2018
fernando-alonso,44,9,13-belgium,2018
sergio-perez,40,10,13-belgium,2018
esteban-ocon,37,11,13-belgium,2018
carlos-sainz-jr,30,12,13-belgium,2018
pierre-gasly,28,13,13-belgium,2018
romain-grosjean,27,14,13-belgium,2018
charles-leclerc,13,15,13-belgium,2018
stoffel-vandoorne,8,16,13-belgium,2018
marcus-ericsson,6,17,13-belgium,2018
lance-stroll,4,18,13-belgium,2018
brendon-hartley,2,19,13-belgium,2018
sergey-sirotkin,0,20,13-belgium,2018
lewis-hamilton,256,1,14-italy,2018
sebastian-vettel,226,2,14-italy,2018
kimi-raikkonen,164,3,14-italy,2018
valtteri-bottas,159,4,14-italy,2018
max-verstappen,130,5,14-italy,2018
daniel-ricciardo,118,6,14-italy,2018
nico-hulkenberg,52,7,14-italy,2018
kevin-magnussen,49,8,14-italy,2018
sergio-perez,46,9,14-italy,2018
esteban-ocon,45,10,14-italy,2018
fernando-alonso,44,11,14-italy,2018
carlos-sainz-jr,34,12,14-italy,2018
pierre-gasly,28,13,14-italy,2018
romain-grosjean,27,14,14-italy,2018
charles-leclerc,13,15,14-italy,2018
stoffel-vandoorne,8,16,14-italy,2018
lance-stroll,6,17,14-italy,2018
marcus-ericsson,6,18,14-italy,2018
brendon-hartley,2,19,14-italy,2018
sergey-sirotkin,1,20,14-italy,2018
lewis-hamilton,281,1,15-singapore,2018
sebastian-vettel,241,2,15-singapore,2018
kimi-raikkonen,174,3,15-singapore,2018
valtteri-bottas,171,4,15-singapore,2018
max-verstappen,148,5,15-singapore,2018
daniel-ricciardo,126,6,15-singapore,2018
nico-hulkenberg,53,7,15-singapore,2018
fernando-alonso,50,8,15-singapore,2018
kevin-magnussen,49,9,15-singapore,2018
sergio-perez,46,10,15-singapore,2018
esteban-ocon,45,11,15-singapore,2018
carlos-sainz-jr,38,12,15-singapore,2018
pierre-gasly,28,13,15-singapore,2018
romain-grosjean,27,14,15-singapore,2018
charles-leclerc,15,15,15-singapore,2018
stoffel-vandoorne,8,16,15-singapore,2018
lance-stroll,6,17,15-singapore,2018
marcus-ericsson,6,18,15-singapore,2018
brendon-hartley,2,19,15-singapore,2018
sergey-sirotkin,1,20,15-singapore,2018
lewis-hamilton,306,1,16-russia,2018
sebastian-vettel,256,2,16-russia,2018
valtteri-bottas,189,3,16-russia,2018
kimi-raikkonen,186,4,16-russia,2018
max-verstappen,158,5,16-russia,2018
daniel-ricciardo,134,6,16-russia,2018
kevin-magnussen,53,7,16-russia,2018
nico-hulkenberg,53,8,16-russia,2018
fernando-alonso,50,9,16-russia,2018
sergio-perez,47,10,16-russia,2018
esteban-ocon,47,11,16-russia,2018
carlos-sainz-jr,38,12,16-russia,2018
pierre-gasly,28,13,16-russia,2018
romain-grosjean,27,14,16-russia,2018
charles-leclerc,21,15,16-russia,2018
stoffel-vandoorne,8,16,16-russia,2018
lance-stroll,6,17,16-russia,2018
marcus-ericsson,6,18,16-russia,2018
brendon-hartley,2,19,16-russia,2018
sergey-sirotkin,1,20,16-russia,2018
lewis-hamilton,331,1,17-japan,2018
sebastian-vettel,264,2,17-japan,2018
valtteri-bottas,207,3,17-japan,2018
kimi-raikkonen,196,4,17-japan,2018
max-verstappen,173,5,17-japan,2018
daniel-ricciardo,146,6,17-japan,2018
sergio-perez,53,7,17-japan,2018
kevin-magnussen,53,8,17-japan,2018
nico-hulkenberg,53,9,17-japan,2018
fernando-alonso,50,10,17-japan,2018
esteban-ocon,49,11,17-japan,2018
carlos-sainz-jr,39,12,17-japan,2018
romain-grosjean,31,13,17-japan,2018
pierre-gasly,28,14,17-japan,2018
charles-leclerc,21,15,17-japan,2018
stoffel-vandoorne,8,16,17-japan,2018
lance-stroll,6,17,17-japan,2018
marcus-ericsson,6,18,17-japan,2018
brendon-hartley,2,19,17-japan,2018
sergey-sirotkin,1,20,17-japan,2018
lewis-hamilton,346,1,18-united-states,2018
sebastian-vettel,276,2,18-united-states,2018
kimi-raikkonen,221,3,18-united-states,2018
valtteri-bottas,217,4,18-united-states,2018
max-verstappen,191,5,18-united-states,2018
daniel-ricciardo,146,6,18-united-states,2018
nico-hulkenberg,61,7,18-united-states,2018
sergio-perez,57,8,18-united-states,2018
kevin-magnussen,53,9,18-united-states,2018
fernando-alonso,50,10,18-united-states,2018
esteban-ocon,49,11,18-united-states,2018
carlos-sainz-jr,45,12,18-united-states,2018
romain-grosjean,31,13,18-united-states,2018
pierre-gasly,28,14,18-united-states,2018
charles-leclerc,21,15,18-united-states,2018
stoffel-vandoorne,8,16,18-united-states,2018
marcus-ericsson,7,17,18-united-states,2018
lance-stroll,6,18,18-united-states,2018
brendon-hartley,4,19,18-united-states,2018
sergey-sirotkin,1,20,18-united-states,2018
lewis-hamilton,358,1,19-mexico,2018
sebastian-vettel,294,2,19-mexico,2018
kimi-raikkonen,236,3,19-mexico,2018
valtteri-bottas,227,4,19-mexico,2018
max-verstappen,216,5,19-mexico,2018
daniel-ricciardo,146,6,19-mexico,2018
nico-hulkenberg,69,7,19-mexico,2018
sergio-perez,57,8,19-mexico,2018
kevin-magnussen,53,9,19-mexico,2018
fernando-alonso,50,10,19-mexico,2018
esteban-ocon,49,11,19-mexico,2018
carlos-sainz-jr,45,12,19-mexico,2018
romain-grosjean,31,13,19-mexico,2018
pierre-gasly,29,14,19-mexico,2018
charles-leclerc,27,15,19-mexico,2018
stoffel-vandoorne,12,16,19-mexico,2018
marcus-ericsson,9,17,19-mexico,2018
lance-stroll,6,18,19-mexico,2018
brendon-hartley,4,19,19-mexico,2018
sergey-sirotkin,1,20,19-mexico,2018
lewis-hamilton,383,1,20-brazil,2018
sebastian-vettel,302,2,20-brazil,2018
kimi-raikkonen,251,3,20-brazil,2018
valtteri-bottas,237,4,20-brazil,2018
max-verstappen,234,5,20-brazil,2018
daniel-ricciardo,158,6,20-brazil,2018
nico-hulkenberg,69,7,20-brazil,2018
sergio-perez,58,8,20-brazil,2018
kevin-magnussen,55,9,20-brazil,2018
fernando-alonso,50,10,20-brazil,2018
esteban-ocon,49,11,20-brazil,2018
carlos-sainz-jr,45,12,20-brazil,2018
romain-grosjean,35,13,20-brazil,2018
charles-leclerc,33,14,20-brazil,2018
pierre-gasly,29,15,20-brazil,2018
stoffel-vandoorne,12,16,20-brazil,2018
marcus-ericsson,9,17,20-brazil,2018
lance-stroll,6,18,20-brazil,2018
brendon-hartley,4,19,20-brazil,2018
sergey-sirotkin,1,20,20-brazil,2018
lewis-hamilton,408,1,21-abu-dhabi,2018
sebastian-vettel,320,2,21-abu-dhabi,2018
kimi-raikkonen,251,3,21-abu-dhabi,2018
max-verstappen,249,4,21-abu-dhabi,2018
valtteri-bottas,247,5,21-abu-dhabi,2018
daniel-ricciardo,170,6,21-abu-dhabi,2018
nico-hulkenberg,69,7,21-abu-dhabi,2018
sergio-perez,62,8,21-abu-dhabi,2018
kevin-magnussen,56,9,21-abu-dhabi,2018
carlos-sainz-jr,53,10,21-abu-dhabi,2018
fernando-alonso,50,11,21-abu-dhabi,2018
esteban-ocon,49,12,21-abu-dhabi,2018
charles-leclerc,39,13,21-abu-dhabi,2018
romain-grosjean,37,14,21-abu-dhabi,2018
pierre-gasly,29,15,21-abu-dhabi,2018
stoffel-vandoorne,12,16,21-abu-dhabi,2018
marcus-ericsson,9,17,21-abu-dhabi,2018
lance-stroll,6,18,21-abu-dhabi,2018
brendon-hartley,4,19,21-abu-dhabi,2018
sergey-sirotkin,1,20,21-abu-dhabi,2018
