constructorId,driverId,driverNumber,engineManufacturerId,gap,grandSlam,gridPosition,interval,laps,points,position,race,reasonRetired,time,timePenalty,tyreManufacturerId,year
ferrari,fernando-alonso,3,ferrari,,,3,,56,25,1,03-china,,1:36:26.945,,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+10.168,,2,+10.168,56,18,2,03-china,,1:36:37.113,,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+12.322,,1,+2.154,56,15,3,03-china,,1:36:39.267,,pirelli,2013
red-bull,sebastian-vettel,1,renault,+12.525,,9,+0.203,56,12,4,03-china,,1:36:39.470,,pirelli,2013
mclaren,jenson-button,5,mercedes,+35.285,,8,+22.760,56,10,5,03-china,,1:37:02.230,,pirelli,2013
ferrari,felipe-massa,4,ferrari,+40.827,,5,+5.542,56,8,6,03-china,,1:37:07.772,,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+42.691,,7,+1.864,56,6,7,03-china,,1:37:09.636,,pirelli,2013
force-india,paul-di-resta,14,mercedes,+51.084,,11,+8.393,56,4,8,03-china,,1:37:18.029,,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+53.423,,6,+2.339,56,2,9,03-china,,1:37:20.368,,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+56.598,,10,+3.175,56,1,10,03-china,,1:37:23.543,,pirelli,2013
mclaren,sergio-perez,6,mercedes,+1:03.860,,12,+7.262,56,,11,03-china,,1:37:30.805,,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+1:12.604,,15,+8.744,56,,12,03-china,,1:37:39.549,,pirelli,2013
williams,valtteri-bottas,17,renault,+1:33.861,,16,+21.257,56,,13,03-china,,1:38:00.806,,pirelli,2013
williams,pastor-maldonado,16,renault,+1:35.453,,14,+1.592,56,,14,03-china,,1:38:02.398,,pirelli,2013
marussia,jules-bianchi,22,cosworth,+1 lap,,18,,55,,15,03-china,,,,pirelli,2013
caterham,charles-pic,20,renault,+1 lap,,20,,55,,16,03-china,,,,pirelli,2013
marussia,max-chilton,23,cosworth,+1 lap,,19,,55,,17,03-china,,,,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+1 lap,,21,,55,,18,03-china,,,,pirelli,2013
mercedes,nico-rosberg,9,mercedes,,,4,,21,,DNF,03-china,Suspension,,,pirelli,2013
red-bull,mark-webber,2,renault,,,PL,,15,,DNF,03-china,Wheel,,,pirelli,2013
force-india,adrian-sutil,15,mercedes,,,13,,5,,DNF,03-china,Collision damage,,,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,,,17,,4,,DNF,03-china,Collision,,,pirelli,2013
red-bull,sebastian-vettel,1,renault,,,2,,57,25,1,04-bahrain,,1:36:00.498,,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+9.111,,8,+9.111,57,18,2,04-bahrain,,1:36:09.609,,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+19.507,,11,+10.396,57,15,3,04-bahrain,,1:36:20.005,,pirelli,2013
force-india,paul-di-resta,14,mercedes,+21.727,,5,+2.220,57,12,4,04-bahrain,,1:36:22.225,,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+35.230,,9,+13.503,57,10,5,04-bahrain,,1:36:35.728,,pirelli,2013
mclaren,sergio-perez,6,mercedes,+35.998,,12,+0.768,57,8,6,04-bahrain,,1:36:36.496,,pirelli,2013
red-bull,mark-webber,2,renault,+37.244,,7,+1.246,57,6,7,04-bahrain,,1:36:37.742,,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+37.574,,3,+0.330,57,4,8,04-bahrain,,1:36:38.072,,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+41.126,,1,+3.552,57,2,9,04-bahrain,,1:36:41.624,,pirelli,2013
mclaren,jenson-button,5,mercedes,+46.631,,10,+5.505,57,1,10,04-bahrain,,1:36:47.129,,pirelli,2013
williams,pastor-maldonado,16,renault,+1:06.450,,17,+19.819,57,,11,04-bahrain,,1:37:06.948,,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+1:12.933,,14,+6.483,57,,12,04-bahrain,,1:37:13.431,,pirelli,2013
force-india,adrian-sutil,15,mercedes,+1:16.719,,6,+3.786,57,,13,04-bahrain,,1:37:17.217,,pirelli,2013
williams,valtteri-bottas,17,renault,+1:21.511,,15,+4.792,57,,14,04-bahrain,,1:37:22.009,,pirelli,2013
ferrari,felipe-massa,4,ferrari,+1:26.364,,4,+4.853,57,,15,04-bahrain,,1:37:26.862,,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+1 lap,,13,,56,,16,04-bahrain,,,,pirelli,2013
caterham,charles-pic,20,renault,+1 lap,,18,,56,,17,04-bahrain,,,,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,+1 lap,,22,,56,,18,04-bahrain,,,,pirelli,2013
marussia,jules-bianchi,22,cosworth,+1 lap,,19,,56,,19,04-bahrain,,,,pirelli,2013
marussia,max-chilton,23,cosworth,+1 lap,,21,,56,,20,04-bahrain,,,,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+2 laps,,20,,55,,21,04-bahrain,,,,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,,,16,,16,,DNF,04-bahrain,Puncture damage,,,pirelli,2013
ferrari,fernando-alonso,3,ferrari,,,5,,66,25,1,05-spain,,1:39:16.596,,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+9.338,,4,+9.338,66,18,2,05-spain,,1:39:25.934,,pirelli,2013
ferrari,felipe-massa,4,ferrari,+26.049,,9,+16.711,66,15,3,05-spain,,1:39:42.645,,pirelli,2013
red-bull,sebastian-vettel,1,renault,+38.273,,3,+12.224,66,12,4,05-spain,,1:39:54.869,,pirelli,2013
red-bull,mark-webber,2,renault,+47.963,,7,+9.690,66,10,5,05-spain,,1:40:04.559,,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+1:08.020,,1,+20.057,66,8,6,05-spain,,1:40:24.616,,pirelli,2013
force-india,paul-di-resta,14,mercedes,+1:08.988,,10,+0.968,66,6,7,05-spain,,1:40:25.584,,pirelli,2013
mclaren,jenson-button,5,mercedes,+1:19.506,,14,+10.518,66,4,8,05-spain,,1:40:36.102,,pirelli,2013
mclaren,sergio-perez,6,mercedes,+1:21.738,,8,+2.232,66,2,9,05-spain,,1:40:38.334,,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+1 lap,,11,,65,1,10,05-spain,,,,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,+1 lap,,19,,65,,11,05-spain,,,,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+1 lap,,2,,65,,12,05-spain,,,,pirelli,2013
force-india,adrian-sutil,15,mercedes,+1 lap,,13,,65,,13,05-spain,,,,pirelli,2013
williams,pastor-maldonado,16,renault,+1 lap,,17,,65,,14,05-spain,,,,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+1 lap,,15,,65,,15,05-spain,,,,pirelli,2013
williams,valtteri-bottas,17,renault,+1 lap,,16,,65,,16,05-spain,,,,pirelli,2013
caterham,charles-pic,20,renault,+1 lap,,22,,65,,17,05-spain,,,,pirelli,2013
marussia,jules-bianchi,22,cosworth,+2 laps,,20,,64,,18,05-spain,,,,pirelli,2013
marussia,max-chilton,23,cosworth,+2 laps,,21,,64,,19,05-spain,,,,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,,,12,,52,,DNF,05-spain,Collision damage,,,pirelli,2013
caterham,giedo-van-der-garde,21,renault,,,18,,21,,DNF,05-spain,Wheel,,,pirelli,2013
lotus-f1,romain-grosjean,8,renault,,,6,,8,,DNF,05-spain,Suspension,,,pirelli,2013
mercedes,nico-rosberg,9,mercedes,,,1,,78,25,1,06-monaco,,2:17:52.056,,pirelli,2013
red-bull,sebastian-vettel,1,renault,+3.888,,3,+3.888,78,18,2,06-monaco,,2:17:55.944,,pirelli,2013
red-bull,mark-webber,2,renault,+6.314,,4,+2.426,78,15,3,06-monaco,,2:17:58.370,,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+13.894,,2,+7.580,78,12,4,06-monaco,,2:18:05.950,,pirelli,2013
force-india,adrian-sutil,15,mercedes,+21.477,,8,+7.583,78,10,5,06-monaco,,2:18:13.533,,pirelli,2013
mclaren,jenson-button,5,mercedes,+23.103,,9,+1.626,78,8,6,06-monaco,,2:18:15.159,,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+26.734,,6,+3.631,78,6,7,06-monaco,,2:18:18.790,,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+27.223,,10,+0.489,78,4,8,06-monaco,,2:18:19.279,,pirelli,2013
force-india,paul-di-resta,14,mercedes,+27.608,,17,+0.385,78,2,9,06-monaco,,2:18:19.664,,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+36.582,,5,+8.974,78,1,10,06-monaco,,2:18:28.638,,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+42.572,,11,+5.990,78,,11,06-monaco,,2:18:34.628,,pirelli,2013
williams,valtteri-bottas,17,renault,+42.691,,14,+0.119,78,,12,06-monaco,,2:18:34.747,,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,+43.212,,19,+0.521,78,,13,06-monaco,,2:18:35.268,,pirelli,2013
marussia,max-chilton,23,cosworth,+49.885,,22,+6.673,78,,14,06-monaco,,2:18:41.941,,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+1:02.590,,15,+12.705,78,,15,06-monaco,,2:18:54.646,,pirelli,2013
mclaren,sergio-perez,6,mercedes,,,7,,72,,16,06-monaco,Collision damage,,,pirelli,2013
lotus-f1,romain-grosjean,8,renault,,,13,,63,,DNF,06-monaco,Collision damage,,,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,,,12,,61,,DNF,06-monaco,Collision,,,pirelli,2013
marussia,jules-bianchi,22,cosworth,,,20,,58,,DNF,06-monaco,Accident,,,pirelli,2013
williams,pastor-maldonado,16,renault,,,16,,44,,DNF,06-monaco,Collision,,,pirelli,2013
ferrari,felipe-massa,4,ferrari,,,21,,28,,DNF,06-monaco,Accident,,,pirelli,2013
caterham,charles-pic,20,renault,,,18,,7,,DNF,06-monaco,Engine,,,pirelli,2013
red-bull,sebastian-vettel,1,renault,,,1,,70,25,1,07-canada,,1:32:09.143,,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+14.408,,6,+14.408,70,18,2,07-canada,,1:32:23.551,,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+15.942,,2,+1.534,70,15,3,07-canada,,1:32:25.085,,pirelli,2013
red-bull,mark-webber,2,renault,+25.731,,5,+9.789,70,12,4,07-canada,,1:32:34.874,,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+1:09.725,,4,+43.994,70,10,5,07-canada,,1:33:18.868,,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+1 lap,,7,,69,8,6,07-canada,,,,pirelli,2013
force-india,paul-di-resta,14,mercedes,+1 lap,,17,,69,6,7,07-canada,,,,pirelli,2013
ferrari,felipe-massa,4,ferrari,+1 lap,,16,,69,4,8,07-canada,,,,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+1 lap,,10,,69,2,9,07-canada,,,,pirelli,2013
force-india,adrian-sutil,15,mercedes,+1 lap,,8,,69,1,10,07-canada,,,,pirelli,2013
mclaren,sergio-perez,6,mercedes,+1 lap,,12,,69,,11,07-canada,,,,pirelli,2013
mclaren,jenson-button,5,mercedes,+1 lap,,14,,69,,12,07-canada,,,,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+1 lap,,22,,69,,13,07-canada,,,,pirelli,2013
williams,valtteri-bottas,17,renault,+1 lap,,3,,69,,14,07-canada,,,,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+2 laps,,11,,68,,15,07-canada,,,,pirelli,2013
williams,pastor-maldonado,16,renault,+2 laps,,13,,68,,16,07-canada,,,,pirelli,2013
marussia,jules-bianchi,22,cosworth,+2 laps,,19,,68,,17,07-canada,,,,pirelli,2013
caterham,charles-pic,20,renault,+3 laps,,18,,67,,18,07-canada,,,,pirelli,2013
marussia,max-chilton,23,cosworth,+3 laps,,20,,67,,19,07-canada,,,,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,,,15,,63,,20,07-canada,Accident,,,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,,,9,,45,,DNF,07-canada,Collision damage,,,pirelli,2013
caterham,giedo-van-der-garde,21,renault,,,21,,43,,DNF,07-canada,Collision,,,pirelli,2013
mercedes,nico-rosberg,9,mercedes,,,2,,52,25,1,08-great-britain,,1:32:59.456,,pirelli,2013
red-bull,mark-webber,2,renault,+0.765,,4,+0.765,52,18,2,08-great-britain,,1:33:00.221,,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+7.124,,9,+6.359,52,15,3,08-great-britain,,1:33:06.580,,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+7.756,,1,+0.632,52,12,4,08-great-britain,,1:33:07.212,,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+11.257,,8,+3.501,52,10,5,08-great-britain,,1:33:10.713,,pirelli,2013
ferrari,felipe-massa,4,ferrari,+14.573,,11,+3.316,52,8,6,08-great-britain,,1:33:14.029,,pirelli,2013
force-india,adrian-sutil,15,mercedes,+16.335,,6,+1.762,52,6,7,08-great-britain,,1:33:15.791,,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+16.543,,5,+0.208,52,4,8,08-great-britain,,1:33:15.999,,pirelli,2013
force-india,paul-di-resta,14,mercedes,+17.943,,21,+1.400,52,2,9,08-great-britain,,1:33:17.399,,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+19.709,,14,+1.766,52,1,10,08-great-britain,,1:33:19.165,,pirelli,2013
williams,pastor-maldonado,16,renault,+21.135,,15,+1.426,52,,11,08-great-britain,,1:33:20.591,,pirelli,2013
williams,valtteri-bottas,17,renault,+25.094,,16,+3.959,52,,12,08-great-britain,,1:33:24.550,,pirelli,2013
mclaren,jenson-button,5,mercedes,+25.969,,10,+0.875,52,,13,08-great-britain,,1:33:25.425,,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,+26.285,,17,+0.316,52,,14,08-great-britain,,1:33:25.741,,pirelli,2013
caterham,charles-pic,20,renault,+31.613,,18,+5.328,52,,15,08-great-britain,,1:33:31.069,,pirelli,2013
marussia,jules-bianchi,22,cosworth,+36.097,,19,+4.484,52,,16,08-great-britain,,1:33:35.553,,pirelli,2013
marussia,max-chilton,23,cosworth,+1:07.660,,20,+31.563,52,,17,08-great-britain,,1:34:07.116,,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+1:07.759,,22,+0.099,52,,18,08-great-britain,,1:34:07.215,,pirelli,2013
lotus-f1,romain-grosjean,8,renault,,,7,,51,,19,08-great-britain,Handling,,,pirelli,2013
mclaren,sergio-perez,6,mercedes,,,13,,46,,20,08-great-britain,Puncture damage,,,pirelli,2013
red-bull,sebastian-vettel,1,renault,,,3,,41,,DNF,08-great-britain,Gearbox,,,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,,,12,,35,,DNF,08-great-britain,Puncture damage,,,pirelli,2013
red-bull,sebastian-vettel,1,renault,,,2,,60,25,1,09-germany,,1:41:14.711,,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+1.008,,4,+1.008,60,18,2,09-germany,,1:41:15.719,,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+5.830,,5,+4.822,60,15,3,09-germany,,1:41:20.541,,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+7.721,,8,+1.891,60,12,4,09-germany,,1:41:22.432,,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+26.927,,1,+19.206,60,10,5,09-germany,,1:41:41.638,,pirelli,2013
mclaren,jenson-button,5,mercedes,+27.996,,9,+1.069,60,8,6,09-germany,,1:41:42.707,,pirelli,2013
red-bull,mark-webber,2,renault,+37.562,,3,+9.566,60,6,7,09-germany,,1:41:52.273,,pirelli,2013
mclaren,sergio-perez,6,mercedes,+38.306,,13,+0.744,60,4,8,09-germany,,1:41:53.017,,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+46.821,,11,+8.515,60,2,9,09-germany,,1:42:01.532,,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+49.892,,10,+3.071,60,1,10,09-germany,,1:42:04.603,,pirelli,2013
force-india,paul-di-resta,14,mercedes,+53.771,,12,+3.879,60,,11,09-germany,,1:42:08.482,,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+56.975,,6,+3.204,60,,12,09-germany,,1:42:11.686,,pirelli,2013
force-india,adrian-sutil,15,mercedes,+57.738,,15,+0.763,60,,13,09-germany,,1:42:12.449,,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,+1:00.160,,14,+2.422,60,,14,09-germany,,1:42:14.871,,pirelli,2013
williams,pastor-maldonado,16,renault,+1:01.929,,18,+1.769,60,,15,09-germany,,1:42:16.640,,pirelli,2013
williams,valtteri-bottas,17,renault,+1 lap,,17,,59,,16,09-germany,,,,pirelli,2013
caterham,charles-pic,20,renault,+1 lap,,22,,59,,17,09-germany,,,,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+1 lap,,20,,59,,18,09-germany,,,,pirelli,2013
marussia,max-chilton,23,cosworth,+1 lap,,21,,59,,19,09-germany,,,,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,,,16,,22,,DNF,09-germany,Hydraulics,,,pirelli,2013
marussia,jules-bianchi,22,cosworth,,,19,,21,,DNF,09-germany,Engine,,,pirelli,2013
ferrari,felipe-massa,4,ferrari,,,7,,3,,DNF,09-germany,Gearbox,,,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,,,1,,70,25,1,10-hungary,,1:42:29.445,,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+10.938,,6,+10.938,70,18,2,10-hungary,,1:42:40.383,,pirelli,2013
red-bull,sebastian-vettel,1,renault,+12.459,,2,+1.521,70,15,3,10-hungary,,1:42:41.904,,pirelli,2013
red-bull,mark-webber,2,renault,+18.044,,10,+5.585,70,12,4,10-hungary,,1:42:47.489,,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+31.411,,5,+13.367,70,10,5,10-hungary,,1:43:00.856,,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+52.295,,3,+20.884,70,8,6,10-hungary,,1:43:21.740,20.000,pirelli,2013
mclaren,jenson-button,5,mercedes,+53.819,,13,+1.524,70,6,7,10-hungary,,1:43:23.264,,pirelli,2013
ferrari,felipe-massa,4,ferrari,+56.447,,7,+2.628,70,4,8,10-hungary,,1:43:25.892,,pirelli,2013
mclaren,sergio-perez,6,mercedes,+1 lap,,9,,69,2,9,10-hungary,,,,pirelli,2013
williams,pastor-maldonado,16,renault,+1 lap,,15,,69,1,10,10-hungary,,,,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+1 lap,,12,,69,,11,10-hungary,,,,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+1 lap,,14,,69,,12,10-hungary,,,,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+1 lap,,8,,69,,13,10-hungary,,,,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+2 laps,,20,,68,,14,10-hungary,,,,pirelli,2013
caterham,charles-pic,20,renault,+2 laps,,19,,68,,15,10-hungary,,,,pirelli,2013
marussia,jules-bianchi,22,cosworth,+3 laps,,21,,67,,16,10-hungary,,,,pirelli,2013
marussia,max-chilton,23,cosworth,+3 laps,,22,,67,,17,10-hungary,,,,pirelli,2013
force-india,paul-di-resta,14,mercedes,,,18,,66,,18,10-hungary,Hydraulics,,,pirelli,2013
mercedes,nico-rosberg,9,mercedes,,,4,,64,,19,10-hungary,Engine,,,pirelli,2013
williams,valtteri-bottas,17,renault,,,16,,42,,DNF,10-hungary,Hydraulics,,,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,,,17,,28,,DNF,10-hungary,Transmission,,,pirelli,2013
force-india,adrian-sutil,15,mercedes,,,11,,19,,DNF,10-hungary,Hydraulics,,,pirelli,2013
red-bull,sebastian-vettel,1,renault,,,2,,44,25,1,11-belgium,,1:23:42.196,,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+16.869,,9,+16.869,44,18,2,11-belgium,,1:23:59.065,,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+27.734,,1,+10.865,44,15,3,11-belgium,,1:24:09.930,,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+29.872,,4,+2.138,44,12,4,11-belgium,,1:24:12.068,,pirelli,2013
red-bull,mark-webber,2,renault,+33.845,,3,+3.973,44,10,5,11-belgium,,1:24:16.041,,pirelli,2013
mclaren,jenson-button,5,mercedes,+40.794,,6,+6.949,44,8,6,11-belgium,,1:24:22.990,,pirelli,2013
ferrari,felipe-massa,4,ferrari,+53.922,,10,+13.128,44,6,7,11-belgium,,1:24:36.118,,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+55.846,,7,+1.924,44,4,8,11-belgium,,1:24:38.042,,pirelli,2013
force-india,adrian-sutil,15,mercedes,+1:09.547,,12,+13.701,44,2,9,11-belgium,,1:24:51.743,,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+1:13.470,,19,+3.923,44,1,10,11-belgium,,1:24:55.666,,pirelli,2013
mclaren,sergio-perez,6,mercedes,+1:21.936,,13,+8.466,44,,11,11-belgium,,1:25:04.132,,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+1:26.740,,18,+4.804,44,,12,11-belgium,,1:25:08.936,,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+1:28.258,,11,+1.518,44,,13,11-belgium,,1:25:10.454,,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,+1:40.436,,21,+12.178,44,,14,11-belgium,,1:25:22.632,,pirelli,2013
williams,valtteri-bottas,17,renault,+1:47.456,,20,+7.020,44,,15,11-belgium,,1:25:29.652,,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+1 lap,,14,,43,,16,11-belgium,,,,pirelli,2013
williams,pastor-maldonado,16,renault,+1 lap,,17,,43,,17,11-belgium,,,,pirelli,2013
marussia,jules-bianchi,22,cosworth,+1 lap,,15,,43,,18,11-belgium,,,,pirelli,2013
marussia,max-chilton,23,cosworth,+2 laps,,16,,42,,19,11-belgium,,,,pirelli,2013
force-india,paul-di-resta,14,mercedes,,,5,,26,,DNF,11-belgium,Collision,,,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,,,8,,25,,DNF,11-belgium,Brakes,,,pirelli,2013
