constructorId,driverId,driverNumber,engineManufacturerId,gap,interval,laps,position,q1,q2,q3,race,tyreManufacturerId,year
williams,pastor-maldonado,16,renault,,,10,15,1:37.281,1:37.139,,03-china,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,,,12,16,1:37.508,1:37.199,,03-china,pirelli,2013
williams,valtteri-bottas,17,renault,,,3,17,1:37.769,,,03-china,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,,,5,18,1:37.990,,,03-china,pirelli,2013
marussia,jules-bianchi,22,cosworth,,,6,19,1:38.780,,,03-china,pirelli,2013
marussia,max-chilton,23,cosworth,,,3,20,1:39.537,,,03-china,pirelli,2013
caterham,charles-pic,20,renault,,,6,21,1:39.614,,,03-china,pirelli,2013
caterham,giedo-van-der-garde,21,renault,,,6,22,1:39.660,,,03-china,pirelli,2013
mercedes,nico-rosberg,9,mercedes,,,14,1,1:33.364,1:32.867,1:32.330,04-bahrain,pirelli,2013
red-bull,sebastian-vettel,1,renault,+0.254,+0.254,12,2,1:33.327,1:32.746,1:32.584,04-bahrain,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+0.337,+0.083,11,3,1:32.878,1:33.316,1:32.667,04-bahrain,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+0.432,+0.095,13,4,1:33.498,1:33.346,1:32.762,04-bahrain,pirelli,2013
red-bull,mark-webber,2,renault,+0.748,+0.316,13,5,1:33.966,1:33.098,1:33.078,04-bahrain,pirelli,2013
ferrari,felipe-massa,4,ferrari,+0.877,+0.129,13,6,1:33.780,1:33.358,1:33.207,04-bahrain,pirelli,2013
force-india,paul-di-resta,14,mercedes,+0.905,+0.028,14,7,1:33.762,1:33.335,1:33.235,04-bahrain,pirelli,2013
force-india,adrian-sutil,15,mercedes,+0.916,+0.011,16,8,1:34.048,1:33.378,1:33.246,04-bahrain,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+0.997,+0.081,13,9,1:33.827,1:33.146,1:33.327,04-bahrain,pirelli,2013
mclaren,jenson-button,5,mercedes,,,11,10,1:34.071,1:33.702,,04-bahrain,pirelli,2013
lotus-f1,romain-grosjean,8,renault,,,7,11,1:33.498,1:33.762,,04-bahrain,pirelli,2013
mclaren,sergio-perez,6,mercedes,,,9,12,1:34.310,1:33.914,,04-bahrain,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,,,14,13,1:34.120,1:33.974,,04-bahrain,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,,,14,14,1:34.409,1:33.976,,04-bahrain,pirelli,2013
williams,valtteri-bottas,17,renault,,,13,15,1:34.425,1:34.105,,04-bahrain,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,,,13,16,1:34.314,1:34.284,,04-bahrain,pirelli,2013
williams,pastor-maldonado,16,renault,,,6,17,1:34.425,,,04-bahrain,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,,,9,18,1:34.730,,,04-bahrain,pirelli,2013
caterham,charles-pic,20,renault,,,6,19,1:35.283,,,04-bahrain,pirelli,2013
marussia,jules-bianchi,22,cosworth,,,6,20,1:36.178,,,04-bahrain,pirelli,2013
caterham,giedo-van-der-garde,21,renault,,,7,21,1:36.304,,,04-bahrain,pirelli,2013
marussia,max-chilton,23,cosworth,,,6,22,1:36.476,,,04-bahrain,pirelli,2013
mercedes,nico-rosberg,9,mercedes,,,12,1,1:21.913,1:21.776,1:20.718,05-spain,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+0.254,+0.254,12,2,1:21.728,1:21.001,1:20.972,05-spain,pirelli,2013
red-bull,sebastian-vettel,1,renault,+0.336,+0.082,12,3,1:22.158,1:21.602,1:21.054,05-spain,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+0.459,+0.123,17,4,1:22.210,1:21.676,1:21.177,05-spain,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+0.500,+0.041,12,5,1:22.264,1:21.646,1:21.218,05-spain,pirelli,2013
ferrari,felipe-massa,4,ferrari,+0.501,+0.001,12,6,1:22.492,1:21.978,1:21.219,05-spain,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+0.590,+0.089,16,7,1:22.613,1:21.998,1:21.308,05-spain,pirelli,2013
red-bull,mark-webber,2,renault,+0.852,+0.262,12,8,1:22.342,1:21.718,1:21.570,05-spain,pirelli,2013
mclaren,sergio-perez,6,mercedes,+1.351,+0.499,13,9,1:23.116,1:21.790,1:22.069,05-spain,pirelli,2013
force-india,paul-di-resta,14,mercedes,+1.515,+0.164,17,10,1:22.663,1:22.019,1:22.233,05-spain,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,,,14,11,1:22.905,1:22.127,,05-spain,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,,,12,12,1:22.775,1:22.166,,05-spain,pirelli,2013
force-india,adrian-sutil,15,mercedes,,,12,13,1:22.952,1:22.346,,05-spain,pirelli,2013
mclaren,jenson-button,5,mercedes,,,9,14,1:23.166,1:22.355,,05-spain,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,,,13,15,1:23.058,1:22.389,,05-spain,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,,,15,16,1:23.218,1:22.793,,05-spain,pirelli,2013
williams,valtteri-bottas,17,renault,,,9,17,1:23.260,,,05-spain,pirelli,2013
williams,pastor-maldonado,16,renault,,,9,18,1:23.318,,,05-spain,pirelli,2013
caterham,giedo-van-der-garde,21,renault,,,6,19,1:24.661,,,05-spain,pirelli,2013
marussia,jules-bianchi,22,cosworth,,,6,20,1:24.713,,,05-spain,pirelli,2013
marussia,max-chilton,23,cosworth,,,6,21,1:24.996,,,05-spain,pirelli,2013
caterham,charles-pic,20,renault,,,6,22,1:25.070,,,05-spain,pirelli,2013
mercedes,nico-rosberg,9,mercedes,,,31,1,1:24.620,1:16.135,1:13.876,06-monaco,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+0.091,+0.091,31,2,1:23.779,1:16.265,1:13.967,06-monaco,pirelli,2013
red-bull,sebastian-vettel,1,renault,+0.104,+0.013,29,3,1:24.243,1:15.988,1:13.980,06-monaco,pirelli,2013
red-bull,mark-webber,2,renault,+0.305,+0.201,30,4,1:25.352,1:17.322,1:14.181,06-monaco,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+0.946,+0.641,31,5,1:25.835,1:16.040,1:14.822,06-monaco,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+0.948,+0.002,32,6,1:23.712,1:16.510,1:14.824,06-monaco,pirelli,2013
mclaren,sergio-perez,6,mercedes,+1.262,+0.314,31,7,1:24.682,1:17.748,1:15.138,06-monaco,pirelli,2013
force-india,adrian-sutil,15,mercedes,+1.507,+0.245,29,8,1:25.108,1:17.261,1:15.383,06-monaco,pirelli,2013
mclaren,jenson-button,5,mercedes,+1.771,+0.264,29,9,1:23.744,1:17.420,1:15.647,06-monaco,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+1.827,+0.056,29,10,1:23.699,1:17.623,1:15.703,06-monaco,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,,,22,11,1:25.547,1:18.331,,06-monaco,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,,,23,12,1:24.852,1:18.344,,06-monaco,pirelli,2013
lotus-f1,romain-grosjean,8,renault,,,13,13,1:23.738,1:18.603,,06-monaco,pirelli,2013
williams,valtteri-bottas,17,renault,,,22,14,1:24.681,1:19.077,,06-monaco,pirelli,2013
caterham,giedo-van-der-garde,21,renault,,,21,15,1:26.095,1:19.408,,06-monaco,pirelli,2013
williams,pastor-maldonado,16,renault,,,22,16,1:23.452,1:21.688,,06-monaco,pirelli,2013
force-india,paul-di-resta,14,mercedes,,,14,17,1:26.322,,,06-monaco,pirelli,2013
caterham,charles-pic,20,renault,,,13,18,1:26.633,,,06-monaco,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,,,12,19,1:26.917,,,06-monaco,pirelli,2013
marussia,max-chilton,23,cosworth,,,13,20,1:27.303,,,06-monaco,pirelli,2013
marussia,jules-bianchi,22,cosworth,,,1,NC,,,,06-monaco,pirelli,2013
ferrari,felipe-massa,4,ferrari,,,,NC,,,,06-monaco,pirelli,2013
red-bull,sebastian-vettel,1,renault,,,25,1,1:22.318,1:28.166,1:25.425,07-canada,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+0.087,+0.087,31,2,1:23.801,1:27.649,1:25.512,07-canada,pirelli,2013
williams,valtteri-bottas,17,renault,+0.472,+0.385,30,3,1:23.446,1:28.419,1:25.897,07-canada,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+0.583,+0.111,32,4,1:23.840,1:28.420,1:26.008,07-canada,pirelli,2013
red-bull,mark-webber,2,renault,+0.783,+0.200,30,5,1:23.247,1:28.145,1:26.208,07-canada,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+1.079,+0.296,30,6,1:23.224,1:28.788,1:26.504,07-canada,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+1.118,+0.039,32,7,1:24.159,1:28.527,1:26.543,07-canada,pirelli,2013
force-india,adrian-sutil,15,mercedes,+1.923,+0.805,29,8,1:24.551,1:28.799,1:27.348,07-canada,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+2.007,+0.084,32,9,1:24.451,1:28.667,1:27.432,07-canada,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+2.521,+0.514,31,10,1:24.770,1:29.359,1:27.946,07-canada,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,,,22,11,1:23.899,1:29.435,,07-canada,pirelli,2013
mclaren,sergio-perez,6,mercedes,,,23,12,1:24.176,1:29.761,,07-canada,pirelli,2013
williams,pastor-maldonado,16,renault,,,24,13,1:24.776,1:29.917,,07-canada,pirelli,2013
mclaren,jenson-button,5,mercedes,,,22,14,1:24.021,1:30.068,,07-canada,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,,,24,15,1:24.408,1:30.315,,07-canada,pirelli,2013
ferrari,felipe-massa,4,ferrari,,,20,16,1:23.735,1:30.354,,07-canada,pirelli,2013
force-india,paul-di-resta,14,mercedes,,,12,17,1:24.908,,,07-canada,pirelli,2013
caterham,charles-pic,20,renault,,,10,18,1:25.626,,,07-canada,pirelli,2013
lotus-f1,romain-grosjean,8,renault,,,13,19,1:25.716,,,07-canada,pirelli,2013
marussia,jules-bianchi,22,cosworth,,,12,20,1:26.508,,,07-canada,pirelli,2013
marussia,max-chilton,23,cosworth,,,12,21,1:27.062,,,07-canada,pirelli,2013
caterham,giedo-van-der-garde,21,renault,,,10,22,1:27.110,,,07-canada,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,,,12,1,1:30.995,1:31.224,1:29.607,08-great-britain,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+0.452,+0.452,12,2,1:31.355,1:31.028,1:30.059,08-great-britain,pirelli,2013
red-bull,sebastian-vettel,1,renault,+0.604,+0.152,14,3,1:31.559,1:30.990,1:30.211,08-great-britain,pirelli,2013
red-bull,mark-webber,2,renault,+0.613,+0.009,15,4,1:31.605,1:31.002,1:30.220,08-great-britain,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+1.150,+0.537,20,5,1:32.097,1:31.182,1:30.757,08-great-britain,pirelli,2013
force-india,adrian-sutil,15,mercedes,+1.301,+0.151,17,6,1:32.002,1:31.097,1:30.908,08-great-britain,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+1.348,+0.047,23,7,1:31.466,1:31.530,1:30.955,08-great-britain,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+1.355,+0.007,17,8,1:31.400,1:31.592,1:30.962,08-great-britain,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+1.372,+0.017,16,9,1:32.266,1:31.387,1:30.979,08-great-britain,pirelli,2013
mclaren,jenson-button,5,mercedes,,,12,10,1:31.979,1:31.649,,08-great-britain,pirelli,2013
ferrari,felipe-massa,4,ferrari,,,15,11,1:32.241,1:31.779,,08-great-britain,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,,,16,12,1:32.105,1:31.785,,08-great-britain,pirelli,2013
mclaren,sergio-perez,6,mercedes,,,15,13,1:31.953,1:32.082,,08-great-britain,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,,,15,14,1:32.168,1:32.211,,08-great-britain,pirelli,2013
williams,pastor-maldonado,16,renault,,,18,15,1:32.512,1:32.359,,08-great-britain,pirelli,2013
williams,valtteri-bottas,17,renault,,,10,16,1:32.664,,,08-great-britain,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,,,11,17,1:32.666,,,08-great-britain,pirelli,2013
caterham,charles-pic,20,renault,,,6,18,1:33.866,,,08-great-britain,pirelli,2013
marussia,jules-bianchi,22,cosworth,,,8,19,1:34.108,,,08-great-britain,pirelli,2013
caterham,giedo-van-der-garde,21,renault,,,3,20,1:35.481,,,08-great-britain,pirelli,2013
marussia,max-chilton,23,cosworth,,,10,21,1:35.858,,,08-great-britain,pirelli,2013
force-india,paul-di-resta,14,mercedes,,,19,EX,1:32.062,1:31.291,1:30.736,08-great-britain,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,,,14,1,1:31.131,1:30.152,1:29.398,09-germany,pirelli,2013
red-bull,sebastian-vettel,1,renault,+0.103,+0.103,14,2,1:31.269,1:29.992,1:29.501,09-germany,pirelli,2013
red-bull,mark-webber,2,renault,+0.210,+0.107,14,3,1:31.428,1:30.217,1:29.608,09-germany,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+0.494,+0.284,15,4,1:30.676,1:29.852,1:29.892,09-germany,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+0.561,+0.067,16,5,1:31.242,1:30.005,1:29.959,09-germany,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+1.130,+0.569,16,6,1:31.081,1:30.223,1:30.528,09-germany,pirelli,2013
ferrari,felipe-massa,4,ferrari,+1.728,+0.598,17,7,1:30.547,1:29.825,1:31.126,09-germany,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+1.811,+0.083,15,8,1:30.709,1:29.962,1:31.209,09-germany,pirelli,2013
mclaren,jenson-button,5,mercedes,,,16,9,1:31.181,1:30.269,,09-germany,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,,,13,10,1:31.132,1:30.231,,09-germany,pirelli,2013
mercedes,nico-rosberg,9,mercedes,,,10,11,1:31.322,1:30.326,,09-germany,pirelli,2013
force-india,paul-di-resta,14,mercedes,,,18,12,1:31.322,1:30.697,,09-germany,pirelli,2013
mclaren,sergio-perez,6,mercedes,,,16,13,1:31.498,1:30.933,,09-germany,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,,,17,14,1:31.681,1:31.010,,09-germany,pirelli,2013
force-india,adrian-sutil,15,mercedes,,,15,15,1:31.320,1:31.010,,09-germany,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,,,12,16,1:31.629,1:31.104,,09-germany,pirelli,2013
williams,valtteri-bottas,17,renault,,,8,17,1:31.693,,,09-germany,pirelli,2013
williams,pastor-maldonado,16,renault,,,6,18,1:31.707,,,09-germany,pirelli,2013
caterham,charles-pic,20,renault,,,8,19,1:32.937,,,09-germany,pirelli,2013
marussia,jules-bianchi,22,cosworth,,,9,20,1:33.063,,,09-germany,pirelli,2013
caterham,giedo-van-der-garde,21,renault,,,8,21,1:33.734,,,09-germany,pirelli,2013
marussia,max-chilton,23,cosworth,,,9,22,1:34.098,,,09-germany,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,,,15,1,1:20.363,1:19.862,1:19.388,10-hungary,pirelli,2013
red-bull,sebastian-vettel,1,renault,+0.038,+0.038,12,2,1:20.646,1:19.992,1:19.426,10-hungary,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+0.207,+0.169,15,3,1:20.447,1:20.101,1:19.595,10-hungary,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+0.332,+0.125,16,4,1:20.350,1:19.778,1:19.720,10-hungary,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+0.403,+0.071,15,5,1:20.652,1:20.183,1:19.791,10-hungary,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+0.463,+0.060,17,6,1:20.867,1:20.243,1:19.851,10-hungary,pirelli,2013
ferrari,felipe-massa,4,ferrari,+0.541,+0.078,15,7,1:21.004,1:20.460,1:19.929,10-hungary,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+1.253,+0.712,14,8,1:21.181,1:20.527,1:20.641,10-hungary,pirelli,2013
mclaren,sergio-perez,6,mercedes,+3.010,+1.757,16,9,1:21.612,1:20.545,1:22.398,10-hungary,pirelli,2013
red-bull,mark-webber,2,renault,,,13,10,1:21.264,1:20.503,,10-hungary,pirelli,2013
force-india,adrian-sutil,15,mercedes,,,17,11,1:21.471,1:20.569,,10-hungary,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,,,13,12,1:21.028,1:20.580,,10-hungary,pirelli,2013
mclaren,jenson-button,5,mercedes,,,10,13,1:21.131,1:20.777,,10-hungary,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,,,12,14,1:21.345,1:21.029,,10-hungary,pirelli,2013
williams,pastor-maldonado,16,renault,,,15,15,1:20.816,1:21.133,,10-hungary,pirelli,2013
williams,valtteri-bottas,17,renault,,,13,16,1:21.135,1:21.219,,10-hungary,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,,,11,17,1:21.724,,,10-hungary,pirelli,2013
force-india,paul-di-resta,14,mercedes,,,11,18,1:22.043,,,10-hungary,pirelli,2013
caterham,charles-pic,20,renault,,,8,19,1:23.007,,,10-hungary,pirelli,2013
caterham,giedo-van-der-garde,21,renault,,,7,20,1:23.333,,,10-hungary,pirelli,2013
marussia,jules-bianchi,22,cosworth,,,8,21,1:23.787,,,10-hungary,pirelli,2013
marussia,max-chilton,23,cosworth,,,8,22,1:23.997,,,10-hungary,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,,,22,1,2:00.368,1:49.067,2:01.012,11-belgium,pirelli,2013
red-bull,sebastian-vettel,1,renault,+0.188,+0.188,19,2,2:01.863,1:48.646,2:01.200,11-belgium,pirelli,2013
red-bull,mark-webber,2,renault,+0.313,+0.125,20,3,2:01.597,1:48.641,2:01.325,11-belgium,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+1.239,+0.926,20,4,2:01.099,1:48.552,2:02.251,11-belgium,pirelli,2013
force-india,paul-di-resta,14,mercedes,+1.320,+0.081,22,5,2:02.338,1:48.925,2:02.332,11-belgium,pirelli,2013
mclaren,jenson-button,5,mercedes,+2.063,+0.743,21,6,2:01.301,1:48.641,2:03.075,11-belgium,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+2.069,+0.006,22,7,2:02.476,1:48.649,2:03.081,11-belgium,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+2.378,+0.309,22,8,2:01.151,1:48.296,2:03.390,11-belgium,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+2.470,+0.092,21,9,2:00.190,1:48.309,2:03.482,11-belgium,pirelli,2013
ferrari,felipe-massa,4,ferrari,+3.047,+0.577,21,10,2:01.462,1:49.020,2:04.059,11-belgium,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,,,17,11,2:01.712,1:49.088,,11-belgium,pirelli,2013
force-india,adrian-sutil,15,mercedes,,,17,12,2:02.749,1:49.103,,11-belgium,pirelli,2013
mclaren,sergio-perez,6,mercedes,,,16,13,2:02.425,1:49.304,,11-belgium,pirelli,2013
caterham,giedo-van-der-garde,21,renault,,,15,14,2:00.564,1:52.036,,11-belgium,pirelli,2013
marussia,jules-bianchi,22,cosworth,,,16,15,2:02.110,1:52.563,,11-belgium,pirelli,2013
marussia,max-chilton,23,cosworth,,,17,16,2:02.948,1:52.762,,11-belgium,pirelli,2013
williams,pastor-maldonado,16,renault,,,10,17,2:03.072,,,11-belgium,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,,,10,18,2:03.300,,,11-belgium,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,,,10,19,2:03.317,,,11-belgium,pirelli,2013
williams,valtteri-bottas,17,renault,,,10,20,2:03.432,,,11-belgium,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,,,10,21,2:04.324,,,11-belgium,pirelli,2013
caterham,charles-pic,20,renault,,,8,22,2:07.384,,,11-belgium,pirelli,2013
red-bull,sebastian-vettel,1,renault,,,15,1,1:24.319,1:23.977,1:23.755,12-italy,pirelli,2013
red-bull,mark-webber,2,renault,+0.213,+0.213,18,2,1:24.923,1:24.263,1:23.968,12-italy,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+0.310,+0.097,21,3,1:24.776,1:24.305,1:24.065,12-italy,pirelli,2013
ferrari,felipe-massa,4,ferrari,+0.377,+0.067,21,4,1:24.950,1:24.479,1:24.132,12-italy,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+0.387,+0.010,15,5,1:24.661,1:24.227,1:24.142,12-italy,pirelli,2013
