constructorId,driverId,driverNumber,engineManufacturerId,gap,interval,lap,position,race,time,tyreManufacturerId,year
toro-rosso,daniil-kvyat,26,toro-rosso,+25.504,+18.016,10,16,14-singapore,2:10.512,pirelli,2017
mclaren,fernando-alonso,14,honda,+28.571,+3.067,6,17,14-singapore,2:13.579,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,,,41,1,15-malaysia,1:34.080,pirelli,2017
renault,nico-hulkenberg,27,renault,+0.186,+0.186,52,2,15-malaysia,1:34.266,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+0.372,+0.186,48,3,15-malaysia,1:34.452,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+0.387,+0.015,50,4,15-malaysia,1:34.467,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+0.690,+0.303,55,5,15-malaysia,1:34.770,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+1.204,+0.514,44,6,15-malaysia,1:35.284,pirelli,2017
force-india,sergio-perez,11,mercedes,+1.511,+0.307,32,7,15-malaysia,1:35.591,pirelli,2017
haas,romain-grosjean,8,ferrari,+1.716,+0.205,49,8,15-malaysia,1:35.796,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+1.851,+0.135,49,9,15-malaysia,1:35.931,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+2.315,+0.464,53,10,15-malaysia,1:36.395,pirelli,2017
mclaren,fernando-alonso,14,honda,+2.421,+0.106,55,11,15-malaysia,1:36.501,pirelli,2017
williams,lance-stroll,18,mercedes,+2.547,+0.126,46,12,15-malaysia,1:36.627,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+2.550,+0.003,54,13,15-malaysia,1:36.630,pirelli,2017
williams,felipe-massa,19,mercedes,+2.864,+0.314,44,14,15-malaysia,1:36.944,pirelli,2017
force-india,esteban-ocon,31,mercedes,+2.995,+0.131,36,15,15-malaysia,1:37.075,pirelli,2017
toro-rosso,pierre-gasly,10,toro-rosso,+3.090,+0.095,45,16,15-malaysia,1:37.170,pirelli,2017
renault,jolyon-palmer,30,renault,+3.106,+0.016,45,17,15-malaysia,1:37.186,pirelli,2017
haas,kevin-magnussen,20,ferrari,+3.112,+0.006,46,18,15-malaysia,1:37.192,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+4.043,+0.931,27,19,15-malaysia,1:38.123,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,,,50,1,16-japan,1:33.144,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+0.031,+0.031,50,2,16-japan,1:33.175,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+0.550,+0.519,52,3,16-japan,1:33.694,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+0.580,+0.030,49,4,16-japan,1:33.724,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+0.586,+0.006,51,5,16-japan,1:33.730,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+0.636,+0.050,43,6,16-japan,1:33.780,pirelli,2017
renault,jolyon-palmer,30,renault,+0.951,+0.315,50,7,16-japan,1:34.095,pirelli,2017
toro-rosso,pierre-gasly,10,toro-rosso,+1.389,+0.438,45,8,16-japan,1:34.533,pirelli,2017
williams,lance-stroll,18,mercedes,+1.404,+0.015,37,9,16-japan,1:34.548,pirelli,2017
force-india,sergio-perez,11,mercedes,+1.600,+0.196,23,10,16-japan,1:34.744,pirelli,2017
force-india,esteban-ocon,31,mercedes,+1.699,+0.099,50,11,16-japan,1:34.843,pirelli,2017
mclaren,fernando-alonso,14,honda,+1.967,+0.268,45,12,16-japan,1:35.111,pirelli,2017
haas,kevin-magnussen,20,ferrari,+2.194,+0.227,50,13,16-japan,1:35.338,pirelli,2017
haas,romain-grosjean,8,ferrari,+2.203,+0.009,50,14,16-japan,1:35.347,pirelli,2017
renault,nico-hulkenberg,27,renault,+2.739,+0.536,28,15,16-japan,1:35.883,pirelli,2017
williams,felipe-massa,19,mercedes,+2.799,+0.060,50,16,16-japan,1:35.943,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+3.286,+0.487,27,17,16-japan,1:36.430,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+5.452,+2.166,7,18,16-japan,1:38.596,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+33.313,+27.861,2,19,16-japan,2:06.457,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,,,51,1,17-united-states,1:37.766,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.001,+0.001,54,2,17-united-states,1:37.767,pirelli,2017
haas,kevin-magnussen,20,ferrari,+0.127,+0.126,51,3,17-united-states,1:37.893,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+0.294,+0.167,39,4,17-united-states,1:38.060,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+1.010,+0.716,48,5,17-united-states,1:38.776,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+1.043,+0.033,42,6,17-united-states,1:38.809,pirelli,2017
williams,lance-stroll,18,mercedes,+1.900,+0.857,38,7,17-united-states,1:39.666,pirelli,2017
toro-rosso,brendon-hartley,39,toro-rosso,+2.213,+0.313,47,8,17-united-states,1:39.979,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+2.336,+0.123,14,9,17-united-states,1:40.102,pirelli,2017
williams,felipe-massa,19,mercedes,+2.365,+0.029,36,10,17-united-states,1:40.131,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+2.583,+0.218,27,11,17-united-states,1:40.349,pirelli,2017
renault,carlos-sainz-jr,55,renault,+2.696,+0.113,43,12,17-united-states,1:40.462,pirelli,2017
force-india,esteban-ocon,31,mercedes,+2.733,+0.037,53,13,17-united-states,1:40.499,pirelli,2017
force-india,sergio-perez,11,mercedes,+3.085,+0.352,14,14,17-united-states,1:40.851,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,+3.205,+0.120,19,15,17-united-states,1:40.971,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+3.275,+0.070,42,16,17-united-states,1:41.041,pirelli,2017
haas,romain-grosjean,8,ferrari,+3.493,+0.218,36,17,17-united-states,1:41.259,pirelli,2017
mclaren,fernando-alonso,14,honda,+3.771,+0.278,21,18,17-united-states,1:41.537,pirelli,2017
renault,nico-hulkenberg,27,renault,+6.504,+2.733,2,19,17-united-states,1:44.270,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+9.307,+2.803,2,20,17-united-states,1:47.073,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,,,68,1,18-mexico,1:18.785,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+0.107,+0.107,65,2,18-mexico,1:18.892,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.589,+0.482,70,3,18-mexico,1:19.374,pirelli,2017
force-india,sergio-perez,11,mercedes,+1.144,+0.555,54,4,18-mexico,1:19.929,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+1.160,+0.016,69,5,18-mexico,1:19.945,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+1.269,+0.109,59,6,18-mexico,1:20.054,pirelli,2017
haas,romain-grosjean,8,ferrari,+1.560,+0.291,64,7,18-mexico,1:20.345,pirelli,2017
toro-rosso,pierre-gasly,10,toro-rosso,+2.074,+0.514,70,8,18-mexico,1:20.859,pirelli,2017
force-india,esteban-ocon,31,mercedes,+2.161,+0.087,67,9,18-mexico,1:20.946,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+2.187,+0.026,66,10,18-mexico,1:20.972,pirelli,2017
mclaren,fernando-alonso,14,honda,+2.229,+0.042,50,11,18-mexico,1:21.014,pirelli,2017
williams,lance-stroll,18,mercedes,+2.277,+0.048,53,12,18-mexico,1:21.062,pirelli,2017
williams,felipe-massa,19,mercedes,+2.351,+0.074,55,13,18-mexico,1:21.136,pirelli,2017
haas,kevin-magnussen,20,ferrari,+2.429,+0.078,68,14,18-mexico,1:21.214,pirelli,2017
renault,carlos-sainz-jr,55,renault,+2.575,+0.146,34,15,18-mexico,1:21.360,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+2.853,+0.278,56,16,18-mexico,1:21.638,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+2.901,+0.048,54,17,18-mexico,1:21.686,pirelli,2017
renault,nico-hulkenberg,27,renault,+2.906,+0.005,18,18,18-mexico,1:21.691,pirelli,2017
toro-rosso,brendon-hartley,28,toro-rosso,+3.787,+0.881,28,19,18-mexico,1:22.572,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+4.004,+0.217,4,20,18-mexico,1:22.789,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,,,64,1,19-brazil,1:11.044,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+0.801,+0.801,63,2,19-brazil,1:11.845,pirelli,2017
williams,lance-stroll,18,mercedes,+0.818,+0.017,69,3,19-brazil,1:11.862,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+0.985,+0.167,71,4,19-brazil,1:12.029,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+1.422,+0.437,58,5,19-brazil,1:12.466,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+1.448,+0.026,61,6,19-brazil,1:12.492,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+1.495,+0.047,63,7,19-brazil,1:12.539,pirelli,2017
force-india,sergio-perez,11,mercedes,+2.008,+0.513,61,8,19-brazil,1:13.052,pirelli,2017
toro-rosso,pierre-gasly,10,toro-rosso,+2.279,+0.271,61,9,19-brazil,1:13.323,pirelli,2017
mclaren,fernando-alonso,14,honda,+2.407,+0.128,57,10,19-brazil,1:13.451,pirelli,2017
williams,felipe-massa,19,mercedes,+2.408,+0.001,60,11,19-brazil,1:13.452,pirelli,2017
haas,romain-grosjean,8,ferrari,+2.488,+0.080,66,12,19-brazil,1:13.532,pirelli,2017
renault,carlos-sainz-jr,55,renault,+2.581,+0.093,67,13,19-brazil,1:13.625,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+2.622,+0.041,70,14,19-brazil,1:13.666,pirelli,2017
renault,nico-hulkenberg,27,renault,+2.714,+0.092,57,15,19-brazil,1:13.758,pirelli,2017
toro-rosso,brendon-hartley,28,toro-rosso,+3.614,+0.900,29,16,19-brazil,1:14.658,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+3.768,+0.154,60,17,19-brazil,1:14.812,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,,,52,1,20-abu-dhabi,1:40.650,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+0.120,+0.120,55,2,20-abu-dhabi,1:40.770,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+0.823,+0.703,51,3,20-abu-dhabi,1:41.473,pirelli,2017
mclaren,fernando-alonso,14,honda,+1.019,+0.196,54,4,20-abu-dhabi,1:41.669,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+1.378,+0.359,43,5,20-abu-dhabi,1:42.028,pirelli,2017
williams,lance-stroll,18,mercedes,+1.674,+0.296,52,6,20-abu-dhabi,1:42.324,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+1.688,+0.014,53,7,20-abu-dhabi,1:42.338,pirelli,2017
renault,nico-hulkenberg,27,renault,+1.726,+0.038,53,8,20-abu-dhabi,1:42.376,pirelli,2017
haas,romain-grosjean,8,ferrari,+1.787,+0.061,51,9,20-abu-dhabi,1:42.437,pirelli,2017
force-india,esteban-ocon,31,mercedes,+1.959,+0.172,47,10,20-abu-dhabi,1:42.609,pirelli,2017
force-india,sergio-perez,11,mercedes,+2.039,+0.080,52,11,20-abu-dhabi,1:42.689,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+2.107,+0.068,13,12,20-abu-dhabi,1:42.757,pirelli,2017
williams,felipe-massa,19,mercedes,+2.376,+0.269,45,13,20-abu-dhabi,1:43.026,pirelli,2017
renault,carlos-sainz-jr,55,renault,+2.728,+0.352,26,14,20-abu-dhabi,1:43.378,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+2.917,+0.189,36,15,20-abu-dhabi,1:43.567,pirelli,2017
toro-rosso,pierre-gasly,10,toro-rosso,+3.194,+0.277,33,16,20-abu-dhabi,1:43.844,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+3.217,+0.023,50,17,20-abu-dhabi,1:43.867,pirelli,2017
toro-rosso,brendon-hartley,28,toro-rosso,+3.247,+0.030,52,18,20-abu-dhabi,1:43.897,pirelli,2017
haas,kevin-magnussen,20,ferrari,+3.278,+0.031,50,19,20-abu-dhabi,1:43.928,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+3.336,+0.058,50,20,20-abu-dhabi,1:43.986,pirelli,2017
