constructorId,driverId,driverNumber,engineManufacturerId,gap,interval,lap,position,race,time,tyreManufacturerId,year
force-india,esteban-ocon,31,mercedes,+2.381,+0.093,39,11,03-bahrain,1:35.179,pirelli,2017
renault,nico-hulkenberg,27,renault,+2.574,+0.193,40,12,03-bahrain,1:35.372,pirelli,2017
renault,jolyon-palmer,30,renault,+2.754,+0.180,43,13,03-bahrain,1:35.552,pirelli,2017
mclaren,fernando-alonso,14,honda,+2.797,+0.043,47,14,03-bahrain,1:35.595,pirelli,2017
williams,lance-stroll,18,mercedes,+3.505,+0.708,10,15,03-bahrain,1:36.303,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+3.883,+0.378,4,16,03-bahrain,1:36.681,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+3.988,+0.105,43,17,03-bahrain,1:36.786,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+5.228,+1.240,8,18,03-bahrain,1:38.026,pirelli,2017
haas,kevin-magnussen,20,ferrari,+5.920,+0.692,6,19,03-bahrain,1:38.718,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,,,49,1,04-russia,1:36.844,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+0.468,+0.468,49,2,04-russia,1:37.312,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.523,+0.055,49,3,04-russia,1:37.367,pirelli,2017
williams,felipe-massa,19,mercedes,+1.388,+0.865,45,4,04-russia,1:38.232,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,+1.456,+0.068,50,5,04-russia,1:38.300,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+1.554,+0.098,18,6,04-russia,1:38.398,pirelli,2017
renault,nico-hulkenberg,27,renault,+1.574,+0.020,52,7,04-russia,1:38.418,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+1.585,+0.011,47,8,04-russia,1:38.429,pirelli,2017
force-india,sergio-perez,11,mercedes,+1.817,+0.232,51,9,04-russia,1:38.661,pirelli,2017
force-india,esteban-ocon,31,mercedes,+1.901,+0.084,50,10,04-russia,1:38.745,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+2.014,+0.113,51,11,04-russia,1:38.858,pirelli,2017
williams,lance-stroll,18,mercedes,+2.026,+0.012,50,12,04-russia,1:38.870,pirelli,2017
haas,kevin-magnussen,20,ferrari,+2.722,+0.696,40,13,04-russia,1:39.566,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+2.946,+0.224,47,14,04-russia,1:39.790,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+2.991,+0.045,48,15,04-russia,1:39.835,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+4.078,+1.087,37,16,04-russia,1:40.922,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+5.441,+1.363,4,17,04-russia,1:42.285,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,,,64,1,05-spain,1:23.593,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+0.081,+0.081,43,2,05-spain,1:23.674,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+0.093,+0.012,40,3,05-spain,1:23.686,pirelli,2017
mclaren,fernando-alonso,14,honda,+0.301,+0.208,64,4,05-spain,1:23.894,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+1.103,+0.802,28,5,05-spain,1:24.696,pirelli,2017
renault,jolyon-palmer,30,renault,+1.250,+0.147,44,6,05-spain,1:24.843,pirelli,2017
force-india,sergio-perez,11,mercedes,+2.162,+0.912,51,7,05-spain,1:25.755,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,+2.383,+0.221,37,8,05-spain,1:25.976,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+2.593,+0.210,61,9,05-spain,1:26.186,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+2.620,+0.027,60,10,05-spain,1:26.213,pirelli,2017
force-india,esteban-ocon,31,mercedes,+2.683,+0.063,40,11,05-spain,1:26.276,pirelli,2017
haas,kevin-magnussen,20,ferrari,+2.778,+0.095,15,12,05-spain,1:26.371,pirelli,2017
williams,felipe-massa,19,mercedes,+2.879,+0.101,64,13,05-spain,1:26.472,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+2.883,+0.004,58,14,05-spain,1:26.476,pirelli,2017
renault,nico-hulkenberg,27,renault,+3.110,+0.227,56,15,05-spain,1:26.703,pirelli,2017
williams,lance-stroll,18,mercedes,+3.245,+0.135,50,16,05-spain,1:26.838,pirelli,2017
haas,romain-grosjean,8,ferrari,+3.278,+0.033,50,17,05-spain,1:26.871,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+3.961,+0.683,14,18,05-spain,1:27.554,pirelli,2017
force-india,sergio-perez,11,mercedes,,,76,1,06-monaco,1:14.820,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+0.418,+0.418,38,2,06-monaco,1:15.238,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+0.707,+0.289,39,3,06-monaco,1:15.527,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+0.936,+0.229,51,4,06-monaco,1:15.756,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+1.005,+0.069,54,5,06-monaco,1:15.825,pirelli,2017
williams,lance-stroll,18,mercedes,+1.255,+0.250,71,6,06-monaco,1:16.075,pirelli,2017
haas,kevin-magnussen,20,ferrari,+1.493,+0.238,44,7,06-monaco,1:16.313,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+1.509,+0.016,56,8,06-monaco,1:16.329,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+1.619,+0.110,22,9,06-monaco,1:16.439,pirelli,2017
force-india,esteban-ocon,31,mercedes,+1.662,+0.043,52,10,06-monaco,1:16.482,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,+1.719,+0.057,43,11,06-monaco,1:16.539,pirelli,2017
williams,felipe-massa,19,mercedes,+1.723,+0.004,50,12,06-monaco,1:16.543,pirelli,2017
renault,jolyon-palmer,30,renault,+1.794,+0.071,55,13,06-monaco,1:16.614,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+1.829,+0.035,39,14,06-monaco,1:16.649,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+1.845,+0.016,45,15,06-monaco,1:16.665,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+2.009,+0.164,39,16,06-monaco,1:16.829,pirelli,2017
mclaren,jenson-button,22,honda,+2.092,+0.083,47,17,06-monaco,1:16.912,pirelli,2017
haas,romain-grosjean,8,ferrari,+2.275,+0.183,45,18,06-monaco,1:17.095,pirelli,2017
renault,nico-hulkenberg,27,renault,+3.065,+0.790,13,19,06-monaco,1:17.885,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+3.214,+0.149,25,20,06-monaco,1:18.034,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,,,64,1,07-canada,1:14.551,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+0.168,+0.168,70,2,07-canada,1:14.719,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+0.837,+0.669,59,3,07-canada,1:15.388,pirelli,2017
mclaren,fernando-alonso,14,honda,+1.302,+0.465,63,4,07-canada,1:15.853,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+1.343,+0.041,65,5,07-canada,1:15.894,pirelli,2017
williams,lance-stroll,18,mercedes,+1.428,+0.085,64,6,07-canada,1:15.979,pirelli,2017
renault,nico-hulkenberg,27,renault,+1.585,+0.157,64,7,07-canada,1:16.136,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+1.614,+0.029,67,8,07-canada,1:16.165,pirelli,2017
force-india,esteban-ocon,31,mercedes,+1.696,+0.082,68,9,07-canada,1:16.247,pirelli,2017
haas,kevin-magnussen,20,ferrari,+1.790,+0.094,65,10,07-canada,1:16.341,pirelli,2017
force-india,sergio-perez,11,mercedes,+1.816,+0.026,62,11,07-canada,1:16.367,pirelli,2017
renault,jolyon-palmer,30,renault,+2.153,+0.337,64,12,07-canada,1:16.704,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,+2.162,+0.009,33,13,07-canada,1:16.713,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+2.223,+0.061,69,14,07-canada,1:16.774,pirelli,2017
haas,romain-grosjean,8,ferrari,+2.398,+0.175,58,15,07-canada,1:16.949,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+2.444,+0.046,50,16,07-canada,1:16.995,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+2.540,+0.096,66,17,07-canada,1:17.091,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+2.636,+0.096,9,18,07-canada,1:17.187,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,,,47,1,08-azerbaijan,1:43.441,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+0.028,+0.028,46,2,08-azerbaijan,1:43.469,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.484,+0.456,51,3,08-azerbaijan,1:43.925,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+1.441,+0.957,46,4,08-azerbaijan,1:44.882,pirelli,2017
williams,lance-stroll,18,mercedes,+1.667,+0.226,44,5,08-azerbaijan,1:45.108,pirelli,2017
mclaren,fernando-alonso,14,honda,+1.727,+0.060,49,6,08-azerbaijan,1:45.168,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+2.101,+0.374,44,7,08-azerbaijan,1:45.542,pirelli,2017
force-india,sergio-perez,11,mercedes,+2.147,+0.046,37,8,08-azerbaijan,1:45.588,pirelli,2017
force-india,esteban-ocon,31,mercedes,+2.193,+0.046,39,9,08-azerbaijan,1:45.634,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+2.425,+0.232,46,10,08-azerbaijan,1:45.866,pirelli,2017
haas,kevin-magnussen,20,ferrari,+2.871,+0.446,45,11,08-azerbaijan,1:46.312,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+2.957,+0.086,10,12,08-azerbaijan,1:46.398,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+3.207,+0.250,45,13,08-azerbaijan,1:46.648,pirelli,2017
haas,romain-grosjean,8,ferrari,+3.390,+0.183,45,14,08-azerbaijan,1:46.831,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+3.679,+0.289,46,15,08-azerbaijan,1:47.120,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+3.745,+0.066,45,16,08-azerbaijan,1:47.186,pirelli,2017
williams,felipe-massa,19,mercedes,+3.899,+0.154,10,17,08-azerbaijan,1:47.340,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,+4.953,+1.054,9,18,08-azerbaijan,1:48.394,pirelli,2017
renault,nico-hulkenberg,27,renault,+5.095,+0.142,9,19,08-azerbaijan,1:48.536,pirelli,2017
renault,jolyon-palmer,30,renault,+8.232,+3.137,5,20,08-azerbaijan,1:51.673,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,,,69,1,09-austria,1:07.411,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+0.031,+0.031,69,2,09-austria,1:07.442,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+0.075,+0.044,68,3,09-austria,1:07.486,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+0.085,+0.010,69,4,09-austria,1:07.496,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.436,+0.351,51,5,09-austria,1:07.847,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,+0.650,+0.214,57,6,09-austria,1:08.061,pirelli,2017
williams,felipe-massa,19,mercedes,+1.008,+0.358,49,7,09-austria,1:08.419,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+1.011,+0.003,67,8,09-austria,1:08.422,pirelli,2017
force-india,sergio-perez,11,mercedes,+1.059,+0.048,58,9,09-austria,1:08.470,pirelli,2017
haas,romain-grosjean,8,ferrari,+1.179,+0.120,65,10,09-austria,1:08.590,pirelli,2017
renault,jolyon-palmer,30,renault,+1.241,+0.062,64,11,09-austria,1:08.652,pirelli,2017
force-india,esteban-ocon,31,mercedes,+1.248,+0.007,68,12,09-austria,1:08.659,pirelli,2017
williams,lance-stroll,18,mercedes,+1.366,+0.118,67,13,09-austria,1:08.777,pirelli,2017
renault,nico-hulkenberg,27,renault,+1.632,+0.266,64,14,09-austria,1:09.043,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+1.739,+0.107,42,15,09-austria,1:09.150,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+1.830,+0.091,60,16,09-austria,1:09.241,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+1.873,+0.043,56,17,09-austria,1:09.284,pirelli,2017
haas,kevin-magnussen,20,ferrari,+2.991,+1.118,23,18,09-austria,1:10.402,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,,,48,1,10-great-britain,1:30.621,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+0.057,+0.057,51,2,10-great-britain,1:30.678,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.284,+0.227,46,3,10-great-britain,1:30.905,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+0.896,+0.612,44,4,10-great-britain,1:31.517,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+1.251,+0.355,38,5,10-great-britain,1:31.872,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+1.253,+0.002,47,6,10-great-britain,1:31.874,pirelli,2017
haas,romain-grosjean,8,ferrari,+1.669,+0.416,45,7,10-great-britain,1:32.290,pirelli,2017
renault,nico-hulkenberg,27,renault,+1.956,+0.287,43,8,10-great-britain,1:32.577,pirelli,2017
haas,kevin-magnussen,20,ferrari,+2.062,+0.106,41,9,10-great-britain,1:32.683,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+2.498,+0.436,30,10,10-great-britain,1:33.119,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+2.721,+0.223,34,11,10-great-britain,1:33.342,pirelli,2017
williams,lance-stroll,18,mercedes,+2.779,+0.058,44,12,10-great-britain,1:33.400,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+2.843,+0.064,43,13,10-great-britain,1:33.464,pirelli,2017
force-india,sergio-perez,11,mercedes,+2.883,+0.040,42,14,10-great-britain,1:33.504,pirelli,2017
force-india,esteban-ocon,31,mercedes,+2.900,+0.017,39,15,10-great-britain,1:33.521,pirelli,2017
williams,felipe-massa,19,mercedes,+2.941,+0.041,39,16,10-great-britain,1:33.562,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,+2.973,+0.032,29,17,10-great-britain,1:33.594,pirelli,2017
mclaren,fernando-alonso,14,honda,+3.642,+0.669,22,18,10-great-britain,1:34.263,pirelli,2017
mclaren,fernando-alonso,14,honda,,,69,1,11-hungary,1:20.182,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+0.279,+0.279,70,2,11-hungary,1:20.461,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+0.308,+0.029,44,3,11-hungary,1:20.490,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+0.625,+0.317,69,4,11-hungary,1:20.807,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+0.636,+0.011,66,5,11-hungary,1:20.818,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+1.032,+0.396,68,6,11-hungary,1:21.214,pirelli,2017
renault,jolyon-palmer,30,renault,+1.407,+0.375,68,7,11-hungary,1:21.589,pirelli,2017
renault,nico-hulkenberg,27,renault,+1.429,+0.022,61,8,11-hungary,1:21.611,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,+1.449,+0.020,42,9,11-hungary,1:21.631,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+1.570,+0.121,66,10,11-hungary,1:21.752,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+1.689,+0.119,67,11,11-hungary,1:21.871,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+1.778,+0.089,44,12,11-hungary,1:21.960,pirelli,2017
haas,kevin-magnussen,20,ferrari,+1.918,+0.140,67,13,11-hungary,1:22.100,pirelli,2017
force-india,sergio-perez,11,mercedes,+1.923,+0.005,68,14,11-hungary,1:22.105,pirelli,2017
force-india,esteban-ocon,31,mercedes,+2.249,+0.326,60,15,11-hungary,1:22.431,pirelli,2017
williams,lance-stroll,18,mercedes,+2.648,+0.399,53,16,11-hungary,1:22.830,pirelli,2017
williams,paul-di-resta,40,mercedes,+3.060,+0.412,49,17,11-hungary,1:23.242,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+3.391,+0.331,50,18,11-hungary,1:23.573,pirelli,2017
haas,romain-grosjean,8,ferrari,+4.520,+1.129,19,19,11-hungary,1:24.702,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,,,41,1,12-belgium,1:46.577,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+0.026,+0.026,35,2,12-belgium,1:46.603,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+0.972,+0.946,44,3,12-belgium,1:47.549,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+1.144,+0.172,37,4,12-belgium,1:47.721,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+1.153,+0.009,36,5,12-belgium,1:47.730,pirelli,2017
force-india,sergio-perez,11,mercedes,+1.723,+0.570,27,6,12-belgium,1:48.300,pirelli,2017
renault,nico-hulkenberg,27,renault,+2.345,+0.622,39,7,12-belgium,1:48.922,pirelli,2017
haas,romain-grosjean,8,ferrari,+2.510,+0.165,37,8,12-belgium,1:49.087,pirelli,2017
haas,kevin-magnussen,20,ferrari,+2.549,+0.039,36,9,12-belgium,1:49.126,pirelli,2017
renault,jolyon-palmer,30,renault,+2.706,+0.157,44,10,12-belgium,1:49.283,pirelli,2017
williams,felipe-massa,19,mercedes,+3.060,+0.354,37,11,12-belgium,1:49.637,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,+3.131,+0.071,39,12,12-belgium,1:49.708,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+3.132,+0.001,39,13,12-belgium,1:49.709,pirelli,2017
force-india,esteban-ocon,31,mercedes,+3.144,+0.012,37,14,12-belgium,1:49.721,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+3.330,+0.186,44,15,12-belgium,1:49.907,pirelli,2017
williams,lance-stroll,18,mercedes,+3.966,+0.636,41,16,12-belgium,1:50.543,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+4.198,+0.232,25,17,12-belgium,1:50.775,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+4.445,+0.247,5,18,12-belgium,1:51.022,pirelli,2017
mclaren,fernando-alonso,14,honda,+5.143,+0.698,12,19,12-belgium,1:51.720,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,,,49,1,13-italy,1:23.361,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+0.127,+0.127,50,2,13-italy,1:23.488,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.361,+0.234,53,3,13-italy,1:23.722,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+0.536,+0.175,51,4,13-italy,1:23.897,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+0.990,+0.454,48,5,13-italy,1:24.351,pirelli,2017
force-india,sergio-perez,11,mercedes,+1.607,+0.617,48,6,13-italy,1:24.968,pirelli,2017
haas,romain-grosjean,8,ferrari,+1.659,+0.052,48,7,13-italy,1:25.020,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+1.693,+0.034,43,8,13-italy,1:25.054,pirelli,2017
williams,felipe-massa,19,mercedes,+2.116,+0.423,30,9,13-italy,1:25.477,pirelli,2017
williams,lance-stroll,18,mercedes,+2.264,+0.148,51,10,13-italy,1:25.625,pirelli,2017
force-india,esteban-ocon,31,mercedes,+2.291,+0.027,53,11,13-italy,1:25.652,pirelli,2017
renault,jolyon-palmer,30,renault,+2.391,+0.100,27,12,13-italy,1:25.752,pirelli,2017
mclaren,fernando-alonso,14,honda,+2.510,+0.119,44,13,13-italy,1:25.871,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,+2.533,+0.023,43,14,13-italy,1:25.894,pirelli,2017
haas,kevin-magnussen,20,ferrari,+2.676,+0.143,48,15,13-italy,1:26.037,pirelli,2017
renault,nico-hulkenberg,27,renault,+2.770,+0.094,46,16,13-italy,1:26.131,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+2.849,+0.079,46,17,13-italy,1:26.210,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+3.186,+0.337,47,18,13-italy,1:26.547,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+3.551,+0.365,30,19,13-italy,1:26.912,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+4.302,+0.751,20,20,13-italy,1:27.663,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,,,55,1,14-singapore,1:45.008,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+0.293,+0.293,57,2,14-singapore,1:45.301,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.397,+0.104,54,3,14-singapore,1:45.405,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+1.529,+1.132,52,4,14-singapore,1:46.537,pirelli,2017
renault,jolyon-palmer,30,renault,+1.714,+0.185,52,5,14-singapore,1:46.722,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+1.714,+0.000,57,6,14-singapore,1:46.722,pirelli,2017
force-india,sergio-perez,11,mercedes,+1.723,+0.009,52,7,14-singapore,1:46.731,pirelli,2017
williams,felipe-massa,19,mercedes,+2.047,+0.324,58,8,14-singapore,1:47.055,pirelli,2017
williams,lance-stroll,18,mercedes,+2.504,+0.457,55,9,14-singapore,1:47.512,pirelli,2017
haas,kevin-magnussen,20,ferrari,+2.577,+0.073,44,10,14-singapore,1:47.585,pirelli,2017
haas,romain-grosjean,8,ferrari,+2.629,+0.052,54,11,14-singapore,1:47.637,pirelli,2017
force-india,esteban-ocon,31,mercedes,+2.669,+0.040,52,12,14-singapore,1:47.677,pirelli,2017
renault,nico-hulkenberg,27,renault,+3.003,+0.334,37,13,14-singapore,1:48.011,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+4.053,+1.050,56,14,14-singapore,1:49.061,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+7.488,+3.435,35,15,14-singapore,1:52.496,pirelli,2017
