constructorId,engineManufacturerId,points,position,race,year
ferrari,ferrari,409,2,16-russia,2019
red-bull,honda,311,3,16-russia,2019
mclaren,renault,101,4,16-russia,2019
renault,renault,68,5,16-russia,2019
toro-rosso,honda,55,6,16-russia,2019
racing-point,bwt-mercedes,52,7,16-russia,2019
alfa-romeo,ferrari,35,8,16-russia,2019
haas,ferrari,28,9,16-russia,2019
williams,mercedes,1,10,16-russia,2019
mercedes,mercedes,612,1,17-japan,2019
ferrari,ferrari,435,2,17-japan,2019
red-bull,honda,323,3,17-japan,2019
mclaren,renault,111,4,17-japan,2019
renault,renault,68,5,17-japan,2019
toro-rosso,honda,62,6,17-japan,2019
racing-point,bwt-mercedes,58,7,17-japan,2019
alfa-romeo,ferrari,35,8,17-japan,2019
haas,ferrari,28,9,17-japan,2019
williams,mercedes,1,10,17-japan,2019
mercedes,mercedes,652,1,18-mexico,2019
ferrari,ferrari,466,2,18-mexico,2019
red-bull,honda,341,3,18-mexico,2019
mclaren,renault,111,4,18-mexico,2019
renault,renault,73,5,18-mexico,2019
toro-rosso,honda,64,6,18-mexico,2019
racing-point,bwt-mercedes,64,7,18-mexico,2019
alfa-romeo,ferrari,35,8,18-mexico,2019
haas,ferrari,28,9,18-mexico,2019
williams,mercedes,1,10,18-mexico,2019
mercedes,mercedes,695,1,19-united-states,2019
ferrari,ferrari,479,2,19-united-states,2019
red-bull,honda,366,3,19-united-states,2019
mclaren,renault,121,4,19-united-states,2019
renault,renault,83,5,19-united-states,2019
racing-point,bwt-mercedes,65,6,19-united-states,2019
toro-rosso,honda,64,7,19-united-states,2019
alfa-romeo,ferrari,35,8,19-united-states,2019
haas,ferrari,28,9,19-united-states,2019
williams,mercedes,1,10,19-united-states,2019
mercedes,mercedes,701,1,20-brazil,2019
ferrari,ferrari,479,2,20-brazil,2019
red-bull,honda,391,3,20-brazil,2019
mclaren,renault,140,4,20-brazil,2019
renault,renault,91,5,20-brazil,2019
toro-rosso,honda,83,6,20-brazil,2019
racing-point,bwt-mercedes,67,7,20-brazil,2019
alfa-romeo,ferrari,57,8,20-brazil,2019
haas,ferrari,28,9,20-brazil,2019
williams,mercedes,1,10,20-brazil,2019
mercedes,mercedes,739,1,21-abu-dhabi,2019
ferrari,ferrari,504,2,21-abu-dhabi,2019
red-bull,honda,417,3,21-abu-dhabi,2019
mclaren,renault,145,4,21-abu-dhabi,2019
renault,renault,91,5,21-abu-dhabi,2019
toro-rosso,honda,85,6,21-abu-dhabi,2019
racing-point,bwt-mercedes,73,7,21-abu-dhabi,2019
alfa-romeo,ferrari,57,8,21-abu-dhabi,2019
haas,ferrari,28,9,21-abu-dhabi,2019
williams,mercedes,1,10,21-abu-dhabi,2019
