constructorId,driverId,driverNumber,engineManufacturerId,lap,position,race,stop,time,tyreManufacturerId,year
force-india,sergio-perez,11,mercedes,32,25,02-bahrain,2,24.677,pirelli,2018
toro-rosso,pierre-gasly,10,honda,34,26,02-bahrain,2,24.957,pirelli,2018
sauber,charles-leclerc,16,ferrari,34,27,02-bahrain,2,25.139,pirelli,2018
force-india,esteban-ocon,31,mercedes,35,28,02-bahrain,2,24.596,pirelli,2018
renault,nico-hulkenberg,27,renault,39,29,02-bahrain,2,24.382,pirelli,2018
mclaren,fernando-alonso,14,renault,39,30,02-bahrain,2,24.581,pirelli,2018
williams,sergey-sirotkin,35,mercedes,40,31,02-bahrain,2,25.693,pirelli,2018
toro-rosso,brendon-hartley,28,honda,42,32,02-bahrain,2,24.953,pirelli,2018
haas,romain-grosjean,8,ferrari,45,33,02-bahrain,3,26.263,pirelli,2018
toro-rosso,brendon-hartley,28,honda,10,1,03-china,1,23.172,pirelli,2018
force-india,esteban-ocon,31,mercedes,11,2,03-china,1,23.281,pirelli,2018
renault,carlos-sainz-jr,55,renault,12,3,03-china,1,23.935,pirelli,2018
force-india,sergio-perez,11,mercedes,12,4,03-china,1,22.856,pirelli,2018
renault,nico-hulkenberg,27,renault,13,5,03-china,1,23.654,pirelli,2018
haas,romain-grosjean,8,ferrari,16,6,03-china,1,22.981,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,17,7,03-china,1,22.715,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,17,8,03-china,1,23.042,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,18,9,03-china,1,22.464,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,19,10,03-china,1,22.097,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,20,11,03-china,1,23.009,pirelli,2018
toro-rosso,pierre-gasly,10,honda,20,12,03-china,1,23.950,pirelli,2018
sauber,charles-leclerc,16,ferrari,21,13,03-china,1,23.392,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,22,14,03-china,1,23.730,pirelli,2018
williams,lance-stroll,18,mercedes,23,15,03-china,1,22.661,pirelli,2018
haas,kevin-magnussen,20,ferrari,24,16,03-china,1,22.973,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,27,17,03-china,1,22.913,pirelli,2018
williams,sergey-sirotkin,35,mercedes,28,18,03-china,1,23.716,pirelli,2018
mclaren,fernando-alonso,14,renault,29,19,03-china,1,24.110,pirelli,2018
sauber,marcus-ericsson,9,ferrari,29,20,03-china,1,22.785,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,31,21,03-china,2,22.596,pirelli,2018
toro-rosso,brendon-hartley,28,honda,30,22,03-china,2,24.070,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,31,23,03-china,2,22.691,pirelli,2018
renault,nico-hulkenberg,27,renault,31,24,03-china,2,23.297,pirelli,2018
renault,carlos-sainz-jr,55,renault,31,25,03-china,2,23.117,pirelli,2018
force-india,esteban-ocon,31,mercedes,31,26,03-china,2,22.637,pirelli,2018
toro-rosso,pierre-gasly,10,honda,31,27,03-china,2,34.650,pirelli,2018
force-india,sergio-perez,11,mercedes,32,28,03-china,2,22.334,pirelli,2018
williams,sergey-sirotkin,35,mercedes,33,29,03-china,2,22.723,pirelli,2018
haas,romain-grosjean,8,ferrari,46,30,03-china,2,23.735,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,1,1,04-azerbaijan,1,30.012,pirelli,2018
toro-rosso,brendon-hartley,28,honda,1,2,04-azerbaijan,1,21.376,pirelli,2018
mclaren,fernando-alonso,14,renault,1,3,04-azerbaijan,1,56.710,pirelli,2018
haas,kevin-magnussen,20,ferrari,1,4,04-azerbaijan,1,35.608,pirelli,2018
sauber,marcus-ericsson,9,ferrari,1,5,04-azerbaijan,1,44.107,pirelli,2018
force-india,sergio-perez,11,mercedes,2,6,04-azerbaijan,1,28.109,pirelli,2018
haas,romain-grosjean,8,ferrari,2,7,04-azerbaijan,1,21.725,pirelli,2018
toro-rosso,pierre-gasly,10,honda,12,8,04-azerbaijan,1,20.782,pirelli,2018
renault,carlos-sainz-jr,55,renault,15,9,04-azerbaijan,1,21.516,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,17,10,04-azerbaijan,1,21.103,pirelli,2018
sauber,marcus-ericsson,9,ferrari,18,11,04-azerbaijan,2,25.378,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,22,12,04-azerbaijan,1,20.377,pirelli,2018
toro-rosso,brendon-hartley,28,honda,22,13,04-azerbaijan,2,20.809,pirelli,2018
williams,lance-stroll,18,mercedes,23,14,04-azerbaijan,1,19.737,pirelli,2018
sauber,charles-leclerc,16,ferrari,24,15,04-azerbaijan,1,21.058,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,25,16,04-azerbaijan,2,20.887,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,30,17,04-azerbaijan,1,20.037,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,37,18,04-azerbaijan,1,19.925,pirelli,2018
sauber,marcus-ericsson,9,ferrari,36,19,04-azerbaijan,3,32.629,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,38,20,04-azerbaijan,1,19.765,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,40,21,04-azerbaijan,1,20.192,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,40,22,04-azerbaijan,2,20.823,pirelli,2018
haas,kevin-magnussen,20,ferrari,39,23,04-azerbaijan,2,21.778,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,40,24,04-azerbaijan,2,21.329,pirelli,2018
toro-rosso,pierre-gasly,10,honda,39,25,04-azerbaijan,2,21.287,pirelli,2018
toro-rosso,brendon-hartley,28,honda,39,26,04-azerbaijan,3,21.072,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,40,27,04-azerbaijan,2,21.149,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,39,28,04-azerbaijan,3,20.760,pirelli,2018
force-india,sergio-perez,11,mercedes,40,29,04-azerbaijan,2,26.174,pirelli,2018
haas,romain-grosjean,8,ferrari,40,30,04-azerbaijan,2,22.757,pirelli,2018
renault,carlos-sainz-jr,55,renault,40,31,04-azerbaijan,2,20.967,pirelli,2018
sauber,charles-leclerc,16,ferrari,40,32,04-azerbaijan,2,22.030,pirelli,2018
williams,lance-stroll,18,mercedes,40,33,04-azerbaijan,2,21.236,pirelli,2018
mclaren,fernando-alonso,14,renault,40,34,04-azerbaijan,2,21.371,pirelli,2018
sauber,marcus-ericsson,9,ferrari,39,35,04-azerbaijan,4,14.998,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,46,36,04-azerbaijan,4,20.978,pirelli,2018
toro-rosso,brendon-hartley,28,honda,1,1,05-spain,1,22.631,pirelli,2018
williams,sergey-sirotkin,35,mercedes,1,2,05-spain,1,22.049,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,17,3,05-spain,1,22.054,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,19,4,05-spain,1,23.213,pirelli,2018
sauber,charles-leclerc,16,ferrari,20,5,05-spain,1,21.995,pirelli,2018
williams,lance-stroll,18,mercedes,20,6,05-spain,1,21.351,pirelli,2018
mclaren,fernando-alonso,14,renault,21,7,05-spain,1,21.721,pirelli,2018
williams,sergey-sirotkin,35,mercedes,24,8,05-spain,2,22.034,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,25,9,05-spain,1,22.085,pirelli,2018
renault,carlos-sainz-jr,55,renault,25,10,05-spain,1,22.409,pirelli,2018
force-india,sergio-perez,11,mercedes,26,11,05-spain,1,22.438,pirelli,2018
force-india,esteban-ocon,31,mercedes,29,12,05-spain,1,47.910,pirelli,2018
haas,kevin-magnussen,20,ferrari,32,13,05-spain,1,22.917,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,33,14,05-spain,1,21.618,pirelli,2018
toro-rosso,brendon-hartley,28,honda,33,15,05-spain,2,22.472,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,34,16,05-spain,1,21.740,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,34,17,05-spain,1,27.416,pirelli,2018
sauber,marcus-ericsson,9,ferrari,35,18,05-spain,1,22.100,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,41,19,05-spain,2,24.273,pirelli,2018
force-india,sergio-perez,11,mercedes,40,20,05-spain,2,22.242,pirelli,2018
williams,sergey-sirotkin,35,mercedes,41,21,05-spain,3,23.865,pirelli,2018
williams,sergey-sirotkin,35,mercedes,7,1,06-monaco,1,31.810,pirelli,2018
williams,lance-stroll,18,mercedes,9,2,06-monaco,1,33.887,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,12,3,06-monaco,1,23.739,pirelli,2018
toro-rosso,brendon-hartley,28,honda,13,4,06-monaco,1,24.326,pirelli,2018
sauber,charles-leclerc,16,ferrari,14,5,06-monaco,1,23.870,pirelli,2018
haas,romain-grosjean,8,ferrari,15,6,06-monaco,1,24.741,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,16,7,06-monaco,1,23.964,pirelli,2018
renault,carlos-sainz-jr,55,renault,16,8,06-monaco,1,24.874,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,17,9,06-monaco,1,24.542,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,17,10,06-monaco,1,24.263,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,17,11,06-monaco,1,24.020,pirelli,2018
haas,kevin-magnussen,20,ferrari,17,12,06-monaco,1,24.237,pirelli,2018
sauber,marcus-ericsson,9,ferrari,17,13,06-monaco,1,24.291,pirelli,2018
mclaren,fernando-alonso,14,renault,19,14,06-monaco,1,24.241,pirelli,2018
williams,sergey-sirotkin,35,mercedes,19,15,06-monaco,2,25.170,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,20,16,06-monaco,1,26.817,pirelli,2018
force-india,sergio-perez,11,mercedes,21,17,06-monaco,1,29.379,pirelli,2018
force-india,esteban-ocon,31,mercedes,23,18,06-monaco,1,24.663,pirelli,2018
williams,lance-stroll,18,mercedes,34,19,06-monaco,2,31.104,pirelli,2018
toro-rosso,pierre-gasly,10,honda,37,20,06-monaco,1,24.296,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,47,21,06-monaco,1,24.111,pirelli,2018
williams,sergey-sirotkin,35,mercedes,49,22,06-monaco,3,25.563,pirelli,2018
renault,nico-hulkenberg,27,renault,50,23,06-monaco,1,25.213,pirelli,2018
williams,lance-stroll,18,mercedes,59,24,06-monaco,3,24.852,pirelli,2018
haas,romain-grosjean,8,ferrari,68,25,06-monaco,2,24.568,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,72,26,06-monaco,2,25.438,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,1,1,07-canada,1,41.008,pirelli,2018
sauber,marcus-ericsson,9,ferrari,1,2,07-canada,1,23.529,pirelli,2018
force-india,sergio-perez,11,mercedes,9,3,07-canada,1,24.086,pirelli,2018
force-india,esteban-ocon,31,mercedes,11,4,07-canada,1,25.353,pirelli,2018
renault,nico-hulkenberg,27,renault,13,5,07-canada,1,24.521,pirelli,2018
renault,carlos-sainz-jr,55,renault,14,6,07-canada,1,24.416,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,16,7,07-canada,1,23.137,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,16,8,07-canada,1,23.335,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,17,9,07-canada,1,23.279,pirelli,2018
mclaren,fernando-alonso,14,renault,18,10,07-canada,1,23.099,pirelli,2018
sauber,charles-leclerc,16,ferrari,19,11,07-canada,1,23.666,pirelli,2018
haas,kevin-magnussen,20,ferrari,22,12,07-canada,1,24.008,pirelli,2018
toro-rosso,pierre-gasly,10,honda,23,13,07-canada,1,24.107,pirelli,2018
williams,sergey-sirotkin,35,mercedes,26,14,07-canada,1,23.531,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,32,15,07-canada,1,23.645,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,36,16,07-canada,1,23.775,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,37,17,07-canada,1,23.529,pirelli,2018
force-india,sergio-perez,11,mercedes,44,18,07-canada,2,23.718,pirelli,2018
haas,romain-grosjean,8,ferrari,48,19,07-canada,1,24.400,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,48,20,07-canada,2,23.537,pirelli,2018
williams,lance-stroll,18,mercedes,1,1,08-france,1,26.576,pirelli,2018
williams,sergey-sirotkin,35,mercedes,1,2,08-france,1,26.273,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,1,3,08-france,1,32.612,pirelli,2018
mclaren,fernando-alonso,14,renault,1,4,08-france,1,25.789,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,1,5,08-france,1,27.955,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,25,6,08-france,1,24.395,pirelli,2018
renault,carlos-sainz-jr,55,renault,26,7,08-france,1,25.423,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,28,8,08-france,1,24.309,pirelli,2018
haas,kevin-magnussen,20,ferrari,28,9,08-france,1,25.419,pirelli,2018
sauber,charles-leclerc,16,ferrari,31,10,08-france,1,25.026,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,33,11,08-france,1,24.310,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,34,12,08-france,1,24.289,pirelli,2018
haas,romain-grosjean,8,ferrari,34,13,08-france,1,29.996,pirelli,2018
sauber,marcus-ericsson,9,ferrari,35,14,08-france,1,24.295,pirelli,2018
renault,nico-hulkenberg,27,renault,37,15,08-france,1,25.016,pirelli,2018
toro-rosso,brendon-hartley,28,honda,38,16,08-france,1,24.297,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,39,17,08-france,2,30.666,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,40,18,08-france,2,31.029,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,40,19,08-france,1,24.399,pirelli,2018
mclaren,fernando-alonso,14,renault,46,20,08-france,2,24.788,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,1,1,09-austria,1,46.557,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,15,2,09-austria,1,21.214,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,15,3,09-austria,1,21.552,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,15,4,09-austria,1,21.950,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,15,5,09-austria,1,23.912,pirelli,2018
haas,romain-grosjean,8,ferrari,15,6,09-austria,1,22.121,pirelli,2018
force-india,esteban-ocon,31,mercedes,15,7,09-austria,1,22.527,pirelli,2018
renault,carlos-sainz-jr,55,renault,15,8,09-austria,1,23.257,pirelli,2018
williams,lance-stroll,18,mercedes,15,9,09-austria,1,22.181,pirelli,2018
toro-rosso,pierre-gasly,10,honda,15,10,09-austria,1,22.011,pirelli,2018
sauber,charles-leclerc,16,ferrari,15,11,09-austria,1,21.364,pirelli,2018
mclaren,fernando-alonso,14,renault,15,12,09-austria,1,21.588,pirelli,2018
williams,sergey-sirotkin,35,mercedes,24,13,09-austria,1,23.048,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,25,14,09-austria,1,21.245,pirelli,2018
force-india,sergio-perez,11,mercedes,27,15,09-austria,1,22.863,pirelli,2018
haas,kevin-magnussen,20,ferrari,28,16,09-austria,1,22.138,pirelli,2018
renault,carlos-sainz-jr,55,renault,34,17,09-austria,2,26.335,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,38,18,09-austria,2,21.259,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,40,19,09-austria,2,22.526,pirelli,2018
sauber,marcus-ericsson,9,ferrari,45,20,09-austria,1,21.519,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,52,21,09-austria,2,20.980,pirelli,2018
williams,sergey-sirotkin,35,mercedes,60,22,09-austria,2,24.884,pirelli,2018
williams,lance-stroll,18,mercedes,65,23,09-austria,2,22.299,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,13,1,10-great-britain,1,38.573,pirelli,2018
mclaren,fernando-alonso,14,renault,13,2,10-great-britain,1,28.669,pirelli,2018
force-india,sergio-perez,11,mercedes,13,3,10-great-britain,1,28.651,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,17,4,10-great-britain,1,28.458,pirelli,2018
renault,carlos-sainz-jr,55,renault,17,5,10-great-britain,1,29.074,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,18,6,10-great-britain,1,28.194,pirelli,2018
sauber,charles-leclerc,16,ferrari,18,7,10-great-britain,1,27.865,pirelli,2018
force-india,esteban-ocon,31,mercedes,19,8,10-great-britain,1,29.410,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,20,9,10-great-britain,1,28.677,pirelli,2018
renault,nico-hulkenberg,27,renault,20,10,10-great-britain,1,28.719,pirelli,2018
toro-rosso,pierre-gasly,10,honda,20,11,10-great-britain,1,28.676,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,21,12,10-great-britain,1,27.894,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,21,13,10-great-britain,1,28.284,pirelli,2018
williams,sergey-sirotkin,35,mercedes,21,14,10-great-britain,1,28.224,pirelli,2018
sauber,marcus-ericsson,9,ferrari,24,15,10-great-britain,1,28.207,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,25,16,10-great-britain,1,28.982,pirelli,2018
haas,kevin-magnussen,20,ferrari,25,17,10-great-britain,1,28.450,pirelli,2018
haas,romain-grosjean,8,ferrari,26,18,10-great-britain,1,29.254,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,30,19,10-great-britain,2,28.001,pirelli,2018
williams,lance-stroll,18,mercedes,30,20,10-great-britain,1,27.774,pirelli,2018
mclaren,fernando-alonso,14,renault,32,21,10-great-britain,2,28.085,pirelli,2018
renault,carlos-sainz-jr,55,renault,32,22,10-great-britain,2,28.078,pirelli,2018
toro-rosso,pierre-gasly,10,honda,32,23,10-great-britain,2,29.766,pirelli,2018
force-india,sergio-perez,11,mercedes,32,24,10-great-britain,2,28.836,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,33,25,10-great-britain,2,28.174,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,33,26,10-great-britain,2,28.000,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,33,27,10-great-britain,2,28.985,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,33,28,10-great-britain,2,28.658,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,14,1,11-germany,1,19.647,pirelli,2018
renault,nico-hulkenberg,27,renault,18,2,11-germany,1,19.584,pirelli,2018
haas,kevin-magnussen,20,ferrari,20,3,11-germany,1,19.818,pirelli,2018
renault,carlos-sainz-jr,55,renault,20,4,11-germany,1,20.160,pirelli,2018
sauber,charles-leclerc,16,ferrari,20,5,11-germany,1,19.267,pirelli,2018
haas,romain-grosjean,8,ferrari,21,6,11-germany,1,20.198,pirelli,2018
force-india,sergio-perez,11,mercedes,22,7,11-germany,1,25.130,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,25,8,11-germany,1,18.657,pirelli,2018
force-india,esteban-ocon,31,mercedes,25,9,11-germany,1,19.570,pirelli,2018
williams,lance-stroll,18,mercedes,27,10,11-germany,1,19.476,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,28,11,11-germany,1,19.188,pirelli,2018
toro-rosso,brendon-hartley,28,honda,28,12,11-germany,1,19.309,pirelli,2018
williams,sergey-sirotkin,35,mercedes,28,13,11-germany,1,24.173,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,29,14,11-germany,1,19.742,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,29,15,11-germany,1,19.778,pirelli,2018
mclaren,fernando-alonso,14,renault,31,16,11-germany,1,18.956,pirelli,2018
sauber,marcus-ericsson,9,ferrari,38,17,11-germany,1,18.840,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,42,18,11-germany,1,18.978,pirelli,2018
sauber,charles-leclerc,16,ferrari,43,19,11-germany,2,21.200,pirelli,2018
mclaren,fernando-alonso,14,renault,43,20,11-germany,2,21.119,pirelli,2018
toro-rosso,pierre-gasly,10,honda,43,21,11-germany,1,19.806,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,46,22,11-germany,2,19.297,pirelli,2018
sauber,charles-leclerc,16,ferrari,46,23,11-germany,3,20.653,pirelli,2018
toro-rosso,pierre-gasly,10,honda,46,24,11-germany,2,19.512,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,48,25,11-germany,3,19.087,pirelli,2018
mclaren,fernando-alonso,14,renault,47,26,11-germany,3,20.927,pirelli,2018
renault,carlos-sainz-jr,55,renault,50,27,11-germany,2,19.637,pirelli,2018
williams,lance-stroll,18,mercedes,50,28,11-germany,2,19.526,pirelli,2018
renault,nico-hulkenberg,27,renault,51,29,11-germany,2,20.752,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,52,30,11-germany,2,33.279,pirelli,2018
haas,romain-grosjean,8,ferrari,51,31,11-germany,2,22.738,pirelli,2018
haas,kevin-magnussen,20,ferrari,51,32,11-germany,2,34.742,pirelli,2018
williams,sergey-sirotkin,35,mercedes,51,33,11-germany,2,21.711,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,53,34,11-germany,2,19.988,pirelli,2018
toro-rosso,brendon-hartley,28,honda,52,35,11-germany,2,19.985,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,52,36,11-germany,2,19.621,pirelli,2018
renault,nico-hulkenberg,27,renault,55,37,11-germany,3,20.812,pirelli,2018
haas,romain-grosjean,8,ferrari,55,38,11-germany,3,19.752,pirelli,2018
haas,kevin-magnussen,20,ferrari,55,39,11-germany,3,27.736,pirelli,2018
renault,carlos-sainz-jr,55,renault,56,40,11-germany,3,20.530,pirelli,2018
sauber,marcus-ericsson,9,ferrari,6,1,12-hungary,1,22.640,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,14,2,12-hungary,1,24.471,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,15,3,12-hungary,1,21.337,pirelli,2018
force-india,sergio-perez,11,mercedes,22,4,12-hungary,1,22.561,pirelli,2018
renault,nico-hulkenberg,27,renault,23,5,12-hungary,1,21.966,pirelli,2018
toro-rosso,brendon-hartley,28,honda,24,6,12-hungary,1,21.831,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,25,7,12-hungary,1,21.480,pirelli,2018
renault,carlos-sainz-jr,55,renault,25,8,12-hungary,1,21.914,pirelli,2018
haas,romain-grosjean,8,ferrari,29,9,12-hungary,1,21.733,pirelli,2018
haas,kevin-magnussen,20,ferrari,31,10,12-hungary,1,25.126,pirelli,2018
williams,sergey-sirotkin,35,mercedes,31,11,12-hungary,1,21.509,pirelli,2018
toro-rosso,pierre-gasly,10,honda,32,12,12-hungary,1,21.684,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,38,13,12-hungary,2,21.829,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,39,14,12-hungary,1,23.111,pirelli,2018
mclaren,fernando-alonso,14,renault,39,15,12-hungary,1,21.795,pirelli,2018
force-india,esteban-ocon,31,mercedes,39,16,12-hungary,1,22.258,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,40,17,12-hungary,1,21.732,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,44,18,12-hungary,1,21.364,pirelli,2018
williams,lance-stroll,18,mercedes,47,19,12-hungary,1,21.291,pirelli,2018
renault,nico-hulkenberg,27,renault,50,20,12-hungary,2,22.650,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,1,1,13-belgium,1,19.582,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,1,2,13-belgium,1,19.372,pirelli,2018
