constructorId,driverId,driverNumber,engineManufacturerId,gap,grandSlam,gridPosition,interval,laps,points,position,race,reasonRetired,time,timePenalty,tyreManufacturerId,year
marussia,charles-pic,25,cosworth,,,19,,24,,DNF,04-bahrain,Engine,,,pirelli,2012
williams,pastor-maldonado,18,renault,,,1,,66,25,1,05-spain,,1:39:09.145,,pirelli,2012
ferrari,fernando-alonso,5,ferrari,+3.195,,2,+3.195,66,18,2,05-spain,,1:39:12.340,,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+3.884,,4,+0.689,66,15,3,05-spain,,1:39:13.029,,pirelli,2012
lotus-f1,romain-grosjean,10,renault,+14.799,,3,+10.915,66,12,4,05-spain,,1:39:23.944,,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,+1:04.641,,9,+49.842,66,10,5,05-spain,,1:40:13.786,,pirelli,2012
red-bull,sebastian-vettel,1,renault,+1:07.576,,7,+2.935,66,8,6,05-spain,,1:40:16.721,,pirelli,2012
mercedes,nico-rosberg,8,mercedes,+1:17.919,,6,+10.343,66,6,7,05-spain,,1:40:27.064,,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,+1:18.140,,24,+0.221,66,4,8,05-spain,,1:40:27.285,,pirelli,2012
mclaren,jenson-button,3,mercedes,+1:25.246,,10,+7.106,66,2,9,05-spain,,1:40:34.391,,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,+1 lap,,13,,65,1,10,05-spain,,,,pirelli,2012
red-bull,mark-webber,2,renault,+1 lap,,11,,65,,11,05-spain,,,,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,+1 lap,,14,,65,,12,05-spain,,,,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,+1 lap,,15,,65,,13,05-spain,,,,pirelli,2012
force-india,paul-di-resta,11,mercedes,+1 lap,,12,,65,,14,05-spain,,,,pirelli,2012
ferrari,felipe-massa,6,ferrari,+1 lap,,16,,65,,15,05-spain,,,,pirelli,2012
caterham,heikki-kovalainen,20,renault,+1 lap,,19,,65,,16,05-spain,,,,pirelli,2012
caterham,vitaly-petrov,21,renault,+1 lap,,18,,65,,17,05-spain,,,,pirelli,2012
marussia,timo-glock,24,cosworth,+2 laps,,21,,64,,18,05-spain,,,,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,+3 laps,,22,,63,,19,05-spain,,,,pirelli,2012
sauber,sergio-perez,15,ferrari,,,5,,37,,DNF,05-spain,Transmission,,,pirelli,2012
marussia,charles-pic,25,cosworth,,,20,,35,,DNF,05-spain,Halfshaft,,,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,,,23,,22,,DNF,05-spain,Wheel,,,pirelli,2012
williams,bruno-senna,19,renault,,,17,,12,,DNF,05-spain,Collision damage,,,pirelli,2012
mercedes,michael-schumacher,7,mercedes,,,8,,12,,DNF,05-spain,Collision,,,pirelli,2012
red-bull,mark-webber,2,renault,,,1,,78,25,1,06-monaco,,1:46:06.557,,pirelli,2012
mercedes,nico-rosberg,8,mercedes,+0.643,,2,+0.643,78,18,2,06-monaco,,1:46:07.200,,pirelli,2012
ferrari,fernando-alonso,5,ferrari,+0.947,,5,+0.304,78,15,3,06-monaco,,1:46:07.504,,pirelli,2012
red-bull,sebastian-vettel,1,renault,+1.343,,9,+0.396,78,12,4,06-monaco,,1:46:07.900,,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,+4.101,,3,+2.758,78,10,5,06-monaco,,1:46:10.658,,pirelli,2012
ferrari,felipe-massa,6,ferrari,+6.195,,7,+2.094,78,8,6,06-monaco,,1:46:12.752,,pirelli,2012
force-india,paul-di-resta,11,mercedes,+41.537,,14,+35.342,78,6,7,06-monaco,,1:46:48.094,,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,+42.562,,10,+1.025,78,4,8,06-monaco,,1:46:49.119,,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+44.036,,8,+1.474,78,2,9,06-monaco,,1:46:50.593,,pirelli,2012
williams,bruno-senna,19,renault,+44.516,,13,+0.480,78,1,10,06-monaco,,1:46:51.073,,pirelli,2012
sauber,sergio-perez,15,ferrari,+1 lap,,23,,77,,11,06-monaco,,,,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,+1 lap,,16,,77,,12,06-monaco,,,,pirelli,2012
caterham,heikki-kovalainen,20,renault,+1 lap,,17,,77,,13,06-monaco,,,,pirelli,2012
marussia,timo-glock,24,cosworth,+1 lap,,19,,77,,14,06-monaco,,,,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,+2 laps,,22,,76,,15,06-monaco,,,,pirelli,2012
mclaren,jenson-button,3,mercedes,,,12,,70,,16,06-monaco,Collision,,,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,,,15,,65,,DNF,06-monaco,Steering,,,pirelli,2012
marussia,charles-pic,25,cosworth,,,21,,64,,DNF,06-monaco,Electrical,,,pirelli,2012
mercedes,michael-schumacher,7,mercedes,,,6,,63,,DNF,06-monaco,Fuel pressure,,,pirelli,2012
caterham,vitaly-petrov,21,renault,,,18,,15,,DNF,06-monaco,Electrical,,,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,,,11,,5,,DNF,06-monaco,Collision damage,,,pirelli,2012
lotus-f1,romain-grosjean,10,renault,,,4,,0,,DNF,06-monaco,Collision,,,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,,,20,,0,,DNF,06-monaco,Collision,,,pirelli,2012
williams,pastor-maldonado,18,renault,,,24,,0,,DNF,06-monaco,Collision,,,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,,,2,,70,25,1,07-canada,,1:32:29.586,,pirelli,2012
lotus-f1,romain-grosjean,10,renault,+2.513,,7,+2.513,70,18,2,07-canada,,1:32:32.099,,pirelli,2012
sauber,sergio-perez,15,ferrari,+5.260,,15,+2.747,70,15,3,07-canada,,1:32:34.846,,pirelli,2012
red-bull,sebastian-vettel,1,renault,+7.295,,1,+2.035,70,12,4,07-canada,,1:32:36.881,,pirelli,2012
ferrari,fernando-alonso,5,ferrari,+13.411,,3,+6.116,70,10,5,07-canada,,1:32:42.997,,pirelli,2012
mercedes,nico-rosberg,8,mercedes,+13.842,,5,+0.431,70,8,6,07-canada,,1:32:43.428,,pirelli,2012
red-bull,mark-webber,2,renault,+15.085,,4,+1.243,70,6,7,07-canada,,1:32:44.671,,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+15.567,,12,+0.482,70,4,8,07-canada,,1:32:45.153,,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,+24.432,,11,+8.865,70,2,9,07-canada,,1:32:54.018,,pirelli,2012
ferrari,felipe-massa,6,ferrari,+25.272,,6,+0.840,70,1,10,07-canada,,1:32:54.858,,pirelli,2012
force-india,paul-di-resta,11,mercedes,+37.693,,8,+12.421,70,,11,07-canada,,1:33:07.279,,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,+46.236,,13,+8.543,70,,12,07-canada,,1:33:15.822,,pirelli,2012
williams,pastor-maldonado,18,renault,+47.052,,22,+0.816,70,,13,07-canada,,1:33:16.638,,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,+1:04.475,,14,+17.423,70,,14,07-canada,,1:33:34.061,,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,+1 lap,,19,,69,,15,07-canada,,,,pirelli,2012
mclaren,jenson-button,3,mercedes,+1 lap,,10,,69,,16,07-canada,,,,pirelli,2012
williams,bruno-senna,19,renault,+1 lap,,16,,69,,17,07-canada,,,,pirelli,2012
caterham,heikki-kovalainen,20,renault,+1 lap,,17,,69,,18,07-canada,,,,pirelli,2012
caterham,vitaly-petrov,21,renault,+1 lap,,18,,69,,19,07-canada,,,,pirelli,2012
marussia,charles-pic,25,cosworth,+3 laps,,23,,67,,20,07-canada,,,,pirelli,2012
marussia,timo-glock,24,cosworth,,,21,,56,,DNF,07-canada,Brakes,,,pirelli,2012
mercedes,michael-schumacher,7,mercedes,,,9,,43,,DNF,07-canada,Hydraulics,,,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,,,20,,24,,DNF,07-canada,Brakes,,,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,,,24,,22,,DNF,07-canada,Brakes,,,pirelli,2012
ferrari,fernando-alonso,5,ferrari,,,11,,57,25,1,08-europe,,1:44:16.649,,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+6.421,,5,+6.421,57,18,2,08-europe,,1:44:23.070,,pirelli,2012
mercedes,michael-schumacher,7,mercedes,+12.639,,12,+6.218,57,15,3,08-europe,,1:44:29.288,,pirelli,2012
red-bull,mark-webber,2,renault,+13.628,,19,+0.989,57,12,4,08-europe,,1:44:30.277,,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,+19.993,,8,+6.365,57,10,5,08-europe,,1:44:36.642,,pirelli,2012
mercedes,nico-rosberg,8,mercedes,+21.176,,6,+1.183,57,8,6,08-europe,,1:44:37.825,,pirelli,2012
force-india,paul-di-resta,11,mercedes,+22.866,,10,+1.690,57,6,7,08-europe,,1:44:39.515,,pirelli,2012
mclaren,jenson-button,3,mercedes,+24.653,,9,+1.787,57,4,8,08-europe,,1:44:41.302,,pirelli,2012
sauber,sergio-perez,15,ferrari,+27.777,,15,+3.124,57,2,9,08-europe,,1:44:44.426,,pirelli,2012
williams,bruno-senna,19,renault,+35.961,,14,+8.184,57,1,10,08-europe,,1:44:52.610,,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,+37.041,,17,+1.080,57,,11,08-europe,,1:44:53.690,,pirelli,2012
williams,pastor-maldonado,18,renault,+54.630,,3,+17.589,57,,12,08-europe,,1:45:11.279,20.000,pirelli,2012
caterham,vitaly-petrov,21,renault,+1:15.871,,20,+21.241,57,,13,08-europe,,1:45:32.520,,pirelli,2012
caterham,heikki-kovalainen,20,renault,+1:34.654,,16,+18.783,57,,14,08-europe,,1:45:51.303,,pirelli,2012
marussia,charles-pic,25,cosworth,+1:36.551,,23,+1.897,57,,15,08-europe,,1:45:53.200,,pirelli,2012
ferrari,felipe-massa,6,ferrari,+1 lap,,13,,56,,16,08-europe,,,,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,+1 lap,,21,,56,,17,08-europe,,,,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,+1 lap,,22,,56,,18,08-europe,,,,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,,,2,,55,,19,08-europe,Collision,,,pirelli,2012
lotus-f1,romain-grosjean,10,renault,,,4,,40,,DNF,08-europe,Alternator,,,pirelli,2012
red-bull,sebastian-vettel,1,renault,,,1,,33,,DNF,08-europe,Alternator,,,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,,,7,,33,,DNF,08-europe,Collision damage,,,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,,,18,,26,,DNF,08-europe,Collision damage,,,pirelli,2012
marussia,timo-glock,24,cosworth,,,,,,,DNS,08-europe,Illness,,,pirelli,2012
red-bull,mark-webber,2,renault,,,2,,52,25,1,09-great-britain,,1:25:11.288,,pirelli,2012
ferrari,fernando-alonso,5,ferrari,+3.060,,1,+3.060,52,18,2,09-great-britain,,1:25:14.348,,pirelli,2012
red-bull,sebastian-vettel,1,renault,+4.836,,4,+1.776,52,15,3,09-great-britain,,1:25:16.124,,pirelli,2012
ferrari,felipe-massa,6,ferrari,+9.519,,5,+4.683,52,12,4,09-great-britain,,1:25:20.807,,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+10.314,,6,+0.795,52,10,5,09-great-britain,,1:25:21.602,,pirelli,2012
lotus-f1,romain-grosjean,10,renault,+17.101,,9,+6.787,52,8,6,09-great-britain,,1:25:28.389,,pirelli,2012
mercedes,michael-schumacher,7,mercedes,+29.153,,3,+12.052,52,6,7,09-great-britain,,1:25:40.441,,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,+36.463,,8,+7.310,52,4,8,09-great-britain,,1:25:47.751,,pirelli,2012
williams,bruno-senna,19,renault,+43.347,,13,+6.884,52,2,9,09-great-britain,,1:25:54.635,,pirelli,2012
mclaren,jenson-button,3,mercedes,+44.444,,16,+1.097,52,1,10,09-great-britain,,1:25:55.732,,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,+45.370,,17,+0.926,52,,11,09-great-britain,,1:25:56.658,,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,+47.856,,14,+2.486,52,,12,09-great-britain,,1:25:59.144,,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,+51.241,,12,+3.385,52,,13,09-great-britain,,1:26:02.529,,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,+53.313,,23,+2.072,52,,14,09-great-britain,,1:26:04.601,,pirelli,2012
mercedes,nico-rosberg,8,mercedes,+57.394,,11,+4.081,52,,15,09-great-britain,,1:26:08.682,,pirelli,2012
williams,pastor-maldonado,18,renault,+1 lap,,7,,51,,16,09-great-britain,,,,pirelli,2012
caterham,heikki-kovalainen,20,renault,+1 lap,,19,,51,,17,09-great-britain,,,,pirelli,2012
marussia,timo-glock,24,cosworth,+1 lap,,20,,51,,18,09-great-britain,,,,pirelli,2012
marussia,charles-pic,25,cosworth,+1 lap,,24,,51,,19,09-great-britain,,,,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,+2 laps,,21,,50,,20,09-great-britain,,,,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,+2 laps,,22,,50,,21,09-great-britain,,,,pirelli,2012
sauber,sergio-perez,15,ferrari,,,15,,11,,DNF,09-great-britain,Collision,,,pirelli,2012
force-india,paul-di-resta,11,mercedes,,,10,,2,,DNF,09-great-britain,Collision damage,,,pirelli,2012
caterham,vitaly-petrov,21,renault,,,18,,,,DNS,09-great-britain,,,,pirelli,2012
ferrari,fernando-alonso,5,ferrari,,,1,,67,25,1,10-germany,,1:31:05.862,,pirelli,2012
mclaren,jenson-button,3,mercedes,+6.949,,6,+6.949,67,18,2,10-germany,,1:31:12.811,,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+16.409,,10,+9.460,67,15,3,10-germany,,1:31:22.271,,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,+21.925,,12,+5.516,67,12,4,10-germany,,1:31:27.787,,pirelli,2012
red-bull,sebastian-vettel,1,renault,+23.732,,2,+1.807,67,10,5,10-germany,,1:31:29.594,20.000,pirelli,2012
sauber,sergio-perez,15,ferrari,+27.896,,17,+4.164,67,8,6,10-germany,,1:31:33.758,,pirelli,2012
mercedes,michael-schumacher,7,mercedes,+28.970,,3,+1.074,67,6,7,10-germany,,1:31:34.832,,pirelli,2012
red-bull,mark-webber,2,renault,+46.941,,8,+17.971,67,4,8,10-germany,,1:31:52.803,,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,+48.162,,4,+1.221,67,2,9,10-germany,,1:31:54.024,,pirelli,2012
mercedes,nico-rosberg,8,mercedes,+48.889,,21,+0.727,67,1,10,10-germany,,1:31:54.751,,pirelli,2012
force-india,paul-di-resta,11,mercedes,+59.227,,9,+10.338,67,,11,10-germany,,1:32:05.089,,pirelli,2012
ferrari,felipe-massa,6,ferrari,+1:11.428,,13,+12.201,67,,12,10-germany,,1:32:17.290,,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,+1:16.829,,11,+5.401,67,,13,10-germany,,1:32:22.691,,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,+1:16.965,,15,+0.136,67,,14,10-germany,,1:32:22.827,,pirelli,2012
williams,pastor-maldonado,18,renault,+1 lap,,5,,66,,15,10-germany,,,,pirelli,2012
caterham,vitaly-petrov,21,renault,+1 lap,,18,,66,,16,10-germany,,,,pirelli,2012
williams,bruno-senna,19,renault,+1 lap,,14,,66,,17,10-germany,,,,pirelli,2012
lotus-f1,romain-grosjean,10,renault,+1 lap,,19,,66,,18,10-germany,,,,pirelli,2012
caterham,heikki-kovalainen,20,renault,+2 laps,,16,,65,,19,10-germany,,,,pirelli,2012
marussia,charles-pic,25,cosworth,+2 laps,,20,,65,,20,10-germany,,,,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,+3 laps,,23,,64,,21,10-germany,,,,pirelli,2012
marussia,timo-glock,24,cosworth,+3 laps,,22,,64,,22,10-germany,,,,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,+3 laps,,24,,64,,23,10-germany,,,,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,,,7,,56,,DNF,10-germany,Puncture damage,,,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,,,1,,69,25,1,11-hungary,,1:41:05.503,,pirelli,2012
