constructorId,driverId,driverNumber,engineManufacturerId,gap,interval,laps,position,q1,q2,q3,race,tyreManufacturerId,year
sauber,kamui-kobayashi,14,ferrari,,,12,17,1:38.372,1:38.069,,02-malaysia,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,,,7,18,1:39.077,,,02-malaysia,pirelli,2012
caterham,heikki-kovalainen,20,renault,,,9,19,1:39.306,,,02-malaysia,pirelli,2012
caterham,vitaly-petrov,21,renault,,,6,20,1:39.567,,,02-malaysia,pirelli,2012
marussia,timo-glock,24,cosworth,,,8,21,1:40.903,,,02-malaysia,pirelli,2012
marussia,charles-pic,25,cosworth,,,8,22,1:41.250,,,02-malaysia,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,,,4,23,1:42.914,,,02-malaysia,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,,,6,24,1:43.655,,,02-malaysia,pirelli,2012
mercedes,nico-rosberg,8,mercedes,,,11,1,1:36.875,1:35.725,1:35.121,03-china,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,+0.505,+0.505,14,2,1:36.763,1:35.902,1:35.626,03-china,pirelli,2012
mercedes,michael-schumacher,7,mercedes,+0.570,+0.065,13,3,1:36.797,1:35.794,1:35.691,03-china,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,+0.663,+0.093,13,4,1:36.863,1:35.853,1:35.784,03-china,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+0.777,+0.114,15,5,1:36.850,1:35.921,1:35.898,03-china,pirelli,2012
mclaren,jenson-button,3,mercedes,+1.070,+0.293,16,6,1:36.746,1:35.942,1:36.191,03-china,pirelli,2012
red-bull,mark-webber,2,renault,+1.169,+0.099,14,7,1:36.682,1:35.700,1:36.290,03-china,pirelli,2012
sauber,sergio-perez,15,ferrari,+1.403,+0.234,17,8,1:36.198,1:35.831,1:36.524,03-china,pirelli,2012
ferrari,fernando-alonso,5,ferrari,+1.501,+0.098,17,9,1:36.292,1:35.982,1:36.622,03-china,pirelli,2012
lotus-f1,romain-grosjean,10,renault,,,15,10,1:36.343,1:35.903,,03-china,pirelli,2012
red-bull,sebastian-vettel,1,renault,,,11,11,1:36.911,1:36.031,,03-china,pirelli,2012
ferrari,felipe-massa,6,ferrari,,,14,12,1:36.556,1:36.255,,03-china,pirelli,2012
williams,pastor-maldonado,18,renault,,,14,13,1:36.528,1:36.283,,03-china,pirelli,2012
williams,bruno-senna,19,renault,,,14,14,1:36.674,1:36.289,,03-china,pirelli,2012
force-india,paul-di-resta,11,mercedes,,,14,15,1:36.639,1:36.317,,03-china,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,,,14,16,1:36.921,1:36.745,,03-china,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,,,14,17,1:36.933,1:36.956,,03-china,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,,,8,18,1:37.714,,,03-china,pirelli,2012
caterham,heikki-kovalainen,20,renault,,,9,19,1:38.463,,,03-china,pirelli,2012
caterham,vitaly-petrov,21,renault,,,7,20,1:38.677,,,03-china,pirelli,2012
marussia,timo-glock,24,cosworth,,,10,21,1:39.282,,,03-china,pirelli,2012
marussia,charles-pic,25,cosworth,,,10,22,1:39.717,,,03-china,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,,,7,23,1:40.411,,,03-china,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,,,10,24,1:41.000,,,03-china,pirelli,2012
red-bull,sebastian-vettel,1,renault,,,18,1,1:34.308,1:33.527,1:32.422,04-bahrain,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,+0.098,+0.098,13,2,1:34.813,1:33.209,1:32.520,04-bahrain,pirelli,2012
red-bull,mark-webber,2,renault,+0.215,+0.117,17,3,1:34.015,1:33.311,1:32.637,04-bahrain,pirelli,2012
mclaren,jenson-button,3,mercedes,+0.289,+0.074,12,4,1:34.792,1:33.416,1:32.711,04-bahrain,pirelli,2012
mercedes,nico-rosberg,8,mercedes,+0.399,+0.110,10,5,1:34.588,1:33.219,1:32.821,04-bahrain,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,+0.490,+0.091,17,6,1:33.988,1:33.556,1:32.912,04-bahrain,pirelli,2012
lotus-f1,romain-grosjean,10,renault,+0.586,+0.096,13,7,1:34.041,1:33.246,1:33.008,04-bahrain,pirelli,2012
sauber,sergio-perez,15,ferrari,+0.972,+0.386,17,8,1:33.814,1:33.660,1:33.394,04-bahrain,pirelli,2012
ferrari,fernando-alonso,5,ferrari,,,11,9,1:34.760,1:33.403,,04-bahrain,pirelli,2012
force-india,paul-di-resta,11,mercedes,,,15,10,1:34.624,1:33.510,,04-bahrain,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,,,6,11,1:34.552,1:33.789,,04-bahrain,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,,,13,12,1:34.131,1:33.806,,04-bahrain,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,,,12,13,1:34.601,1:33.807,,04-bahrain,pirelli,2012
ferrari,felipe-massa,6,ferrari,,,14,14,1:34.372,1:33.912,,04-bahrain,pirelli,2012
williams,bruno-senna,19,renault,,,14,15,1:34.466,1:34.017,,04-bahrain,pirelli,2012
caterham,heikki-kovalainen,20,renault,,,10,16,1:34.852,1:36.132,,04-bahrain,pirelli,2012
williams,pastor-maldonado,18,renault,,,8,17,1:34.639,,,04-bahrain,pirelli,2012
mercedes,michael-schumacher,7,mercedes,,,5,18,1:34.865,,,04-bahrain,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,,,8,19,1:35.014,,,04-bahrain,pirelli,2012
caterham,vitaly-petrov,21,renault,,,7,20,1:35.823,,,04-bahrain,pirelli,2012
marussia,charles-pic,25,cosworth,,,8,21,1:37.683,,,04-bahrain,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,,,6,22,1:37.883,,,04-bahrain,pirelli,2012
marussia,timo-glock,24,cosworth,,,7,23,1:37.905,,,04-bahrain,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,,,7,24,1:38.314,,,04-bahrain,pirelli,2012
williams,pastor-maldonado,18,renault,,,14,1,1:23.380,1:22.105,1:22.285,05-spain,pirelli,2012
ferrari,fernando-alonso,5,ferrari,+0.017,+0.017,15,2,1:23.276,1:22.862,1:22.302,05-spain,pirelli,2012
lotus-f1,romain-grosjean,10,renault,+0.139,+0.122,14,3,1:23.248,1:22.667,1:22.424,05-spain,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+0.202,+0.063,13,4,1:23.406,1:22.856,1:22.487,05-spain,pirelli,2012
sauber,sergio-perez,15,ferrari,+0.248,+0.046,14,5,1:24.261,1:22.773,1:22.533,05-spain,pirelli,2012
mercedes,nico-rosberg,8,mercedes,+0.720,+0.472,17,6,1:23.370,1:22.882,1:23.005,05-spain,pirelli,2012
red-bull,sebastian-vettel,1,renault,,,14,7,1:23.850,1:22.884,,05-spain,pirelli,2012
mercedes,michael-schumacher,7,mercedes,,,15,8,1:23.757,1:22.904,,05-spain,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,,,14,9,1:23.386,1:22.897,,05-spain,pirelli,2012
mclaren,jenson-button,3,mercedes,,,13,10,1:23.510,1:22.944,,05-spain,pirelli,2012
red-bull,mark-webber,2,renault,,,8,11,1:23.592,1:22.977,,05-spain,pirelli,2012
force-india,paul-di-resta,11,mercedes,,,14,12,1:23.852,1:23.125,,05-spain,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,,,13,13,1:23.720,1:23.177,,05-spain,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,,,11,14,1:24.362,1:23.265,,05-spain,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,,,11,15,1:23.906,1:23.442,,05-spain,pirelli,2012
ferrari,felipe-massa,6,ferrari,,,12,16,1:23.886,1:23.444,,05-spain,pirelli,2012
williams,bruno-senna,19,renault,,,8,17,1:24.981,,,05-spain,pirelli,2012
caterham,vitaly-petrov,21,renault,,,8,18,1:25.277,,,05-spain,pirelli,2012
caterham,heikki-kovalainen,20,renault,,,8,19,1:25.507,,,05-spain,pirelli,2012
marussia,charles-pic,25,cosworth,,,8,20,1:26.582,,,05-spain,pirelli,2012
marussia,timo-glock,24,cosworth,,,8,21,1:27.032,,,05-spain,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,,,6,22,1:27.555,,,05-spain,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,,,4,NC,1:31.122,,,05-spain,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,,,17,EX,1:22.583,1:22.465,1:21.707,05-spain,pirelli,2012
mercedes,michael-schumacher,7,mercedes,,,22,1,1:15.873,1:15.062,1:14.301,06-monaco,pirelli,2012
red-bull,mark-webber,2,renault,+0.080,+0.080,19,2,1:16.013,1:15.035,1:14.381,06-monaco,pirelli,2012
mercedes,nico-rosberg,8,mercedes,+0.147,+0.067,21,3,1:15.900,1:15.022,1:14.448,06-monaco,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,+0.282,+0.135,20,4,1:16.063,1:15.166,1:14.583,06-monaco,pirelli,2012
lotus-f1,romain-grosjean,10,renault,+0.338,+0.056,27,5,1:15.718,1:15.219,1:14.639,06-monaco,pirelli,2012
ferrari,fernando-alonso,5,ferrari,+0.647,+0.309,22,6,1:16.153,1:15.128,1:14.948,06-monaco,pirelli,2012
ferrari,felipe-massa,6,ferrari,+0.748,+0.101,19,7,1:15.983,1:14.911,1:15.049,06-monaco,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+0.898,+0.150,28,8,1:15.889,1:15.322,1:15.199,06-monaco,pirelli,2012
williams,pastor-maldonado,18,renault,+0.944,+0.046,22,9,1:16.017,1:15.026,1:15.245,06-monaco,pirelli,2012
red-bull,sebastian-vettel,1,renault,,,24,10,1:15.757,1:15.234,,06-monaco,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,,,17,11,1:15.418,1:15.421,,06-monaco,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,,,19,12,1:15.648,1:15.508,,06-monaco,pirelli,2012
mclaren,jenson-button,3,mercedes,,,18,13,1:16.399,1:15.536,,06-monaco,pirelli,2012
williams,bruno-senna,19,renault,,,20,14,1:15.923,1:15.709,,06-monaco,pirelli,2012
force-india,paul-di-resta,11,mercedes,,,14,15,1:16.062,1:15.718,,06-monaco,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,,,19,16,1:16.360,1:15.878,,06-monaco,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,,,14,17,1:16.491,1:16.885,,06-monaco,pirelli,2012
caterham,heikki-kovalainen,20,renault,,,13,18,1:16.538,,,06-monaco,pirelli,2012
caterham,vitaly-petrov,21,renault,,,13,19,1:17.404,,,06-monaco,pirelli,2012
marussia,timo-glock,24,cosworth,,,11,20,1:17.947,,,06-monaco,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,,,11,21,1:18.096,,,06-monaco,pirelli,2012
marussia,charles-pic,25,cosworth,,,12,22,1:18.476,,,06-monaco,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,,,8,23,1:19.310,,,06-monaco,pirelli,2012
sauber,sergio-perez,15,ferrari,,,2,NC,,,,06-monaco,pirelli,2012
red-bull,sebastian-vettel,1,renault,,,16,1,1:14.661,1:14.187,1:13.784,07-canada,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,+0.303,+0.303,22,2,1:14.891,1:14.371,1:14.087,07-canada,pirelli,2012
ferrari,fernando-alonso,5,ferrari,+0.367,+0.064,23,3,1:14.916,1:14.314,1:14.151,07-canada,pirelli,2012
red-bull,mark-webber,2,renault,+0.562,+0.195,19,4,1:14.956,1:14.479,1:14.346,07-canada,pirelli,2012
mercedes,nico-rosberg,8,mercedes,+0.627,+0.065,25,5,1:15.098,1:14.568,1:14.411,07-canada,pirelli,2012
ferrari,felipe-massa,6,ferrari,+0.681,+0.054,24,6,1:15.194,1:14.641,1:14.465,07-canada,pirelli,2012
lotus-f1,romain-grosjean,10,renault,+0.861,+0.180,28,7,1:15.163,1:14.627,1:14.645,07-canada,pirelli,2012
force-india,paul-di-resta,11,mercedes,+0.921,+0.060,22,8,1:15.019,1:14.639,1:14.705,07-canada,pirelli,2012
mercedes,michael-schumacher,7,mercedes,+1.028,+0.107,18,9,1:14.892,1:14.480,1:14.812,07-canada,pirelli,2012
mclaren,jenson-button,3,mercedes,+1.398,+0.370,24,10,1:14.799,1:14.680,1:15.182,07-canada,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,,,21,11,1:15.101,1:14.688,,07-canada,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,,,22,12,1:14.995,1:14.734,,07-canada,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,,,18,13,1:15.106,1:14.748,,07-canada,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,,,21,14,1:15.552,1:15.078,,07-canada,pirelli,2012
sauber,sergio-perez,15,ferrari,,,21,15,1:15.326,1:15.156,,07-canada,pirelli,2012
williams,bruno-senna,19,renault,,,20,16,1:14.995,1:15.170,,07-canada,pirelli,2012
williams,pastor-maldonado,18,renault,,,21,17,1:14.979,1:15.231,,07-canada,pirelli,2012
caterham,heikki-kovalainen,20,renault,,,12,18,1:16.263,,,07-canada,pirelli,2012
caterham,vitaly-petrov,21,renault,,,10,19,1:16.482,,,07-canada,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,,,12,20,1:16.602,,,07-canada,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,,,8,21,1:17.492,,,07-canada,pirelli,2012
marussia,timo-glock,24,cosworth,,,10,22,1:17.901,,,07-canada,pirelli,2012
marussia,charles-pic,25,cosworth,,,9,23,1:18.255,,,07-canada,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,,,9,24,1:18.330,,,07-canada,pirelli,2012
red-bull,sebastian-vettel,1,renault,,,15,1,1:39.626,1:38.530,1:38.086,08-europe,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,+0.324,+0.324,17,2,1:39.169,1:38.616,1:38.410,08-europe,pirelli,2012
williams,pastor-maldonado,18,renault,+0.389,+0.065,21,3,1:38.825,1:38.570,1:38.475,08-europe,pirelli,2012
lotus-f1,romain-grosjean,10,renault,+0.419,+0.030,16,4,1:39.530,1:38.489,1:38.505,08-europe,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+0.427,+0.008,16,5,1:39.464,1:38.531,1:38.513,08-europe,pirelli,2012
mercedes,nico-rosberg,8,mercedes,+0.537,+0.110,17,6,1:39.061,1:38.504,1:38.623,08-europe,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,+0.655,+0.118,12,7,1:39.651,1:38.703,1:38.741,08-europe,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,+0.666,+0.011,19,8,1:39.009,1:38.689,1:38.752,08-europe,pirelli,2012
mclaren,jenson-button,3,mercedes,+0.715,+0.049,16,9,1:39.622,1:38.563,1:38.801,08-europe,pirelli,2012
force-india,paul-di-resta,11,mercedes,+0.906,+0.191,18,10,1:38.858,1:38.519,1:38.992,08-europe,pirelli,2012
ferrari,fernando-alonso,5,ferrari,,,14,11,1:39.409,1:38.707,,08-europe,pirelli,2012
mercedes,michael-schumacher,7,mercedes,,,12,12,1:39.447,1:38.770,,08-europe,pirelli,2012
ferrari,felipe-massa,6,ferrari,,,14,13,1:39.388,1:38.780,,08-europe,pirelli,2012
williams,bruno-senna,19,renault,,,15,14,1:39.449,1:39.207,,08-europe,pirelli,2012
sauber,sergio-perez,15,ferrari,,,14,15,1:39.353,1:39.358,,08-europe,pirelli,2012
caterham,heikki-kovalainen,20,renault,,,11,16,1:40.087,1:40.295,,08-europe,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,,,12,17,1:39.924,1:40.358,,08-europe,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,,,9,18,1:40.203,,,08-europe,pirelli,2012
red-bull,mark-webber,2,renault,,,7,19,1:40.395,,,08-europe,pirelli,2012
caterham,vitaly-petrov,21,renault,,,8,20,1:40.457,,,08-europe,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,,,7,21,1:42.171,,,08-europe,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,,,8,22,1:42.527,,,08-europe,pirelli,2012
marussia,charles-pic,25,cosworth,,,10,23,1:42.675,,,08-europe,pirelli,2012
ferrari,fernando-alonso,5,ferrari,,,25,1,1:46.515,1:56.921,1:51.746,09-great-britain,pirelli,2012
red-bull,mark-webber,2,renault,+0.047,+0.047,23,2,1:47.276,1:55.898,1:51.793,09-great-britain,pirelli,2012
mercedes,michael-schumacher,7,mercedes,+0.274,+0.227,22,3,1:46.571,1:55.799,1:52.020,09-great-britain,pirelli,2012
red-bull,sebastian-vettel,1,renault,+0.453,+0.179,23,4,1:46.279,1:56.931,1:52.199,09-great-britain,pirelli,2012
ferrari,felipe-massa,6,ferrari,+1.319,+0.866,24,5,1:47.401,1:56.388,1:53.065,09-great-britain,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+1.544,+0.225,24,6,1:47.309,1:56.469,1:53.290,09-great-britain,pirelli,2012
williams,pastor-maldonado,18,renault,+1.793,+0.249,25,7,1:46.449,1:56.802,1:53.539,09-great-britain,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,+1.797,+0.004,25,8,1:47.433,1:54.897,1:53.543,09-great-britain,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,+2.636,+0.839,22,9,1:46.334,1:55.556,1:54.382,09-great-britain,pirelli,2012
lotus-f1,romain-grosjean,10,renault,,,20,10,1:47.043,1:56.388,,09-great-britain,pirelli,2012
force-india,paul-di-resta,11,mercedes,,,19,11,1:47.582,1:57.009,,09-great-britain,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,,,18,12,1:46.649,1:57.071,,09-great-britain,pirelli,2012
mercedes,nico-rosberg,8,mercedes,,,17,13,1:47.724,1:57.108,,09-great-britain,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,,,18,14,1:47.266,1:57.132,,09-great-britain,pirelli,2012
williams,bruno-senna,19,renault,,,19,15,1:47.105,1:57.426,,09-great-britain,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,,,18,16,1:47.705,1:57.719,,09-great-britain,pirelli,2012
sauber,sergio-perez,15,ferrari,,,19,17,1:46.494,1:57.895,,09-great-britain,pirelli,2012
mclaren,jenson-button,3,mercedes,,,12,18,1:48.044,,,09-great-britain,pirelli,2012
caterham,vitaly-petrov,21,renault,,,10,19,1:49.027,,,09-great-britain,pirelli,2012
caterham,heikki-kovalainen,20,renault,,,10,20,1:49.477,,,09-great-britain,pirelli,2012
marussia,timo-glock,24,cosworth,,,10,21,1:51.618,,,09-great-britain,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,,,11,22,1:52.742,,,09-great-britain,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,,,10,23,1:53.040,,,09-great-britain,pirelli,2012
marussia,charles-pic,25,cosworth,,,10,NC,1:54.143,,,09-great-britain,pirelli,2012
ferrari,fernando-alonso,5,ferrari,,,23,1,1:16.073,1:38.521,1:40.621,10-germany,pirelli,2012
red-bull,sebastian-vettel,1,renault,+0.405,+0.405,23,2,1:16.393,1:38.309,1:41.026,10-germany,pirelli,2012
red-bull,mark-webber,2,renault,+0.875,+0.470,24,3,1:16.500,1:39.382,1:41.496,10-germany,pirelli,2012
mercedes,michael-schumacher,7,mercedes,+1.838,+0.963,24,4,1:16.686,1:38.010,1:42.459,10-germany,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,+2.880,+1.042,24,5,1:16.271,1:39.467,1:43.501,10-germany,pirelli,2012
williams,pastor-maldonado,18,renault,+3.329,+0.449,27,6,1:16.181,1:38.731,1:43.950,10-germany,pirelli,2012
mclaren,jenson-button,3,mercedes,+3.492,+0.163,20,7,1:16.507,1:38.659,1:44.113,10-germany,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,+3.565,+0.073,18,8,1:16.221,1:37.365,1:44.186,10-germany,pirelli,2012
force-india,paul-di-resta,11,mercedes,+4.268,+0.703,26,9,1:16.352,1:39.703,1:44.889,10-germany,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+5.190,+0.922,20,10,1:15.693,1:39.729,1:45.811,10-germany,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,,,15,11,1:16.516,1:39.789,,10-germany,pirelli,2012
sauber,sergio-perez,15,ferrari,,,17,12,1:15.726,1:39.933,,10-germany,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,,,16,13,1:16.481,1:39.985,,10-germany,pirelli,2012
ferrari,felipe-massa,6,ferrari,,,17,14,1:16.265,1:40.212,,10-germany,pirelli,2012
lotus-f1,romain-grosjean,10,renault,,,18,15,1:16.685,1:40.574,,10-germany,pirelli,2012
williams,bruno-senna,19,renault,,,21,16,1:16.426,1:40.752,,10-germany,pirelli,2012
mercedes,nico-rosberg,8,mercedes,,,18,17,1:15.988,1:41.551,,10-germany,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,,,9,18,1:16.741,,,10-germany,pirelli,2012
caterham,heikki-kovalainen,20,renault,,,8,19,1:17.620,,,10-germany,pirelli,2012
caterham,vitaly-petrov,21,renault,,,9,20,1:18.531,,,10-germany,pirelli,2012
marussia,charles-pic,25,cosworth,,,12,21,1:19.220,,,10-germany,pirelli,2012
marussia,timo-glock,24,cosworth,,,11,22,1:19.291,,,10-germany,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,,,8,23,1:19.912,,,10-germany,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,,,10,24,1:20.230,,,10-germany,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,,,18,1,1:21.794,1:21.060,1:20.953,11-hungary,pirelli,2012
lotus-f1,romain-grosjean,10,renault,+0.413,+0.413,26,2,1:22.755,1:21.657,1:21.366,11-hungary,pirelli,2012
red-bull,sebastian-vettel,1,renault,+0.463,+0.050,18,3,1:22.948,1:21.407,1:21.416,11-hungary,pirelli,2012
mclaren,jenson-button,3,mercedes,+0.630,+0.167,22,4,1:22.028,1:21.618,1:21.583,11-hungary,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+0.777,+0.147,22,5,1:22.234,1:21.583,1:21.730,11-hungary,pirelli,2012
ferrari,fernando-alonso,5,ferrari,+0.891,+0.114,19,6,1:22.095,1:21.598,1:21.844,11-hungary,pirelli,2012
ferrari,felipe-massa,6,ferrari,+0.947,+0.056,19,7,1:22.203,1:21.534,1:21.900,11-hungary,pirelli,2012
williams,pastor-maldonado,18,renault,+0.986,+0.039,22,8,1:22.475,1:21.504,1:21.939,11-hungary,pirelli,2012
williams,bruno-senna,19,renault,+1.390,+0.404,24,9,1:22.271,1:21.697,1:22.343,11-hungary,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,+1.894,+0.504,19,10,1:22.176,1:21.653,1:22.847,11-hungary,pirelli,2012
