constructorId,driverId,driverNumber,engineManufacturerId,gap,interval,lap,position,race,time,tyreManufacturerId,year
lotus-f1,kimi-raikkonen,9,renault,,,50,1,09-great-britain,1:34.661,pirelli,2012
lotus-f1,romain-grosjean,10,renault,+0.223,+0.223,50,2,09-great-britain,1:34.884,pirelli,2012
red-bull,sebastian-vettel,1,renault,+0.236,+0.013,52,3,09-great-britain,1:34.897,pirelli,2012
red-bull,mark-webber,2,renault,+0.273,+0.037,49,4,09-great-britain,1:34.934,pirelli,2012
ferrari,felipe-massa,6,ferrari,+0.380,+0.107,50,5,09-great-britain,1:35.041,pirelli,2012
mercedes,michael-schumacher,7,mercedes,+0.530,+0.150,52,6,09-great-britain,1:35.191,pirelli,2012
ferrari,fernando-alonso,5,ferrari,+0.724,+0.194,49,7,09-great-britain,1:35.385,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,+0.787,+0.063,49,8,09-great-britain,1:35.448,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,+0.817,+0.030,48,9,09-great-britain,1:35.478,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,+0.853,+0.036,49,10,09-great-britain,1:35.514,pirelli,2012
mercedes,nico-rosberg,8,mercedes,+1.089,+0.236,49,11,09-great-britain,1:35.750,pirelli,2012
williams,bruno-senna,19,renault,+1.202,+0.113,48,12,09-great-britain,1:35.863,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,+1.320,+0.118,37,13,09-great-britain,1:35.981,pirelli,2012
mclaren,jenson-button,3,mercedes,+1.425,+0.105,52,14,09-great-britain,1:36.086,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,+1.512,+0.087,44,15,09-great-britain,1:36.173,pirelli,2012
marussia,timo-glock,24,cosworth,+2.761,+1.249,50,16,09-great-britain,1:37.422,pirelli,2012
williams,pastor-maldonado,18,renault,+2.854,+0.093,34,17,09-great-britain,1:37.515,pirelli,2012
marussia,charles-pic,25,cosworth,+3.347,+0.493,50,18,09-great-britain,1:38.008,pirelli,2012
caterham,heikki-kovalainen,20,renault,+3.389,+0.042,37,19,09-great-britain,1:38.050,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,+3.678,+0.289,50,20,09-great-britain,1:38.339,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,+4.957,+1.279,44,21,09-great-britain,1:39.618,pirelli,2012
sauber,sergio-perez,15,ferrari,+5.120,+0.163,3,22,09-great-britain,1:39.781,pirelli,2012
mercedes,michael-schumacher,7,mercedes,,,57,1,10-germany,1:18.725,pirelli,2012
ferrari,fernando-alonso,5,ferrari,+0.319,+0.319,66,2,10-germany,1:19.044,pirelli,2012
mercedes,nico-rosberg,8,mercedes,+0.380,+0.061,59,3,10-germany,1:19.105,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,+0.436,+0.056,61,4,10-germany,1:19.161,pirelli,2012
ferrari,felipe-massa,6,ferrari,+0.500,+0.064,67,5,10-germany,1:19.225,pirelli,2012
sauber,sergio-perez,15,ferrari,+0.545,+0.045,62,6,10-germany,1:19.270,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,+0.647,+0.102,56,7,10-germany,1:19.372,pirelli,2012
red-bull,sebastian-vettel,1,renault,+0.744,+0.097,67,8,10-germany,1:19.469,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+0.760,+0.016,56,9,10-germany,1:19.485,pirelli,2012
williams,pastor-maldonado,18,renault,+0.882,+0.122,59,10,10-germany,1:19.607,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,+0.920,+0.038,59,11,10-germany,1:19.645,pirelli,2012
force-india,paul-di-resta,11,mercedes,+0.992,+0.072,67,12,10-germany,1:19.717,pirelli,2012
mclaren,jenson-button,3,mercedes,+0.994,+0.002,62,13,10-germany,1:19.719,pirelli,2012
red-bull,mark-webber,2,renault,+1.069,+0.075,59,14,10-germany,1:19.794,pirelli,2012
williams,bruno-senna,19,renault,+1.169,+0.100,62,15,10-germany,1:19.894,pirelli,2012
caterham,vitaly-petrov,21,renault,+1.272,+0.103,62,16,10-germany,1:19.997,pirelli,2012
lotus-f1,romain-grosjean,10,renault,+1.288,+0.016,60,17,10-germany,1:20.013,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,+1.341,+0.053,44,18,10-germany,1:20.066,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,+1.366,+0.025,34,19,10-germany,1:20.091,pirelli,2012
caterham,heikki-kovalainen,20,renault,+1.871,+0.505,61,20,10-germany,1:20.596,pirelli,2012
marussia,charles-pic,25,cosworth,+3.028,+1.157,45,21,10-germany,1:21.753,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,+3.063,+0.035,55,22,10-germany,1:21.788,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,+3.682,+0.619,51,23,10-germany,1:22.407,pirelli,2012
marussia,timo-glock,24,cosworth,+4.053,+0.371,54,24,10-germany,1:22.778,pirelli,2012
red-bull,sebastian-vettel,1,renault,,,68,1,11-hungary,1:24.136,pirelli,2012
sauber,sergio-perez,15,ferrari,+1.082,+1.082,65,2,11-hungary,1:25.218,pirelli,2012
red-bull,mark-webber,2,renault,+1.266,+0.184,41,3,11-hungary,1:25.402,pirelli,2012
mclaren,lewis-hamilton,4,mercedes,+1.541,+0.275,65,4,11-hungary,1:25.677,pirelli,2012
williams,pastor-maldonado,18,renault,+1.587,+0.046,63,5,11-hungary,1:25.723,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+1.592,+0.005,41,6,11-hungary,1:25.728,pirelli,2012
ferrari,fernando-alonso,5,ferrari,+1.602,+0.010,65,7,11-hungary,1:25.738,pirelli,2012
sauber,kamui-kobayashi,14,ferrari,+1.609,+0.007,61,8,11-hungary,1:25.745,pirelli,2012
mercedes,nico-rosberg,8,mercedes,+1.694,+0.085,58,9,11-hungary,1:25.830,pirelli,2012
mclaren,jenson-button,3,mercedes,+1.695,+0.001,58,10,11-hungary,1:25.831,pirelli,2012
ferrari,felipe-massa,6,ferrari,+1.784,+0.089,54,11,11-hungary,1:25.920,pirelli,2012
force-india,paul-di-resta,11,mercedes,+1.840,+0.056,57,12,11-hungary,1:25.976,pirelli,2012
lotus-f1,romain-grosjean,10,renault,+1.914,+0.074,59,13,11-hungary,1:26.050,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,+1.925,+0.011,66,14,11-hungary,1:26.061,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,+1.937,+0.012,60,15,11-hungary,1:26.073,pirelli,2012
williams,bruno-senna,19,renault,+2.112,+0.175,65,16,11-hungary,1:26.248,pirelli,2012
toro-rosso,daniel-ricciardo,16,ferrari,+2.372,+0.260,59,17,11-hungary,1:26.508,pirelli,2012
caterham,heikki-kovalainen,20,renault,+2.459,+0.087,62,18,11-hungary,1:26.595,pirelli,2012
mercedes,michael-schumacher,7,mercedes,+2.642,+0.183,56,19,11-hungary,1:26.778,pirelli,2012
caterham,vitaly-petrov,21,renault,+3.493,+0.851,59,20,11-hungary,1:27.629,pirelli,2012
marussia,timo-glock,24,cosworth,+4.311,+0.818,55,21,11-hungary,1:28.447,pirelli,2012
marussia,charles-pic,25,cosworth,+4.591,+0.280,22,22,11-hungary,1:28.727,pirelli,2012
hrt,pedro-de-la-rosa,22,cosworth,+4.629,+0.038,56,23,11-hungary,1:28.765,pirelli,2012
hrt,narain-karthikeyan,23,cosworth,+5.370,+0.741,56,24,11-hungary,1:29.506,pirelli,2012
williams,bruno-senna,19,renault,,,43,1,12-belgium,1:52.822,pirelli,2012
mercedes,nico-rosberg,8,mercedes,+0.251,+0.251,39,2,12-belgium,1:53.073,pirelli,2012
ferrari,felipe-massa,6,ferrari,+0.642,+0.391,30,3,12-belgium,1:53.464,pirelli,2012
mercedes,michael-schumacher,7,mercedes,+0.685,+0.043,37,4,12-belgium,1:53.507,pirelli,2012
lotus-f1,kimi-raikkonen,9,renault,+0.818,+0.133,34,5,12-belgium,1:53.640,pirelli,2012
force-india,nico-hulkenberg,12,mercedes,+0.938,+0.120,40,6,12-belgium,1:53.760,pirelli,2012
red-bull,mark-webber,2,renault,+0.946,+0.008,42,7,12-belgium,1:53.768,pirelli,2012
toro-rosso,jean-eric-vergne,17,ferrari,+1.173,+0.227,31,8,12-belgium,1:53.995,pirelli,2012
red-bull,sebastian-vettel,1,renault,+1.376,+0.203,39,9,12-belgium,1:54.198,pirelli,2012
