constructorId,driverId,driverNumber,engineManufacturerId,gap,interval,laps,position,q1,q2,q3,race,tyreManufacturerId,year
force-india,sergio-perez,11,mercedes,,,7,18,1:32.318,,,03-bahrain,pirelli,2017
sauber,marcus-ericsson,9,ferrari,,,9,19,1:32.543,,,03-bahrain,pirelli,2017
haas,kevin-magnussen,20,ferrari,,,8,20,1:32.900,,,03-bahrain,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,,,20,1,1:34.493,1:34.038,1:33.194,04-russia,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+0.059,+0.059,18,2,1:34.953,1:33.663,1:33.253,04-russia,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.095,+0.036,18,3,1:34.041,1:33.264,1:33.289,04-russia,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+0.573,+0.478,19,4,1:34.409,1:33.760,1:33.767,04-russia,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+1.711,+1.138,20,5,1:35.560,1:35.483,1:34.905,04-russia,pirelli,2017
williams,felipe-massa,19,mercedes,+1.916,+0.205,20,6,1:35.828,1:35.049,1:35.110,04-russia,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+1.967,+0.051,18,7,1:35.301,1:35.221,1:35.161,04-russia,pirelli,2017
renault,nico-hulkenberg,27,renault,+2.091,+0.124,21,8,1:35.507,1:35.328,1:35.285,04-russia,pirelli,2017
force-india,sergio-perez,11,mercedes,+2.143,+0.052,18,9,1:36.185,1:35.513,1:35.337,04-russia,pirelli,2017
force-india,esteban-ocon,31,mercedes,+2.236,+0.093,20,10,1:35.372,1:35.729,1:35.430,04-russia,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,,,18,11,1:35.827,1:35.948,,04-russia,pirelli,2017
williams,lance-stroll,18,mercedes,,,18,12,1:36.279,1:35.964,,04-russia,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,,,18,13,1:35.984,1:35.968,,04-russia,pirelli,2017
haas,kevin-magnussen,20,ferrari,,,16,14,1:36.408,1:36.017,,04-russia,pirelli,2017
mclaren,fernando-alonso,14,honda,,,14,15,1:36.353,1:36.660,,04-russia,pirelli,2017
renault,jolyon-palmer,30,renault,,,9,16,1:36.462,,,04-russia,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,,,9,17,1:37.070,,,04-russia,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,,,9,18,1:37.332,,,04-russia,pirelli,2017
sauber,marcus-ericsson,9,ferrari,,,9,19,1:37.507,,,04-russia,pirelli,2017
haas,romain-grosjean,8,ferrari,,,9,20,1:37.620,,,04-russia,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,,,12,1,1:20.511,1:20.210,1:19.149,05-spain,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+0.051,+0.051,16,2,1:20.939,1:20.295,1:19.200,05-spain,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.224,+0.173,15,3,1:20.991,1:20.300,1:19.373,05-spain,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+0.290,+0.066,14,4,1:20.742,1:20.621,1:19.439,05-spain,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+0.557,+0.267,12,5,1:21.430,1:20.722,1:19.706,05-spain,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+1.026,+0.469,12,6,1:21.704,1:20.855,1:20.175,05-spain,pirelli,2017
mclaren,fernando-alonso,14,honda,+1.899,+0.873,15,7,1:22.015,1:21.251,1:21.048,05-spain,pirelli,2017
force-india,sergio-perez,11,mercedes,+1.921,+0.022,14,8,1:21.998,1:21.239,1:21.070,05-spain,pirelli,2017
williams,felipe-massa,19,mercedes,+2.083,+0.162,15,9,1:22.138,1:21.222,1:21.232,05-spain,pirelli,2017
force-india,esteban-ocon,31,mercedes,+2.123,+0.040,17,10,1:21.901,1:21.148,1:21.272,05-spain,pirelli,2017
haas,kevin-magnussen,20,ferrari,,,13,11,1:21.945,1:21.329,,05-spain,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,,,12,12,1:21.941,1:21.371,,05-spain,pirelli,2017
renault,nico-hulkenberg,27,renault,,,12,13,1:22.091,1:21.397,,05-spain,pirelli,2017
haas,romain-grosjean,8,ferrari,,,13,14,1:21.822,1:21.517,,05-spain,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,,,15,15,1:22.327,1:21.803,,05-spain,pirelli,2017
sauber,marcus-ericsson,9,ferrari,,,9,16,1:22.332,,,05-spain,pirelli,2017
renault,jolyon-palmer,30,renault,,,6,17,1:22.401,,,05-spain,pirelli,2017
williams,lance-stroll,18,mercedes,,,7,18,1:22.411,,,05-spain,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,,,9,19,1:22.532,,,05-spain,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,,,6,20,1:22.746,,,05-spain,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,,,23,1,1:13.117,1:12.231,1:12.178,06-monaco,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+0.043,+0.043,23,2,1:13.090,1:12.449,1:12.221,06-monaco,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.045,+0.002,30,3,1:13.325,1:12.901,1:12.223,06-monaco,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+0.318,+0.273,24,4,1:13.078,1:12.697,1:12.496,06-monaco,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+0.820,+0.502,21,5,1:13.219,1:13.011,1:12.998,06-monaco,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+0.984,+0.164,30,6,1:13.526,1:13.397,1:13.162,06-monaco,pirelli,2017
force-india,sergio-perez,11,mercedes,+1.151,+0.167,23,7,1:13.530,1:13.430,1:13.329,06-monaco,pirelli,2017
haas,romain-grosjean,8,ferrari,+1.171,+0.020,29,8,1:13.786,1:13.203,1:13.349,06-monaco,pirelli,2017
mclaren,jenson-button,22,honda,+1.435,+0.264,27,9,1:13.723,1:13.453,1:13.613,06-monaco,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,,,20,10,1:13.476,1:13.249,,06-monaco,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,,,19,11,1:13.899,1:13.516,,06-monaco,pirelli,2017
renault,nico-hulkenberg,27,renault,,,21,12,1:13.787,1:13.628,,06-monaco,pirelli,2017
haas,kevin-magnussen,20,ferrari,,,20,13,1:13.531,1:13.959,,06-monaco,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,,,18,14,1:13.640,1:14.106,,06-monaco,pirelli,2017
williams,felipe-massa,19,mercedes,,,20,15,1:13.796,1:20.529,,06-monaco,pirelli,2017
force-india,esteban-ocon,31,mercedes,,,7,16,1:14.101,,,06-monaco,pirelli,2017
renault,jolyon-palmer,30,renault,,,11,17,1:14.696,,,06-monaco,pirelli,2017
williams,lance-stroll,18,mercedes,,,7,18,1:14.893,,,06-monaco,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,,,11,19,1:15.159,,,06-monaco,pirelli,2017
sauber,marcus-ericsson,9,ferrari,,,11,20,1:15.276,,,06-monaco,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,,,21,1,1:12.692,1:12.496,1:11.459,07-canada,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+0.330,+0.330,21,2,1:13.046,1:12.749,1:11.789,07-canada,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.718,+0.388,20,3,1:12.685,1:12.563,1:12.177,07-canada,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+0.793,+0.075,23,4,1:13.548,1:12.580,1:12.252,07-canada,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+0.944,+0.151,26,5,1:13.177,1:12.751,1:12.403,07-canada,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+1.098,+0.154,28,6,1:13.543,1:12.810,1:12.557,07-canada,pirelli,2017
williams,felipe-massa,19,mercedes,+1.399,+0.301,27,7,1:13.435,1:13.012,1:12.858,07-canada,pirelli,2017
force-india,sergio-perez,11,mercedes,+1.559,+0.160,22,8,1:13.470,1:13.262,1:13.018,07-canada,pirelli,2017
force-india,esteban-ocon,31,mercedes,+1.676,+0.117,22,9,1:13.520,1:13.320,1:13.135,07-canada,pirelli,2017
renault,nico-hulkenberg,27,renault,+1.812,+0.136,24,10,1:13.804,1:13.406,1:13.271,07-canada,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,,,18,11,1:13.802,1:13.690,,07-canada,pirelli,2017
mclaren,fernando-alonso,14,honda,,,18,12,1:13.669,1:13.693,,07-canada,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,,,19,13,1:14.051,1:13.756,,07-canada,pirelli,2017
haas,romain-grosjean,8,ferrari,,,21,14,1:13.780,1:13.839,,07-canada,pirelli,2017
renault,jolyon-palmer,30,renault,,,20,15,1:13.990,1:14.293,,07-canada,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,,,11,16,1:14.182,,,07-canada,pirelli,2017
williams,lance-stroll,18,mercedes,,,14,17,1:14.209,,,07-canada,pirelli,2017
haas,kevin-magnussen,20,ferrari,,,11,18,1:14.318,,,07-canada,pirelli,2017
sauber,marcus-ericsson,9,ferrari,,,11,19,1:14.495,,,07-canada,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,,,10,20,1:14.810,,,07-canada,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,,,20,1,1:41.983,1:41.275,1:40.593,08-azerbaijan,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.434,+0.434,23,2,1:43.026,1:41.502,1:41.027,08-azerbaijan,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+1.100,+0.666,23,3,1:42.678,1:42.090,1:41.693,08-azerbaijan,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+1.248,+0.148,23,4,1:42.952,1:41.911,1:41.841,08-azerbaijan,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+1.286,+0.038,22,5,1:42.544,1:41.961,1:41.879,08-azerbaijan,pirelli,2017
force-india,sergio-perez,11,mercedes,+1.518,+0.232,21,6,1:43.162,1:42.467,1:42.111,08-azerbaijan,pirelli,2017
force-india,esteban-ocon,31,mercedes,+1.593,+0.075,21,7,1:43.051,1:42.751,1:42.186,08-azerbaijan,pirelli,2017
williams,lance-stroll,18,mercedes,+2.160,+0.567,21,8,1:43.613,1:42.284,1:42.753,08-azerbaijan,pirelli,2017
williams,felipe-massa,19,mercedes,+2.205,+0.045,22,9,1:43.165,1:42.735,1:42.798,08-azerbaijan,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+2.821,+0.616,20,10,1:42.857,1:42.215,1:43.414,08-azerbaijan,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,,,19,11,1:42.927,1:43.186,,08-azerbaijan,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,,,20,12,1:43.489,1:43.347,,08-azerbaijan,pirelli,2017
haas,kevin-magnussen,20,ferrari,,,18,13,1:44.029,1:43.796,,08-azerbaijan,pirelli,2017
renault,nico-hulkenberg,27,renault,,,12,14,1:43.930,1:44.267,,08-azerbaijan,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,,,18,15,1:44.317,1:44.603,,08-azerbaijan,pirelli,2017
mclaren,fernando-alonso,14,honda,,,9,16,1:44.334,,,08-azerbaijan,pirelli,2017
haas,romain-grosjean,8,ferrari,,,10,17,1:44.468,,,08-azerbaijan,pirelli,2017
sauber,marcus-ericsson,9,ferrari,,,10,18,1:44.795,,,08-azerbaijan,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,,,8,19,1:45.030,,,08-azerbaijan,pirelli,2017
renault,jolyon-palmer,30,renault,,,,NC,,,,08-azerbaijan,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,,,18,1,1:05.760,1:04.316,1:04.251,09-austria,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+0.042,+0.042,17,2,1:05.585,1:04.772,1:04.293,09-austria,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+0.173,+0.131,17,3,1:05.064,1:04.800,1:04.424,09-austria,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+0.528,+0.355,17,4,1:05.148,1:05.004,1:04.779,09-austria,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+0.645,+0.117,22,5,1:05.854,1:05.161,1:04.896,09-austria,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+0.732,+0.087,16,6,1:05.779,1:04.948,1:04.983,09-austria,pirelli,2017
haas,romain-grosjean,8,ferrari,+1.229,+0.497,30,7,1:05.902,1:05.319,1:05.480,09-austria,pirelli,2017
force-india,sergio-perez,11,mercedes,+1.354,+0.125,21,8,1:05.975,1:05.435,1:05.605,09-austria,pirelli,2017
force-india,esteban-ocon,31,mercedes,+1.423,+0.069,22,9,1:06.033,1:05.550,1:05.674,09-austria,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+1.475,+0.052,23,10,1:05.675,1:05.544,1:05.726,09-austria,pirelli,2017
renault,nico-hulkenberg,27,renault,,,16,11,1:06.174,1:05.597,,09-austria,pirelli,2017
mclaren,fernando-alonso,14,honda,,,14,12,1:06.158,1:05.602,,09-austria,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,,,14,13,1:06.316,1:05.741,,09-austria,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,,,16,14,1:05.990,1:05.884,,09-austria,pirelli,2017
haas,kevin-magnussen,20,ferrari,,,6,15,1:06.143,,,09-austria,pirelli,2017
renault,jolyon-palmer,30,renault,,,10,16,1:06.345,,,09-austria,pirelli,2017
williams,felipe-massa,19,mercedes,,,8,17,1:06.534,,,09-austria,pirelli,2017
williams,lance-stroll,18,mercedes,,,11,18,1:06.608,,,09-austria,pirelli,2017
sauber,marcus-ericsson,9,ferrari,,,12,19,1:06.857,,,09-austria,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,,,11,20,1:07.011,,,09-austria,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,,,25,1,1:39.069,1:27.893,1:26.600,10-great-britain,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+0.547,+0.547,26,2,1:40.455,1:28.992,1:27.147,10-great-britain,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+0.756,+0.209,24,3,1:39.962,1:28.978,1:27.356,10-great-britain,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.776,+0.020,26,4,1:39.698,1:28.732,1:27.376,10-great-britain,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+1.530,+0.754,23,5,1:38.912,1:29.431,1:28.130,10-great-britain,pirelli,2017
renault,nico-hulkenberg,27,renault,+2.256,+0.726,21,6,1:39.201,1:29.340,1:28.856,10-great-britain,pirelli,2017
force-india,sergio-perez,11,mercedes,+2.302,+0.046,26,7,1:42.009,1:29.824,1:28.902,10-great-britain,pirelli,2017
force-india,esteban-ocon,31,mercedes,+2.474,+0.172,25,8,1:39.738,1:29.701,1:29.074,10-great-britain,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+2.818,+0.344,24,9,1:40.011,1:30.105,1:29.418,10-great-britain,pirelli,2017
haas,romain-grosjean,8,ferrari,+2.949,+0.131,26,10,1:42.042,1:29.966,1:29.549,10-great-britain,pirelli,2017
renault,jolyon-palmer,30,renault,,,18,11,1:41.404,1:30.193,,10-great-britain,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,,,20,12,1:41.726,1:30.355,,10-great-britain,pirelli,2017
mclaren,fernando-alonso,14,honda,,,17,13,1:37.598,1:30.600,,10-great-britain,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,,,15,14,1:41.114,1:31.368,,10-great-britain,pirelli,2017
williams,felipe-massa,19,mercedes,,,21,15,1:41.874,1:31.482,,10-great-britain,pirelli,2017
williams,lance-stroll,18,mercedes,,,11,16,1:42.573,,,10-great-britain,pirelli,2017
haas,kevin-magnussen,20,ferrari,,,11,17,1:42.577,,,10-great-britain,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,,,10,18,1:42.593,,,10-great-britain,pirelli,2017
sauber,marcus-ericsson,9,ferrari,,,10,19,1:42.633,,,10-great-britain,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,,,4,20,1:42.966,,,10-great-britain,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,,,14,1,1:17.244,1:16.802,1:16.276,11-hungary,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+0.168,+0.168,14,2,1:17.364,1:17.207,1:16.444,11-hungary,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.254,+0.086,18,3,1:18.058,1:17.362,1:16.530,11-hungary,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+0.431,+0.177,17,4,1:17.492,1:16.693,1:16.707,11-hungary,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+0.521,+0.090,14,5,1:17.266,1:17.028,1:16.797,11-hungary,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+0.542,+0.021,14,6,1:17.702,1:17.698,1:16.818,11-hungary,pirelli,2017
renault,nico-hulkenberg,27,renault,+1.192,+0.650,14,7,1:18.137,1:17.655,1:17.468,11-hungary,pirelli,2017
mclaren,fernando-alonso,14,honda,+1.273,+0.081,17,8,1:18.395,1:17.919,1:17.549,11-hungary,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+1.618,+0.345,17,9,1:18.479,1:18.000,1:17.894,11-hungary,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+2.636,+1.018,19,10,1:18.948,1:18.311,1:18.912,11-hungary,pirelli,2017
renault,jolyon-palmer,30,renault,,,14,11,1:18.699,1:18.415,,11-hungary,pirelli,2017
force-india,esteban-ocon,31,mercedes,,,16,12,1:18.843,1:18.495,,11-hungary,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,,,15,13,1:18.702,1:18.538,,11-hungary,pirelli,2017
force-india,sergio-perez,11,mercedes,,,15,14,1:19.095,1:18.639,,11-hungary,pirelli,2017
haas,romain-grosjean,8,ferrari,,,15,15,1:19.085,1:18.771,,11-hungary,pirelli,2017
haas,kevin-magnussen,20,ferrari,,,9,16,1:19.095,,,11-hungary,pirelli,2017
williams,lance-stroll,18,mercedes,,,9,17,1:19.102,,,11-hungary,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,,,9,18,1:19.839,,,11-hungary,pirelli,2017
williams,paul-di-resta,40,mercedes,,,11,19,1:19.868,,,11-hungary,pirelli,2017
sauber,marcus-ericsson,9,ferrari,,,8,20,1:19.972,,,11-hungary,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,,,18,1,1:44.184,1:42.927,1:42.553,12-belgium,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+0.242,+0.242,13,2,1:44.275,1:43.987,1:42.795,12-belgium,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+0.541,+0.299,19,3,1:44.773,1:43.249,1:43.094,12-belgium,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+0.717,+0.176,11,4,1:44.729,1:43.700,1:43.270,12-belgium,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+0.827,+0.110,12,5,1:44.535,1:43.940,1:43.380,12-belgium,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+1.310,+0.483,12,6,1:45.114,1:44.224,1:43.863,12-belgium,pirelli,2017
renault,nico-hulkenberg,27,renault,+2.429,+1.119,15,7,1:45.280,1:44.988,1:44.982,12-belgium,pirelli,2017
force-india,sergio-perez,11,mercedes,+2.691,+0.262,14,8,1:45.591,1:44.894,1:45.244,12-belgium,pirelli,2017
force-india,esteban-ocon,31,mercedes,+2.816,+0.125,14,9,1:45.277,1:45.006,1:45.369,12-belgium,pirelli,2017
renault,jolyon-palmer,30,renault,,,10,10,1:45.447,1:44.685,,12-belgium,pirelli,2017
mclaren,fernando-alonso,14,honda,,,11,11,1:45.668,1:45.090,,12-belgium,pirelli,2017
haas,romain-grosjean,8,ferrari,,,12,12,1:45.728,1:45.133,,12-belgium,pirelli,2017
haas,kevin-magnussen,20,ferrari,,,12,13,1:45.535,1:45.400,,12-belgium,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,,,12,14,1:45.374,1:45.439,,12-belgium,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,,,11,15,1:45.441,,,12-belgium,pirelli,2017
williams,felipe-massa,19,mercedes,,,7,16,1:45.823,,,12-belgium,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,,,6,17,1:46.028,,,12-belgium,pirelli,2017
williams,lance-stroll,18,mercedes,,,5,18,1:46.915,,,12-belgium,pirelli,2017
sauber,marcus-ericsson,9,ferrari,,,6,19,1:47.214,,,12-belgium,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,,,6,20,1:47.679,,,12-belgium,pirelli,2017
