constructorId,engineManufacturerId,points,position,race,year
mclaren,mercedes,65,4,09-canada,2022
alpine,renault,57,5,09-canada,2022
alfa-romeo,ferrari,51,6,09-canada,2022
alphatauri,rbpt,27,7,09-canada,2022
aston-martin,mercedes,16,8,09-canada,2022
haas,ferrari,15,9,09-canada,2022
williams,mercedes,3,10,09-canada,2022
red-bull,rbpt,328,1,10-great-britain,2022
ferrari,ferrari,265,2,10-great-britain,2022
mercedes,mercedes,204,3,10-great-britain,2022
mclaren,mercedes,73,4,10-great-britain,2022
alpine,renault,67,5,10-great-britain,2022
alfa-romeo,ferrari,51,6,10-great-britain,2022
alphatauri,rbpt,27,7,10-great-britain,2022
haas,ferrari,20,8,10-great-britain,2022
aston-martin,mercedes,18,9,10-great-britain,2022
williams,mercedes,3,10,10-great-britain,2022
red-bull,rbpt,359,1,11-austria,2022
ferrari,ferrari,303,2,11-austria,2022
mercedes,mercedes,237,3,11-austria,2022
mclaren,mercedes,81,4,11-austria,2022
alpine,renault,81,5,11-austria,2022
alfa-romeo,ferrari,51,6,11-austria,2022
haas,ferrari,34,7,11-austria,2022
alphatauri,rbpt,27,8,11-austria,2022
aston-martin,mercedes,18,9,11-austria,2022
williams,mercedes,3,10,11-austria,2022
red-bull,rbpt,396,1,12-france,2022
ferrari,ferrari,314,2,12-france,2022
mercedes,mercedes,270,3,12-france,2022
alpine,renault,93,4,12-france,2022
mclaren,mercedes,89,5,12-france,2022
alfa-romeo,ferrari,51,6,12-france,2022
haas,ferrari,34,7,12-france,2022
alphatauri,rbpt,27,8,12-france,2022
aston-martin,mercedes,19,9,12-france,2022
williams,mercedes,3,10,12-france,2022
red-bull,rbpt,431,1,13-hungary,2022
ferrari,ferrari,334,2,13-hungary,2022
mercedes,mercedes,304,3,13-hungary,2022
alpine,renault,99,4,13-hungary,2022
mclaren,mercedes,95,5,13-hungary,2022
alfa-romeo,ferrari,51,6,13-hungary,2022
haas,ferrari,34,7,13-hungary,2022
alphatauri,rbpt,27,8,13-hungary,2022
aston-martin,mercedes,20,9,13-hungary,2022
williams,mercedes,3,10,13-hungary,2022
red-bull,rbpt,475,1,14-belgium,2022
ferrari,ferrari,357,2,14-belgium,2022
mercedes,mercedes,316,3,14-belgium,2022
alpine,renault,115,4,14-belgium,2022
mclaren,mercedes,95,5,14-belgium,2022
alfa-romeo,ferrari,51,6,14-belgium,2022
haas,ferrari,34,7,14-belgium,2022
alphatauri,rbpt,29,8,14-belgium,2022
aston-martin,mercedes,24,9,14-belgium,2022
williams,mercedes,4,10,14-belgium,2022
red-bull,rbpt,511,1,15-netherlands,2022
ferrari,ferrari,376,2,15-netherlands,2022
mercedes,mercedes,346,3,15-netherlands,2022
alpine,renault,125,4,15-netherlands,2022
mclaren,mercedes,101,5,15-netherlands,2022
alfa-romeo,ferrari,51,6,15-netherlands,2022
haas,ferrari,34,7,15-netherlands,2022
alphatauri,rbpt,29,8,15-netherlands,2022
aston-martin,mercedes,25,9,15-netherlands,2022
williams,mercedes,4,10,15-netherlands,2022
red-bull,rbpt,545,1,16-italy,2022
ferrari,ferrari,406,2,16-italy,2022
mercedes,mercedes,371,3,16-italy,2022
alpine,renault,125,4,16-italy,2022
mclaren,mercedes,107,5,16-italy,2022
alfa-romeo,ferrari,52,6,16-italy,2022
haas,ferrari,34,7,16-italy,2022
alphatauri,rbpt,33,8,16-italy,2022
aston-martin,mercedes,25,9,16-italy,2022
williams,mercedes,6,10,16-italy,2022
red-bull,rbpt,576,1,17-singapore,2022
ferrari,ferrari,439,2,17-singapore,2022
mercedes,mercedes,373,3,17-singapore,2022
mclaren,mercedes,129,4,17-singapore,2022
alpine,renault,125,5,17-singapore,2022
alfa-romeo,ferrari,52,6,17-singapore,2022
aston-martin,mercedes,37,7,17-singapore,2022
haas,ferrari,34,8,17-singapore,2022
alphatauri,rbpt,34,9,17-singapore,2022
williams,mercedes,6,10,17-singapore,2022
red-bull,rbpt,619,1,18-japan,2022
ferrari,ferrari,454,2,18-japan,2022
mercedes,mercedes,387,3,18-japan,2022
alpine,renault,143,4,18-japan,2022
mclaren,mercedes,130,5,18-japan,2022
alfa-romeo,ferrari,52,6,18-japan,2022
aston-martin,mercedes,45,7,18-japan,2022
haas,ferrari,34,8,18-japan,2022
alphatauri,rbpt,34,9,18-japan,2022
williams,mercedes,8,10,18-japan,2022
red-bull,rbpt,656,1,19-united-states,2022
ferrari,ferrari,469,2,19-united-states,2022
mercedes,mercedes,416,3,19-united-states,2022
alpine,renault,149,4,19-united-states,2022
mclaren,mercedes,138,5,19-united-states,2022
alfa-romeo,ferrari,52,6,19-united-states,2022
aston-martin,mercedes,49,7,19-united-states,2022
haas,ferrari,36,8,19-united-states,2022
alphatauri,rbpt,35,9,19-united-states,2022
williams,mercedes,8,10,19-united-states,2022
red-bull,rbpt,696,1,20-mexico,2022
ferrari,ferrari,487,2,20-mexico,2022
mercedes,mercedes,447,3,20-mexico,2022
alpine,renault,153,4,20-mexico,2022
mclaren,mercedes,146,5,20-mexico,2022
alfa-romeo,ferrari,53,6,20-mexico,2022
aston-martin,mercedes,49,7,20-mexico,2022
haas,ferrari,36,8,20-mexico,2022
alphatauri,rbpt,35,9,20-mexico,2022
williams,mercedes,8,10,20-mexico,2022
red-bull,rbpt,719,1,21-sao-paulo,2022
ferrari,ferrari,524,2,21-sao-paulo,2022
mercedes,mercedes,505,3,21-sao-paulo,2022
alpine,renault,167,4,21-sao-paulo,2022
mclaren,mercedes,148,5,21-sao-paulo,2022
alfa-romeo,ferrari,55,6,21-sao-paulo,2022
aston-martin,mercedes,50,7,21-sao-paulo,2022
haas,ferrari,37,8,21-sao-paulo,2022
alphatauri,rbpt,35,9,21-sao-paulo,2022
williams,mercedes,8,10,21-sao-paulo,2022
red-bull,rbpt,759,1,22-abu-dhabi,2022
ferrari,ferrari,554,2,22-abu-dhabi,2022
mercedes,mercedes,515,3,22-abu-dhabi,2022
alpine,renault,173,4,22-abu-dhabi,2022
mclaren,mercedes,159,5,22-abu-dhabi,2022
alfa-romeo,ferrari,55,6,22-abu-dhabi,2022
aston-martin,mercedes,55,7,22-abu-dhabi,2022
haas,ferrari,37,8,22-abu-dhabi,2022
alphatauri,rbpt,35,9,22-abu-dhabi,2022
williams,mercedes,8,10,22-abu-dhabi,2022
