constructorId,driverId,driverNumber,engineManufacturerId,gap,interval,lap,position,race,time,tyreManufacturerId,year
mclaren,fernando-alonso,14,renault,+4.512,+1.317,6,19,14-italy,1:27.009,pirelli,2018
haas,kevin-magnussen,20,ferrari,,,50,1,15-singapore,1:41.905,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+1.008,+1.008,56,2,15-singapore,1:42.913,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+1.215,+0.207,59,3,15-singapore,1:43.120,pirelli,2018
mclaren,fernando-alonso,14,renault,+1.259,+0.044,57,4,15-singapore,1:43.164,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+1.440,+0.181,54,5,15-singapore,1:43.345,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+2.764,+1.324,48,6,15-singapore,1:44.669,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+2.810,+0.046,46,7,15-singapore,1:44.715,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,+2.815,+0.005,42,8,15-singapore,1:44.720,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+2.984,+0.169,38,9,15-singapore,1:44.889,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+3.264,+0.280,50,10,15-singapore,1:45.169,pirelli,2018
sauber,charles-leclerc,16,ferrari,+3.298,+0.034,57,11,15-singapore,1:45.203,pirelli,2018
renault,carlos-sainz-jr,55,renault,+3.306,+0.008,50,12,15-singapore,1:45.211,pirelli,2018
force-india,sergio-perez,11,mercedes,+3.484,+0.178,48,13,15-singapore,1:45.389,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+3.650,+0.166,50,14,15-singapore,1:45.555,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+3.997,+0.347,48,15,15-singapore,1:45.902,pirelli,2018
haas,romain-grosjean,8,ferrari,+3.999,+0.002,57,16,15-singapore,1:45.904,pirelli,2018
williams,lance-stroll,18,mercedes,+4.128,+0.129,53,17,15-singapore,1:46.033,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+4.158,+0.030,56,18,15-singapore,1:46.063,pirelli,2018
renault,nico-hulkenberg,27,renault,+4.188,+0.030,53,19,15-singapore,1:46.093,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,,,50,1,16-russia,1:35.861,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+0.055,+0.055,50,2,16-russia,1:35.916,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+0.129,+0.074,50,3,16-russia,1:35.990,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+0.422,+0.293,45,4,16-russia,1:36.283,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+0.484,+0.062,41,5,16-russia,1:36.345,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+0.750,+0.266,47,6,16-russia,1:36.611,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+2.070,+1.320,39,7,16-russia,1:37.931,pirelli,2018
haas,kevin-magnussen,20,ferrari,+2.154,+0.084,52,8,16-russia,1:38.015,pirelli,2018
sauber,charles-leclerc,16,ferrari,+2.246,+0.092,52,9,16-russia,1:38.107,pirelli,2018
haas,romain-grosjean,8,ferrari,+2.383,+0.137,46,10,16-russia,1:38.244,pirelli,2018
force-india,sergio-perez,11,mercedes,+2.439,+0.056,47,11,16-russia,1:38.300,pirelli,2018
force-india,esteban-ocon,31,mercedes,+2.505,+0.066,52,12,16-russia,1:38.366,pirelli,2018
renault,nico-hulkenberg,27,renault,+3.247,+0.742,52,13,16-russia,1:39.108,pirelli,2018
williams,lance-stroll,18,mercedes,+3.574,+0.327,44,14,16-russia,1:39.435,pirelli,2018
mclaren,fernando-alonso,14,renault,+3.729,+0.155,44,15,16-russia,1:39.590,pirelli,2018
renault,carlos-sainz-jr,55,renault,+3.870,+0.141,35,16,16-russia,1:39.731,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+3.977,+0.107,43,17,16-russia,1:39.838,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+4.061,+0.084,41,18,16-russia,1:39.922,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+8.210,+4.149,3,19,16-russia,1:44.071,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+9.991,+1.781,2,20,16-russia,1:45.852,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,,,53,1,17-japan,1:32.318,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+0.467,+0.467,51,2,17-japan,1:32.785,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,+0.792,+0.325,46,3,17-japan,1:33.110,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+0.869,+0.077,50,4,17-japan,1:33.187,pirelli,2018
williams,lance-stroll,18,mercedes,+1.036,+0.167,41,5,17-japan,1:33.354,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+1.049,+0.013,50,6,17-japan,1:33.367,pirelli,2018
mclaren,fernando-alonso,14,renault,+1.625,+0.576,28,7,17-japan,1:33.943,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+1.667,+0.042,41,8,17-japan,1:33.985,pirelli,2018
force-india,sergio-perez,11,mercedes,+1.755,+0.088,43,9,17-japan,1:34.073,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+1.815,+0.060,35,10,17-japan,1:34.133,pirelli,2018
renault,carlos-sainz-jr,55,renault,+1.879,+0.064,50,11,17-japan,1:34.197,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+1.905,+0.026,28,12,17-japan,1:34.223,pirelli,2018
sauber,charles-leclerc,16,ferrari,+2.197,+0.292,37,13,17-japan,1:34.515,pirelli,2018
force-india,esteban-ocon,31,mercedes,+2.352,+0.155,50,14,17-japan,1:34.670,pirelli,2018
haas,romain-grosjean,8,ferrari,+2.468,+0.116,47,15,17-japan,1:34.786,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+2.539,+0.071,30,16,17-japan,1:34.857,pirelli,2018
renault,nico-hulkenberg,27,renault,+2.616,+0.077,32,17,17-japan,1:34.934,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+2.705,+0.089,25,18,17-japan,1:35.023,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+3.976,+1.271,8,19,17-japan,1:36.294,pirelli,2018
haas,kevin-magnussen,20,ferrari,+7.590,+3.614,6,20,17-japan,1:39.908,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,,,40,1,18-united-states,1:37.392,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+0.854,+0.854,45,2,18-united-states,1:38.246,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+0.888,+0.034,41,3,18-united-states,1:38.280,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,+1.078,+0.190,46,4,18-united-states,1:38.470,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+1.090,+0.012,45,5,18-united-states,1:38.482,pirelli,2018
haas,kevin-magnussen,20,ferrari,+1.571,+0.481,32,6,18-united-states,1:38.963,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+1.848,+0.277,42,7,18-united-states,1:39.240,pirelli,2018
renault,nico-hulkenberg,27,renault,+2.156,+0.308,51,8,18-united-states,1:39.548,pirelli,2018
force-india,sergio-perez,11,mercedes,+2.177,+0.021,36,9,18-united-states,1:39.569,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+2.254,+0.077,38,10,18-united-states,1:39.646,pirelli,2018
renault,carlos-sainz-jr,55,renault,+2.466,+0.212,45,11,18-united-states,1:39.858,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+2.523,+0.057,52,12,18-united-states,1:39.915,pirelli,2018
force-india,esteban-ocon,31,mercedes,+2.600,+0.077,45,13,18-united-states,1:39.992,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+2.706,+0.106,33,14,18-united-states,1:40.098,pirelli,2018
williams,lance-stroll,18,mercedes,+3.041,+0.335,49,15,18-united-states,1:40.433,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+3.130,+0.089,12,16,18-united-states,1:40.522,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+3.541,+0.411,5,17,18-united-states,1:40.933,pirelli,2018
sauber,charles-leclerc,16,ferrari,+4.590,+1.049,12,18,18-united-states,1:41.982,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,,,65,1,19-mexico,1:18.741,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+0.445,+0.445,66,2,19-mexico,1:19.186,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+0.721,+0.276,57,3,19-mexico,1:19.462,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+0.781,+0.060,49,4,19-mexico,1:19.522,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+1.593,+0.812,19,5,19-mexico,1:20.334,pirelli,2018
sauber,charles-leclerc,16,ferrari,+1.796,+0.203,67,6,19-mexico,1:20.537,pirelli,2018
renault,nico-hulkenberg,27,renault,+1.896,+0.100,67,7,19-mexico,1:20.637,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+1.987,+0.091,49,8,19-mexico,1:20.728,pirelli,2018
haas,romain-grosjean,8,ferrari,+2.629,+0.642,46,9,19-mexico,1:21.370,pirelli,2018
haas,kevin-magnussen,20,ferrari,+3.133,+0.504,45,10,19-mexico,1:21.874,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+3.180,+0.047,14,11,19-mexico,1:21.921,pirelli,2018
renault,carlos-sainz-jr,55,renault,+3.645,+0.465,6,12,19-mexico,1:22.386,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+3.697,+0.052,26,13,19-mexico,1:22.438,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+3.699,+0.002,18,14,19-mexico,1:22.440,pirelli,2018
force-india,esteban-ocon,31,mercedes,+3.888,+0.189,6,15,19-mexico,1:22.629,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+3.899,+0.011,66,16,19-mexico,1:22.640,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+4.014,+0.115,69,17,19-mexico,1:22.755,pirelli,2018
williams,lance-stroll,18,mercedes,+4.242,+0.228,27,18,19-mexico,1:22.983,pirelli,2018
force-india,sergio-perez,11,mercedes,+4.804,+0.562,6,19,19-mexico,1:23.545,pirelli,2018
mclaren,fernando-alonso,14,renault,+5.456,+0.652,3,20,19-mexico,1:24.197,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,,,65,1,20-brazil,1:10.540,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+0.291,+0.291,71,2,20-brazil,1:10.831,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+0.803,+0.512,62,3,20-brazil,1:11.343,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+1.038,+0.235,61,4,20-brazil,1:11.578,pirelli,2018
williams,lance-stroll,18,mercedes,+1.211,+0.173,68,5,20-brazil,1:11.751,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+1.229,+0.018,64,6,20-brazil,1:11.769,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+1.255,+0.026,70,7,20-brazil,1:11.795,pirelli,2018
sauber,charles-leclerc,16,ferrari,+1.542,+0.287,70,8,20-brazil,1:12.082,pirelli,2018
renault,carlos-sainz-jr,55,renault,+1.629,+0.087,50,9,20-brazil,1:12.169,pirelli,2018
haas,kevin-magnussen,20,ferrari,+1.666,+0.037,67,10,20-brazil,1:12.206,pirelli,2018
force-india,esteban-ocon,31,mercedes,+1.812,+0.146,70,11,20-brazil,1:12.352,pirelli,2018
haas,romain-grosjean,8,ferrari,+1.822,+0.010,71,12,20-brazil,1:12.362,pirelli,2018
force-india,sergio-perez,11,mercedes,+1.932,+0.110,58,13,20-brazil,1:12.472,pirelli,2018
mclaren,fernando-alonso,14,renault,+2.103,+0.171,57,14,20-brazil,1:12.643,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+2.409,+0.306,53,15,20-brazil,1:12.949,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+2.428,+0.019,68,16,20-brazil,1:12.968,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+3.282,+0.854,55,17,20-brazil,1:13.822,pirelli,2018
renault,nico-hulkenberg,27,renault,+3.489,+0.207,30,18,20-brazil,1:14.029,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+3.722,+0.233,52,19,20-brazil,1:14.262,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+4.741,+1.019,3,20,20-brazil,1:15.281,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,,,54,1,21-abu-dhabi,1:40.867,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,+0.086,+0.086,42,2,21-abu-dhabi,1:40.953,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+0.382,+0.296,35,3,21-abu-dhabi,1:41.249,pirelli,2018
renault,carlos-sainz-jr,55,renault,+0.484,+0.102,54,4,21-abu-dhabi,1:41.351,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+0.490,+0.006,53,5,21-abu-dhabi,1:41.357,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+1.042,+0.552,51,6,21-abu-dhabi,1:41.909,pirelli,2018
mclaren,fernando-alonso,14,renault,+1.526,+0.484,53,7,21-abu-dhabi,1:42.393,pirelli,2018
force-india,sergio-perez,11,mercedes,+1.949,+0.423,53,8,21-abu-dhabi,1:42.816,pirelli,2018
haas,kevin-magnussen,20,ferrari,+1.955,+0.006,53,9,21-abu-dhabi,1:42.822,pirelli,2018
sauber,charles-leclerc,16,ferrari,+2.009,+0.054,54,10,21-abu-dhabi,1:42.876,pirelli,2018
haas,romain-grosjean,8,ferrari,+2.328,+0.319,54,11,21-abu-dhabi,1:43.195,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+2.382,+0.054,53,12,21-abu-dhabi,1:43.249,pirelli,2018
force-india,esteban-ocon,31,mercedes,+2.724,+0.342,41,13,21-abu-dhabi,1:43.591,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+2.964,+0.240,54,14,21-abu-dhabi,1:43.831,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+3.121,+0.157,42,15,21-abu-dhabi,1:43.988,pirelli,2018
williams,lance-stroll,18,mercedes,+3.166,+0.045,53,16,21-abu-dhabi,1:44.033,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+3.307,+0.141,53,17,21-abu-dhabi,1:44.174,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+4.331,+1.024,5,18,21-abu-dhabi,1:45.198,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+5.210,+0.879,22,19,21-abu-dhabi,1:46.077,pirelli,2018
