constructorId,driverId,driverNumber,engineManufacturerId,gap,interval,lap,position,race,time,tyreManufacturerId,year
lotus-f1,kimi-raikkonen,7,renault,+3.147,+0.449,51,5,03-china,1:39.955,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+3.173,+0.026,50,6,03-china,1:39.981,pirelli,2013
force-india,paul-di-resta,14,mercedes,+3.293,+0.120,55,7,03-china,1:40.101,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+3.330,+0.037,56,8,03-china,1:40.138,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+3.432,+0.102,55,9,03-china,1:40.240,pirelli,2013
ferrari,felipe-massa,4,ferrari,+3.476,+0.044,55,10,03-china,1:40.284,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+3.755,+0.279,55,11,03-china,1:40.563,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+3.822,+0.067,31,12,03-china,1:40.630,pirelli,2013
williams,pastor-maldonado,16,renault,+4.160,+0.338,54,13,03-china,1:40.968,pirelli,2013
mclaren,sergio-perez,6,mercedes,+4.473,+0.313,55,14,03-china,1:41.281,pirelli,2013
marussia,jules-bianchi,22,cosworth,+4.729,+0.256,35,15,03-china,1:41.537,pirelli,2013
marussia,max-chilton,23,cosworth,+5.170,+0.441,39,16,03-china,1:41.978,pirelli,2013
caterham,charles-pic,20,renault,+5.189,+0.019,48,17,03-china,1:41.997,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+5.549,+0.360,42,18,03-china,1:42.357,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+6.570,+1.021,7,19,03-china,1:43.378,pirelli,2013
red-bull,mark-webber,2,renault,+6.608,+0.038,12,20,03-china,1:43.416,pirelli,2013
force-india,adrian-sutil,15,mercedes,+7.449,+0.841,3,21,03-china,1:44.257,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,+7.967,+0.518,2,22,03-china,1:44.775,pirelli,2013
red-bull,sebastian-vettel,1,renault,,,55,1,04-bahrain,1:36.961,pirelli,2013
force-india,adrian-sutil,15,mercedes,+0.109,+0.109,44,2,04-bahrain,1:37.070,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+0.243,+0.134,41,3,04-bahrain,1:37.204,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+0.627,+0.384,48,4,04-bahrain,1:37.588,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+0.666,+0.039,52,5,04-bahrain,1:37.627,pirelli,2013
mclaren,jenson-button,5,mercedes,+0.782,+0.116,49,6,04-bahrain,1:37.743,pirelli,2013
mclaren,sergio-perez,6,mercedes,+0.952,+0.170,41,7,04-bahrain,1:37.913,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+1.203,+0.251,57,8,04-bahrain,1:38.164,pirelli,2013
williams,valtteri-bottas,17,renault,+1.231,+0.028,57,9,04-bahrain,1:38.192,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,+1.241,+0.010,45,10,04-bahrain,1:38.202,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+1.243,+0.002,48,11,04-bahrain,1:38.204,pirelli,2013
force-india,paul-di-resta,14,mercedes,+1.375,+0.132,57,12,04-bahrain,1:38.336,pirelli,2013
red-bull,mark-webber,2,renault,+1.596,+0.221,52,13,04-bahrain,1:38.557,pirelli,2013
marussia,jules-bianchi,22,cosworth,+1.795,+0.199,50,14,04-bahrain,1:38.756,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+1.809,+0.014,43,15,04-bahrain,1:38.770,pirelli,2013
ferrari,felipe-massa,4,ferrari,+1.878,+0.069,42,16,04-bahrain,1:38.839,pirelli,2013
williams,pastor-maldonado,16,renault,+2.001,+0.123,57,17,04-bahrain,1:38.962,pirelli,2013
marussia,max-chilton,23,cosworth,+2.318,+0.317,50,18,04-bahrain,1:39.279,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+2.373,+0.055,49,19,04-bahrain,1:39.334,pirelli,2013
caterham,charles-pic,20,renault,+2.585,+0.212,37,20,04-bahrain,1:39.546,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+2.618,+0.033,51,21,04-bahrain,1:39.579,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+6.146,+3.528,4,22,04-bahrain,1:43.107,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,,,56,1,05-spain,1:26.217,pirelli,2013
ferrari,felipe-massa,4,ferrari,+0.177,+0.177,56,2,05-spain,1:26.394,pirelli,2013
force-india,adrian-sutil,15,mercedes,+0.347,+0.170,38,3,05-spain,1:26.564,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+0.369,+0.022,58,4,05-spain,1:26.586,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+0.464,+0.095,53,5,05-spain,1:26.681,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+0.540,+0.076,47,6,05-spain,1:26.757,pirelli,2013
force-india,paul-di-resta,14,mercedes,+0.559,+0.019,55,7,05-spain,1:26.776,pirelli,2013
red-bull,mark-webber,2,renault,+0.800,+0.241,55,8,05-spain,1:27.017,pirelli,2013
red-bull,sebastian-vettel,1,renault,+0.819,+0.019,55,9,05-spain,1:27.036,pirelli,2013
mclaren,sergio-perez,6,mercedes,+1.034,+0.215,55,10,05-spain,1:27.251,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+1.374,+0.340,56,11,05-spain,1:27.591,pirelli,2013
williams,pastor-maldonado,16,renault,+1.632,+0.258,56,12,05-spain,1:27.849,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+1.678,+0.046,53,13,05-spain,1:27.895,pirelli,2013
mclaren,jenson-button,5,mercedes,+1.740,+0.062,55,14,05-spain,1:27.957,pirelli,2013
marussia,max-chilton,23,cosworth,+1.794,+0.054,49,15,05-spain,1:28.011,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+1.866,+0.072,55,16,05-spain,1:28.083,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+2.014,+0.148,41,17,05-spain,1:28.231,pirelli,2013
marussia,jules-bianchi,22,cosworth,+2.667,+0.653,55,18,05-spain,1:28.884,pirelli,2013
caterham,charles-pic,20,renault,+3.145,+0.478,43,19,05-spain,1:29.362,pirelli,2013
williams,valtteri-bottas,17,renault,+3.530,+0.385,27,20,05-spain,1:29.747,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+4.380,+0.850,11,21,05-spain,1:30.597,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+4.919,+0.539,5,22,05-spain,1:31.136,pirelli,2013
red-bull,sebastian-vettel,1,renault,,,77,1,06-monaco,1:16.577,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+0.815,+0.815,78,2,06-monaco,1:17.392,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+1.556,+0.741,76,3,06-monaco,1:18.133,pirelli,2013
red-bull,mark-webber,2,renault,+1.685,+0.129,77,4,06-monaco,1:18.262,pirelli,2013
force-india,adrian-sutil,15,mercedes,+1.715,+0.030,74,5,06-monaco,1:18.292,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+1.750,+0.035,74,6,06-monaco,1:18.327,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,+2.108,+0.358,71,7,06-monaco,1:18.685,pirelli,2013
mclaren,jenson-button,5,mercedes,+2.143,+0.035,76,8,06-monaco,1:18.720,pirelli,2013
marussia,max-chilton,23,cosworth,+2.439,+0.296,78,9,06-monaco,1:19.016,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+2.574,+0.135,77,10,06-monaco,1:19.151,pirelli,2013
force-india,paul-di-resta,14,mercedes,+2.638,+0.064,77,11,06-monaco,1:19.215,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+2.763,+0.125,77,12,06-monaco,1:19.340,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+2.849,+0.086,26,13,06-monaco,1:19.426,pirelli,2013
mclaren,sergio-perez,6,mercedes,+2.953,+0.104,27,14,06-monaco,1:19.530,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+3.276,+0.323,29,15,06-monaco,1:19.853,pirelli,2013
ferrari,felipe-massa,4,ferrari,+3.487,+0.211,28,16,06-monaco,1:20.064,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+3.917,+0.430,50,17,06-monaco,1:20.494,pirelli,2013
marussia,jules-bianchi,22,cosworth,+4.040,+0.123,49,18,06-monaco,1:20.617,pirelli,2013
williams,pastor-maldonado,16,renault,+4.304,+0.264,8,19,06-monaco,1:20.881,pirelli,2013
williams,valtteri-bottas,17,renault,+4.344,+0.040,68,20,06-monaco,1:20.921,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+4.392,+0.048,57,21,06-monaco,1:20.969,pirelli,2013
caterham,charles-pic,20,renault,+6.195,+1.803,4,22,06-monaco,1:22.772,pirelli,2013
red-bull,mark-webber,2,renault,,,69,1,07-canada,1:16.182,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+0.021,+0.021,69,2,07-canada,1:16.203,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+0.172,+0.151,69,3,07-canada,1:16.354,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+0.352,+0.180,70,4,07-canada,1:16.534,pirelli,2013
red-bull,sebastian-vettel,1,renault,+0.379,+0.027,55,5,07-canada,1:16.561,pirelli,2013
ferrari,felipe-massa,4,ferrari,+0.757,+0.378,69,6,07-canada,1:16.939,pirelli,2013
mclaren,sergio-perez,6,mercedes,+1.187,+0.430,69,7,07-canada,1:17.369,pirelli,2013
mclaren,jenson-button,5,mercedes,+1.276,+0.089,68,8,07-canada,1:17.458,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+1.425,+0.149,62,9,07-canada,1:17.607,pirelli,2013
force-india,adrian-sutil,15,mercedes,+1.512,+0.087,68,10,07-canada,1:17.694,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+1.584,+0.072,61,11,07-canada,1:17.766,pirelli,2013
force-india,paul-di-resta,14,mercedes,+1.659,+0.075,63,12,07-canada,1:17.841,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+1.727,+0.068,61,13,07-canada,1:17.909,pirelli,2013
williams,valtteri-bottas,17,renault,+1.822,+0.095,63,14,07-canada,1:18.004,pirelli,2013
williams,pastor-maldonado,16,renault,+1.923,+0.101,68,15,07-canada,1:18.105,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+2.075,+0.152,68,16,07-canada,1:18.257,pirelli,2013
marussia,jules-bianchi,22,cosworth,+2.691,+0.616,68,17,07-canada,1:18.873,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+2.874,+0.183,40,18,07-canada,1:19.056,pirelli,2013
caterham,charles-pic,20,renault,+3.198,+0.324,60,19,07-canada,1:19.380,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,+3.296,+0.098,52,20,07-canada,1:19.478,pirelli,2013
marussia,max-chilton,23,cosworth,+3.384,+0.088,67,21,07-canada,1:19.566,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+5.629,+2.245,42,22,07-canada,1:21.811,pirelli,2013
red-bull,mark-webber,2,renault,,,52,1,08-great-britain,1:33.401,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+0.130,+0.130,50,2,08-great-britain,1:33.531,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+0.689,+0.559,50,3,08-great-britain,1:34.090,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+0.758,+0.069,51,4,08-great-britain,1:34.159,pirelli,2013
red-bull,sebastian-vettel,1,renault,+1.617,+0.859,37,5,08-great-britain,1:35.018,pirelli,2013
ferrari,felipe-massa,4,ferrari,+1.872,+0.255,51,6,08-great-britain,1:35.273,pirelli,2013
force-india,paul-di-resta,14,mercedes,+1.929,+0.057,52,7,08-great-britain,1:35.330,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+1.983,+0.054,49,8,08-great-britain,1:35.384,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+2.213,+0.230,48,9,08-great-britain,1:35.614,pirelli,2013
williams,pastor-maldonado,16,renault,+2.506,+0.293,52,10,08-great-britain,1:35.907,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+2.526,+0.020,37,11,08-great-britain,1:35.927,pirelli,2013
force-india,adrian-sutil,15,mercedes,+2.560,+0.034,35,12,08-great-britain,1:35.961,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+2.612,+0.052,48,13,08-great-britain,1:36.013,pirelli,2013
mclaren,sergio-perez,6,mercedes,+2.730,+0.118,37,14,08-great-britain,1:36.131,pirelli,2013
williams,valtteri-bottas,17,renault,+2.911,+0.181,52,15,08-great-britain,1:36.312,pirelli,2013
mclaren,jenson-button,5,mercedes,+2.955,+0.044,39,16,08-great-britain,1:36.356,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,+3.038,+0.083,32,17,08-great-britain,1:36.439,pirelli,2013
caterham,charles-pic,20,renault,+3.690,+0.652,52,18,08-great-britain,1:37.091,pirelli,2013
marussia,jules-bianchi,22,cosworth,+4.577,+0.887,51,19,08-great-britain,1:37.978,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+4.969,+0.392,30,20,08-great-britain,1:38.370,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+5.321,+0.352,50,21,08-great-britain,1:38.722,pirelli,2013
marussia,max-chilton,23,cosworth,+5.755,+0.434,50,22,08-great-britain,1:39.156,pirelli,2013
ferrari,fernando-alonso,3,ferrari,,,51,1,09-germany,1:33.468,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+0.299,+0.299,57,2,09-germany,1:33.767,pirelli,2013
williams,valtteri-bottas,17,renault,+0.504,+0.205,56,3,09-germany,1:33.972,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+0.688,+0.184,57,4,09-germany,1:34.156,pirelli,2013
red-bull,sebastian-vettel,1,renault,+0.696,+0.008,59,5,09-germany,1:34.164,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+0.713,+0.017,55,6,09-germany,1:34.181,pirelli,2013
mclaren,jenson-button,5,mercedes,+0.733,+0.020,49,7,09-germany,1:34.201,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+0.776,+0.043,58,8,09-germany,1:34.244,pirelli,2013
williams,pastor-maldonado,16,renault,+0.825,+0.049,56,9,09-germany,1:34.293,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+1.108,+0.283,57,10,09-germany,1:34.576,pirelli,2013
red-bull,mark-webber,2,renault,+1.314,+0.206,55,11,09-germany,1:34.782,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,+2.324,+1.010,56,12,09-germany,1:35.792,pirelli,2013
force-india,adrian-sutil,15,mercedes,+2.348,+0.024,60,13,09-germany,1:35.816,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+2.514,+0.166,58,14,09-germany,1:35.982,pirelli,2013
mclaren,sergio-perez,6,mercedes,+2.666,+0.152,50,15,09-germany,1:36.134,pirelli,2013
force-india,paul-di-resta,14,mercedes,+3.098,+0.432,43,16,09-germany,1:36.566,pirelli,2013
caterham,charles-pic,20,renault,+4.116,+1.018,51,17,09-germany,1:37.584,pirelli,2013
marussia,max-chilton,23,cosworth,+4.915,+0.799,47,18,09-germany,1:38.383,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+5.041,+0.126,40,19,09-germany,1:38.509,pirelli,2013
ferrari,felipe-massa,4,ferrari,+5.422,+0.381,3,20,09-germany,1:38.890,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+5.813,+0.391,12,21,09-germany,1:39.281,pirelli,2013
marussia,jules-bianchi,22,cosworth,+6.376,+0.563,20,22,09-germany,1:39.844,pirelli,2013
red-bull,mark-webber,2,renault,,,61,1,10-hungary,1:24.069,pirelli,2013
red-bull,sebastian-vettel,1,renault,+0.484,+0.484,57,2,10-hungary,1:24.553,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+0.578,+0.094,69,3,10-hungary,1:24.647,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+1.020,+0.442,62,4,10-hungary,1:25.089,pirelli,2013
ferrari,felipe-massa,4,ferrari,+1.107,+0.087,59,5,10-hungary,1:25.176,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+1.191,+0.084,61,6,10-hungary,1:25.260,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+1.259,+0.068,54,7,10-hungary,1:25.328,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+1.325,+0.066,56,8,10-hungary,1:25.394,pirelli,2013
williams,pastor-maldonado,16,renault,+1.528,+0.203,69,9,10-hungary,1:25.597,pirelli,2013
mclaren,sergio-perez,6,mercedes,+2.074,+0.546,59,10,10-hungary,1:26.143,pirelli,2013
mclaren,jenson-button,5,mercedes,+2.126,+0.052,56,11,10-hungary,1:26.195,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+2.422,+0.296,53,12,10-hungary,1:26.491,pirelli,2013
force-india,paul-di-resta,14,mercedes,+2.539,+0.117,55,13,10-hungary,1:26.608,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+2.671,+0.132,58,14,10-hungary,1:26.740,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+2.794,+0.123,58,15,10-hungary,1:26.863,pirelli,2013
williams,valtteri-bottas,17,renault,+3.058,+0.264,41,16,10-hungary,1:27.127,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+3.404,+0.346,47,17,10-hungary,1:27.473,pirelli,2013
caterham,charles-pic,20,renault,+3.656,+0.252,54,18,10-hungary,1:27.725,pirelli,2013
marussia,max-chilton,23,cosworth,+4.091,+0.435,65,19,10-hungary,1:28.160,pirelli,2013
marussia,jules-bianchi,22,cosworth,+4.181,+0.090,57,20,10-hungary,1:28.250,pirelli,2013
force-india,adrian-sutil,15,mercedes,+4.479,+0.298,12,21,10-hungary,1:28.548,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,+5.066,+0.587,16,22,10-hungary,1:29.135,pirelli,2013
red-bull,sebastian-vettel,1,renault,,,40,1,11-belgium,1:50.756,pirelli,2013
mclaren,jenson-button,5,mercedes,+0.067,+0.067,36,2,11-belgium,1:50.823,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+0.211,+0.144,38,3,11-belgium,1:50.967,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+0.627,+0.416,36,4,11-belgium,1:51.383,pirelli,2013
red-bull,mark-webber,2,renault,+0.641,+0.014,31,5,11-belgium,1:51.397,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+0.826,+0.185,39,6,11-belgium,1:51.582,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,+0.840,+0.014,39,7,11-belgium,1:51.596,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,+1.093,+0.253,30,8,11-belgium,1:51.849,pirelli,2013
ferrari,felipe-massa,4,ferrari,+1.426,+0.333,40,9,11-belgium,1:52.182,pirelli,2013
force-india,adrian-sutil,15,mercedes,+1.470,+0.044,35,10,11-belgium,1:52.226,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+1.741,+0.271,34,11,11-belgium,1:52.497,pirelli,2013
williams,pastor-maldonado,16,renault,+1.823,+0.082,35,12,11-belgium,1:52.579,pirelli,2013
williams,valtteri-bottas,17,renault,+1.932,+0.109,31,13,11-belgium,1:52.688,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+2.309,+0.377,29,14,11-belgium,1:53.065,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+2.354,+0.045,41,15,11-belgium,1:53.110,pirelli,2013
mclaren,sergio-perez,6,mercedes,+2.716,+0.362,34,16,11-belgium,1:53.472,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+2.932,+0.216,20,17,11-belgium,1:53.688,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+3.239,+0.307,43,18,11-belgium,1:53.995,pirelli,2013
force-india,paul-di-resta,14,mercedes,+4.001,+0.762,21,19,11-belgium,1:54.757,pirelli,2013
marussia,jules-bianchi,22,cosworth,+4.138,+0.137,37,20,11-belgium,1:54.894,pirelli,2013
marussia,max-chilton,23,cosworth,+4.168,+0.030,31,21,11-belgium,1:54.924,pirelli,2013
caterham,charles-pic,20,renault,+6.574,+2.406,7,22,11-belgium,1:57.330,pirelli,2013
mercedes,lewis-hamilton,10,mercedes,,,51,1,12-italy,1:25.849,pirelli,2013
mercedes,nico-rosberg,9,mercedes,+0.651,+0.651,50,2,12-italy,1:26.500,pirelli,2013
red-bull,mark-webber,2,renault,+0.841,+0.190,53,3,12-italy,1:26.690,pirelli,2013
sauber,nico-hulkenberg,11,ferrari,+0.867,+0.026,48,4,12-italy,1:26.716,pirelli,2013
ferrari,fernando-alonso,3,ferrari,+0.948,+0.081,52,5,12-italy,1:26.797,pirelli,2013
lotus-f1,kimi-raikkonen,7,renault,+1.099,+0.151,45,6,12-italy,1:26.948,pirelli,2013
williams,pastor-maldonado,16,renault,+1.132,+0.033,51,7,12-italy,1:26.981,pirelli,2013
lotus-f1,romain-grosjean,8,renault,+1.194,+0.062,52,8,12-italy,1:27.043,pirelli,2013
sauber,esteban-gutierrez,12,ferrari,+1.243,+0.049,53,9,12-italy,1:27.092,pirelli,2013
ferrari,felipe-massa,4,ferrari,+1.246,+0.003,48,10,12-italy,1:27.095,pirelli,2013
williams,valtteri-bottas,17,renault,+1.317,+0.071,53,11,12-italy,1:27.166,pirelli,2013
red-bull,sebastian-vettel,1,renault,+1.341,+0.024,52,12,12-italy,1:27.190,pirelli,2013
toro-rosso,daniel-ricciardo,19,ferrari,+1.445,+0.104,52,13,12-italy,1:27.294,pirelli,2013
force-india,adrian-sutil,15,mercedes,+1.569,+0.124,38,14,12-italy,1:27.418,pirelli,2013
mclaren,sergio-perez,6,mercedes,+1.758,+0.189,44,15,12-italy,1:27.607,pirelli,2013
mclaren,jenson-button,5,mercedes,+1.981,+0.223,46,16,12-italy,1:27.830,pirelli,2013
caterham,charles-pic,20,renault,+2.771,+0.790,52,17,12-italy,1:28.620,pirelli,2013
caterham,giedo-van-der-garde,21,renault,+2.814,+0.043,52,18,12-italy,1:28.663,pirelli,2013
marussia,max-chilton,23,cosworth,+3.642,+0.828,48,19,12-italy,1:29.491,pirelli,2013
marussia,jules-bianchi,22,cosworth,+3.746,+0.104,47,20,12-italy,1:29.595,pirelli,2013
toro-rosso,jean-eric-vergne,18,ferrari,+3.861,+0.115,14,21,12-italy,1:29.710,pirelli,2013
red-bull,sebastian-vettel,1,renault,,,46,1,13-singapore,1:48.574,pirelli,2013
force-india,adrian-sutil,15,mercedes,+1.082,+1.082,43,2,13-singapore,1:49.656,pirelli,2013
