constructorId,driverId,driverNumber,engineManufacturerId,gap,grandSlam,gridPosition,interval,laps,points,position,race,reasonRetired,time,timePenalty,tyreManufacturerId,year
ferrari,sebastian-vettel,5,ferrari,+36.317,,6,+31.846,53,15,3,13-italy,,1:16:08.629,,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+40.335,,16,+4.018,53,12,4,13-italy,,1:16:12.647,,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+1:00.082,,5,+19.747,53,10,5,13-italy,,1:16:32.394,,pirelli,2017
force-india,esteban-ocon,31,mercedes,+1:11.528,,3,+11.446,53,8,6,13-italy,,1:16:43.840,,pirelli,2017
williams,lance-stroll,18,mercedes,+1:14.156,,2,+2.628,53,6,7,13-italy,,1:16:46.468,,pirelli,2017
williams,felipe-massa,19,mercedes,+1:14.834,,7,+0.678,53,4,8,13-italy,,1:16:47.146,,pirelli,2017
force-india,sergio-perez,11,mercedes,+1:15.276,,10,+0.442,53,2,9,13-italy,,1:16:47.588,,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+1 lap,,13,,52,1,10,13-italy,,,,pirelli,2017
haas,kevin-magnussen,20,ferrari,+1 lap,,9,,52,,11,13-italy,,,,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,+1 lap,,8,,52,,12,13-italy,,,,pirelli,2017
renault,nico-hulkenberg,27,renault,+1 lap,,14,,52,,13,13-italy,,,,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+1 lap,,15,,52,,14,13-italy,,,,pirelli,2017
haas,romain-grosjean,8,ferrari,+1 lap,,20,,52,,15,13-italy,,,,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+2 laps,,12,,51,,16,13-italy,,,,pirelli,2017
mclaren,fernando-alonso,14,honda,,,19,,50,,17,13-italy,Clutch,,,pirelli,2017
sauber,marcus-ericsson,9,ferrari,,,11,,49,,18,13-italy,Suspension,,,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,,,18,,33,,DNF,13-italy,Electrical,,,pirelli,2017
renault,jolyon-palmer,30,renault,,,17,,29,,DNF,13-italy,Transmission,,,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,,,5,,58,25,1,14-singapore,,2:03:23.544,,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+4.507,,3,+4.507,58,18,2,14-singapore,,2:03:28.051,,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+8.800,,6,+4.293,58,15,3,14-singapore,,2:03:32.344,,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,+22.822,,10,+14.022,58,12,4,14-singapore,,2:03:46.366,,pirelli,2017
force-india,sergio-perez,11,mercedes,+25.359,,12,+2.537,58,10,5,14-singapore,,2:03:48.903,,pirelli,2017
renault,jolyon-palmer,30,renault,+27.259,,11,+1.900,58,8,6,14-singapore,,2:03:50.803,,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+30.388,,9,+3.129,58,6,7,14-singapore,,2:03:53.932,,pirelli,2017
williams,lance-stroll,18,mercedes,+41.696,,18,+11.308,58,4,8,14-singapore,,2:04:05.240,,pirelli,2017
haas,romain-grosjean,8,ferrari,+43.282,,15,+1.586,58,2,9,14-singapore,,2:04:06.826,,pirelli,2017
force-india,esteban-ocon,31,mercedes,+44.795,,14,+1.513,58,1,10,14-singapore,,2:04:08.339,,pirelli,2017
williams,felipe-massa,19,mercedes,+46.536,,17,+1.741,58,,11,14-singapore,,2:04:10.080,,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+2 laps,,19,,56,,12,14-singapore,,,,pirelli,2017
haas,kevin-magnussen,20,ferrari,,,16,,50,,DNF,14-singapore,Engine,,,pirelli,2017
renault,nico-hulkenberg,27,renault,,,7,,48,,DNF,14-singapore,Oil leak,,,pirelli,2017
sauber,marcus-ericsson,9,ferrari,,,20,,35,,DNF,14-singapore,Accident,,,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,,,13,,10,,DNF,14-singapore,Accident,,,pirelli,2017
mclaren,fernando-alonso,14,honda,,,8,,8,,DNF,14-singapore,Collision damage,,,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,,,1,,0,,DNF,14-singapore,Collision damage,,,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,,,2,,0,,DNF,14-singapore,Collision,,,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,,,4,,0,,DNF,14-singapore,Collision,,,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,,,3,,56,25,1,15-malaysia,,1:30:01.290,,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+12.770,,1,+12.770,56,18,2,15-malaysia,,1:30:14.060,,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+22.519,,4,+9.749,56,15,3,15-malaysia,,1:30:23.809,,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+37.362,,20,+14.843,56,12,4,15-malaysia,,1:30:38.652,,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+56.021,,5,+18.659,56,10,5,15-malaysia,,1:30:57.311,,pirelli,2017
force-india,sergio-perez,11,mercedes,+1:18.630,,9,+22.609,56,8,6,15-malaysia,,1:31:19.920,,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+1 lap,,7,,55,6,7,15-malaysia,,,,pirelli,2017
williams,lance-stroll,18,mercedes,+1 lap,,13,,55,4,8,15-malaysia,,,,pirelli,2017
williams,felipe-massa,19,mercedes,+1 lap,,11,,55,2,9,15-malaysia,,,,pirelli,2017
force-india,esteban-ocon,31,mercedes,+1 lap,,6,,55,1,10,15-malaysia,,,,pirelli,2017
mclaren,fernando-alonso,14,honda,+1 lap,,10,,55,,11,15-malaysia,,,,pirelli,2017
haas,kevin-magnussen,20,ferrari,+1 lap,,17,,55,,12,15-malaysia,,,,pirelli,2017
haas,romain-grosjean,8,ferrari,+1 lap,,16,,55,,13,15-malaysia,,,,pirelli,2017
toro-rosso,pierre-gasly,10,toro-rosso,+1 lap,,15,,55,,14,15-malaysia,,,,pirelli,2017
renault,jolyon-palmer,30,renault,+1 lap,,12,,55,,15,15-malaysia,,,,pirelli,2017
renault,nico-hulkenberg,27,renault,+1 lap,,8,,55,,16,15-malaysia,,,,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+1 lap,,18,,55,,17,15-malaysia,,,,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+2 laps,,19,,54,,18,15-malaysia,,,,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,,,14,,29,,DNF,15-malaysia,Engine,,,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,,,2,,,,DNS,15-malaysia,Battery,,,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,,,1,,53,25,1,16-japan,,1:27:31.194,,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+1.211,,4,+1.211,53,18,2,16-japan,,1:27:32.405,,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+9.679,,3,+8.468,53,15,3,16-japan,,1:27:40.873,,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+10.580,,6,+0.901,53,12,4,16-japan,,1:27:41.774,,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+32.622,,10,+22.042,53,10,5,16-japan,,1:28:03.816,,pirelli,2017
force-india,esteban-ocon,31,mercedes,+1:07.788,,5,+35.166,53,8,6,16-japan,,1:28:38.982,,pirelli,2017
force-india,sergio-perez,11,mercedes,+1:11.424,,7,+3.636,53,6,7,16-japan,,1:28:42.618,,pirelli,2017
haas,kevin-magnussen,20,ferrari,+1:28.953,,12,+17.529,53,4,8,16-japan,,1:29:00.147,,pirelli,2017
haas,romain-grosjean,8,ferrari,+1:29.883,,13,+0.930,53,2,9,16-japan,,1:29:01.077,,pirelli,2017
williams,felipe-massa,19,mercedes,+1 lap,,8,,52,1,10,16-japan,,,,pirelli,2017
mclaren,fernando-alonso,14,honda,+1 lap,,20,,52,,11,16-japan,,,,pirelli,2017
renault,jolyon-palmer,30,renault,+1 lap,,18,,52,,12,16-japan,,,,pirelli,2017
toro-rosso,pierre-gasly,10,toro-rosso,+1 lap,,14,,52,,13,16-japan,,,,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+1 lap,,9,,52,,14,16-japan,,,,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+2 laps,,17,,51,,15,16-japan,,,,pirelli,2017
williams,lance-stroll,18,mercedes,,,15,,45,,DNF,16-japan,Suspension,,,pirelli,2017
renault,nico-hulkenberg,27,renault,,,11,,40,,DNF,16-japan,Rear wing,,,pirelli,2017
sauber,marcus-ericsson,9,ferrari,,,16,,7,,DNF,16-japan,Accident,,,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,,,2,,4,,DNF,16-japan,Spark plugs,,,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,,,19,,0,,DNF,16-japan,Accident,,,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,,,1,,56,25,1,17-united-states,,1:33:50.991,,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+10.143,,2,+10.143,56,18,2,17-united-states,,1:34:01.134,,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+15.779,,5,+5.636,56,15,3,17-united-states,,1:34:06.770,,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+16.768,,16,+0.989,56,12,4,17-united-states,,1:34:07.759,5.000,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+34.967,,3,+18.199,56,10,5,17-united-states,,1:34:25.958,,pirelli,2017
force-india,esteban-ocon,31,mercedes,+1:30.980,,6,+56.013,56,8,6,17-united-states,,1:35:21.971,,pirelli,2017
renault,carlos-sainz-jr,55,renault,+1:32.944,,7,+1.964,56,6,7,17-united-states,,1:35:23.935,,pirelli,2017
force-india,sergio-perez,11,mercedes,+1 lap,,9,,55,4,8,17-united-states,,,,pirelli,2017
williams,felipe-massa,19,mercedes,+1 lap,,10,,55,2,9,17-united-states,,,,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,+1 lap,,11,,55,1,10,17-united-states,,,,pirelli,2017
williams,lance-stroll,18,mercedes,+1 lap,,15,,55,,11,17-united-states,,,,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+1 lap,,20,,55,,12,17-united-states,,,,pirelli,2017
toro-rosso,brendon-hartley,39,toro-rosso,+1 lap,,19,,55,,13,17-united-states,,,,pirelli,2017
haas,romain-grosjean,8,ferrari,+1 lap,,12,,55,,14,17-united-states,,,,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+1 lap,,13,,55,,15,17-united-states,,,5.000,pirelli,2017
haas,kevin-magnussen,20,ferrari,+1 lap,,17,,55,,16,17-united-states,,,,pirelli,2017
mclaren,fernando-alonso,14,honda,,,8,,24,,DNF,17-united-states,Engine,,,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,,,4,,14,,DNF,17-united-states,Engine,,,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,,,14,,5,,DNF,17-united-states,Collision damage,,,pirelli,2017
renault,nico-hulkenberg,27,renault,,,18,,3,,DNF,17-united-states,Engine,,,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,,,2,,71,25,1,18-mexico,,1:36:26.552,,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+19.678,,4,+19.678,71,18,2,18-mexico,,1:36:46.230,,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+54.007,,5,+34.329,71,15,3,18-mexico,,1:37:20.559,,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+1:10.078,,1,+16.071,71,12,4,18-mexico,,1:37:36.630,,pirelli,2017
force-india,esteban-ocon,31,mercedes,+1 lap,,6,,70,10,5,18-mexico,,,,pirelli,2017
williams,lance-stroll,18,mercedes,+1 lap,,11,,70,8,6,18-mexico,,,,pirelli,2017
force-india,sergio-perez,11,mercedes,+1 lap,,9,,70,6,7,18-mexico,,,,pirelli,2017
haas,kevin-magnussen,20,ferrari,+1 lap,,14,,70,4,8,18-mexico,,,,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+1 lap,,3,,70,2,9,18-mexico,,,,pirelli,2017
mclaren,fernando-alonso,14,honda,+1 lap,,18,,70,1,10,18-mexico,,,,pirelli,2017
williams,felipe-massa,19,mercedes,+1 lap,,10,,70,,11,18-mexico,,,,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+1 lap,,19,,70,,12,18-mexico,,,,pirelli,2017
toro-rosso,pierre-gasly,10,toro-rosso,+1 lap,,20,,70,,13,18-mexico,,,,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+2 laps,,13,,69,,14,18-mexico,,,,pirelli,2017
haas,romain-grosjean,8,ferrari,+2 laps,,15,,69,,15,18-mexico,,,,pirelli,2017
renault,carlos-sainz-jr,55,renault,,,8,,59,,DNF,18-mexico,Steering,,,pirelli,2017
sauber,marcus-ericsson,9,ferrari,,,12,,55,,DNF,18-mexico,Engine,,,pirelli,2017
toro-rosso,brendon-hartley,28,toro-rosso,,,17,,30,,DNF,18-mexico,Engine,,,pirelli,2017
renault,nico-hulkenberg,27,renault,,,7,,24,,DNF,18-mexico,Power unit,,,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,,,16,,5,,DNF,18-mexico,Turbo,,,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,,,2,,71,25,1,19-brazil,,1:31:26.262,,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,+2.762,,1,+2.762,71,18,2,19-brazil,,1:31:29.024,,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+4.600,,3,+1.838,71,15,3,19-brazil,,1:31:30.862,,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+5.468,,PL,+0.868,71,12,4,19-brazil,,1:31:31.730,,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+32.940,,4,+27.472,71,10,5,19-brazil,,1:31:59.202,,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,+48.691,,14,+15.751,71,8,6,19-brazil,,1:32:14.953,,pirelli,2017
williams,felipe-massa,19,mercedes,+1:08.882,,9,+20.191,71,6,7,19-brazil,,1:32:35.144,,pirelli,2017
mclaren,fernando-alonso,14,honda,+1:09.363,,6,+0.481,71,4,8,19-brazil,,1:32:35.625,,pirelli,2017
force-india,sergio-perez,11,mercedes,+1:09.500,,5,+0.137,71,2,9,19-brazil,,1:32:35.762,,pirelli,2017
renault,nico-hulkenberg,27,renault,+1 lap,,7,,70,1,10,19-brazil,,,,pirelli,2017
renault,carlos-sainz-jr,55,renault,+1 lap,,8,,70,,11,19-brazil,,,,pirelli,2017
toro-rosso,pierre-gasly,10,toro-rosso,+1 lap,,19,,70,,12,19-brazil,,,,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+1 lap,,17,,70,,13,19-brazil,,,,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+1 lap,,15,,70,,14,19-brazil,,,,pirelli,2017
haas,romain-grosjean,8,ferrari,+2 laps,,11,,69,,15,19-brazil,,,,pirelli,2017
williams,lance-stroll,18,mercedes,+2 laps,,16,,69,,16,19-brazil,,,,pirelli,2017
toro-rosso,brendon-hartley,28,toro-rosso,,,18,,40,,DNF,19-brazil,Engine,,,pirelli,2017
force-india,esteban-ocon,31,mercedes,,,10,,0,,DNF,19-brazil,Collision,,,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,,,12,,0,,DNF,19-brazil,Collision,,,pirelli,2017
haas,kevin-magnussen,20,ferrari,,,13,,0,,DNF,19-brazil,Collision,,,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,,,1,,55,25,1,20-abu-dhabi,,1:34:14.062,,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,+3.899,,2,+3.899,55,18,2,20-abu-dhabi,,1:34:17.961,,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,+19.330,,3,+15.431,55,15,3,20-abu-dhabi,,1:34:33.392,,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,+45.386,,5,+26.056,55,12,4,20-abu-dhabi,,1:34:59.448,,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,+46.269,,6,+0.883,55,10,5,20-abu-dhabi,,1:35:00.331,,pirelli,2017
renault,nico-hulkenberg,27,renault,+1:25.713,,7,+39.444,55,8,6,20-abu-dhabi,,1:35:39.775,,pirelli,2017
force-india,sergio-perez,11,mercedes,+1:32.062,,8,+6.349,55,6,7,20-abu-dhabi,,1:35:46.124,,pirelli,2017
force-india,esteban-ocon,31,mercedes,+1:38.911,,9,+6.849,55,4,8,20-abu-dhabi,,1:35:52.973,,pirelli,2017
mclaren,fernando-alonso,14,honda,+1 lap,,11,,54,2,9,20-abu-dhabi,,,,pirelli,2017
williams,felipe-massa,19,mercedes,+1 lap,,10,,54,1,10,20-abu-dhabi,,,,pirelli,2017
haas,romain-grosjean,8,ferrari,+1 lap,,16,,54,,11,20-abu-dhabi,,,,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,+1 lap,,13,,54,,12,20-abu-dhabi,,,,pirelli,2017
haas,kevin-magnussen,20,ferrari,+1 lap,,14,,54,,13,20-abu-dhabi,,,,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,+1 lap,,18,,54,,14,20-abu-dhabi,,,,pirelli,2017
toro-rosso,brendon-hartley,28,toro-rosso,+1 lap,,20,,54,,15,20-abu-dhabi,,,,pirelli,2017
toro-rosso,pierre-gasly,10,toro-rosso,+1 lap,,17,,54,,16,20-abu-dhabi,,,,pirelli,2017
sauber,marcus-ericsson,9,ferrari,+1 lap,,19,,54,,17,20-abu-dhabi,,,,pirelli,2017
williams,lance-stroll,18,mercedes,+1 lap,,15,,54,,18,20-abu-dhabi,,,,pirelli,2017
renault,carlos-sainz-jr,55,renault,,,12,,31,,DNF,20-abu-dhabi,Wheel,,,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,,,4,,20,,DNF,20-abu-dhabi,Hydraulics,,,pirelli,2017
