constructorId,engineManufacturerId,points,position,race,year
racing-point,bwt-mercedes,66,4,07-belgium,2020
ferrari,ferrari,61,5,07-belgium,2020
renault,renault,59,6,07-belgium,2020
alphatauri,honda,20,7,07-belgium,2020
alfa-romeo,ferrari,2,8,07-belgium,2020
haas,ferrari,1,9,07-belgium,2020
williams,mercedes,0,10,07-belgium,2020
mercedes,mercedes,281,1,08-italy,2020
red-bull,honda,158,2,08-italy,2020
mclaren,renault,98,3,08-italy,2020
racing-point,bwt-mercedes,82,4,08-italy,2020
renault,renault,71,5,08-italy,2020
ferrari,ferrari,61,6,08-italy,2020
alphatauri,honda,47,7,08-italy,2020
alfa-romeo,ferrari,2,8,08-italy,2020
haas,ferrari,1,9,08-italy,2020
williams,mercedes,0,10,08-italy,2020
mercedes,mercedes,325,1,09-tuscany,2020
red-bull,honda,173,2,09-tuscany,2020
mclaren,renault,106,3,09-tuscany,2020
racing-point,bwt-mercedes,92,4,09-tuscany,2020
renault,renault,83,5,09-tuscany,2020
ferrari,ferrari,66,6,09-tuscany,2020
alphatauri,honda,53,7,09-tuscany,2020
alfa-romeo,ferrari,4,8,09-tuscany,2020
haas,ferrari,1,9,09-tuscany,2020
williams,mercedes,0,10,09-tuscany,2020
mercedes,mercedes,366,1,10-russia,2020
red-bull,honda,192,2,10-russia,2020
mclaren,renault,106,3,10-russia,2020
racing-point,bwt-mercedes,104,4,10-russia,2020
renault,renault,99,5,10-russia,2020
ferrari,ferrari,74,6,10-russia,2020
alphatauri,honda,59,7,10-russia,2020
alfa-romeo,ferrari,4,8,10-russia,2020
haas,ferrari,1,9,10-russia,2020
williams,mercedes,0,10,10-russia,2020
mercedes,mercedes,391,1,11-eifel,2020
red-bull,honda,211,2,11-eifel,2020
racing-point,bwt-mercedes,120,3,11-eifel,2020
mclaren,renault,116,4,11-eifel,2020
renault,renault,114,5,11-eifel,2020
ferrari,ferrari,80,6,11-eifel,2020
alphatauri,honda,67,7,11-eifel,2020
alfa-romeo,ferrari,5,8,11-eifel,2020
haas,ferrari,3,9,11-eifel,2020
williams,mercedes,0,10,11-eifel,2020
mercedes,mercedes,435,1,12-portugal,2020
red-bull,honda,226,2,12-portugal,2020
racing-point,bwt-mercedes,126,3,12-portugal,2020
mclaren,renault,124,4,12-portugal,2020
renault,renault,120,5,12-portugal,2020
ferrari,ferrari,93,6,12-portugal,2020
alphatauri,honda,77,7,12-portugal,2020
alfa-romeo,ferrari,5,8,12-portugal,2020
haas,ferrari,3,9,12-portugal,2020
williams,mercedes,0,10,12-portugal,2020
mercedes,mercedes,479,1,13-emilia-romagna,2020
red-bull,honda,226,2,13-emilia-romagna,2020
renault,renault,135,3,13-emilia-romagna,2020
mclaren,renault,134,4,13-emilia-romagna,2020
racing-point,bwt-mercedes,134,5,13-emilia-romagna,2020
ferrari,ferrari,103,6,13-emilia-romagna,2020
alphatauri,honda,89,7,13-emilia-romagna,2020
alfa-romeo,ferrari,8,8,13-emilia-romagna,2020
haas,ferrari,3,9,13-emilia-romagna,2020
williams,mercedes,0,10,13-emilia-romagna,2020
mercedes,mercedes,504,1,14-turkey,2020
red-bull,honda,240,2,14-turkey,2020
racing-point,bwt-mercedes,154,3,14-turkey,2020
mclaren,renault,149,4,14-turkey,2020
renault,renault,136,5,14-turkey,2020
ferrari,ferrari,130,6,14-turkey,2020
alphatauri,honda,89,7,14-turkey,2020
alfa-romeo,ferrari,8,8,14-turkey,2020
haas,ferrari,3,9,14-turkey,2020
williams,mercedes,0,10,14-turkey,2020
mercedes,mercedes,533,1,15-bahrain,2020
red-bull,honda,274,2,15-bahrain,2020
mclaren,renault,171,3,15-bahrain,2020
racing-point,bwt-mercedes,154,4,15-bahrain,2020
renault,renault,144,5,15-bahrain,2020
ferrari,ferrari,131,6,15-bahrain,2020
alphatauri,honda,97,7,15-bahrain,2020
alfa-romeo,ferrari,8,8,15-bahrain,2020
haas,ferrari,3,9,15-bahrain,2020
williams,mercedes,0,10,15-bahrain,2020
mercedes,mercedes,540,1,16-sakhir,2020
red-bull,honda,282,2,16-sakhir,2020
racing-point,bwt-mercedes,194,3,16-sakhir,2020
mclaren,renault,184,4,16-sakhir,2020
renault,renault,172,5,16-sakhir,2020
ferrari,ferrari,131,6,16-sakhir,2020
alphatauri,honda,103,7,16-sakhir,2020
alfa-romeo,ferrari,8,8,16-sakhir,2020
haas,ferrari,3,9,16-sakhir,2020
williams,mercedes,0,10,16-sakhir,2020
mercedes,mercedes,573,1,17-abu-dhabi,2020
red-bull,honda,319,2,17-abu-dhabi,2020
mclaren,renault,202,3,17-abu-dhabi,2020
racing-point,bwt-mercedes,195,4,17-abu-dhabi,2020
renault,renault,181,5,17-abu-dhabi,2020
ferrari,ferrari,131,6,17-abu-dhabi,2020
alphatauri,honda,107,7,17-abu-dhabi,2020
alfa-romeo,ferrari,8,8,17-abu-dhabi,2020
haas,ferrari,3,9,17-abu-dhabi,2020
williams,mercedes,0,10,17-abu-dhabi,2020
