driverId,points,position,race,year
lewis-hamilton,25,1,01-australia,2015
nico-rosberg,18,2,01-australia,2015
sebastian-vettel,15,3,01-australia,2015
felipe-massa,12,4,01-australia,2015
felipe-nasr,10,5,01-australia,2015
daniel-ricciardo,8,6,01-australia,2015
nico-hulkenberg,6,7,01-australia,2015
marcus-ericsson,4,8,01-australia,2015
carlos-sainz-jr,2,9,01-australia,2015
sergio-perez,1,10,01-australia,2015
jenson-button,0,11,01-australia,2015
lewis-hamilton,43,1,02-malaysia,2015
sebastian-vettel,40,2,02-malaysia,2015
nico-rosberg,33,3,02-malaysia,2015
felipe-massa,20,4,02-malaysia,2015
kimi-raikkonen,12,5,02-malaysia,2015
felipe-nasr,10,6,02-malaysia,2015
valtteri-bottas,10,7,02-malaysia,2015
daniel-ricciardo,9,8,02-malaysia,2015
nico-hulkenberg,6,9,02-malaysia,2015
max-verstappen,6,10,02-malaysia,2015
carlos-sainz-jr,6,11,02-malaysia,2015
marcus-ericsson,4,12,02-malaysia,2015
daniil-kvyat,2,13,02-malaysia,2015
sergio-perez,1,14,02-malaysia,2015
jenson-button,0,15,02-malaysia,2015
romain-grosjean,0,15,02-malaysia,2015
roberto-merhi,0,17,02-malaysia,2015
lewis-hamilton,68,1,03-china,2015
sebastian-vettel,55,2,03-china,2015
nico-rosberg,51,3,03-china,2015
felipe-massa,30,4,03-china,2015
kimi-raikkonen,24,5,03-china,2015
valtteri-bottas,18,6,03-china,2015
felipe-nasr,14,7,03-china,2015
daniel-ricciardo,11,8,03-china,2015
romain-grosjean,6,9,03-china,2015
nico-hulkenberg,6,10,03-china,2015
max-verstappen,6,11,03-china,2015
carlos-sainz-jr,6,12,03-china,2015
marcus-ericsson,5,13,03-china,2015
daniil-kvyat,2,14,03-china,2015
sergio-perez,1,15,03-china,2015
jenson-button,0,16,03-china,2015
fernando-alonso,0,17,03-china,2015
roberto-merhi,0,18,03-china,2015
will-stevens,0,19,03-china,2015
lewis-hamilton,93,1,04-bahrain,2015
nico-rosberg,66,2,04-bahrain,2015
sebastian-vettel,65,3,04-bahrain,2015
kimi-raikkonen,42,4,04-bahrain,2015
felipe-massa,31,5,04-bahrain,2015
valtteri-bottas,30,6,04-bahrain,2015
daniel-ricciardo,19,7,04-bahrain,2015
felipe-nasr,14,8,04-bahrain,2015
romain-grosjean,12,9,04-bahrain,2015
