driverId,points,position,race,year
nico-hulkenberg,6,10,04-bahrain,2015
max-verstappen,6,11,04-bahrain,2015
carlos-sainz-jr,6,12,04-bahrain,2015
sergio-perez,5,13,04-bahrain,2015
marcus-ericsson,5,14,04-bahrain,2015
daniil-kvyat,4,15,04-bahrain,2015
fernando-alonso,0,16,04-bahrain,2015
jenson-button,0,17,04-bahrain,2015
roberto-merhi,0,18,04-bahrain,2015
will-stevens,0,19,04-bahrain,2015
pastor-maldonado,0,20,04-bahrain,2015
lewis-hamilton,111,1,05-spain,2015
nico-rosberg,91,2,05-spain,2015
sebastian-vettel,80,3,05-spain,2015
kimi-raikkonen,52,4,05-spain,2015
valtteri-bottas,42,5,05-spain,2015
felipe-massa,39,6,05-spain,2015
daniel-ricciardo,25,7,05-spain,2015
romain-grosjean,16,8,05-spain,2015
felipe-nasr,14,9,05-spain,2015
carlos-sainz-jr,8,10,05-spain,2015
max-verstappen,6,11,05-spain,2015
nico-hulkenberg,6,12,05-spain,2015
sergio-perez,5,13,05-spain,2015
marcus-ericsson,5,14,05-spain,2015
daniil-kvyat,5,15,05-spain,2015
fernando-alonso,0,16,05-spain,2015
jenson-button,0,17,05-spain,2015
roberto-merhi,0,18,05-spain,2015
will-stevens,0,19,05-spain,2015
pastor-maldonado,0,20,05-spain,2015
lewis-hamilton,126,1,06-monaco,2015
nico-rosberg,116,2,06-monaco,2015
sebastian-vettel,98,3,06-monaco,2015
kimi-raikkonen,60,4,06-monaco,2015
valtteri-bottas,42,5,06-monaco,2015
felipe-massa,39,6,06-monaco,2015
daniel-ricciardo,35,7,06-monaco,2015
daniil-kvyat,17,8,06-monaco,2015
felipe-nasr,16,9,06-monaco,2015
romain-grosjean,16,10,06-monaco,2015
sergio-perez,11,11,06-monaco,2015
carlos-sainz-jr,9,12,06-monaco,2015
nico-hulkenberg,6,13,06-monaco,2015
max-verstappen,6,14,06-monaco,2015
marcus-ericsson,5,15,06-monaco,2015
jenson-button,4,16,06-monaco,2015
fernando-alonso,0,17,06-monaco,2015
roberto-merhi,0,18,06-monaco,2015
will-stevens,0,19,06-monaco,2015
pastor-maldonado,0,20,06-monaco,2015
lewis-hamilton,151,1,07-canada,2015
nico-rosberg,134,2,07-canada,2015
sebastian-vettel,108,3,07-canada,2015
kimi-raikkonen,72,4,07-canada,2015
valtteri-bottas,57,5,07-canada,2015
felipe-massa,47,6,07-canada,2015
daniel-ricciardo,35,7,07-canada,2015
daniil-kvyat,19,8,07-canada,2015
romain-grosjean,17,9,07-canada,2015
felipe-nasr,16,10,07-canada,2015
sergio-perez,11,11,07-canada,2015
nico-hulkenberg,10,12,07-canada,2015
carlos-sainz-jr,9,13,07-canada,2015
max-verstappen,6,14,07-canada,2015
pastor-maldonado,6,15,07-canada,2015
marcus-ericsson,5,16,07-canada,2015
jenson-button,4,17,07-canada,2015
fernando-alonso,0,18,07-canada,2015
roberto-merhi,0,19,07-canada,2015
will-stevens,0,20,07-canada,2015
lewis-hamilton,169,1,08-austria,2015
nico-rosberg,159,2,08-austria,2015
sebastian-vettel,120,3,08-austria,2015
kimi-raikkonen,72,4,08-austria,2015
valtteri-bottas,67,5,08-austria,2015
felipe-massa,62,6,08-austria,2015
daniel-ricciardo,36,7,08-austria,2015
daniil-kvyat,19,8,08-austria,2015
nico-hulkenberg,18,9,08-austria,2015
romain-grosjean,17,10,08-austria,2015
felipe-nasr,16,11,08-austria,2015
sergio-perez,13,12,08-austria,2015
pastor-maldonado,12,13,08-austria,2015
max-verstappen,10,14,08-austria,2015
carlos-sainz-jr,9,15,08-austria,2015
marcus-ericsson,5,16,08-austria,2015
jenson-button,4,17,08-austria,2015
fernando-alonso,0,18,08-austria,2015
roberto-merhi,0,19,08-austria,2015
will-stevens,0,20,08-austria,2015
lewis-hamilton,194,1,09-great-britain,2015
nico-rosberg,177,2,09-great-britain,2015
sebastian-vettel,135,3,09-great-britain,2015
valtteri-bottas,77,4,09-great-britain,2015
kimi-raikkonen,76,5,09-great-britain,2015
felipe-massa,74,6,09-great-britain,2015
daniel-ricciardo,36,7,09-great-britain,2015
daniil-kvyat,27,8,09-great-britain,2015
nico-hulkenberg,24,9,09-great-britain,2015
romain-grosjean,17,10,09-great-britain,2015
felipe-nasr,16,11,09-great-britain,2015
sergio-perez,15,12,09-great-britain,2015
pastor-maldonado,12,13,09-great-britain,2015
max-verstappen,10,14,09-great-britain,2015
carlos-sainz-jr,9,15,09-great-britain,2015
marcus-ericsson,5,16,09-great-britain,2015
jenson-button,4,17,09-great-britain,2015
fernando-alonso,1,18,09-great-britain,2015
roberto-merhi,0,19,09-great-britain,2015
will-stevens,0,20,09-great-britain,2015
lewis-hamilton,202,1,10-hungary,2015
nico-rosberg,181,2,10-hungary,2015
sebastian-vettel,160,3,10-hungary,2015
valtteri-bottas,77,4,10-hungary,2015
kimi-raikkonen,76,5,10-hungary,2015
felipe-massa,74,6,10-hungary,2015
daniel-ricciardo,51,7,10-hungary,2015
daniil-kvyat,45,8,10-hungary,2015
nico-hulkenberg,24,9,10-hungary,2015
romain-grosjean,23,10,10-hungary,2015
max-verstappen,22,11,10-hungary,2015
felipe-nasr,16,12,10-hungary,2015
sergio-perez,15,13,10-hungary,2015
pastor-maldonado,12,14,10-hungary,2015
fernando-alonso,11,15,10-hungary,2015
carlos-sainz-jr,9,16,10-hungary,2015
jenson-button,6,17,10-hungary,2015
marcus-ericsson,6,18,10-hungary,2015
roberto-merhi,0,19,10-hungary,2015
will-stevens,0,20,10-hungary,2015
lewis-hamilton,227,1,11-belgium,2015
nico-rosberg,199,2,11-belgium,2015
sebastian-vettel,160,3,11-belgium,2015
kimi-raikkonen,82,4,11-belgium,2015
felipe-massa,82,5,11-belgium,2015
valtteri-bottas,79,6,11-belgium,2015
daniil-kvyat,57,7,11-belgium,2015
daniel-ricciardo,51,8,11-belgium,2015
romain-grosjean,38,9,11-belgium,2015
max-verstappen,26,10,11-belgium,2015
sergio-perez,25,11,11-belgium,2015
nico-hulkenberg,24,12,11-belgium,2015
felipe-nasr,16,13,11-belgium,2015
pastor-maldonado,12,14,11-belgium,2015
fernando-alonso,11,15,11-belgium,2015
carlos-sainz-jr,9,16,11-belgium,2015
marcus-ericsson,7,17,11-belgium,2015
jenson-button,6,18,11-belgium,2015
roberto-merhi,0,19,11-belgium,2015
will-stevens,0,20,11-belgium,2015
lewis-hamilton,252,1,12-italy,2015
nico-rosberg,199,2,12-italy,2015
sebastian-vettel,178,3,12-italy,2015
felipe-massa,97,4,12-italy,2015
kimi-raikkonen,92,5,12-italy,2015
valtteri-bottas,91,6,12-italy,2015
daniil-kvyat,58,7,12-italy,2015
daniel-ricciardo,55,8,12-italy,2015
romain-grosjean,38,9,12-italy,2015
sergio-perez,33,10,12-italy,2015
nico-hulkenberg,30,11,12-italy,2015
max-verstappen,26,12,12-italy,2015
felipe-nasr,16,13,12-italy,2015
pastor-maldonado,12,14,12-italy,2015
fernando-alonso,11,15,12-italy,2015
carlos-sainz-jr,9,16,12-italy,2015
marcus-ericsson,9,17,12-italy,2015
jenson-button,6,18,12-italy,2015
roberto-merhi,0,19,12-italy,2015
will-stevens,0,20,12-italy,2015
lewis-hamilton,252,1,13-singapore,2015
nico-rosberg,211,2,13-singapore,2015
sebastian-vettel,203,3,13-singapore,2015
kimi-raikkonen,107,4,13-singapore,2015
valtteri-bottas,101,5,13-singapore,2015
felipe-massa,97,6,13-singapore,2015
daniel-ricciardo,73,7,13-singapore,2015
daniil-kvyat,66,8,13-singapore,2015
sergio-perez,39,9,13-singapore,2015
romain-grosjean,38,10,13-singapore,2015
max-verstappen,30,11,13-singapore,2015
nico-hulkenberg,30,12,13-singapore,2015
felipe-nasr,17,13,13-singapore,2015
pastor-maldonado,12,14,13-singapore,2015
fernando-alonso,11,15,13-singapore,2015
carlos-sainz-jr,11,16,13-singapore,2015
marcus-ericsson,9,17,13-singapore,2015
jenson-button,6,18,13-singapore,2015
roberto-merhi,0,19,13-singapore,2015
will-stevens,0,20,13-singapore,2015
alexander-rossi,0,21,13-singapore,2015
lewis-hamilton,277,1,14-japan,2015
nico-rosberg,229,2,14-japan,2015
sebastian-vettel,218,3,14-japan,2015
kimi-raikkonen,119,4,14-japan,2015
valtteri-bottas,111,5,14-japan,2015
felipe-massa,97,6,14-japan,2015
daniel-ricciardo,73,7,14-japan,2015
daniil-kvyat,66,8,14-japan,2015
romain-grosjean,44,9,14-japan,2015
sergio-perez,39,10,14-japan,2015
nico-hulkenberg,38,11,14-japan,2015
max-verstappen,32,12,14-japan,2015
felipe-nasr,17,13,14-japan,2015
pastor-maldonado,16,14,14-japan,2015
carlos-sainz-jr,12,15,14-japan,2015
fernando-alonso,11,16,14-japan,2015
marcus-ericsson,9,17,14-japan,2015
jenson-button,6,18,14-japan,2015
roberto-merhi,0,19,14-japan,2015
will-stevens,0,20,14-japan,2015
alexander-rossi,0,21,14-japan,2015
lewis-hamilton,302,1,15-russia,2015
sebastian-vettel,236,2,15-russia,2015
nico-rosberg,229,3,15-russia,2015
kimi-raikkonen,123,4,15-russia,2015
valtteri-bottas,111,5,15-russia,2015
felipe-massa,109,6,15-russia,2015
daniil-kvyat,76,7,15-russia,2015
daniel-ricciardo,73,8,15-russia,2015
sergio-perez,54,9,15-russia,2015
romain-grosjean,44,10,15-russia,2015
nico-hulkenberg,38,11,15-russia,2015
max-verstappen,33,12,15-russia,2015
felipe-nasr,25,13,15-russia,2015
pastor-maldonado,22,14,15-russia,2015
carlos-sainz-jr,12,15,15-russia,2015
fernando-alonso,11,16,15-russia,2015
marcus-ericsson,9,17,15-russia,2015
jenson-button,8,18,15-russia,2015
roberto-merhi,0,19,15-russia,2015
will-stevens,0,20,15-russia,2015
alexander-rossi,0,21,15-russia,2015
lewis-hamilton,327,1,16-united-states,2015
sebastian-vettel,251,2,16-united-states,2015
nico-rosberg,247,3,16-united-states,2015
kimi-raikkonen,123,4,16-united-states,2015
valtteri-bottas,111,5,16-united-states,2015
felipe-massa,109,6,16-united-states,2015
daniil-kvyat,76,7,16-united-states,2015
daniel-ricciardo,74,8,16-united-states,2015
sergio-perez,64,9,16-united-states,2015
max-verstappen,45,10,16-united-states,2015
romain-grosjean,44,11,16-united-states,2015
nico-hulkenberg,38,12,16-united-states,2015
felipe-nasr,27,13,16-united-states,2015
pastor-maldonado,26,14,16-united-states,2015
carlos-sainz-jr,18,15,16-united-states,2015
jenson-button,16,16,16-united-states,2015
fernando-alonso,11,17,16-united-states,2015
marcus-ericsson,9,18,16-united-states,2015
roberto-merhi,0,19,16-united-states,2015
alexander-rossi,0,20,16-united-states,2015
will-stevens,0,21,16-united-states,2015
lewis-hamilton,345,1,17-mexico,2015
nico-rosberg,272,2,17-mexico,2015
sebastian-vettel,251,3,17-mexico,2015
valtteri-bottas,126,4,17-mexico,2015
kimi-raikkonen,123,5,17-mexico,2015
felipe-massa,117,6,17-mexico,2015
daniil-kvyat,88,7,17-mexico,2015
daniel-ricciardo,84,8,17-mexico,2015
sergio-perez,68,9,17-mexico,2015
max-verstappen,47,10,17-mexico,2015
romain-grosjean,45,11,17-mexico,2015
nico-hulkenberg,44,12,17-mexico,2015
felipe-nasr,27,13,17-mexico,2015
pastor-maldonado,26,14,17-mexico,2015
carlos-sainz-jr,18,15,17-mexico,2015
jenson-button,16,16,17-mexico,2015
fernando-alonso,11,17,17-mexico,2015
marcus-ericsson,9,18,17-mexico,2015
roberto-merhi,0,19,17-mexico,2015
alexander-rossi,0,20,17-mexico,2015
will-stevens,0,21,17-mexico,2015
lewis-hamilton,363,1,18-brazil,2015
nico-rosberg,297,2,18-brazil,2015
sebastian-vettel,266,3,18-brazil,2015
valtteri-bottas,136,4,18-brazil,2015
kimi-raikkonen,135,5,18-brazil,2015
felipe-massa,117,6,18-brazil,2015
daniil-kvyat,94,7,18-brazil,2015
daniel-ricciardo,84,8,18-brazil,2015
sergio-perez,68,9,18-brazil,2015
nico-hulkenberg,52,10,18-brazil,2015
romain-grosjean,49,11,18-brazil,2015
max-verstappen,49,12,18-brazil,2015
felipe-nasr,27,13,18-brazil,2015
pastor-maldonado,27,14,18-brazil,2015
carlos-sainz-jr,18,15,18-brazil,2015
jenson-button,16,16,18-brazil,2015
fernando-alonso,11,17,18-brazil,2015
marcus-ericsson,9,18,18-brazil,2015
roberto-merhi,0,19,18-brazil,2015
alexander-rossi,0,20,18-brazil,2015
will-stevens,0,21,18-brazil,2015
lewis-hamilton,381,1,19-abu-dhabi,2015
nico-rosberg,322,2,19-abu-dhabi,2015
sebastian-vettel,278,3,19-abu-dhabi,2015
kimi-raikkonen,150,4,19-abu-dhabi,2015
valtteri-bottas,136,5,19-abu-dhabi,2015
felipe-massa,121,6,19-abu-dhabi,2015
daniil-kvyat,95,7,19-abu-dhabi,2015
daniel-ricciardo,92,8,19-abu-dhabi,2015
sergio-perez,78,9,19-abu-dhabi,2015
nico-hulkenberg,58,10,19-abu-dhabi,2015
romain-grosjean,51,11,19-abu-dhabi,2015
max-verstappen,49,12,19-abu-dhabi,2015
felipe-nasr,27,13,19-abu-dhabi,2015
pastor-maldonado,27,14,19-abu-dhabi,2015
carlos-sainz-jr,18,15,19-abu-dhabi,2015
jenson-button,16,16,19-abu-dhabi,2015
fernando-alonso,11,17,19-abu-dhabi,2015
marcus-ericsson,9,18,19-abu-dhabi,2015
roberto-merhi,0,19,19-abu-dhabi,2015
alexander-rossi,0,20,19-abu-dhabi,2015
will-stevens,0,21,19-abu-dhabi,2015
