constructorId,driverId,driverNumber,engineManufacturerId,lap,position,race,stop,time,tyreManufacturerId,year
haas,romain-grosjean,8,ferrari,2,10,02-china,1,30.654,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,2,11,02-china,1,25.146,pirelli,2017
sauber,antonio-giovinazzi,36,ferrari,2,12,02-china,1,29.443,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,4,13,02-china,1,22.999,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,4,14,02-china,1,32.287,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,4,15,02-china,1,17.340,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,4,16,02-china,1,23.847,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,4,17,02-china,1,23.071,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,4,18,02-china,2,17.354,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,4,19,02-china,1,17.337,pirelli,2017
force-india,esteban-ocon,31,mercedes,4,20,02-china,2,33.491,pirelli,2017
mclaren,fernando-alonso,14,honda,4,21,02-china,2,17.304,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,4,22,02-china,2,17.320,pirelli,2017
force-india,sergio-perez,11,mercedes,4,23,02-china,2,17.416,pirelli,2017
williams,felipe-massa,19,mercedes,4,24,02-china,2,17.324,pirelli,2017
haas,kevin-magnussen,20,ferrari,4,25,02-china,2,17.296,pirelli,2017
renault,jolyon-palmer,30,renault,4,26,02-china,1,17.291,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,4,27,02-china,2,17.325,pirelli,2017
renault,nico-hulkenberg,27,renault,4,28,02-china,2,17.336,pirelli,2017
sauber,marcus-ericsson,9,ferrari,4,29,02-china,2,17.341,pirelli,2017
haas,romain-grosjean,8,ferrari,4,30,02-china,2,17.303,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,5,31,02-china,2,17.616,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,5,32,02-china,2,23.613,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,5,33,02-china,2,17.877,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,5,34,02-china,2,17.651,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,5,35,02-china,2,17.343,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,5,36,02-china,3,17.362,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,5,37,02-china,2,17.340,pirelli,2017
mclaren,fernando-alonso,14,honda,5,38,02-china,3,17.302,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,5,39,02-china,3,17.324,pirelli,2017
williams,felipe-massa,19,mercedes,5,40,02-china,3,17.321,pirelli,2017
force-india,sergio-perez,11,mercedes,5,41,02-china,3,17.312,pirelli,2017
haas,kevin-magnussen,20,ferrari,5,42,02-china,3,17.298,pirelli,2017
force-india,esteban-ocon,31,mercedes,5,43,02-china,3,17.356,pirelli,2017
renault,jolyon-palmer,30,renault,5,44,02-china,2,17.291,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,5,45,02-china,3,17.295,pirelli,2017
renault,nico-hulkenberg,27,renault,5,46,02-china,3,17.362,pirelli,2017
sauber,marcus-ericsson,9,ferrari,5,47,02-china,3,17.344,pirelli,2017
haas,romain-grosjean,8,ferrari,5,48,02-china,3,24.114,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,6,49,02-china,3,17.737,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,6,50,02-china,3,17.480,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,6,51,02-china,3,17.435,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,6,52,02-china,3,17.421,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,6,53,02-china,3,17.323,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,6,54,02-china,4,17.370,pirelli,2017
mclaren,fernando-alonso,14,honda,6,55,02-china,4,17.302,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,6,56,02-china,3,17.374,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,6,57,02-china,4,17.322,pirelli,2017
williams,felipe-massa,19,mercedes,6,58,02-china,4,17.377,pirelli,2017
force-india,sergio-perez,11,mercedes,6,59,02-china,4,18.225,pirelli,2017
haas,kevin-magnussen,20,ferrari,6,60,02-china,4,17.299,pirelli,2017
force-india,esteban-ocon,31,mercedes,6,61,02-china,4,17.366,pirelli,2017
renault,jolyon-palmer,30,renault,6,62,02-china,3,17.301,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,6,63,02-china,4,17.292,pirelli,2017
renault,nico-hulkenberg,27,renault,6,64,02-china,4,17.359,pirelli,2017
sauber,marcus-ericsson,9,ferrari,6,65,02-china,4,17.344,pirelli,2017
haas,romain-grosjean,8,ferrari,6,66,02-china,4,17.314,pirelli,2017
force-india,sergio-perez,11,mercedes,20,67,02-china,5,23.057,pirelli,2017
williams,felipe-massa,19,mercedes,24,68,02-china,5,23.451,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,28,69,02-china,4,22.840,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,29,70,02-china,4,22.505,pirelli,2017
renault,jolyon-palmer,30,renault,30,71,02-china,4,23.993,pirelli,2017
haas,kevin-magnussen,20,ferrari,32,72,02-china,5,23.463,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,33,73,02-china,4,22.505,pirelli,2017
renault,nico-hulkenberg,27,renault,33,74,02-china,5,40.144,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,34,75,02-china,5,22.443,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,35,76,02-china,4,24.317,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,36,77,02-china,4,22.668,pirelli,2017
haas,romain-grosjean,8,ferrari,35,78,02-china,5,23.211,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,39,79,02-china,4,23.119,pirelli,2017
force-india,esteban-ocon,31,mercedes,42,80,02-china,5,22.926,pirelli,2017
williams,felipe-massa,19,mercedes,48,81,02-china,6,22.517,pirelli,2017
force-india,sergio-perez,11,mercedes,49,82,02-china,6,22.979,pirelli,2017
williams,lance-stroll,18,mercedes,8,1,03-bahrain,1,24.915,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,10,2,03-bahrain,1,24.702,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,11,3,03-bahrain,1,25.174,pirelli,2017
force-india,esteban-ocon,31,mercedes,11,4,03-bahrain,1,24.664,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,11,5,03-bahrain,1,26.542,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,12,6,03-bahrain,1,26.430,pirelli,2017
haas,romain-grosjean,8,ferrari,12,7,03-bahrain,1,25.075,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,12,8,03-bahrain,1,25.001,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,13,9,03-bahrain,1,28.368,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,13,10,03-bahrain,1,25.312,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,13,11,03-bahrain,1,30.687,pirelli,2017
williams,felipe-massa,19,mercedes,13,12,03-bahrain,1,25.704,pirelli,2017
renault,nico-hulkenberg,27,renault,13,13,03-bahrain,1,26.634,pirelli,2017
force-india,sergio-perez,11,mercedes,13,14,03-bahrain,1,24.332,pirelli,2017
mclaren,fernando-alonso,14,honda,13,15,03-bahrain,1,24.922,pirelli,2017
renault,jolyon-palmer,30,renault,13,16,03-bahrain,1,27.466,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,13,17,03-bahrain,1,25.204,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,30,18,03-bahrain,2,24.540,pirelli,2017
haas,romain-grosjean,8,ferrari,31,19,03-bahrain,2,24.965,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,33,20,03-bahrain,2,24.314,pirelli,2017
sauber,marcus-ericsson,9,ferrari,33,21,03-bahrain,1,25.576,pirelli,2017
force-india,sergio-perez,11,mercedes,36,22,03-bahrain,2,24.630,pirelli,2017
renault,nico-hulkenberg,27,renault,36,23,03-bahrain,2,25.135,pirelli,2017
mclaren,fernando-alonso,14,honda,36,24,03-bahrain,2,24.723,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,37,25,03-bahrain,2,25.856,pirelli,2017
williams,felipe-massa,19,mercedes,37,26,03-bahrain,2,24.240,pirelli,2017
force-india,esteban-ocon,31,mercedes,37,27,03-bahrain,2,24.505,pirelli,2017
renault,jolyon-palmer,30,renault,37,28,03-bahrain,2,26.420,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,39,29,03-bahrain,2,25.200,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,41,30,03-bahrain,2,30.682,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,41,31,03-bahrain,2,25.246,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,1,1,04-russia,1,30.006,pirelli,2017
sauber,marcus-ericsson,9,ferrari,1,2,04-russia,1,32.235,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,2,3,04-russia,1,31.266,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,20,4,04-russia,2,30.799,pirelli,2017
williams,felipe-massa,19,mercedes,21,5,04-russia,1,29.923,pirelli,2017
haas,kevin-magnussen,20,ferrari,21,6,04-russia,1,36.559,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,21,7,04-russia,1,29.991,pirelli,2017
sauber,marcus-ericsson,9,ferrari,21,8,04-russia,2,30.655,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,24,9,04-russia,1,29.973,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,24,10,04-russia,2,35.998,pirelli,2017
force-india,esteban-ocon,31,mercedes,26,11,04-russia,1,30.253,pirelli,2017
williams,lance-stroll,18,mercedes,26,12,04-russia,1,29.791,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,27,13,04-russia,1,29.356,pirelli,2017
force-india,sergio-perez,11,mercedes,27,14,04-russia,1,29.868,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,29,15,04-russia,1,30.152,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,29,16,04-russia,1,29.567,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,30,17,04-russia,1,29.739,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,34,18,04-russia,1,30.097,pirelli,2017
renault,nico-hulkenberg,27,renault,40,19,04-russia,1,30.280,pirelli,2017
williams,felipe-massa,19,mercedes,41,20,04-russia,2,29.920,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,1,1,05-spain,1,22.235,pirelli,2017
williams,felipe-massa,19,mercedes,1,2,05-spain,1,40.612,pirelli,2017
renault,jolyon-palmer,30,renault,2,3,05-spain,1,23.159,pirelli,2017
mclaren,fernando-alonso,14,honda,12,4,05-spain,1,22.690,pirelli,2017
williams,lance-stroll,18,mercedes,12,5,05-spain,1,22.100,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,12,6,05-spain,1,22.547,pirelli,2017
haas,kevin-magnussen,20,ferrari,13,7,05-spain,1,22.703,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,13,8,05-spain,1,22.432,pirelli,2017
williams,felipe-massa,19,mercedes,13,9,05-spain,2,22.292,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,14,10,05-spain,1,22.499,pirelli,2017
renault,nico-hulkenberg,27,renault,15,11,05-spain,1,22.490,pirelli,2017
force-india,esteban-ocon,31,mercedes,16,12,05-spain,1,22.616,pirelli,2017
force-india,sergio-perez,11,mercedes,18,13,05-spain,1,25.082,pirelli,2017
sauber,marcus-ericsson,9,ferrari,18,14,05-spain,1,22.995,pirelli,2017
haas,romain-grosjean,8,ferrari,19,15,05-spain,1,22.866,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,21,16,05-spain,1,21.544,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,21,17,05-spain,1,21.811,pirelli,2017
renault,jolyon-palmer,30,renault,21,18,05-spain,2,22.762,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,26,19,05-spain,1,21.689,pirelli,2017
mclaren,fernando-alonso,14,honda,31,20,05-spain,2,23.354,pirelli,2017
sauber,marcus-ericsson,9,ferrari,32,21,05-spain,2,22.775,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,33,22,05-spain,1,23.445,pirelli,2017
haas,kevin-magnussen,20,ferrari,33,23,05-spain,2,23.814,pirelli,2017
renault,nico-hulkenberg,27,renault,33,24,05-spain,2,22.362,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,33,25,05-spain,2,22.117,pirelli,2017
williams,lance-stroll,18,mercedes,33,26,05-spain,2,22.071,pirelli,2017
williams,felipe-massa,19,mercedes,33,27,05-spain,3,23.066,pirelli,2017
force-india,sergio-perez,11,mercedes,34,28,05-spain,2,23.107,pirelli,2017
force-india,esteban-ocon,31,mercedes,34,29,05-spain,2,22.643,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,34,30,05-spain,2,21.934,pirelli,2017
haas,romain-grosjean,8,ferrari,34,31,05-spain,2,22.641,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,36,32,05-spain,2,21.722,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,37,33,05-spain,2,22.307,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,38,34,05-spain,2,21.918,pirelli,2017
renault,jolyon-palmer,30,renault,42,35,05-spain,3,24.750,pirelli,2017
mclaren,fernando-alonso,14,honda,51,36,05-spain,3,22.923,pirelli,2017
haas,kevin-magnussen,20,ferrari,63,37,05-spain,3,25.052,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,1,1,06-monaco,1,25.813,pirelli,2017
mclaren,jenson-button,22,honda,1,2,06-monaco,1,24.465,pirelli,2017
force-india,sergio-perez,11,mercedes,16,3,06-monaco,1,31.313,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,32,4,06-monaco,1,25.343,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,33,5,06-monaco,1,24.308,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,34,6,06-monaco,1,24.833,pirelli,2017
sauber,marcus-ericsson,9,ferrari,35,7,06-monaco,1,24.949,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,36,8,06-monaco,1,24.406,pirelli,2017
force-india,esteban-ocon,31,mercedes,36,9,06-monaco,1,24.299,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,37,10,06-monaco,1,24.427,pirelli,2017
haas,kevin-magnussen,20,ferrari,37,11,06-monaco,1,24.979,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,38,12,06-monaco,1,24.183,pirelli,2017
williams,felipe-massa,19,mercedes,38,13,06-monaco,1,24.353,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,39,14,06-monaco,1,24.306,pirelli,2017
force-india,esteban-ocon,31,mercedes,39,15,06-monaco,2,24.496,pirelli,2017
mclaren,jenson-button,22,honda,39,16,06-monaco,2,26.057,pirelli,2017
haas,romain-grosjean,8,ferrari,40,17,06-monaco,1,24.660,pirelli,2017
williams,lance-stroll,18,mercedes,41,18,06-monaco,1,26.690,pirelli,2017
haas,kevin-magnussen,20,ferrari,42,19,06-monaco,2,26.040,pirelli,2017
renault,jolyon-palmer,30,renault,42,20,06-monaco,1,25.472,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,43,21,06-monaco,1,24.768,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,46,22,06-monaco,1,24.155,pirelli,2017
red-bull,max-verstappen,33,tag-heuer,60,23,06-monaco,2,25.678,pirelli,2017
force-india,esteban-ocon,31,mercedes,60,24,06-monaco,3,24.642,pirelli,2017
williams,felipe-massa,19,mercedes,62,25,06-monaco,2,25.123,pirelli,2017
force-india,sergio-perez,11,mercedes,63,26,06-monaco,2,25.026,pirelli,2017
williams,lance-stroll,18,mercedes,67,27,06-monaco,2,25.248,pirelli,2017
force-india,sergio-perez,11,mercedes,72,28,06-monaco,3,35.485,pirelli,2017
haas,romain-grosjean,8,ferrari,1,1,07-canada,1,31.256,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,1,2,07-canada,1,51.757,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,5,3,07-canada,1,31.596,pirelli,2017
renault,nico-hulkenberg,27,renault,11,4,07-canada,1,26.764,pirelli,2017
renault,jolyon-palmer,30,renault,11,5,07-canada,1,24.423,pirelli,2017
sauber,marcus-ericsson,9,ferrari,11,6,07-canada,1,24.047,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,15,7,07-canada,1,18.088,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,17,8,07-canada,1,23.500,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,18,9,07-canada,1,23.309,pirelli,2017
force-india,sergio-perez,11,mercedes,19,10,07-canada,1,23.229,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,23,11,07-canada,1,22.946,pirelli,2017
williams,lance-stroll,18,mercedes,25,12,07-canada,1,22.790,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,32,13,07-canada,1,23.061,pirelli,2017
force-india,esteban-ocon,31,mercedes,32,14,07-canada,1,23.409,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,40,15,07-canada,2,24.202,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,41,16,07-canada,2,23.760,pirelli,2017
mclaren,fernando-alonso,14,honda,42,17,07-canada,1,23.526,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,45,18,07-canada,1,23.267,pirelli,2017
haas,kevin-magnussen,20,ferrari,46,19,07-canada,1,28.869,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,49,20,07-canada,2,23.345,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,53,21,07-canada,2,1:46.374,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,1,1,08-azerbaijan,1,36.262,pirelli,2017
haas,romain-grosjean,8,ferrari,3,2,08-azerbaijan,1,20.776,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,5,3,08-azerbaijan,1,23.361,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,5,4,08-azerbaijan,1,21.423,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,12,5,08-azerbaijan,1,20.418,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,12,6,08-azerbaijan,1,20.059,pirelli,2017
force-india,sergio-perez,11,mercedes,12,7,08-azerbaijan,1,20.598,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,12,8,08-azerbaijan,1,23.237,pirelli,2017
williams,felipe-massa,19,mercedes,12,9,08-azerbaijan,1,21.453,pirelli,2017
force-india,esteban-ocon,31,mercedes,12,10,08-azerbaijan,1,20.493,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,11,11,08-azerbaijan,2,20.407,pirelli,2017
haas,kevin-magnussen,20,ferrari,12,12,08-azerbaijan,1,20.391,pirelli,2017
mclaren,fernando-alonso,14,honda,12,13,08-azerbaijan,1,21.217,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,12,14,08-azerbaijan,1,21.040,pirelli,2017
sauber,marcus-ericsson,9,ferrari,12,15,08-azerbaijan,1,23.906,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,12,16,08-azerbaijan,1,31.122,pirelli,2017
williams,lance-stroll,18,mercedes,13,17,08-azerbaijan,1,22.625,pirelli,2017
renault,nico-hulkenberg,27,renault,13,18,08-azerbaijan,1,21.263,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,13,19,08-azerbaijan,2,20.198,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,13,20,08-azerbaijan,2,22.356,pirelli,2017
haas,romain-grosjean,8,ferrari,14,21,08-azerbaijan,2,21.069,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,17,22,08-azerbaijan,2,15.234,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,17,23,08-azerbaijan,2,15.174,pirelli,2017
force-india,sergio-perez,11,mercedes,17,24,08-azerbaijan,2,15.278,pirelli,2017
williams,felipe-massa,19,mercedes,17,25,08-azerbaijan,2,15.033,pirelli,2017
force-india,esteban-ocon,31,mercedes,17,26,08-azerbaijan,2,15.061,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,17,27,08-azerbaijan,2,15.049,pirelli,2017
williams,lance-stroll,18,mercedes,17,28,08-azerbaijan,2,15.327,pirelli,2017
renault,nico-hulkenberg,27,renault,17,29,08-azerbaijan,2,15.638,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,17,30,08-azerbaijan,3,15.135,pirelli,2017
haas,kevin-magnussen,20,ferrari,17,31,08-azerbaijan,2,15.128,pirelli,2017
mclaren,fernando-alonso,14,honda,17,32,08-azerbaijan,2,15.104,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,17,33,08-azerbaijan,2,14.966,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,17,34,08-azerbaijan,2,15.097,pirelli,2017
haas,romain-grosjean,8,ferrari,17,35,08-azerbaijan,3,15.073,pirelli,2017
sauber,marcus-ericsson,9,ferrari,17,36,08-azerbaijan,2,26.051,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,17,37,08-azerbaijan,3,34.847,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,17,38,08-azerbaijan,3,14.978,pirelli,2017
force-india,sergio-perez,11,mercedes,20,39,08-azerbaijan,3,26:34.609,pirelli,2017
force-india,esteban-ocon,31,mercedes,20,40,08-azerbaijan,3,31.657,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,20,41,08-azerbaijan,3,26:23.848,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,21,42,08-azerbaijan,4,22.390,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,22,43,08-azerbaijan,3,21:50.768,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,22,44,08-azerbaijan,3,21:50.808,pirelli,2017
williams,felipe-massa,19,mercedes,22,45,08-azerbaijan,3,21:50.671,pirelli,2017
williams,lance-stroll,18,mercedes,22,46,08-azerbaijan,3,21:52.728,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,22,47,08-azerbaijan,4,21:53.343,pirelli,2017
renault,nico-hulkenberg,27,renault,22,48,08-azerbaijan,3,21:53.641,pirelli,2017
haas,kevin-magnussen,20,ferrari,22,49,08-azerbaijan,3,21:52.704,pirelli,2017
mclaren,fernando-alonso,14,honda,22,50,08-azerbaijan,3,21:53.187,pirelli,2017
toro-rosso,carlos-sainz-jr,55,toro-rosso,22,51,08-azerbaijan,3,21:53.693,pirelli,2017
haas,romain-grosjean,8,ferrari,22,52,08-azerbaijan,4,21:53.665,pirelli,2017
sauber,marcus-ericsson,9,ferrari,22,53,08-azerbaijan,3,21:54.950,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,22,54,08-azerbaijan,3,21:54.189,pirelli,2017
mercedes,valtteri-bottas,77,mercedes,22,55,08-azerbaijan,4,21:53.511,pirelli,2017
force-india,esteban-ocon,31,mercedes,22,56,08-azerbaijan,4,21:53.873,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,22,57,08-azerbaijan,5,21:55.645,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,31,58,08-azerbaijan,4,27.025,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,33,59,08-azerbaijan,4,29.317,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,33,60,08-azerbaijan,4,20.446,pirelli,2017
force-india,sergio-perez,11,mercedes,33,61,08-azerbaijan,4,14.951,pirelli,2017
ferrari,kimi-raikkonen,7,ferrari,33,62,08-azerbaijan,4,14.943,pirelli,2017
haas,romain-grosjean,8,ferrari,36,63,08-azerbaijan,5,24.486,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,1,1,09-austria,1,33.607,pirelli,2017
toro-rosso,daniil-kvyat,26,toro-rosso,9,2,09-austria,2,16.139,pirelli,2017
renault,nico-hulkenberg,27,renault,14,3,09-austria,1,21.977,pirelli,2017
mercedes,lewis-hamilton,44,mercedes,31,4,09-austria,1,20.761,pirelli,2017
mclaren,stoffel-vandoorne,2,honda,31,5,09-austria,1,21.714,pirelli,2017
red-bull,daniel-ricciardo,3,tag-heuer,33,6,09-austria,1,21.713,pirelli,2017
ferrari,sebastian-vettel,5,ferrari,34,7,09-austria,1,21.750,pirelli,2017
renault,jolyon-palmer,30,renault,34,8,09-austria,1,22.233,pirelli,2017
sauber,marcus-ericsson,9,ferrari,34,9,09-austria,1,22.339,pirelli,2017
force-india,sergio-perez,11,mercedes,35,10,09-austria,1,22.030,pirelli,2017
williams,lance-stroll,18,mercedes,35,11,09-austria,1,21.332,pirelli,2017
sauber,pascal-wehrlein,94,ferrari,35,12,09-austria,1,22.414,pirelli,2017
haas,romain-grosjean,8,ferrari,36,13,09-austria,1,22.026,pirelli,2017
