driverId,points,position,race,year
valtteri-bottas,0,17,06-monaco,2013
pastor-maldonado,0,18,06-monaco,2013
jules-bianchi,0,19,06-monaco,2013
charles-pic,0,20,06-monaco,2013
max-chilton,0,21,06-monaco,2013
giedo-van-der-garde,0,22,06-monaco,2013
sebastian-vettel,132,1,07-canada,2013
fernando-alonso,96,2,07-canada,2013
kimi-raikkonen,88,3,07-canada,2013
lewis-hamilton,77,4,07-canada,2013
mark-webber,69,5,07-canada,2013
nico-rosberg,57,6,07-canada,2013
felipe-massa,49,7,07-canada,2013
paul-di-resta,34,8,07-canada,2013
romain-grosjean,26,9,07-canada,2013
jenson-button,25,10,07-canada,2013
adrian-sutil,17,11,07-canada,2013
jean-eric-vergne,13,12,07-canada,2013
sergio-perez,12,13,07-canada,2013
daniel-ricciardo,7,14,07-canada,2013
nico-hulkenberg,5,15,07-canada,2013
esteban-gutierrez,0,16,07-canada,2013
valtteri-bottas,0,17,07-canada,2013
pastor-maldonado,0,18,07-canada,2013
jules-bianchi,0,19,07-canada,2013
charles-pic,0,20,07-canada,2013
max-chilton,0,21,07-canada,2013
giedo-van-der-garde,0,22,07-canada,2013
sebastian-vettel,132,1,08-great-britain,2013
fernando-alonso,111,2,08-great-britain,2013
kimi-raikkonen,98,3,08-great-britain,2013
lewis-hamilton,89,4,08-great-britain,2013
mark-webber,87,5,08-great-britain,2013
nico-rosberg,82,6,08-great-britain,2013
felipe-massa,57,7,08-great-britain,2013
paul-di-resta,36,8,08-great-britain,2013
romain-grosjean,26,9,08-great-britain,2013
jenson-button,25,10,08-great-britain,2013
adrian-sutil,23,11,08-great-britain,2013
jean-eric-vergne,13,12,08-great-britain,2013
sergio-perez,12,13,08-great-britain,2013
daniel-ricciardo,11,14,08-great-britain,2013
nico-hulkenberg,6,15,08-great-britain,2013
pastor-maldonado,0,16,08-great-britain,2013
valtteri-bottas,0,17,08-great-britain,2013
esteban-gutierrez,0,18,08-great-britain,2013
jules-bianchi,0,19,08-great-britain,2013
charles-pic,0,20,08-great-britain,2013
max-chilton,0,21,08-great-britain,2013
giedo-van-der-garde,0,22,08-great-britain,2013
sebastian-vettel,157,1,09-germany,2013
fernando-alonso,123,2,09-germany,2013
kimi-raikkonen,116,3,09-germany,2013
lewis-hamilton,99,4,09-germany,2013
mark-webber,93,5,09-germany,2013
nico-rosberg,84,6,09-germany,2013
felipe-massa,57,7,09-germany,2013
romain-grosjean,41,8,09-germany,2013
paul-di-resta,36,9,09-germany,2013
jenson-button,33,10,09-germany,2013
adrian-sutil,23,11,09-germany,2013
sergio-perez,16,12,09-germany,2013
jean-eric-vergne,13,13,09-germany,2013
daniel-ricciardo,11,14,09-germany,2013
nico-hulkenberg,7,15,09-germany,2013
pastor-maldonado,0,16,09-germany,2013
valtteri-bottas,0,17,09-germany,2013
esteban-gutierrez,0,18,09-germany,2013
jules-bianchi,0,19,09-germany,2013
charles-pic,0,20,09-germany,2013
max-chilton,0,21,09-germany,2013
giedo-van-der-garde,0,22,09-germany,2013
sebastian-vettel,172,1,10-hungary,2013
kimi-raikkonen,134,2,10-hungary,2013
fernando-alonso,133,3,10-hungary,2013
lewis-hamilton,124,4,10-hungary,2013
mark-webber,105,5,10-hungary,2013
nico-rosberg,84,6,10-hungary,2013
felipe-massa,61,7,10-hungary,2013
romain-grosjean,49,8,10-hungary,2013
jenson-button,39,9,10-hungary,2013
paul-di-resta,36,10,10-hungary,2013
adrian-sutil,23,11,10-hungary,2013
sergio-perez,18,12,10-hungary,2013
jean-eric-vergne,13,13,10-hungary,2013
daniel-ricciardo,11,14,10-hungary,2013
nico-hulkenberg,7,15,10-hungary,2013
pastor-maldonado,1,16,10-hungary,2013
valtteri-bottas,0,17,10-hungary,2013
esteban-gutierrez,0,18,10-hungary,2013
jules-bianchi,0,19,10-hungary,2013
charles-pic,0,20,10-hungary,2013
giedo-van-der-garde,0,21,10-hungary,2013
max-chilton,0,22,10-hungary,2013
sebastian-vettel,197,1,11-belgium,2013
fernando-alonso,151,2,11-belgium,2013
lewis-hamilton,139,3,11-belgium,2013
kimi-raikkonen,134,4,11-belgium,2013
mark-webber,115,5,11-belgium,2013
nico-rosberg,96,6,11-belgium,2013
felipe-massa,67,7,11-belgium,2013
romain-grosjean,53,8,11-belgium,2013
jenson-button,47,9,11-belgium,2013
paul-di-resta,36,10,11-belgium,2013
adrian-sutil,25,11,11-belgium,2013
sergio-perez,18,12,11-belgium,2013
jean-eric-vergne,13,13,11-belgium,2013
daniel-ricciardo,12,14,11-belgium,2013
nico-hulkenberg,7,15,11-belgium,2013
pastor-maldonado,1,16,11-belgium,2013
valtteri-bottas,0,17,11-belgium,2013
esteban-gutierrez,0,18,11-belgium,2013
jules-bianchi,0,19,11-belgium,2013
charles-pic,0,20,11-belgium,2013
giedo-van-der-garde,0,21,11-belgium,2013
max-chilton,0,22,11-belgium,2013
sebastian-vettel,222,1,12-italy,2013
fernando-alonso,169,2,12-italy,2013
lewis-hamilton,141,3,12-italy,2013
kimi-raikkonen,134,4,12-italy,2013
mark-webber,130,5,12-italy,2013
nico-rosberg,104,6,12-italy,2013
felipe-massa,79,7,12-italy,2013
romain-grosjean,57,8,12-italy,2013
jenson-button,48,9,12-italy,2013
paul-di-resta,36,10,12-italy,2013
adrian-sutil,25,11,12-italy,2013
sergio-perez,18,12,12-italy,2013
daniel-ricciardo,18,13,12-italy,2013
nico-hulkenberg,17,14,12-italy,2013
jean-eric-vergne,13,15,12-italy,2013
pastor-maldonado,1,16,12-italy,2013
valtteri-bottas,0,17,12-italy,2013
esteban-gutierrez,0,18,12-italy,2013
jules-bianchi,0,19,12-italy,2013
charles-pic,0,20,12-italy,2013
giedo-van-der-garde,0,21,12-italy,2013
max-chilton,0,22,12-italy,2013
sebastian-vettel,247,1,13-singapore,2013
fernando-alonso,187,2,13-singapore,2013
lewis-hamilton,151,3,13-singapore,2013
kimi-raikkonen,149,4,13-singapore,2013
mark-webber,130,5,13-singapore,2013
nico-rosberg,116,6,13-singapore,2013
felipe-massa,87,7,13-singapore,2013
romain-grosjean,57,8,13-singapore,2013
jenson-button,54,9,13-singapore,2013
paul-di-resta,36,10,13-singapore,2013
adrian-sutil,26,11,13-singapore,2013
sergio-perez,22,12,13-singapore,2013
nico-hulkenberg,19,13,13-singapore,2013
daniel-ricciardo,18,14,13-singapore,2013
jean-eric-vergne,13,15,13-singapore,2013
pastor-maldonado,1,16,13-singapore,2013
esteban-gutierrez,0,17,13-singapore,2013
valtteri-bottas,0,18,13-singapore,2013
jules-bianchi,0,19,13-singapore,2013
charles-pic,0,20,13-singapore,2013
giedo-van-der-garde,0,21,13-singapore,2013
max-chilton,0,22,13-singapore,2013
sebastian-vettel,272,1,14-korea,2013
fernando-alonso,195,2,14-korea,2013
kimi-raikkonen,167,3,14-korea,2013
lewis-hamilton,161,4,14-korea,2013
mark-webber,130,5,14-korea,2013
nico-rosberg,122,6,14-korea,2013
felipe-massa,89,7,14-korea,2013
romain-grosjean,72,8,14-korea,2013
jenson-button,58,9,14-korea,2013
paul-di-resta,36,10,14-korea,2013
nico-hulkenberg,31,11,14-korea,2013
adrian-sutil,26,12,14-korea,2013
sergio-perez,23,13,14-korea,2013
daniel-ricciardo,18,14,14-korea,2013
jean-eric-vergne,13,15,14-korea,2013
pastor-maldonado,1,16,14-korea,2013
esteban-gutierrez,0,17,14-korea,2013
valtteri-bottas,0,18,14-korea,2013
jules-bianchi,0,19,14-korea,2013
charles-pic,0,20,14-korea,2013
giedo-van-der-garde,0,21,14-korea,2013
max-chilton,0,22,14-korea,2013
sebastian-vettel,297,1,15-japan,2013
fernando-alonso,207,2,15-japan,2013
kimi-raikkonen,177,3,15-japan,2013
lewis-hamilton,161,4,15-japan,2013
mark-webber,148,5,15-japan,2013
nico-rosberg,126,6,15-japan,2013
felipe-massa,90,7,15-japan,2013
romain-grosjean,87,8,15-japan,2013
jenson-button,60,9,15-japan,2013
nico-hulkenberg,39,10,15-japan,2013
paul-di-resta,36,11,15-japan,2013
adrian-sutil,26,12,15-japan,2013
sergio-perez,23,13,15-japan,2013
daniel-ricciardo,18,14,15-japan,2013
jean-eric-vergne,13,15,15-japan,2013
esteban-gutierrez,6,16,15-japan,2013
pastor-maldonado,1,17,15-japan,2013
valtteri-bottas,0,18,15-japan,2013
jules-bianchi,0,19,15-japan,2013
charles-pic,0,20,15-japan,2013
giedo-van-der-garde,0,21,15-japan,2013
max-chilton,0,22,15-japan,2013
sebastian-vettel,322,1,16-india,2013
fernando-alonso,207,2,16-india,2013
kimi-raikkonen,183,3,16-india,2013
lewis-hamilton,169,4,16-india,2013
mark-webber,148,5,16-india,2013
nico-rosberg,144,6,16-india,2013
romain-grosjean,102,7,16-india,2013
felipe-massa,102,8,16-india,2013
jenson-button,60,9,16-india,2013
paul-di-resta,40,10,16-india,2013
nico-hulkenberg,39,11,16-india,2013
sergio-perez,33,12,16-india,2013
adrian-sutil,28,13,16-india,2013
daniel-ricciardo,19,14,16-india,2013
jean-eric-vergne,13,15,16-india,2013
esteban-gutierrez,6,16,16-india,2013
pastor-maldonado,1,17,16-india,2013
valtteri-bottas,0,18,16-india,2013
jules-bianchi,0,19,16-india,2013
charles-pic,0,20,16-india,2013
giedo-van-der-garde,0,21,16-india,2013
max-chilton,0,22,16-india,2013
sebastian-vettel,347,1,17-abu-dhabi,2013
fernando-alonso,217,2,17-abu-dhabi,2013
kimi-raikkonen,183,3,17-abu-dhabi,2013
lewis-hamilton,175,4,17-abu-dhabi,2013
mark-webber,166,5,17-abu-dhabi,2013
nico-rosberg,159,6,17-abu-dhabi,2013
romain-grosjean,114,7,17-abu-dhabi,2013
felipe-massa,106,8,17-abu-dhabi,2013
jenson-button,60,9,17-abu-dhabi,2013
paul-di-resta,48,10,17-abu-dhabi,2013
nico-hulkenberg,39,11,17-abu-dhabi,2013
sergio-perez,35,12,17-abu-dhabi,2013
adrian-sutil,29,13,17-abu-dhabi,2013
daniel-ricciardo,19,14,17-abu-dhabi,2013
jean-eric-vergne,13,15,17-abu-dhabi,2013
esteban-gutierrez,6,16,17-abu-dhabi,2013
pastor-maldonado,1,17,17-abu-dhabi,2013
valtteri-bottas,0,18,17-abu-dhabi,2013
jules-bianchi,0,19,17-abu-dhabi,2013
charles-pic,0,20,17-abu-dhabi,2013
giedo-van-der-garde,0,21,17-abu-dhabi,2013
max-chilton,0,22,17-abu-dhabi,2013
sebastian-vettel,372,1,18-united-states,2013
fernando-alonso,227,2,18-united-states,2013
lewis-hamilton,187,3,18-united-states,2013
kimi-raikkonen,183,4,18-united-states,2013
mark-webber,181,5,18-united-states,2013
nico-rosberg,161,6,18-united-states,2013
romain-grosjean,132,7,18-united-states,2013
felipe-massa,106,8,18-united-states,2013
jenson-button,61,9,18-united-states,2013
paul-di-resta,48,10,18-united-states,2013
nico-hulkenberg,47,11,18-united-states,2013
sergio-perez,41,12,18-united-states,2013
adrian-sutil,29,13,18-united-states,2013
daniel-ricciardo,19,14,18-united-states,2013
jean-eric-vergne,13,15,18-united-states,2013
esteban-gutierrez,6,16,18-united-states,2013
valtteri-bottas,4,17,18-united-states,2013
pastor-maldonado,1,18,18-united-states,2013
jules-bianchi,0,19,18-united-states,2013
charles-pic,0,20,18-united-states,2013
giedo-van-der-garde,0,21,18-united-states,2013
max-chilton,0,22,18-united-states,2013
heikki-kovalainen,0,23,18-united-states,2013
sebastian-vettel,397,1,19-brazil,2013
fernando-alonso,242,2,19-brazil,2013
mark-webber,199,3,19-brazil,2013
lewis-hamilton,189,4,19-brazil,2013
kimi-raikkonen,183,5,19-brazil,2013
nico-rosberg,171,6,19-brazil,2013
romain-grosjean,132,7,19-brazil,2013
felipe-massa,112,8,19-brazil,2013
jenson-button,73,9,19-brazil,2013
nico-hulkenberg,51,10,19-brazil,2013
sergio-perez,49,11,19-brazil,2013
paul-di-resta,48,12,19-brazil,2013
adrian-sutil,29,13,19-brazil,2013
daniel-ricciardo,20,14,19-brazil,2013
jean-eric-vergne,13,15,19-brazil,2013
esteban-gutierrez,6,16,19-brazil,2013
valtteri-bottas,4,17,19-brazil,2013
pastor-maldonado,1,18,19-brazil,2013
jules-bianchi,0,19,19-brazil,2013
charles-pic,0,20,19-brazil,2013
heikki-kovalainen,0,21,19-brazil,2013
giedo-van-der-garde,0,22,19-brazil,2013
max-chilton,0,23,19-brazil,2013
