driverId,points,position,race,year
yuki-tsunoda,5,14,04-bahrain,2025
isack-hadjar,4,15,04-bahrain,2025
carlos-sainz-jr,1,16,04-bahrain,2025
fernando-alonso,0,17,04-bahrain,2025
liam-lawson,0,18,04-bahrain,2025
jack-doohan,0,19,04-bahrain,2025
gabriel-bortoleto,0,20,04-bahrain,2025
oscar-piastri,99,1,05-saudi-arabia,2025
lando-norris,89,2,05-saudi-arabia,2025
max-verstappen,87,3,05-saudi-arabia,2025
george-russell,73,4,05-saudi-arabia,2025
charles-leclerc,47,5,05-saudi-arabia,2025
kimi-antonelli,38,6,05-saudi-arabia,2025
lewis-hamilton,31,7,05-saudi-arabia,2025
alexander-albon,20,8,05-saudi-arabia,2025
esteban-ocon,14,9,05-saudi-arabia,2025
lance-stroll,10,10,05-saudi-arabia,2025
pierre-gasly,6,11,05-saudi-arabia,2025
nico-hulkenberg,6,12,05-saudi-arabia,2025
oliver-bearman,6,13,05-saudi-arabia,2025
isack-hadjar,5,14,05-saudi-arabia,2025
carlos-sainz-jr,5,15,05-saudi-arabia,2025
yuki-tsunoda,5,16,05-saudi-arabia,2025
fernando-alonso,0,17,05-saudi-arabia,2025
liam-lawson,0,18,05-saudi-arabia,2025
jack-doohan,0,19,05-saudi-arabia,2025
gabriel-bortoleto,0,20,05-saudi-arabia,2025
oscar-piastri,131,1,06-miami,2025
lando-norris,115,2,06-miami,2025
max-verstappen,99,3,06-miami,2025
george-russell,93,4,06-miami,2025
charles-leclerc,53,5,06-miami,2025
kimi-antonelli,48,6,06-miami,2025
lewis-hamilton,41,7,06-miami,2025
alexander-albon,30,8,06-miami,2025
esteban-ocon,14,9,06-miami,2025
lance-stroll,14,10,06-miami,2025
yuki-tsunoda,9,11,06-miami,2025
pierre-gasly,7,12,06-miami,2025
carlos-sainz-jr,7,13,06-miami,2025
nico-hulkenberg,6,14,06-miami,2025
oliver-bearman,6,15,06-miami,2025
isack-hadjar,5,16,06-miami,2025
fernando-alonso,0,17,06-miami,2025
liam-lawson,0,18,06-miami,2025
jack-doohan,0,19,06-miami,2025
gabriel-bortoleto,0,20,06-miami,2025
oscar-piastri,146,1,07-emilia-romagna,2025
lando-norris,133,2,07-emilia-romagna,2025
max-verstappen,124,3,07-emilia-romagna,2025
george-russell,99,4,07-emilia-romagna,2025
charles-leclerc,61,5,07-emilia-romagna,2025
lewis-hamilton,53,6,07-emilia-romagna,2025
kimi-antonelli,48,7,07-emilia-romagna,2025
alexander-albon,40,8,07-emilia-romagna,2025
esteban-ocon,14,9,07-emilia-romagna,2025
lance-stroll,14,10,07-emilia-romagna,2025
carlos-sainz-jr,11,11,07-emilia-romagna,2025
yuki-tsunoda,10,12,07-emilia-romagna,2025
pierre-gasly,7,13,07-emilia-romagna,2025
isack-hadjar,7,14,07-emilia-romagna,2025
nico-hulkenberg,6,15,07-emilia-romagna,2025
oliver-bearman,6,16,07-emilia-romagna,2025
fernando-alonso,0,17,07-emilia-romagna,2025
liam-lawson,0,18,07-emilia-romagna,2025
jack-doohan,0,19,07-emilia-romagna,2025
gabriel-bortoleto,0,20,07-emilia-romagna,2025
franco-colapinto,0,21,07-emilia-romagna,2025
oscar-piastri,161,1,08-monaco,2025
lando-norris,158,2,08-monaco,2025
max-verstappen,136,3,08-monaco,2025
george-russell,99,4,08-monaco,2025
charles-leclerc,79,5,08-monaco,2025
lewis-hamilton,63,6,08-monaco,2025
kimi-antonelli,48,7,08-monaco,2025
alexander-albon,42,8,08-monaco,2025
esteban-ocon,20,9,08-monaco,2025
isack-hadjar,15,10,08-monaco,2025
lance-stroll,14,11,08-monaco,2025
carlos-sainz-jr,12,12,08-monaco,2025
yuki-tsunoda,10,13,08-monaco,2025
pierre-gasly,7,14,08-monaco,2025
nico-hulkenberg,6,15,08-monaco,2025
oliver-bearman,6,16,08-monaco,2025
liam-lawson,4,17,08-monaco,2025
fernando-alonso,0,18,08-monaco,2025
jack-doohan,0,19,08-monaco,2025
franco-colapinto,0,20,08-monaco,2025
gabriel-bortoleto,0,21,08-monaco,2025
oscar-piastri,186,1,09-spain,2025
lando-norris,176,2,09-spain,2025
max-verstappen,137,3,09-spain,2025
george-russell,111,4,09-spain,2025
charles-leclerc,94,5,09-spain,2025
lewis-hamilton,71,6,09-spain,2025
kimi-antonelli,48,7,09-spain,2025
alexander-albon,42,8,09-spain,2025
isack-hadjar,21,9,09-spain,2025
esteban-ocon,20,10,09-spain,2025
nico-hulkenberg,16,11,09-spain,2025
lance-stroll,14,12,09-spain,2025
carlos-sainz-jr,12,13,09-spain,2025
pierre-gasly,11,14,09-spain,2025
yuki-tsunoda,10,15,09-spain,2025
oliver-bearman,6,16,09-spain,2025
liam-lawson,4,17,09-spain,2025
fernando-alonso,2,18,09-spain,2025
gabriel-bortoleto,0,19,09-spain,2025
jack-doohan,0,20,09-spain,2025
franco-colapinto,0,21,09-spain,2025
oscar-piastri,198,1,10-canada,2025
lando-norris,176,2,10-canada,2025
max-verstappen,155,3,10-canada,2025
george-russell,136,4,10-canada,2025
charles-leclerc,104,5,10-canada,2025
lewis-hamilton,79,6,10-canada,2025
kimi-antonelli,63,7,10-canada,2025
alexander-albon,42,8,10-canada,2025
esteban-ocon,22,9,10-canada,2025
isack-hadjar,21,10,10-canada,2025
nico-hulkenberg,20,11,10-canada,2025
lance-stroll,14,12,10-canada,2025
carlos-sainz-jr,13,13,10-canada,2025
pierre-gasly,11,14,10-canada,2025
yuki-tsunoda,10,15,10-canada,2025
fernando-alonso,8,16,10-canada,2025
oliver-bearman,6,17,10-canada,2025
liam-lawson,4,18,10-canada,2025
gabriel-bortoleto,0,19,10-canada,2025
franco-colapinto,0,20,10-canada,2025
jack-doohan,0,21,10-canada,2025
oscar-piastri,216,1,11-austria,2025
lando-norris,201,2,11-austria,2025
max-verstappen,155,3,11-austria,2025
george-russell,146,4,11-austria,2025
charles-leclerc,119,5,11-austria,2025
lewis-hamilton,91,6,11-austria,2025
kimi-antonelli,63,7,11-austria,2025
alexander-albon,42,8,11-austria,2025
esteban-ocon,23,9,11-austria,2025
nico-hulkenberg,22,10,11-austria,2025
isack-hadjar,21,11,11-austria,2025
lance-stroll,14,12,11-austria,2025
fernando-alonso,14,13,11-austria,2025
carlos-sainz-jr,13,14,11-austria,2025
liam-lawson,12,15,11-austria,2025
pierre-gasly,11,16,11-austria,2025
yuki-tsunoda,10,17,11-austria,2025
oliver-bearman,6,18,11-austria,2025
gabriel-bortoleto,4,19,11-austria,2025
franco-colapinto,0,20,11-austria,2025
jack-doohan,0,21,11-austria,2025
oscar-piastri,234,1,12-great-britain,2025
lando-norris,226,2,12-great-britain,2025
max-verstappen,165,3,12-great-britain,2025
george-russell,147,4,12-great-britain,2025
charles-leclerc,119,5,12-great-britain,2025
lewis-hamilton,103,6,12-great-britain,2025
kimi-antonelli,63,7,12-great-britain,2025
alexander-albon,46,8,12-great-britain,2025
nico-hulkenberg,37,9,12-great-britain,2025
esteban-ocon,23,10,12-great-britain,2025
isack-hadjar,21,11,12-great-britain,2025
lance-stroll,20,12,12-great-britain,2025
pierre-gasly,19,13,12-great-britain,2025
fernando-alonso,16,14,12-great-britain,2025
carlos-sainz-jr,13,15,12-great-britain,2025
liam-lawson,12,16,12-great-britain,2025
yuki-tsunoda,10,17,12-great-britain,2025
oliver-bearman,6,18,12-great-britain,2025
gabriel-bortoleto,4,19,12-great-britain,2025
franco-colapinto,0,20,12-great-britain,2025
jack-doohan,0,21,12-great-britain,2025
oscar-piastri,266,1,13-belgium,2025
lando-norris,250,2,13-belgium,2025
max-verstappen,185,3,13-belgium,2025
george-russell,157,4,13-belgium,2025
charles-leclerc,139,5,13-belgium,2025
lewis-hamilton,109,6,13-belgium,2025
kimi-antonelli,63,7,13-belgium,2025
alexander-albon,54,8,13-belgium,2025
nico-hulkenberg,37,9,13-belgium,2025
esteban-ocon,27,10,13-belgium,2025
isack-hadjar,22,11,13-belgium,2025
pierre-gasly,20,12,13-belgium,2025
lance-stroll,20,13,13-belgium,2025
liam-lawson,16,14,13-belgium,2025
fernando-alonso,16,15,13-belgium,2025
carlos-sainz-jr,16,16,13-belgium,2025
yuki-tsunoda,10,17,13-belgium,2025
oliver-bearman,8,18,13-belgium,2025
gabriel-bortoleto,6,19,13-belgium,2025
franco-colapinto,0,20,13-belgium,2025
jack-doohan,0,21,13-belgium,2025
oscar-piastri,284,1,14-hungary,2025
lando-norris,275,2,14-hungary,2025
max-verstappen,187,3,14-hungary,2025
george-russell,172,4,14-hungary,2025
charles-leclerc,151,5,14-hungary,2025
lewis-hamilton,109,6,14-hungary,2025
kimi-antonelli,64,7,14-hungary,2025
alexander-albon,54,8,14-hungary,2025
nico-hulkenberg,37,9,14-hungary,2025
esteban-ocon,27,10,14-hungary,2025
fernando-alonso,26,11,14-hungary,2025
lance-stroll,26,12,14-hungary,2025
isack-hadjar,22,13,14-hungary,2025
pierre-gasly,20,14,14-hungary,2025
liam-lawson,20,15,14-hungary,2025
carlos-sainz-jr,16,16,14-hungary,2025
gabriel-bortoleto,14,17,14-hungary,2025
yuki-tsunoda,10,18,14-hungary,2025
oliver-bearman,8,19,14-hungary,2025
franco-colapinto,0,20,14-hungary,2025
jack-doohan,0,21,14-hungary,2025
oscar-piastri,309,1,15-netherlands,2025
lando-norris,275,2,15-netherlands,2025
max-verstappen,205,3,15-netherlands,2025
george-russell,184,4,15-netherlands,2025
charles-leclerc,151,5,15-netherlands,2025
lewis-hamilton,109,6,15-netherlands,2025
kimi-antonelli,64,7,15-netherlands,2025
alexander-albon,64,8,15-netherlands,2025
nico-hulkenberg,37,9,15-netherlands,2025
isack-hadjar,37,10,15-netherlands,2025
lance-stroll,32,11,15-netherlands,2025
fernando-alonso,30,12,15-netherlands,2025
esteban-ocon,28,13,15-netherlands,2025
pierre-gasly,20,14,15-netherlands,2025
liam-lawson,20,15,15-netherlands,2025
oliver-bearman,16,16,15-netherlands,2025
carlos-sainz-jr,16,17,15-netherlands,2025
gabriel-bortoleto,14,18,15-netherlands,2025
yuki-tsunoda,12,19,15-netherlands,2025
franco-colapinto,0,20,15-netherlands,2025
jack-doohan,0,21,15-netherlands,2025
oscar-piastri,324,1,16-italy,2025
lando-norris,293,2,16-italy,2025
max-verstappen,230,3,16-italy,2025
george-russell,194,4,16-italy,2025
charles-leclerc,163,5,16-italy,2025
lewis-hamilton,117,6,16-italy,2025
alexander-albon,70,7,16-italy,2025
kimi-antonelli,66,8,16-italy,2025
isack-hadjar,38,9,16-italy,2025
nico-hulkenberg,37,10,16-italy,2025
lance-stroll,32,11,16-italy,2025
fernando-alonso,30,12,16-italy,2025
esteban-ocon,28,13,16-italy,2025
pierre-gasly,20,14,16-italy,2025
liam-lawson,20,15,16-italy,2025
gabriel-bortoleto,18,16,16-italy,2025
oliver-bearman,16,17,16-italy,2025
carlos-sainz-jr,16,18,16-italy,2025
yuki-tsunoda,12,19,16-italy,2025
franco-colapinto,0,20,16-italy,2025
jack-doohan,0,21,16-italy,2025
oscar-piastri,324,1,17-azerbaijan,2025
lando-norris,299,2,17-azerbaijan,2025
max-verstappen,255,3,17-azerbaijan,2025
george-russell,212,4,17-azerbaijan,2025
charles-leclerc,165,5,17-azerbaijan,2025
lewis-hamilton,121,6,17-azerbaijan,2025
kimi-antonelli,78,7,17-azerbaijan,2025
alexander-albon,70,8,17-azerbaijan,2025
isack-hadjar,39,9,17-azerbaijan,2025
nico-hulkenberg,37,10,17-azerbaijan,2025
lance-stroll,32,11,17-azerbaijan,2025
carlos-sainz-jr,31,12,17-azerbaijan,2025
liam-lawson,30,13,17-azerbaijan,2025
fernando-alonso,30,14,17-azerbaijan,2025
esteban-ocon,28,15,17-azerbaijan,2025
pierre-gasly,20,16,17-azerbaijan,2025
yuki-tsunoda,20,17,17-azerbaijan,2025
gabriel-bortoleto,18,18,17-azerbaijan,2025
oliver-bearman,16,19,17-azerbaijan,2025
franco-colapinto,0,20,17-azerbaijan,2025
jack-doohan,0,21,17-azerbaijan,2025
oscar-piastri,336,1,18-singapore,2025
lando-norris,314,2,18-singapore,2025
max-verstappen,273,3,18-singapore,2025
george-russell,237,4,18-singapore,2025
charles-leclerc,173,5,18-singapore,2025
lewis-hamilton,125,6,18-singapore,2025
kimi-antonelli,88,7,18-singapore,2025
alexander-albon,70,8,18-singapore,2025
isack-hadjar,39,9,18-singapore,2025
nico-hulkenberg,37,10,18-singapore,2025
fernando-alonso,36,11,18-singapore,2025
carlos-sainz-jr,32,12,18-singapore,2025
lance-stroll,32,13,18-singapore,2025
liam-lawson,30,14,18-singapore,2025
esteban-ocon,28,15,18-singapore,2025
pierre-gasly,20,16,18-singapore,2025
yuki-tsunoda,20,17,18-singapore,2025
gabriel-bortoleto,18,18,18-singapore,2025
oliver-bearman,18,19,18-singapore,2025
franco-colapinto,0,20,18-singapore,2025
jack-doohan,0,21,18-singapore,2025
oscar-piastri,346,1,19-united-states,2025
lando-norris,332,2,19-united-states,2025
max-verstappen,306,3,19-united-states,2025
george-russell,252,4,19-united-states,2025
charles-leclerc,192,5,19-united-states,2025
lewis-hamilton,142,6,19-united-states,2025
kimi-antonelli,89,7,19-united-states,2025
alexander-albon,73,8,19-united-states,2025
nico-hulkenberg,41,9,19-united-states,2025
isack-hadjar,39,10,19-united-states,2025
carlos-sainz-jr,38,11,19-united-states,2025
fernando-alonso,37,12,19-united-states,2025
lance-stroll,32,13,19-united-states,2025
liam-lawson,30,14,19-united-states,2025
esteban-ocon,28,15,19-united-states,2025
yuki-tsunoda,28,16,19-united-states,2025
pierre-gasly,20,17,19-united-states,2025
oliver-bearman,20,18,19-united-states,2025
gabriel-bortoleto,18,19,19-united-states,2025
franco-colapinto,0,20,19-united-states,2025
jack-doohan,0,21,19-united-states,2025
lando-norris,357,1,20-mexico,2025
oscar-piastri,356,2,20-mexico,2025
max-verstappen,321,3,20-mexico,2025
george-russell,258,4,20-mexico,2025
charles-leclerc,210,5,20-mexico,2025
lewis-hamilton,146,6,20-mexico,2025
kimi-antonelli,97,7,20-mexico,2025
alexander-albon,73,8,20-mexico,2025
nico-hulkenberg,41,9,20-mexico,2025
isack-hadjar,39,10,20-mexico,2025
carlos-sainz-jr,38,11,20-mexico,2025
fernando-alonso,37,12,20-mexico,2025
oliver-bearman,32,13,20-mexico,2025
lance-stroll,32,14,20-mexico,2025
liam-lawson,30,15,20-mexico,2025
esteban-ocon,30,16,20-mexico,2025
yuki-tsunoda,28,17,20-mexico,2025
pierre-gasly,20,18,20-mexico,2025
gabriel-bortoleto,19,19,20-mexico,2025
franco-colapinto,0,20,20-mexico,2025
jack-doohan,0,21,20-mexico,2025
lando-norris,390,1,21-sao-paulo,2025
oscar-piastri,366,2,21-sao-paulo,2025
max-verstappen,341,3,21-sao-paulo,2025
george-russell,276,4,21-sao-paulo,2025
charles-leclerc,214,5,21-sao-paulo,2025
lewis-hamilton,148,6,21-sao-paulo,2025
kimi-antonelli,122,7,21-sao-paulo,2025
alexander-albon,73,8,21-sao-paulo,2025
nico-hulkenberg,43,9,21-sao-paulo,2025
isack-hadjar,43,10,21-sao-paulo,2025
oliver-bearman,40,11,21-sao-paulo,2025
fernando-alonso,40,12,21-sao-paulo,2025
carlos-sainz-jr,38,13,21-sao-paulo,2025
liam-lawson,36,14,21-sao-paulo,2025
lance-stroll,32,15,21-sao-paulo,2025
esteban-ocon,30,16,21-sao-paulo,2025
yuki-tsunoda,28,17,21-sao-paulo,2025
pierre-gasly,22,18,21-sao-paulo,2025
gabriel-bortoleto,19,19,21-sao-paulo,2025
franco-colapinto,0,20,21-sao-paulo,2025
jack-doohan,0,21,21-sao-paulo,2025
lando-norris,390,1,22-las-vegas,2025
oscar-piastri,366,2,22-las-vegas,2025
max-verstappen,366,3,22-las-vegas,2025
george-russell,294,4,22-las-vegas,2025
charles-leclerc,226,5,22-las-vegas,2025
lewis-hamilton,152,6,22-las-vegas,2025
kimi-antonelli,137,7,22-las-vegas,2025
alexander-albon,73,8,22-las-vegas,2025
isack-hadjar,51,9,22-las-vegas,2025
nico-hulkenberg,49,10,22-las-vegas,2025
carlos-sainz-jr,48,11,22-las-vegas,2025
oliver-bearman,41,12,22-las-vegas,2025
fernando-alonso,40,13,22-las-vegas,2025
liam-lawson,36,14,22-las-vegas,2025
esteban-ocon,32,15,22-las-vegas,2025
lance-stroll,32,16,22-las-vegas,2025
yuki-tsunoda,28,17,22-las-vegas,2025
pierre-gasly,22,18,22-las-vegas,2025
gabriel-bortoleto,19,19,22-las-vegas,2025
franco-colapinto,0,20,22-las-vegas,2025
jack-doohan,0,21,22-las-vegas,2025
lando-norris,408,1,23-qatar,2025
max-verstappen,396,2,23-qatar,2025
oscar-piastri,392,3,23-qatar,2025
george-russell,309,4,23-qatar,2025
charles-leclerc,230,5,23-qatar,2025
lewis-hamilton,152,6,23-qatar,2025
kimi-antonelli,150,7,23-qatar,2025
alexander-albon,73,8,23-qatar,2025
carlos-sainz-jr,64,9,23-qatar,2025
isack-hadjar,51,10,23-qatar,2025
nico-hulkenberg,49,11,23-qatar,2025
fernando-alonso,48,12,23-qatar,2025
oliver-bearman,41,13,23-qatar,2025
liam-lawson,38,14,23-qatar,2025
yuki-tsunoda,33,15,23-qatar,2025
esteban-ocon,32,16,23-qatar,2025
lance-stroll,32,17,23-qatar,2025
pierre-gasly,22,18,23-qatar,2025
gabriel-bortoleto,19,19,23-qatar,2025
franco-colapinto,0,20,23-qatar,2025
jack-doohan,0,21,23-qatar,2025
lando-norris,423,1,24-abu-dhabi,2025
max-verstappen,421,2,24-abu-dhabi,2025
oscar-piastri,410,3,24-abu-dhabi,2025
george-russell,319,4,24-abu-dhabi,2025
charles-leclerc,242,5,24-abu-dhabi,2025
lewis-hamilton,156,6,24-abu-dhabi,2025
kimi-antonelli,150,7,24-abu-dhabi,2025
alexander-albon,73,8,24-abu-dhabi,2025
carlos-sainz-jr,64,9,24-abu-dhabi,2025
fernando-alonso,56,10,24-abu-dhabi,2025
nico-hulkenberg,51,11,24-abu-dhabi,2025
isack-hadjar,51,12,24-abu-dhabi,2025
oliver-bearman,41,13,24-abu-dhabi,2025
liam-lawson,38,14,24-abu-dhabi,2025
esteban-ocon,38,15,24-abu-dhabi,2025
lance-stroll,33,16,24-abu-dhabi,2025
yuki-tsunoda,33,17,24-abu-dhabi,2025
pierre-gasly,22,18,24-abu-dhabi,2025
gabriel-bortoleto,19,19,24-abu-dhabi,2025
franco-colapinto,0,20,24-abu-dhabi,2025
jack-doohan,0,21,24-abu-dhabi,2025
