driverId,points,position,race,year
valtteri-bottas,25,1,01-austria,2020
charles-leclerc,18,2,01-austria,2020
lando-norris,16,3,01-austria,2020
lewis-hamilton,12,4,01-austria,2020
carlos-sainz-jr,10,5,01-austria,2020
sergio-perez,8,6,01-austria,2020
pierre-gasly,6,7,01-austria,2020
esteban-ocon,4,8,01-austria,2020
antonio-giovinazzi,2,9,01-austria,2020
sebastian-vettel,1,10,01-austria,2020
nicholas-latifi,0,11,01-austria,2020
daniil-kvyat,0,12,01-austria,2020
alexander-albon,0,13,01-austria,2020
valtteri-bottas,43,1,02-styria,2020
lewis-hamilton,37,2,02-styria,2020
lando-norris,26,3,02-styria,2020
charles-leclerc,18,4,02-styria,2020
sergio-perez,16,5,02-styria,2020
max-verstappen,15,6,02-styria,2020
carlos-sainz-jr,13,7,02-styria,2020
alexander-albon,12,8,02-styria,2020
pierre-gasly,6,9,02-styria,2020
lance-stroll,6,10,02-styria,2020
daniel-ricciardo,4,11,02-styria,2020
esteban-ocon,4,11,02-styria,2020
antonio-giovinazzi,2,13,02-styria,2020
daniil-kvyat,1,14,02-styria,2020
sebastian-vettel,1,15,02-styria,2020
nicholas-latifi,0,16,02-styria,2020
kimi-raikkonen,0,17,02-styria,2020
kevin-magnussen,0,18,02-styria,2020
romain-grosjean,0,19,02-styria,2020
george-russell,0,20,02-styria,2020
lewis-hamilton,63,1,03-hungary,2020
valtteri-bottas,58,2,03-hungary,2020
max-verstappen,33,3,03-hungary,2020
lando-norris,26,4,03-hungary,2020
alexander-albon,22,5,03-hungary,2020
sergio-perez,22,6,03-hungary,2020
charles-leclerc,18,7,03-hungary,2020
lance-stroll,18,8,03-hungary,2020
carlos-sainz-jr,15,9,03-hungary,2020
sebastian-vettel,9,10,03-hungary,2020
daniel-ricciardo,8,11,03-hungary,2020
pierre-gasly,6,12,03-hungary,2020
esteban-ocon,4,13,03-hungary,2020
antonio-giovinazzi,2,14,03-hungary,2020
daniil-kvyat,1,15,03-hungary,2020
kevin-magnussen,1,16,03-hungary,2020
kimi-raikkonen,0,17,03-hungary,2020
