driverId,points,position,race,year
alexander-albon,1,16,03-australia,2022
mick-schumacher,0,17,03-australia,2022
lance-stroll,0,18,03-australia,2022
nico-hulkenberg,0,19,03-australia,2022
nicholas-latifi,0,20,03-australia,2022
charles-leclerc,86,1,04-emilia-romagna,2022
max-verstappen,59,2,04-emilia-romagna,2022
sergio-perez,54,3,04-emilia-romagna,2022
george-russell,49,4,04-emilia-romagna,2022
carlos-sainz-jr,38,5,04-emilia-romagna,2022
lando-norris,35,6,04-emilia-romagna,2022
lewis-hamilton,28,7,04-emilia-romagna,2022
valtteri-bottas,24,8,04-emilia-romagna,2022
esteban-ocon,20,9,04-emilia-romagna,2022
kevin-magnussen,15,10,04-emilia-romagna,2022
daniel-ricciardo,11,11,04-emilia-romagna,2022
yuki-tsunoda,10,12,04-emilia-romagna,2022
pierre-gasly,6,13,04-emilia-romagna,2022
sebastian-vettel,4,14,04-emilia-romagna,2022
fernando-alonso,2,15,04-emilia-romagna,2022
guanyu-zhou,1,16,04-emilia-romagna,2022
alexander-albon,1,17,04-emilia-romagna,2022
lance-stroll,1,18,04-emilia-romagna,2022
mick-schumacher,0,19,04-emilia-romagna,2022
nico-hulkenberg,0,20,04-emilia-romagna,2022
nicholas-latifi,0,21,04-emilia-romagna,2022
charles-leclerc,104,1,05-miami,2022
max-verstappen,85,2,05-miami,2022
sergio-perez,66,3,05-miami,2022
george-russell,59,4,05-miami,2022
carlos-sainz-jr,53,5,05-miami,2022
lewis-hamilton,36,6,05-miami,2022
lando-norris,35,7,05-miami,2022
valtteri-bottas,30,8,05-miami,2022
esteban-ocon,24,9,05-miami,2022
kevin-magnussen,15,10,05-miami,2022
daniel-ricciardo,11,11,05-miami,2022
yuki-tsunoda,10,12,05-miami,2022
pierre-gasly,6,13,05-miami,2022
sebastian-vettel,4,14,05-miami,2022
alexander-albon,3,15,05-miami,2022
fernando-alonso,2,16,05-miami,2022
lance-stroll,2,17,05-miami,2022
guanyu-zhou,1,18,05-miami,2022
mick-schumacher,0,19,05-miami,2022
nico-hulkenberg,0,20,05-miami,2022
nicholas-latifi,0,21,05-miami,2022
max-verstappen,110,1,06-spain,2022
charles-leclerc,104,2,06-spain,2022
sergio-perez,85,3,06-spain,2022
george-russell,74,4,06-spain,2022
carlos-sainz-jr,65,5,06-spain,2022
lewis-hamilton,46,6,06-spain,2022
lando-norris,39,7,06-spain,2022
valtteri-bottas,38,8,06-spain,2022
esteban-ocon,30,9,06-spain,2022
kevin-magnussen,15,10,06-spain,2022
yuki-tsunoda,11,11,06-spain,2022
daniel-ricciardo,11,12,06-spain,2022
pierre-gasly,6,13,06-spain,2022
sebastian-vettel,4,14,06-spain,2022
fernando-alonso,4,15,06-spain,2022
alexander-albon,3,16,06-spain,2022
lance-stroll,2,17,06-spain,2022
guanyu-zhou,1,18,06-spain,2022
mick-schumacher,0,19,06-spain,2022
nico-hulkenberg,0,20,06-spain,2022
nicholas-latifi,0,21,06-spain,2022
max-verstappen,125,1,07-monaco,2022
charles-leclerc,116,2,07-monaco,2022
sergio-perez,110,3,07-monaco,2022
george-russell,84,4,07-monaco,2022
carlos-sainz-jr,83,5,07-monaco,2022
lewis-hamilton,50,6,07-monaco,2022
lando-norris,48,7,07-monaco,2022
valtteri-bottas,40,8,07-monaco,2022
esteban-ocon,30,9,07-monaco,2022
kevin-magnussen,15,10,07-monaco,2022
daniel-ricciardo,11,11,07-monaco,2022
yuki-tsunoda,11,12,07-monaco,2022
fernando-alonso,10,13,07-monaco,2022
pierre-gasly,6,14,07-monaco,2022
sebastian-vettel,5,15,07-monaco,2022
alexander-albon,3,16,07-monaco,2022
lance-stroll,2,17,07-monaco,2022
guanyu-zhou,1,18,07-monaco,2022
mick-schumacher,0,19,07-monaco,2022
nico-hulkenberg,0,20,07-monaco,2022
nicholas-latifi,0,21,07-monaco,2022
max-verstappen,150,1,08-azerbaijan,2022
sergio-perez,129,2,08-azerbaijan,2022
charles-leclerc,116,3,08-azerbaijan,2022
george-russell,99,4,08-azerbaijan,2022
carlos-sainz-jr,83,5,08-azerbaijan,2022
lewis-hamilton,62,6,08-azerbaijan,2022
lando-norris,50,7,08-azerbaijan,2022
valtteri-bottas,40,8,08-azerbaijan,2022
esteban-ocon,31,9,08-azerbaijan,2022
pierre-gasly,16,10,08-azerbaijan,2022
fernando-alonso,16,11,08-azerbaijan,2022
kevin-magnussen,15,12,08-azerbaijan,2022
daniel-ricciardo,15,13,08-azerbaijan,2022
sebastian-vettel,13,14,08-azerbaijan,2022
yuki-tsunoda,11,15,08-azerbaijan,2022
alexander-albon,3,16,08-azerbaijan,2022
lance-stroll,2,17,08-azerbaijan,2022
guanyu-zhou,1,18,08-azerbaijan,2022
mick-schumacher,0,19,08-azerbaijan,2022
nico-hulkenberg,0,20,08-azerbaijan,2022
nicholas-latifi,0,21,08-azerbaijan,2022
max-verstappen,175,1,09-canada,2022
sergio-perez,129,2,09-canada,2022
charles-leclerc,126,3,09-canada,2022
george-russell,111,4,09-canada,2022
carlos-sainz-jr,102,5,09-canada,2022
lewis-hamilton,77,6,09-canada,2022
lando-norris,50,7,09-canada,2022
valtteri-bottas,46,8,09-canada,2022
esteban-ocon,39,9,09-canada,2022
fernando-alonso,18,10,09-canada,2022
pierre-gasly,16,11,09-canada,2022
kevin-magnussen,15,12,09-canada,2022
daniel-ricciardo,15,13,09-canada,2022
sebastian-vettel,13,14,09-canada,2022
yuki-tsunoda,11,15,09-canada,2022
guanyu-zhou,5,16,09-canada,2022
alexander-albon,3,17,09-canada,2022
lance-stroll,3,18,09-canada,2022
mick-schumacher,0,19,09-canada,2022
nico-hulkenberg,0,20,09-canada,2022
nicholas-latifi,0,21,09-canada,2022
max-verstappen,181,1,10-great-britain,2022
sergio-perez,147,2,10-great-britain,2022
charles-leclerc,138,3,10-great-britain,2022
carlos-sainz-jr,127,4,10-great-britain,2022
george-russell,111,5,10-great-britain,2022
lewis-hamilton,93,6,10-great-britain,2022
lando-norris,58,7,10-great-britain,2022
valtteri-bottas,46,8,10-great-britain,2022
esteban-ocon,39,9,10-great-britain,2022
fernando-alonso,28,10,10-great-britain,2022
pierre-gasly,16,11,10-great-britain,2022
kevin-magnussen,16,12,10-great-britain,2022
sebastian-vettel,15,13,10-great-britain,2022
daniel-ricciardo,15,14,10-great-britain,2022
yuki-tsunoda,11,15,10-great-britain,2022
guanyu-zhou,5,16,10-great-britain,2022
mick-schumacher,4,17,10-great-britain,2022
alexander-albon,3,18,10-great-britain,2022
lance-stroll,3,19,10-great-britain,2022
nicholas-latifi,0,20,10-great-britain,2022
nico-hulkenberg,0,21,10-great-britain,2022
max-verstappen,208,1,11-austria,2022
charles-leclerc,170,2,11-austria,2022
sergio-perez,151,3,11-austria,2022
carlos-sainz-jr,133,4,11-austria,2022
george-russell,128,5,11-austria,2022
lewis-hamilton,109,6,11-austria,2022
lando-norris,64,7,11-austria,2022
esteban-ocon,52,8,11-austria,2022
valtteri-bottas,46,9,11-austria,2022
fernando-alonso,29,10,11-austria,2022
kevin-magnussen,22,11,11-austria,2022
daniel-ricciardo,17,12,11-austria,2022
pierre-gasly,16,13,11-austria,2022
sebastian-vettel,15,14,11-austria,2022
mick-schumacher,12,15,11-austria,2022
yuki-tsunoda,11,16,11-austria,2022
guanyu-zhou,5,17,11-austria,2022
alexander-albon,3,18,11-austria,2022
lance-stroll,3,19,11-austria,2022
nicholas-latifi,0,20,11-austria,2022
nico-hulkenberg,0,21,11-austria,2022
max-verstappen,233,1,12-france,2022
charles-leclerc,170,2,12-france,2022
sergio-perez,163,3,12-france,2022
carlos-sainz-jr,144,4,12-france,2022
george-russell,143,5,12-france,2022
lewis-hamilton,127,6,12-france,2022
lando-norris,70,7,12-france,2022
esteban-ocon,56,8,12-france,2022
valtteri-bottas,46,9,12-france,2022
fernando-alonso,37,10,12-france,2022
kevin-magnussen,22,11,12-france,2022
daniel-ricciardo,19,12,12-france,2022
pierre-gasly,16,13,12-france,2022
sebastian-vettel,15,14,12-france,2022
mick-schumacher,12,15,12-france,2022
yuki-tsunoda,11,16,12-france,2022
guanyu-zhou,5,17,12-france,2022
lance-stroll,4,18,12-france,2022
alexander-albon,3,19,12-france,2022
nicholas-latifi,0,20,12-france,2022
nico-hulkenberg,0,21,12-france,2022
max-verstappen,258,1,13-hungary,2022
charles-leclerc,178,2,13-hungary,2022
sergio-perez,173,3,13-hungary,2022
george-russell,158,4,13-hungary,2022
carlos-sainz-jr,156,5,13-hungary,2022
lewis-hamilton,146,6,13-hungary,2022
lando-norris,76,7,13-hungary,2022
esteban-ocon,58,8,13-hungary,2022
valtteri-bottas,46,9,13-hungary,2022
fernando-alonso,41,10,13-hungary,2022
kevin-magnussen,22,11,13-hungary,2022
daniel-ricciardo,19,12,13-hungary,2022
pierre-gasly,16,13,13-hungary,2022
sebastian-vettel,16,14,13-hungary,2022
mick-schumacher,12,15,13-hungary,2022
yuki-tsunoda,11,16,13-hungary,2022
guanyu-zhou,5,17,13-hungary,2022
lance-stroll,4,18,13-hungary,2022
alexander-albon,3,19,13-hungary,2022
nicholas-latifi,0,20,13-hungary,2022
nico-hulkenberg,0,21,13-hungary,2022
max-verstappen,284,1,14-belgium,2022
sergio-perez,191,2,14-belgium,2022
charles-leclerc,186,3,14-belgium,2022
carlos-sainz-jr,171,4,14-belgium,2022
george-russell,170,5,14-belgium,2022
lewis-hamilton,146,6,14-belgium,2022
lando-norris,76,7,14-belgium,2022
esteban-ocon,64,8,14-belgium,2022
fernando-alonso,51,9,14-belgium,2022
valtteri-bottas,46,10,14-belgium,2022
kevin-magnussen,22,11,14-belgium,2022
sebastian-vettel,20,12,14-belgium,2022
daniel-ricciardo,19,13,14-belgium,2022
pierre-gasly,18,14,14-belgium,2022
mick-schumacher,12,15,14-belgium,2022
yuki-tsunoda,11,16,14-belgium,2022
guanyu-zhou,5,17,14-belgium,2022
alexander-albon,4,18,14-belgium,2022
lance-stroll,4,19,14-belgium,2022
nicholas-latifi,0,20,14-belgium,2022
nico-hulkenberg,0,21,14-belgium,2022
max-verstappen,310,1,15-netherlands,2022
charles-leclerc,201,2,15-netherlands,2022
sergio-perez,201,3,15-netherlands,2022
george-russell,188,4,15-netherlands,2022
carlos-sainz-jr,175,5,15-netherlands,2022
lewis-hamilton,158,6,15-netherlands,2022
lando-norris,82,7,15-netherlands,2022
esteban-ocon,66,8,15-netherlands,2022
fernando-alonso,59,9,15-netherlands,2022
valtteri-bottas,46,10,15-netherlands,2022
kevin-magnussen,22,11,15-netherlands,2022
sebastian-vettel,20,12,15-netherlands,2022
daniel-ricciardo,19,13,15-netherlands,2022
pierre-gasly,18,14,15-netherlands,2022
mick-schumacher,12,15,15-netherlands,2022
yuki-tsunoda,11,16,15-netherlands,2022
guanyu-zhou,5,17,15-netherlands,2022
lance-stroll,5,18,15-netherlands,2022
alexander-albon,4,19,15-netherlands,2022
nicholas-latifi,0,20,15-netherlands,2022
nico-hulkenberg,0,21,15-netherlands,2022
max-verstappen,335,1,16-italy,2022
charles-leclerc,219,2,16-italy,2022
sergio-perez,210,3,16-italy,2022
george-russell,203,4,16-italy,2022
carlos-sainz-jr,187,5,16-italy,2022
lewis-hamilton,168,6,16-italy,2022
lando-norris,88,7,16-italy,2022
esteban-ocon,66,8,16-italy,2022
fernando-alonso,59,9,16-italy,2022
valtteri-bottas,46,10,16-italy,2022
pierre-gasly,22,11,16-italy,2022
kevin-magnussen,22,12,16-italy,2022
sebastian-vettel,20,13,16-italy,2022
daniel-ricciardo,19,14,16-italy,2022
mick-schumacher,12,15,16-italy,2022
yuki-tsunoda,11,16,16-italy,2022
guanyu-zhou,6,17,16-italy,2022
lance-stroll,5,18,16-italy,2022
alexander-albon,4,19,16-italy,2022
nyck-de-vries,2,20,16-italy,2022
nicholas-latifi,0,21,16-italy,2022
nico-hulkenberg,0,22,16-italy,2022
max-verstappen,341,1,17-singapore,2022
charles-leclerc,237,2,17-singapore,2022
sergio-perez,235,3,17-singapore,2022
george-russell,203,4,17-singapore,2022
carlos-sainz-jr,202,5,17-singapore,2022
lewis-hamilton,170,6,17-singapore,2022
lando-norris,100,7,17-singapore,2022
esteban-ocon,66,8,17-singapore,2022
fernando-alonso,59,9,17-singapore,2022
valtteri-bottas,46,10,17-singapore,2022
daniel-ricciardo,29,11,17-singapore,2022
sebastian-vettel,24,12,17-singapore,2022
pierre-gasly,23,13,17-singapore,2022
kevin-magnussen,22,14,17-singapore,2022
lance-stroll,13,15,17-singapore,2022
mick-schumacher,12,16,17-singapore,2022
yuki-tsunoda,11,17,17-singapore,2022
guanyu-zhou,6,18,17-singapore,2022
alexander-albon,4,19,17-singapore,2022
nyck-de-vries,2,20,17-singapore,2022
nicholas-latifi,0,21,17-singapore,2022
nico-hulkenberg,0,22,17-singapore,2022
max-verstappen,366,1,18-japan,2022
sergio-perez,253,2,18-japan,2022
charles-leclerc,252,3,18-japan,2022
george-russell,207,4,18-japan,2022
carlos-sainz-jr,202,5,18-japan,2022
lewis-hamilton,180,6,18-japan,2022
lando-norris,101,7,18-japan,2022
esteban-ocon,78,8,18-japan,2022
fernando-alonso,65,9,18-japan,2022
valtteri-bottas,46,10,18-japan,2022
sebastian-vettel,32,11,18-japan,2022
daniel-ricciardo,29,12,18-japan,2022
pierre-gasly,23,13,18-japan,2022
kevin-magnussen,22,14,18-japan,2022
lance-stroll,13,15,18-japan,2022
mick-schumacher,12,16,18-japan,2022
yuki-tsunoda,11,17,18-japan,2022
guanyu-zhou,6,18,18-japan,2022
alexander-albon,4,19,18-japan,2022
nicholas-latifi,2,20,18-japan,2022
nyck-de-vries,2,21,18-japan,2022
nico-hulkenberg,0,22,18-japan,2022
max-verstappen,391,1,19-united-states,2022
charles-leclerc,267,2,19-united-states,2022
sergio-perez,265,3,19-united-states,2022
george-russell,218,4,19-united-states,2022
carlos-sainz-jr,202,5,19-united-states,2022
lewis-hamilton,198,6,19-united-states,2022
lando-norris,109,7,19-united-states,2022
esteban-ocon,78,8,19-united-states,2022
fernando-alonso,71,9,19-united-states,2022
valtteri-bottas,46,10,19-united-states,2022
sebastian-vettel,36,11,19-united-states,2022
daniel-ricciardo,29,12,19-united-states,2022
kevin-magnussen,24,13,19-united-states,2022
pierre-gasly,23,14,19-united-states,2022
lance-stroll,13,15,19-united-states,2022
mick-schumacher,12,16,19-united-states,2022
yuki-tsunoda,12,17,19-united-states,2022
guanyu-zhou,6,18,19-united-states,2022
alexander-albon,4,19,19-united-states,2022
nicholas-latifi,2,20,19-united-states,2022
nyck-de-vries,2,21,19-united-states,2022
nico-hulkenberg,0,22,19-united-states,2022
max-verstappen,416,1,20-mexico,2022
sergio-perez,280,2,20-mexico,2022
charles-leclerc,275,3,20-mexico,2022
george-russell,231,4,20-mexico,2022
lewis-hamilton,216,5,20-mexico,2022
carlos-sainz-jr,212,6,20-mexico,2022
lando-norris,111,7,20-mexico,2022
esteban-ocon,82,8,20-mexico,2022
fernando-alonso,71,9,20-mexico,2022
valtteri-bottas,47,10,20-mexico,2022
sebastian-vettel,36,11,20-mexico,2022
daniel-ricciardo,35,12,20-mexico,2022
kevin-magnussen,24,13,20-mexico,2022
pierre-gasly,23,14,20-mexico,2022
lance-stroll,13,15,20-mexico,2022
mick-schumacher,12,16,20-mexico,2022
yuki-tsunoda,12,17,20-mexico,2022
guanyu-zhou,6,18,20-mexico,2022
alexander-albon,4,19,20-mexico,2022
nicholas-latifi,2,20,20-mexico,2022
nyck-de-vries,2,21,20-mexico,2022
nico-hulkenberg,0,22,20-mexico,2022
max-verstappen,429,1,21-sao-paulo,2022
charles-leclerc,290,2,21-sao-paulo,2022
sergio-perez,290,3,21-sao-paulo,2022
george-russell,265,4,21-sao-paulo,2022
lewis-hamilton,240,5,21-sao-paulo,2022
carlos-sainz-jr,234,6,21-sao-paulo,2022
lando-norris,113,7,21-sao-paulo,2022
esteban-ocon,86,8,21-sao-paulo,2022
fernando-alonso,81,9,21-sao-paulo,2022
valtteri-bottas,49,10,21-sao-paulo,2022
sebastian-vettel,36,11,21-sao-paulo,2022
daniel-ricciardo,35,12,21-sao-paulo,2022
kevin-magnussen,25,13,21-sao-paulo,2022
pierre-gasly,23,14,21-sao-paulo,2022
lance-stroll,14,15,21-sao-paulo,2022
mick-schumacher,12,16,21-sao-paulo,2022
yuki-tsunoda,12,17,21-sao-paulo,2022
guanyu-zhou,6,18,21-sao-paulo,2022
alexander-albon,4,19,21-sao-paulo,2022
nicholas-latifi,2,20,21-sao-paulo,2022
nyck-de-vries,2,21,21-sao-paulo,2022
nico-hulkenberg,0,22,21-sao-paulo,2022
max-verstappen,454,1,22-abu-dhabi,2022
charles-leclerc,308,2,22-abu-dhabi,2022
sergio-perez,305,3,22-abu-dhabi,2022
george-russell,275,4,22-abu-dhabi,2022
carlos-sainz-jr,246,5,22-abu-dhabi,2022
lewis-hamilton,240,6,22-abu-dhabi,2022
lando-norris,122,7,22-abu-dhabi,2022
esteban-ocon,92,8,22-abu-dhabi,2022
fernando-alonso,81,9,22-abu-dhabi,2022
valtteri-bottas,49,10,22-abu-dhabi,2022
daniel-ricciardo,37,11,22-abu-dhabi,2022
sebastian-vettel,37,12,22-abu-dhabi,2022
kevin-magnussen,25,13,22-abu-dhabi,2022
pierre-gasly,23,14,22-abu-dhabi,2022
lance-stroll,18,15,22-abu-dhabi,2022
mick-schumacher,12,16,22-abu-dhabi,2022
yuki-tsunoda,12,17,22-abu-dhabi,2022
guanyu-zhou,6,18,22-abu-dhabi,2022
alexander-albon,4,19,22-abu-dhabi,2022
nicholas-latifi,2,20,22-abu-dhabi,2022
nyck-de-vries,2,21,22-abu-dhabi,2022
nico-hulkenberg,0,22,22-abu-dhabi,2022
