driverId,points,position,race,year
charles-leclerc,26,1,01-bahrain,2022
carlos-sainz-jr,18,2,01-bahrain,2022
lewis-hamilton,15,3,01-bahrain,2022
george-russell,12,4,01-bahrain,2022
kevin-magnussen,10,5,01-bahrain,2022
valtteri-bottas,8,6,01-bahrain,2022
esteban-ocon,6,7,01-bahrain,2022
yuki-tsunoda,4,8,01-bahrain,2022
fernando-alonso,2,9,01-bahrain,2022
guanyu-zhou,1,10,01-bahrain,2022
mick-schumacher,0,11,01-bahrain,2022
lance-stroll,0,12,01-bahrain,2022
alexander-albon,0,13,01-bahrain,2022
daniel-ricciardo,0,14,01-bahrain,2022
lando-norris,0,15,01-bahrain,2022
nicholas-latifi,0,16,01-bahrain,2022
nico-hulkenberg,0,17,01-bahrain,2022
sergio-perez,0,18,01-bahrain,2022
max-verstappen,0,19,01-bahrain,2022
charles-leclerc,45,1,02-saudi-arabia,2022
carlos-sainz-jr,33,2,02-saudi-arabia,2022
max-verstappen,25,3,02-saudi-arabia,2022
george-russell,22,4,02-saudi-arabia,2022
lewis-hamilton,16,5,02-saudi-arabia,2022
esteban-ocon,14,6,02-saudi-arabia,2022
sergio-perez,12,7,02-saudi-arabia,2022
kevin-magnussen,12,8,02-saudi-arabia,2022
valtteri-bottas,8,9,02-saudi-arabia,2022
lando-norris,6,10,02-saudi-arabia,2022
yuki-tsunoda,4,11,02-saudi-arabia,2022
pierre-gasly,4,12,02-saudi-arabia,2022
fernando-alonso,2,13,02-saudi-arabia,2022
guanyu-zhou,1,14,02-saudi-arabia,2022
mick-schumacher,0,15,02-saudi-arabia,2022
lance-stroll,0,16,02-saudi-arabia,2022
nico-hulkenberg,0,17,02-saudi-arabia,2022
alexander-albon,0,18,02-saudi-arabia,2022
daniel-ricciardo,0,19,02-saudi-arabia,2022
nicholas-latifi,0,20,02-saudi-arabia,2022
charles-leclerc,71,1,03-australia,2022
george-russell,37,2,03-australia,2022
carlos-sainz-jr,33,3,03-australia,2022
sergio-perez,30,4,03-australia,2022
lewis-hamilton,28,5,03-australia,2022
max-verstappen,25,6,03-australia,2022
esteban-ocon,20,7,03-australia,2022
lando-norris,16,8,03-australia,2022
kevin-magnussen,12,9,03-australia,2022
valtteri-bottas,12,10,03-australia,2022
daniel-ricciardo,8,11,03-australia,2022
pierre-gasly,6,12,03-australia,2022
yuki-tsunoda,4,13,03-australia,2022
fernando-alonso,2,14,03-australia,2022
guanyu-zhou,1,15,03-australia,2022
